 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -6.89172642e+03 -4.47257350e+03 
 1.02329299e+06 -6.96218319e+03 -4.39731943e+03 
 1.04712855e+06 -7.02999177e+03 -4.32253475e+03 
 1.07151931e+06 -7.09523062e+03 -4.24828773e+03 
 1.09647820e+06 -7.15797788e+03 -4.17464132e+03 
 1.12201845e+06 -7.21831109e+03 -4.10165345e+03 
 1.14815362e+06 -7.27630710e+03 -4.02937726e+03 
 1.17489755e+06 -7.33204182e+03 -3.95786133e+03 
 1.20226443e+06 -7.38559014e+03 -3.88714992e+03 
 1.23026877e+06 -7.43702577e+03 -3.81728321e+03 
 1.25892541e+06 -7.48642115e+03 -3.74829752e+03 
 1.28824955e+06 -7.53384734e+03 -3.68022554e+03 
 1.31825674e+06 -7.57937398e+03 -3.61309651e+03 
 1.34896288e+06 -7.62306917e+03 -3.54693646e+03 
 1.38038426e+06 -7.66499949e+03 -3.48176840e+03 
 1.41253754e+06 -7.70522987e+03 -3.41761249e+03 
 1.44543977e+06 -7.74382364e+03 -3.35448624e+03 
 1.47910839e+06 -7.78084247e+03 -3.29240469e+03 
 1.51356125e+06 -7.81634633e+03 -3.23138055e+03 
 1.54881662e+06 -7.85039356e+03 -3.17142439e+03 
 1.58489319e+06 -7.88304079e+03 -3.11254476e+03 
 1.62181010e+06 -7.91434299e+03 -3.05474838e+03 
 1.65958691e+06 -7.94435347e+03 -2.99804022e+03 
 1.69824365e+06 -7.97312389e+03 -2.94242367e+03 
 1.73780083e+06 -8.00070429e+03 -2.88790066e+03 
 1.77827941e+06 -8.02714311e+03 -2.83447175e+03 
 1.81970086e+06 -8.05248723e+03 -2.78213628e+03 
 1.86208714e+06 -8.07678195e+03 -2.73089243e+03 
 1.90546072e+06 -8.10007109e+03 -2.68073736e+03 
 1.94984460e+06 -8.12239698e+03 -2.63166726e+03 
 1.99526231e+06 -8.14380049e+03 -2.58367749e+03 
 2.04173794e+06 -8.16432112e+03 -2.53676261e+03 
 2.08929613e+06 -8.18399696e+03 -2.49091647e+03 
 2.13796209e+06 -8.20286478e+03 -2.44613232e+03 
 2.18776162e+06 -8.22096008e+03 -2.40240281e+03 
 2.23872114e+06 -8.23831707e+03 -2.35972012e+03 
 2.29086765e+06 -8.25496878e+03 -2.31807597e+03 
 2.34422882e+06 -8.27094704e+03 -2.27746170e+03 
 2.39883292e+06 -8.28628257e+03 -2.23786832e+03 
 2.45470892e+06 -8.30100497e+03 -2.19928654e+03 
 2.51188643e+06 -8.31514282e+03 -2.16170684e+03 
 2.57039578e+06 -8.32872365e+03 -2.12511949e+03 
 2.63026799e+06 -8.34177404e+03 -2.08951460e+03 
 2.69153480e+06 -8.35431960e+03 -2.05488215e+03 
 2.75422870e+06 -8.36638509e+03 -2.02121203e+03 
 2.81838293e+06 -8.37799436e+03 -1.98849405e+03 
 2.88403150e+06 -8.38917044e+03 -1.95671800e+03 
 2.95120923e+06 -8.39993561e+03 -1.92587365e+03 
 3.01995172e+06 -8.41031134e+03 -1.89595078e+03 
 3.09029543e+06 -8.42031842e+03 -1.86693922e+03 
 3.16227766e+06 -8.42997692e+03 -1.83882883e+03 
 3.23593657e+06 -8.43930630e+03 -1.81160956e+03 
 3.31131121e+06 -8.44832536e+03 -1.78527144e+03 
 3.38844156e+06 -8.45705232e+03 -1.75980459e+03 
 3.46736850e+06 -8.46550487e+03 -1.73519926e+03 
 3.54813389e+06 -8.47370012e+03 -1.71144584e+03 
 3.63078055e+06 -8.48165474e+03 -1.68853482e+03 
 3.71535229e+06 -8.48938490e+03 -1.66645687e+03 
 3.80189396e+06 -8.49690633e+03 -1.64520280e+03 
 3.89045145e+06 -8.50423436e+03 -1.62476358e+03 
 3.98107171e+06 -8.51138394e+03 -1.60513035e+03 
 4.07380278e+06 -8.51836963e+03 -1.58629442e+03 
 4.16869383e+06 -8.52520570e+03 -1.56824727e+03 
 4.26579519e+06 -8.53190610e+03 -1.55098055e+03 
 4.36515832e+06 -8.53848448e+03 -1.53448611e+03 
 4.46683592e+06 -8.54495427e+03 -1.51875597e+03 
 4.57088190e+06 -8.55132862e+03 -1.50378230e+03 
 4.67735141e+06 -8.55762053e+03 -1.48955750e+03 
 4.78630092e+06 -8.56384276e+03 -1.47607409e+03 
 4.89778819e+06 -8.57000794e+03 -1.46332479e+03 
 5.01187234e+06 -8.57612854e+03 -1.45130249e+03 
 5.12861384e+06 -8.58221693e+03 -1.44000024e+03 
 5.24807460e+06 -8.58828536e+03 -1.42941123e+03 
 5.37031796e+06 -8.59434602e+03 -1.41952883e+03 
 5.49540874e+06 -8.60041103e+03 -1.41034653e+03 
 5.62341325e+06 -8.60649249e+03 -1.40185796e+03 
 5.75439937e+06 -8.61260245e+03 -1.39405690e+03 
 5.88843655e+06 -8.61875300e+03 -1.38693721e+03 
 6.02559586e+06 -8.62495622e+03 -1.38049288e+03 
 6.16595002e+06 -8.63122424e+03 -1.37471799e+03 
 6.30957344e+06 -8.63756924e+03 -1.36960671e+03 
 6.45654229e+06 -8.64400349e+03 -1.36515326e+03 
 6.60693448e+06 -8.65053933e+03 -1.36135193e+03 
 6.76082975e+06 -8.65718921e+03 -1.35819705e+03 
 6.91830971e+06 -8.66396571e+03 -1.35568296e+03 
 7.07945784e+06 -8.67088153e+03 -1.35380402e+03 
 7.24435960e+06 -8.67794955e+03 -1.35255455e+03 
 7.41310241e+06 -8.68518278e+03 -1.35192888e+03 
 7.58577575e+06 -8.69259443e+03 -1.35192125e+03 
 7.76247117e+06 -8.70019789e+03 -1.35252584e+03 
 7.94328235e+06 -8.70800676e+03 -1.35373673e+03 
 8.12830516e+06 -8.71603485e+03 -1.35554787e+03 
 8.31763771e+06 -8.72429619e+03 -1.35795307e+03 
