 time            v(detp)         v(detn)        
 0.00000000e+00  2.14096806e+00  2.14096806e+00 
 2.00000000e-15  2.14096806e+00  2.14096806e+00 
 4.00000000e-15  2.14096806e+00  2.14096806e+00 
 8.00000000e-15  2.14096807e+00  2.14096807e+00 
 1.60000000e-14  2.14096808e+00  2.14096807e+00 
 3.20000000e-14  2.14096827e+00  2.14096817e+00 
 6.40000000e-14  2.14097077e+00  2.14096928e+00 
 1.28000000e-13  2.14099785e+00  2.14097652e+00 
 2.56000000e-13  2.14121778e+00  2.14091741e+00 
 4.56000000e-13  2.14214581e+00  2.13971306e+00 
 6.56000000e-13  2.14381675e+00  2.13554245e+00 
 8.56000000e-13  2.14621329e+00  2.12674721e+00 
 1.05600000e-12  2.14926115e+00  2.11234850e+00 
 1.25600000e-12  2.15280871e+00  2.09212425e+00 
 1.45600000e-12  2.15663669e+00  2.06658168e+00 
 1.65600000e-12  2.16047099e+00  2.03682296e+00 
 1.85600000e-12  2.16400610e+00  2.00436282e+00 
 2.05600000e-12  2.16692038e+00  1.97094302e+00 
 2.25600000e-12  2.16888679e+00  1.93837481e+00 
 2.45600000e-12  2.16958061e+00  1.90841618e+00 
 2.65600000e-12  2.16868969e+00  1.88267319e+00 
 2.85600000e-12  2.16593270e+00  1.86251070e+00 
 3.05600000e-12  2.16108481e+00  1.84896136e+00 
 3.25600000e-12  2.15400658e+00  1.84264414e+00 
 3.45600000e-12  2.14466074e+00  1.84371793e+00 
 3.65600000e-12  2.13310970e+00  1.85190029e+00 
 3.85600000e-12  2.11949448e+00  1.86655157e+00 
 4.05600000e-12  2.10400941e+00  1.88679968e+00 
 4.25600000e-12  2.08687861e+00  1.91166447e+00 
 4.45600000e-12  2.06833935e+00  1.94015810e+00 
 4.65600000e-12  2.04862972e+00  1.97135113e+00 
 4.85600000e-12  2.02798156e+00  2.00441072e+00 
 5.05600000e-12  2.00661505e+00  2.03861608e+00 
 5.25600000e-12  1.98473636e+00  2.07336127e+00 
 5.45600000e-12  1.96253548e+00  2.10814864e+00 
 5.65600000e-12  1.94018595e+00  2.14257920e+00 
 5.85600000e-12  1.91784429e+00  2.17634027e+00 
 6.05600000e-12  1.89565077e+00  2.20919394e+00 
 6.25600000e-12  1.87372965e+00  2.24096523e+00 
 6.45600000e-12  1.85219053e+00  2.27153220e+00 
 6.65600000e-12  1.83112900e+00  2.30081647e+00 
 6.85600000e-12  1.81062828e+00  2.32877565e+00 
 7.05600000e-12  1.79076008e+00  2.35539638e+00 
 7.25600000e-12  1.77158630e+00  2.38068902e+00 
 7.45600000e-12  1.75316014e+00  2.40468286e+00 
 7.65600000e-12  1.73552792e+00  2.42742287e+00 
 7.85600000e-12  1.71873044e+00  2.44896688e+00 
 8.05600000e-12  1.70280527e+00  2.46938430e+00 
 8.25600000e-12  1.68778864e+00  2.48875530e+00 
 8.45600000e-12  1.67371856e+00  2.50717169e+00 
 8.65600000e-12  1.66063771e+00  2.52473817e+00 
 8.85600000e-12  1.64859734e+00  2.54157506e+00 
 9.05600000e-12  1.63766034e+00  2.55782035e+00 
 9.25600000e-12  1.62790342e+00  2.57363064e+00 
 9.45600000e-12  1.61941553e+00  2.58917767e+00 
 9.65600000e-12  1.61229181e+00  2.60463879e+00 
 9.85600000e-12  1.60662200e+00  2.62018021e+00 
 1.00560000e-11  1.60247690e+00  2.63593668e+00 
 1.02560000e-11  1.59989656e+00  2.65199274e+00 
 1.04560000e-11  1.59888511e+00  2.66837222e+00 
 1.06560000e-11  1.59941240e+00  2.68503791e+00 
 1.08560000e-11  1.60142136e+00  2.70190105e+00 
 1.10560000e-11  1.60483720e+00  2.71883604e+00 
 1.12560000e-11  1.60957644e+00  2.73569722e+00 
 1.14560000e-11  1.61555356e+00  2.75233378e+00 
 1.16560000e-11  1.62268548e+00  2.76860189e+00 
 1.18560000e-11  1.63089370e+00  2.78437287e+00 
 1.20560000e-11  1.64010524e+00  2.79953819e+00 
 1.22560000e-11  1.65025249e+00  2.81401139e+00 
 1.24560000e-11  1.66127287e+00  2.82772781e+00 
 1.26560000e-11  1.67310832e+00  2.84064230e+00 
 1.28560000e-11  1.68570528e+00  2.85272546e+00 
 1.30560000e-11  1.69901497e+00  2.86395797e+00 
 1.32560000e-11  1.71299473e+00  2.87432286e+00 
 1.34560000e-11  1.72761052e+00  2.88379420e+00 
 1.36560000e-11  1.74284179e+00  2.89232057e+00 
 1.38560000e-11  1.75868920e+00  2.89979988e+00 
 1.40560000e-11  1.77518676e+00  2.90604221e+00 
 1.42560000e-11  1.79241782e+00  2.91071649e+00 
 1.44560000e-11  1.81053241e+00  2.91328051e+00 
 1.46560000e-11  1.82975974e+00  2.91290152e+00 
 1.48560000e-11  1.85040835e+00  2.90839250e+00 
 1.50560000e-11  1.87284784e+00  2.89820806e+00 
 1.52560000e-11  1.89746936e+00  2.88054684e+00 
 1.54560000e-11  1.92462660e+00  2.85357980e+00 
 1.56560000e-11  1.95456199e+00  2.81577851e+00 
 1.58560000e-11  1.98731695e+00  2.76628736e+00 
 1.60560000e-11  2.02261035e+00  2.70526693e+00 
 1.62560000e-11  2.05969629e+00  2.63406011e+00 
 1.64560000e-11  2.09736900e+00  2.55505174e+00 
 1.66560000e-11  2.13425487e+00  2.47129338e+00 
 1.68560000e-11  2.16920306e+00  2.38590515e+00 
 1.70560000e-11  2.20140505e+00  2.30160763e+00 
 1.72560000e-11  2.23034453e+00  2.22064926e+00 
 1.74560000e-11  2.25566905e+00  2.14481121e+00 
 1.76560000e-11  2.27715520e+00  2.07551017e+00 
 1.78560000e-11  2.29469691e+00  2.01389696e+00 
 1.80560000e-11  2.30822635e+00  1.96088421e+00 
 1.82560000e-11  2.31769907e+00  1.91718337e+00 
 1.84560000e-11  2.32309980e+00  1.88329115e+00 
 1.86560000e-11  2.32445789e+00  1.85941977e+00 
 1.88560000e-11  2.32186522e+00  1.84546032e+00 
 1.90560000e-11  2.31550053e+00  1.84097266e+00 
