 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -2.21875530e+03 -2.92543423e+01 
 1.02329299e+06 -2.21877302e+03 -2.85745119e+01 
 1.04712855e+06 -2.21878995e+03 -2.79098113e+01 
 1.07151931e+06 -2.21880611e+03 -2.72598895e+01 
 1.09647820e+06 -2.21882155e+03 -2.66244031e+01 
 1.12201845e+06 -2.21883629e+03 -2.60030165e+01 
 1.14815362e+06 -2.21885037e+03 -2.53954012e+01 
 1.17489755e+06 -2.21886381e+03 -2.48012363e+01 
 1.20226443e+06 -2.21887665e+03 -2.42202075e+01 
 1.23026877e+06 -2.21888891e+03 -2.36520078e+01 
 1.25892541e+06 -2.21890063e+03 -2.30963368e+01 
 1.28824955e+06 -2.21891181e+03 -2.25529005e+01 
 1.31825674e+06 -2.21892249e+03 -2.20214118e+01 
 1.34896288e+06 -2.21893269e+03 -2.15015893e+01 
 1.38038426e+06 -2.21894243e+03 -2.09931582e+01 
 1.41253754e+06 -2.21895173e+03 -2.04958495e+01 
 1.44543977e+06 -2.21896061e+03 -2.00094000e+01 
 1.47910839e+06 -2.21896910e+03 -1.95335524e+01 
 1.51356125e+06 -2.21897720e+03 -1.90680549e+01 
 1.54881662e+06 -2.21898494e+03 -1.86126611e+01 
 1.58489319e+06 -2.21899232e+03 -1.81671300e+01 
 1.62181010e+06 -2.21899938e+03 -1.77312258e+01 
 1.65958691e+06 -2.21900612e+03 -1.73047176e+01 
 1.69824365e+06 -2.21901255e+03 -1.68873798e+01 
 1.73780083e+06 -2.21901870e+03 -1.64789914e+01 
 1.77827941e+06 -2.21902457e+03 -1.60793361e+01 
 1.81970086e+06 -2.21903017e+03 -1.56882022e+01 
 1.86208714e+06 -2.21903552e+03 -1.53053828e+01 
 1.90546072e+06 -2.21904064e+03 -1.49306751e+01 
 1.94984460e+06 -2.21904552e+03 -1.45638806e+01 
 1.99526231e+06 -2.21905018e+03 -1.42048050e+01 
 2.04173794e+06 -2.21905463e+03 -1.38532582e+01 
 2.08929613e+06 -2.21905888e+03 -1.35090540e+01 
 2.13796209e+06 -2.21906294e+03 -1.31720100e+01 
 2.18776162e+06 -2.21906681e+03 -1.28419477e+01 
 2.23872114e+06 -2.21907052e+03 -1.25186923e+01 
 2.29086765e+06 -2.21907405e+03 -1.22020724e+01 
 2.34422882e+06 -2.21907743e+03 -1.18919204e+01 
 2.39883292e+06 -2.21908065e+03 -1.15880719e+01 
 2.45470892e+06 -2.21908373e+03 -1.12903660e+01 
 2.51188643e+06 -2.21908667e+03 -1.09986448e+01 
 2.57039578e+06 -2.21908947e+03 -1.07127539e+01 
 2.63026799e+06 -2.21909215e+03 -1.04325416e+01 
 2.69153480e+06 -2.21909471e+03 -1.01578597e+01 
 2.75422870e+06 -2.21909716e+03 -9.88856240e+00 
 2.81838293e+06 -2.21909949e+03 -9.62450710e+00 
 2.88403150e+06 -2.21910172e+03 -9.36555384e+00 
 2.95120923e+06 -2.21910385e+03 -9.11156539e+00 
 3.01995172e+06 -2.21910588e+03 -8.86240715e+00 
 3.09029543e+06 -2.21910782e+03 -8.61794706e+00 
 3.16227766e+06 -2.21910967e+03 -8.37805556e+00 
 3.23593657e+06 -2.21911144e+03 -8.14260550e+00 
 3.31131121e+06 -2.21911312e+03 -7.91147211e+00 
 3.38844156e+06 -2.21911474e+03 -7.68453286e+00 
 3.46736850e+06 -2.21911627e+03 -7.46166747e+00 
 3.54813389e+06 -2.21911774e+03 -7.24275783e+00 
 3.63078055e+06 -2.21911914e+03 -7.02768788e+00 
 3.71535229e+06 -2.21912048e+03 -6.81634363e+00 
 3.80189396e+06 -2.21912176e+03 -6.60861306e+00 
 3.89045145e+06 -2.21912298e+03 -6.40438606e+00 
 3.98107171e+06 -2.21912414e+03 -6.20355435e+00 
 4.07380278e+06 -2.21912525e+03 -6.00601149e+00 
 4.16869383e+06 -2.21912631e+03 -5.81165276e+00 
 4.26579519e+06 -2.21912733e+03 -5.62037513e+00 
 4.36515832e+06 -2.21912829e+03 -5.43207720e+00 
 4.46683592e+06 -2.21912921e+03 -5.24665916e+00 
 4.57088190e+06 -2.21913009e+03 -5.06402269e+00 
 4.67735141e+06 -2.21913093e+03 -4.88407100e+00 
 4.78630092e+06 -2.21913173e+03 -4.70670867e+00 
 4.89778819e+06 -2.21913249e+03 -4.53184169e+00 
 5.01187234e+06 -2.21913322e+03 -4.35937734e+00 
 5.12861384e+06 -2.21913391e+03 -4.18922420e+00 
 5.24807460e+06 -2.21913457e+03 -4.02129206e+00 
 5.37031796e+06 -2.21913520e+03 -3.85549189e+00 
 5.49540874e+06 -2.21913580e+03 -3.69173580e+00 
 5.62341325e+06 -2.21913638e+03 -3.52993695e+00 
 5.75439937e+06 -2.21913692e+03 -3.37000957e+00 
 5.88843655e+06 -2.21913744e+03 -3.21186888e+00 
 6.02559586e+06 -2.21913793e+03 -3.05543103e+00 
 6.16595002e+06 -2.21913840e+03 -2.90061307e+00 
 6.30957344e+06 -2.21913885e+03 -2.74733294e+00 
 6.45654229e+06 -2.21913928e+03 -2.59550936e+00 
 6.60693448e+06 -2.21913968e+03 -2.44506183e+00 
 6.76082975e+06 -2.21914007e+03 -2.29591060e+00 
 6.91830971e+06 -2.21914043e+03 -2.14797658e+00 
 7.07945784e+06 -2.21914078e+03 -2.00118133e+00 
 7.24435960e+06 -2.21914111e+03 -1.85544703e+00 
 7.41310241e+06 -2.21914142e+03 -1.71069641e+00 
 7.58577575e+06 -2.21914172e+03 -1.56685271e+00 
 7.76247117e+06 -2.21914200e+03 -1.42383967e+00 
 7.94328235e+06 -2.21914226e+03 -1.28158147e+00 
 8.12830516e+06 -2.21914251e+03 -1.14000267e+00 
 8.31763771e+06 -2.21914275e+03 -9.99028201e-01 
 8.51138038e+06 -2.21914297e+03 -8.58583322e-01 
 8.70963590e+06 -2.21914318e+03 -7.18593562e-01 
 8.91250938e+06 -2.21914337e+03 -5.78984692e-01 
 9.12010839e+06 -2.21914356e+03 -4.39682687e-01 
 9.33254301e+06 -2.21914373e+03 -3.00613683e-01 
 9.54992586e+06 -2.21914389e+03 -1.61703939e-01 
 9.77237221e+06 -2.21914404e+03 -2.28797965e-02 
 1.00000000e+07 -2.21914418e+03  1.15932356e-01 
 1.02329299e+07 -2.21914430e+03  2.54806126e-01 
 1.04712855e+07 -2.21914442e+03  3.93815152e-01 
 1.07151931e+07 -2.21914453e+03  5.33033149e-01 
 1.09647820e+07 -2.21914463e+03  6.72533940e-01 
 1.12201845e+07 -2.21914472e+03  8.12391501e-01 
 1.14815362e+07 -2.21914479e+03  9.52679995e-01 
 1.17489755e+07 -2.21914486e+03  1.09347382e+00 
 1.20226443e+07 -2.21914492e+03  1.23484763e+00 
 1.23026877e+07 -2.21914497e+03  1.37687641e+00 
 1.25892541e+07 -2.21914502e+03  1.51963548e+00 
 1.28824955e+07 -2.21914505e+03  1.66320053e+00 
 1.31825674e+07 -2.21914508e+03  1.80764772e+00 
 1.34896288e+07 -2.21914509e+03  1.95305365e+00 
 1.38038426e+07 -2.21914510e+03  2.09949542e+00 
 1.41253754e+07 -2.21914510e+03  2.24705072e+00 
 1.44543977e+07 -2.21914509e+03  2.39579779e+00 
 1.47910839e+07 -2.21914507e+03  2.54581554e+00 
 1.51356125e+07 -2.21914504e+03  2.69718352e+00 
 1.54881662e+07 -2.21914501e+03  2.84998203e+00 
 1.58489319e+07 -2.21914496e+03  3.00429211e+00 
 1.62181010e+07 -2.21914491e+03  3.16019561e+00 
 1.65958691e+07 -2.21914484e+03  3.31777523e+00 
 1.69824365e+07 -2.21914477e+03  3.47711455e+00 
 1.73780083e+07 -2.21914469e+03  3.63829811e+00 
 1.77827941e+07 -2.21914460e+03  3.80141140e+00 
 1.81970086e+07 -2.21914450e+03  3.96654097e+00 
 1.86208714e+07 -2.21914439e+03  4.13377440e+00 
 1.90546072e+07 -2.21914427e+03  4.30320043e+00 
 1.94984460e+07 -2.21914414e+03  4.47490894e+00 
 1.99526231e+07 -2.21914399e+03  4.64899104e+00 
 2.04173794e+07 -2.21914384e+03  4.82553910e+00 
 2.08929613e+07 -2.21914368e+03  5.00464679e+00 
 2.13796209e+07 -2.21914350e+03  5.18640915e+00 
 2.18776162e+07 -2.21914331e+03  5.37092264e+00 
 2.23872114e+07 -2.21914311e+03  5.55828518e+00 
 2.29086765e+07 -2.21914290e+03  5.74859620e+00 
 2.34422882e+07 -2.21914267e+03  5.94195671e+00 
 2.39883292e+07 -2.21914243e+03  6.13846933e+00 
 2.45470892e+07 -2.21914217e+03  6.33823838e+00 
 2.51188643e+07 -2.21914190e+03  6.54136989e+00 
 2.57039578e+07 -2.21914162e+03  6.74797170e+00 
 2.63026799e+07 -2.21914131e+03  6.95815349e+00 
 2.69153480e+07 -2.21914099e+03  7.17202686e+00 
 2.75422870e+07 -2.21914066e+03  7.38970536e+00 
 2.81838293e+07 -2.21914030e+03  7.61130459e+00 
 2.88403150e+07 -2.21913993e+03  7.83694221e+00 
 2.95120923e+07 -2.21913953e+03  8.06673807e+00 
 3.01995172e+07 -2.21913912e+03  8.30081422e+00 
 3.09029543e+07 -2.21913868e+03  8.53929499e+00 
 3.16227766e+07 -2.21913822e+03  8.78230706e+00 
 3.23593657e+07 -2.21913774e+03  9.02997956e+00 
 3.31131121e+07 -2.21913723e+03  9.28244406e+00 
 3.38844156e+07 -2.21913670e+03  9.53983474e+00 
 3.46736850e+07 -2.21913614e+03  9.80228837e+00 
 3.54813389e+07 -2.21913555e+03  1.00699445e+01 
 3.63078055e+07 -2.21913493e+03  1.03429453e+01 
 3.71535229e+07 -2.21913428e+03  1.06214360e+01 
 3.80189396e+07 -2.21913360e+03  1.09055646e+01 
 3.89045145e+07 -2.21913288e+03  1.11954822e+01 
 3.98107171e+07 -2.21913213e+03  1.14913431e+01 
 4.07380278e+07 -2.21913134e+03  1.17933046e+01 
 4.16869383e+07 -2.21913051e+03  1.21015274e+01 
 4.26579519e+07 -2.21912964e+03  1.24161754e+01 
 4.36515832e+07 -2.21912873e+03  1.27374161e+01 
 4.46683592e+07 -2.21912777e+03  1.30654205e+01 
 4.57088190e+07 -2.21912677e+03  1.34003632e+01 
 4.67735141e+07 -2.21912571e+03  1.37424226e+01 
 4.78630092e+07 -2.21912461e+03  1.40917808e+01 
 4.89778819e+07 -2.21912345e+03  1.44486239e+01 
 5.01187234e+07 -2.21912223e+03  1.48131422e+01 
 5.12861384e+07 -2.21912095e+03  1.51855297e+01 
 5.24807460e+07 -2.21911961e+03  1.55659850e+01 
 5.37031796e+07 -2.21911820e+03  1.59547111e+01 
 5.49540874e+07 -2.21911673e+03  1.63519150e+01 
 5.62341325e+07 -2.21911518e+03  1.67578089e+01 
 5.75439937e+07 -2.21911355e+03  1.71726091e+01 
 5.88843655e+07 -2.21911184e+03  1.75965372e+01 
 6.02559586e+07 -2.21911005e+03  1.80298194e+01 
 6.16595002e+07 -2.21910817e+03  1.84726872e+01 
 6.30957344e+07 -2.21910619e+03  1.89253771e+01 
 6.45654229e+07 -2.21910412e+03  1.93881310e+01 
 6.60693448e+07 -2.21910194e+03  1.98611962e+01 
 6.76082975e+07 -2.21909966e+03  2.03448258e+01 
 6.91830971e+07 -2.21909725e+03  2.08392785e+01 
 7.07945784e+07 -2.21909473e+03  2.13448188e+01 
 7.24435960e+07 -2.21909209e+03  2.18617173e+01 
 7.41310241e+07 -2.21908930e+03  2.23902509e+01 
 7.58577575e+07 -2.21908638e+03  2.29307027e+01 
