 time            v(bufinp)       v(bufinn)       v(outp)         v(outn)        
 0.00000000e+00  1.80000000e+00  1.80000000e+00  2.65065041e+00  2.65065041e+00 
 5.00000000e-15  1.80000314e+00  1.79999686e+00  2.65065192e+00  2.65064890e+00 
 1.00000000e-14  1.80000628e+00  1.79999372e+00  2.65065305e+00  2.65064778e+00 
 2.00000000e-14  1.80001257e+00  1.79998743e+00  2.65065470e+00  2.65064612e+00 
 4.00000000e-14  1.80002513e+00  1.79997487e+00  2.65065585e+00  2.65064497e+00 
 8.00000000e-14  1.80005027e+00  1.79994973e+00  2.65065530e+00  2.65064552e+00 
 1.60000000e-13  1.80010053e+00  1.79989947e+00  2.65065100e+00  2.65064983e+00 
 3.20000000e-13  1.80020106e+00  1.79979894e+00  2.65063421e+00  2.65066662e+00 
 6.40000000e-13  1.80040212e+00  1.79959788e+00  2.65057592e+00  2.65072490e+00 
 1.14000000e-12  1.80071628e+00  1.79928372e+00  2.65044258e+00  2.65085822e+00 
 1.64000000e-12  1.80103042e+00  1.79896958e+00  2.65027714e+00  2.65102361e+00 
 2.14000000e-12  1.80134456e+00  1.79865544e+00  2.65009055e+00  2.65121013e+00 
 2.64000000e-12  1.80165868e+00  1.79834132e+00  2.64988679e+00  2.65141380e+00 
 3.14000000e-12  1.80197279e+00  1.79802721e+00  2.64966788e+00  2.65163259e+00 
 3.64000000e-12  1.80228688e+00  1.79771312e+00  2.64943504e+00  2.65186530e+00 
 4.14000000e-12  1.80260095e+00  1.79739905e+00  2.64918932e+00  2.65211084e+00 
 4.64000000e-12  1.80291499e+00  1.79708501e+00  2.64893158e+00  2.65236838e+00 
 5.14000000e-12  1.80322900e+00  1.79677100e+00  2.64866268e+00  2.65263704e+00 
 5.64000000e-12  1.80354297e+00  1.79645703e+00  2.64838336e+00  2.65291610e+00 
 6.14000000e-12  1.80385692e+00  1.79614308e+00  2.64809434e+00  2.65320483e+00 
 6.64000000e-12  1.80417082e+00  1.79582918e+00  2.64779627e+00  2.65350259e+00 
 7.14000000e-12  1.80448469e+00  1.79551531e+00  2.64748978e+00  2.65380873e+00 
 7.64000000e-12  1.80479851e+00  1.79520149e+00  2.64717543e+00  2.65412271e+00 
 8.14000000e-12  1.80511228e+00  1.79488772e+00  2.64685377e+00  2.65444398e+00 
 8.64000000e-12  1.80542601e+00  1.79457399e+00  2.64652529e+00  2.65477204e+00 
 9.14000000e-12  1.80573968e+00  1.79426032e+00  2.64619046e+00  2.65510642e+00 
 9.64000000e-12  1.80605329e+00  1.79394671e+00  2.64584972e+00  2.65544670e+00 
 1.01400000e-11  1.80636684e+00  1.79363316e+00  2.64550347e+00  2.65579246e+00 
 1.06400000e-11  1.80668033e+00  1.79331967e+00  2.64515208e+00  2.65614334e+00 
 1.11400000e-11  1.80699375e+00  1.79300625e+00  2.64479593e+00  2.65649896e+00 
 1.16400000e-11  1.80730711e+00  1.79269289e+00  2.64443532e+00  2.65685902e+00 
 1.21400000e-11  1.80762039e+00  1.79237961e+00  2.64407058e+00  2.65722320e+00 
 1.26400000e-11  1.80793360e+00  1.79206640e+00  2.64370199e+00  2.65759122e+00 
 1.31400000e-11  1.80824673e+00  1.79175327e+00  2.64332981e+00  2.65796280e+00 
 1.36400000e-11  1.80855978e+00  1.79144022e+00  2.64295430e+00  2.65833770e+00 
 1.41400000e-11  1.80887274e+00  1.79112726e+00  2.64257568e+00  2.65871568e+00 
 1.46400000e-11  1.80918562e+00  1.79081438e+00  2.64219419e+00  2.65909654e+00 
 1.51400000e-11  1.80949840e+00  1.79050160e+00  2.64181002e+00  2.65948006e+00 
 1.56400000e-11  1.80981109e+00  1.79018891e+00  2.64142335e+00  2.65986607e+00 
 1.61400000e-11  1.81012369e+00  1.78987631e+00  2.64103438e+00  2.66025437e+00 
 1.66400000e-11  1.81043618e+00  1.78956382e+00  2.64064326e+00  2.66064481e+00 
 1.71400000e-11  1.81074857e+00  1.78925143e+00  2.64025015e+00  2.66103723e+00 
 1.76400000e-11  1.81106086e+00  1.78893914e+00  2.63985519e+00  2.66143149e+00 
 1.81400000e-11  1.81137304e+00  1.78862696e+00  2.63945852e+00  2.66182745e+00 
 1.86400000e-11  1.81168510e+00  1.78831490e+00  2.63906026e+00  2.66222499e+00 
 1.91400000e-11  1.81199705e+00  1.78800295e+00  2.63866054e+00  2.66262400e+00 
 1.96400000e-11  1.81230888e+00  1.78769112e+00  2.63825946e+00  2.66302435e+00 
 2.01400000e-11  1.81262059e+00  1.78737941e+00  2.63785713e+00  2.66342596e+00 
 2.06400000e-11  1.81293217e+00  1.78706783e+00  2.63745364e+00  2.66382871e+00 
 2.11400000e-11  1.81324363e+00  1.78675637e+00  2.63704908e+00  2.66423254e+00 
 2.16400000e-11  1.81355496e+00  1.78644504e+00  2.63664354e+00  2.66463734e+00 
 2.21400000e-11  1.81386615e+00  1.78613385e+00  2.63623709e+00  2.66504304e+00 
 2.26400000e-11  1.81417720e+00  1.78582280e+00  2.63582982e+00  2.66544957e+00 
 2.31400000e-11  1.81448812e+00  1.78551188e+00  2.63542178e+00  2.66585686e+00 
 2.36400000e-11  1.81479889e+00  1.78520111e+00  2.63501305e+00  2.66626484e+00 
 2.41400000e-11  1.81510952e+00  1.78489048e+00  2.63460368e+00  2.66667346e+00 
 2.46400000e-11  1.81542000e+00  1.78458000e+00  2.63419374e+00  2.66708266e+00 
 2.51400000e-11  1.81573032e+00  1.78426968e+00  2.63378327e+00  2.66749238e+00 
 2.56400000e-11  1.81604049e+00  1.78395951e+00  2.63337232e+00  2.66790257e+00 
 2.61400000e-11  1.81635050e+00  1.78364950e+00  2.63296095e+00  2.66831319e+00 
 2.66400000e-11  1.81666035e+00  1.78333965e+00  2.63254920e+00  2.66872420e+00 
 2.71400000e-11  1.81697004e+00  1.78302996e+00  2.63213710e+00  2.66913555e+00 
 2.76400000e-11  1.81727956e+00  1.78272044e+00  2.63172470e+00  2.66954720e+00 
 2.81400000e-11  1.81758891e+00  1.78241109e+00  2.63131204e+00  2.66995912e+00 
 2.86400000e-11  1.81789808e+00  1.78210192e+00  2.63089914e+00  2.67037128e+00 
 2.91400000e-11  1.81820708e+00  1.78179292e+00  2.63048605e+00  2.67078364e+00 
 2.96400000e-11  1.81851590e+00  1.78148410e+00  2.63007278e+00  2.67119617e+00 
 3.01400000e-11  1.81882453e+00  1.78117547e+00  2.62965938e+00  2.67160884e+00 
 3.06400000e-11  1.81913298e+00  1.78086702e+00  2.62924586e+00  2.67202162e+00 
 3.11400000e-11  1.81944124e+00  1.78055876e+00  2.62883226e+00  2.67243450e+00 
 3.16400000e-11  1.81974931e+00  1.78025069e+00  2.62841859e+00  2.67284744e+00 
 3.21400000e-11  1.82005718e+00  1.77994282e+00  2.62800489e+00  2.67326043e+00 
 3.26400000e-11  1.82036486e+00  1.77963514e+00  2.62759116e+00  2.67367344e+00 
 3.31400000e-11  1.82067233e+00  1.77932767e+00  2.62717744e+00  2.67408645e+00 
 3.36400000e-11  1.82097960e+00  1.77902040e+00  2.62676374e+00  2.67449944e+00 
 3.41400000e-11  1.82128667e+00  1.77871333e+00  2.62635008e+00  2.67491240e+00 
 3.46400000e-11  1.82159352e+00  1.77840648e+00  2.62593648e+00  2.67532530e+00 
 3.51400000e-11  1.82190016e+00  1.77809984e+00  2.62552295e+00  2.67573814e+00 
 3.56400000e-11  1.82220659e+00  1.77779341e+00  2.62510951e+00  2.67615089e+00 
 3.61400000e-11  1.82251279e+00  1.77748721e+00  2.62469618e+00  2.67656354e+00 
 3.66400000e-11  1.82281877e+00  1.77718123e+00  2.62428297e+00  2.67697607e+00 
 3.71400000e-11  1.82312453e+00  1.77687547e+00  2.62386988e+00  2.67738848e+00 
 3.76400000e-11  1.82343006e+00  1.77656994e+00  2.62345695e+00  2.67780075e+00 
 3.81400000e-11  1.82373536e+00  1.77626464e+00  2.62304417e+00  2.67821286e+00 
 3.86400000e-11  1.82404042e+00  1.77595958e+00  2.62263156e+00  2.67862481e+00 
 3.91400000e-11  1.82434525e+00  1.77565475e+00  2.62221914e+00  2.67903658e+00 
 3.96400000e-11  1.82464984e+00  1.77535016e+00  2.62180690e+00  2.67944817e+00 
 4.01400000e-11  1.82495418e+00  1.77504582e+00  2.62139487e+00  2.67985955e+00 
 4.06400000e-11  1.82525828e+00  1.77474172e+00  2.62098305e+00  2.68027073e+00 
 4.11400000e-11  1.82556212e+00  1.77443788e+00  2.62057146e+00  2.68068170e+00 
 4.16400000e-11  1.82586572e+00  1.77413428e+00  2.62016010e+00  2.68109243e+00 
 4.21400000e-11  1.82616906e+00  1.77383094e+00  2.61974897e+00  2.68150293e+00 
 4.26400000e-11  1.82647214e+00  1.77352786e+00  2.61933810e+00  2.68191319e+00 
 4.31400000e-11  1.82677496e+00  1.77322504e+00  2.61892748e+00  2.68232320e+00 
 4.36400000e-11  1.82707752e+00  1.77292248e+00  2.61851713e+00  2.68273294e+00 
 4.41400000e-11  1.82737981e+00  1.77262019e+00  2.61810706e+00  2.68314242e+00 
 4.46400000e-11  1.82768183e+00  1.77231817e+00  2.61769726e+00  2.68355162e+00 
 4.51400000e-11  1.82798357e+00  1.77201643e+00  2.61728776e+00  2.68396053e+00 
