 time            v(inp)          v(inn)          v(out)         
 1.62432800e-02  9.99108741e-04 -9.99108741e-04  8.25776512e-01 
 1.62442800e-02  9.99354234e-04 -9.99354234e-04  8.25796372e-01 
 1.62452800e-02  9.99560274e-04 -9.99560274e-04  8.25811087e-01 
 1.62462800e-02  9.99726853e-04 -9.99726853e-04  8.25824897e-01 
 1.62472800e-02  9.99853965e-04 -9.99853965e-04  8.25833573e-01 
 1.62482800e-02  9.99941604e-04 -9.99941604e-04  8.25841341e-01 
 1.62492800e-02  9.99989767e-04 -9.99989767e-04  8.25843983e-01 
 1.62502800e-02  9.99998452e-04 -9.99998452e-04  8.25845712e-01 
 1.62512800e-02  9.99967659e-04 -9.99967659e-04  8.25842322e-01 
 1.62522800e-02  9.99897389e-04 -9.99897389e-04  8.25838012e-01 
 1.62532800e-02  9.99787645e-04 -9.99787645e-04  8.25828589e-01 
 1.62542800e-02  9.99638431e-04 -9.99638431e-04  8.25818237e-01 
 1.62552800e-02  9.99449753e-04 -9.99449753e-04  8.25802776e-01 
 1.62562800e-02  9.99221618e-04 -9.99221618e-04  8.25786378e-01 
 1.62572800e-02  9.98954036e-04 -9.98954036e-04  8.25764871e-01 
 1.62582800e-02  9.98647017e-04 -9.98647017e-04  8.25742418e-01 
 1.62592800e-02  9.98300572e-04 -9.98300572e-04  8.25714856e-01 
 1.62602800e-02  9.97914717e-04 -9.97914717e-04  8.25686336e-01 
 1.62612800e-02  9.97489466e-04 -9.97489466e-04  8.25652705e-01 
 1.62622800e-02  9.97024835e-04 -9.97024835e-04  8.25618104e-01 
 1.62632800e-02  9.96520844e-04 -9.96520844e-04  8.25578386e-01 
 1.62642800e-02  9.95977512e-04 -9.95977512e-04  8.25537687e-01 
 1.62652800e-02  9.95394860e-04 -9.95394860e-04  8.25491864e-01 
 1.62662800e-02  9.94772912e-04 -9.94772912e-04  8.25445045e-01 
 1.62672800e-02  9.94111692e-04 -9.94111692e-04  8.25393093e-01 
 1.62682800e-02  9.93411226e-04 -9.93411226e-04  8.25340130e-01 
 1.62692800e-02  9.92671541e-04 -9.92671541e-04  8.25282025e-01 
 1.62702800e-02  9.91892668e-04 -9.91892668e-04  8.25222891e-01 
 1.62712800e-02  9.91074637e-04 -9.91074637e-04  8.25158602e-01 
 1.62722800e-02  9.90217480e-04 -9.90217480e-04  8.25093266e-01 
 1.62732800e-02  9.89321230e-04 -9.89321230e-04  8.25022761e-01 
 1.62742800e-02  9.88385924e-04 -9.88385924e-04  8.24951190e-01 
 1.62752800e-02  9.87411598e-04 -9.87411598e-04  8.24874433e-01 
 1.62762800e-02  9.86398291e-04 -9.86398291e-04  8.24796590e-01 
 1.62772800e-02  9.85346043e-04 -9.85346043e-04  8.24713541e-01 
 1.62782800e-02  9.84254894e-04 -9.84254894e-04  8.24629385e-01 
 1.62792800e-02  9.83124889e-04 -9.83124889e-04  8.24540002e-01 
 1.62802800e-02  9.81956072e-04 -9.81956072e-04  8.24449488e-01 
 1.62812800e-02  9.80748489e-04 -9.80748489e-04  8.24353724e-01 
 1.62822800e-02  9.79502188e-04 -9.79502188e-04  8.24256805e-01 
 1.62832800e-02  9.78217218e-04 -9.78217218e-04  8.24154610e-01 
 1.62842800e-02  9.76893629e-04 -9.76893629e-04  8.24051233e-01 
 1.62852800e-02  9.75531474e-04 -9.75531474e-04  8.23942554e-01 
 1.62862800e-02  9.74130807e-04 -9.74130807e-04  8.23832664e-01 
 1.62872800e-02  9.72691683e-04 -9.72691683e-04  8.23717441e-01 
 1.62882800e-02  9.71214159e-04 -9.71214159e-04  8.23600979e-01 
 1.62892800e-02  9.69698293e-04 -9.69698293e-04  8.23479151e-01 
 1.62902800e-02  9.68144144e-04 -9.68144144e-04  8.23356052e-01 
 1.62912800e-02  9.66551775e-04 -9.66551775e-04  8.23227553e-01 
 1.62922800e-02  9.64921249e-04 -9.64921249e-04  8.23097749e-01 
 1.62932800e-02  9.63252629e-04 -9.63252629e-04  8.22962508e-01 
 1.62942800e-02  9.61545981e-04 -9.61545981e-04  8.22825928e-01 
 1.62952800e-02  9.59801373e-04 -9.59801373e-04  8.22683870e-01 
 1.62962800e-02  9.58018874e-04 -9.58018874e-04  8.22540435e-01 
 1.62972800e-02  9.56198554e-04 -9.56198554e-04  8.22391480e-01 
 1.62982800e-02  9.54340484e-04 -9.54340484e-04  8.22241109e-01 
 1.62992800e-02  9.52444740e-04 -9.52444740e-04  8.22085172e-01 
 1.63002800e-02  9.50511394e-04 -9.50511394e-04  8.21927777e-01 
 1.63012800e-02  9.48540523e-04 -9.48540523e-04  8.21764769e-01 
 1.63022800e-02  9.46532206e-04 -9.46532206e-04  8.21600259e-01 
 1.63032800e-02  9.44486521e-04 -9.44486521e-04  8.21430084e-01 
 1.63042800e-02  9.42403550e-04 -9.42403550e-04  8.21258361e-01 
 1.63052800e-02  9.40283374e-04 -9.40283374e-04  8.21080918e-01 
 1.63062800e-02  9.38126078e-04 -9.38126078e-04  8.20901879e-01 
 1.63072800e-02  9.35931746e-04 -9.35931746e-04  8.20717061e-01 
 1.63082800e-02  9.33700464e-04 -9.33700464e-04  8.20530596e-01 
 1.63092800e-02  9.31432322e-04 -9.31432322e-04  8.20338291e-01 
 1.63102800e-02  9.29127409e-04 -9.29127409e-04  8.20144284e-01 
 1.63112800e-02  9.26785815e-04 -9.26785815e-04  8.19944372e-01 
 1.63122800e-02  9.24407633e-04 -9.24407633e-04  8.19742702e-01 
 1.63132800e-02  9.21992958e-04 -9.21992958e-04  8.19535058e-01 
 1.63142800e-02  9.19541883e-04 -9.19541883e-04  8.19325595e-01 
 1.63152800e-02  9.17054507e-04 -9.17054507e-04  8.19110084e-01 
 1.63162800e-02  9.14530927e-04 -9.14530927e-04  8.18892691e-01 
 1.63172800e-02  9.11971242e-04 -9.11971242e-04  8.18669174e-01 
 1.63182800e-02  9.09375555e-04 -9.09375555e-04  8.18443707e-01 
 1.63192800e-02  9.06743967e-04 -9.06743967e-04  8.18212034e-01 
 1.63202800e-02  9.04076583e-04 -9.04076583e-04  8.17978340e-01 
 1.63212800e-02  9.01373507e-04 -9.01373507e-04  8.17738354e-01 
 1.63222800e-02  8.98634846e-04 -8.98634846e-04  8.17496273e-01 
 1.63232800e-02  8.95860709e-04 -8.95860709e-04  8.17247807e-01 
 1.63242800e-02  8.93051204e-04 -8.93051204e-04  8.16997167e-01 
 1.63252800e-02  8.90206444e-04 -8.90206444e-04  8.16740046e-01 
 1.63262800e-02  8.87326540e-04 -8.87326540e-04  8.16480667e-01 
 1.63272800e-02  8.84411605e-04 -8.84411605e-04  8.16214705e-01 
 1.63282800e-02  8.81461756e-04 -8.81461756e-04  8.15946396e-01 
 1.63292800e-02  8.78477108e-04 -8.78477108e-04  8.15671396e-01 
 1.63302800e-02  8.75457779e-04 -8.75457779e-04  8.15393955e-01 
 1.63312800e-02  8.72403889e-04 -8.72403889e-04  8.15109708e-01 
 1.63322800e-02  8.69315557e-04 -8.69315557e-04  8.14822920e-01 
 1.63332800e-02  8.66192907e-04 -8.66192907e-04  8.14529207e-01 
 1.63342800e-02  8.63036060e-04 -8.63036060e-04  8.14232846e-01 
 1.63352800e-02  8.59845143e-04 -8.59845143e-04  8.13929431e-01 
 1.63362800e-02  8.56620280e-04 -8.56620280e-04  8.13623257e-01 
 1.63372800e-02  8.53361600e-04 -8.53361600e-04  8.13309892e-01 
 1.63382800e-02  8.50069230e-04 -8.50069230e-04  8.12993648e-01 
 1.63392800e-02  8.46743301e-04 -8.46743301e-04  8.12670070e-01 
 1.63402800e-02  8.43383944e-04 -8.43383944e-04  8.12343487e-01 
 1.63412800e-02  8.39991291e-04 -8.39991291e-04  8.12009415e-01 
 1.63422800e-02  8.36565477e-04 -8.36565477e-04  8.11672203e-01 
 1.63432800e-02  8.33106637e-04 -8.33106637e-04  8.11327341e-01 
 1.63442800e-02  8.29614908e-04 -8.29614908e-04  8.10979194e-01 
 1.63452800e-02  8.26090426e-04 -8.26090426e-04  8.10623222e-01 
 1.63462800e-02  8.22533332e-04 -8.22533332e-04  8.10263813e-01 
 1.63472800e-02  8.18943766e-04 -8.18943766e-04  8.09896395e-01 
 1.63482800e-02  8.15321869e-04 -8.15321869e-04  8.09525376e-01 
 1.63492800e-02  8.11667785e-04 -8.11667785e-04  8.09146151e-01 
 1.63502800e-02  8.07981657e-04 -8.07981657e-04  8.08763149e-01 
 1.63512800e-02  8.04263632e-04 -8.04263632e-04  8.08371732e-01 
 1.63522800e-02  8.00513856e-04 -8.00513856e-04  8.07976349e-01 
 1.63532800e-02  7.96732476e-04 -7.96732476e-04  8.07572327e-01 
 1.63542800e-02  7.92919644e-04 -7.92919644e-04  8.07164138e-01 
 1.63552800e-02  7.89075508e-04 -7.89075508e-04  8.06747069e-01 
 1.63562800e-02  7.85200220e-04 -7.85200220e-04  8.06325617e-01 
 1.63572800e-02  7.81293935e-04 -7.81293935e-04  8.05895028e-01 
 1.63582800e-02  7.77356805e-04 -7.77356805e-04  8.05459822e-01 
 1.63592800e-02  7.73388987e-04 -7.73388987e-04  8.05015203e-01 
 1.63602800e-02  7.69390636e-04 -7.69390636e-04  8.04565716e-01 
 1.63612800e-02  7.65361911e-04 -7.65361911e-04  8.04106517e-01 
 1.63622800e-02  7.61302971e-04 -7.61302971e-04  8.03642179e-01 
 1.63632800e-02  7.57213977e-04 -7.57213977e-04  8.03167810e-01 
 1.63642800e-02  7.53095088e-04 -7.53095088e-04  8.02688007e-01 
 1.63652800e-02  7.48946469e-04 -7.48946469e-04  8.02197826e-01 
 1.63662800e-02  7.44768282e-04 -7.44768282e-04  8.01701893e-01 
 1.63672800e-02  7.40560694e-04 -7.40560694e-04  8.01195207e-01 
 1.63682800e-02  7.36323869e-04 -7.36323869e-04  8.00682423e-01 
 1.63692800e-02  7.32057976e-04 -7.32057976e-04  8.00158478e-01 
 1.63702800e-02  7.27763182e-04 -7.27763182e-04  7.99628057e-01 
 1.63712800e-02  7.23439657e-04 -7.23439657e-04  7.99086033e-01 
 1.63722800e-02  7.19087572e-04 -7.19087572e-04  7.98537120e-01 
 1.63732800e-02  7.14707099e-04 -7.14707099e-04  7.97976121e-01 
 1.63742800e-02  7.10298410e-04 -7.10298410e-04  7.97407779e-01 
 1.63752800e-02  7.05861680e-04 -7.05861680e-04  7.96826824e-01 
 1.63762800e-02  7.01397084e-04 -7.01397084e-04  7.96238026e-01 
 1.63772800e-02  6.96904798e-04 -6.96904798e-04  7.95636036e-01 
 1.63782800e-02  6.92384999e-04 -6.92384999e-04  7.95025653e-01 
 1.63792800e-02  6.87837866e-04 -6.87837866e-04  7.94401439e-01 
 1.63802800e-02  6.83263579e-04 -6.83263579e-04  7.93768222e-01 
 1.63812800e-02  6.78662317e-04 -6.78662317e-04  7.93120469e-01 
 1.63822800e-02  6.74034263e-04 -6.74034263e-04  7.92463033e-01 
 1.63832800e-02  6.69379599e-04 -6.69379599e-04  7.91790278e-01 
 1.63842800e-02  6.64698509e-04 -6.64698509e-04  7.91107082e-01 
 1.63852800e-02  6.59991178e-04 -6.59991178e-04  7.90407691e-01 
 1.63862800e-02  6.55257792e-04 -6.55257792e-04  7.89697010e-01 
 1.63872800e-02  6.50498537e-04 -6.50498537e-04  7.88969154e-01 
 1.63882800e-02  6.45713602e-04 -6.45713602e-04  7.88229045e-01 
 1.63892800e-02  6.40903175e-04 -6.40903175e-04  7.87470658e-01 
 1.63902800e-02  6.36067446e-04 -6.36067446e-04  7.86698928e-01 
 1.63912800e-02  6.31206607e-04 -6.31206607e-04  7.85907666e-01 
 1.63922800e-02  6.26320848e-04 -6.26320848e-04  7.85101815e-01 
 1.63932800e-02  6.21410364e-04 -6.21410364e-04  7.84275003e-01 
 1.63942800e-02  6.16475347e-04 -6.16475347e-04  7.83432169e-01 
 1.63952800e-02  6.11515993e-04 -6.11515993e-04  7.82566727e-01 
 1.63962800e-02  6.06532497e-04 -6.06532497e-04  7.81683601e-01 
 1.63972800e-02  6.01525056e-04 -6.01525056e-04  7.80775959e-01 
 1.63982800e-02  5.96493868e-04 -5.96493868e-04  7.79848689e-01 
 1.63992800e-02  5.91439132e-04 -5.91439132e-04  7.78894666e-01 
 1.64002800e-02  5.86361046e-04 -5.86361046e-04  7.77918716e-01 
 1.64012800e-02  5.81259812e-04 -5.81259812e-04  7.76913368e-01 
 1.64022800e-02  5.76135631e-04 -5.76135631e-04  7.75883342e-01 
 1.64032800e-02  5.70988705e-04 -5.70988705e-04  7.74820745e-01 
 1.64042800e-02  5.65819238e-04 -5.65819238e-04  7.73730139e-01 
 1.64052800e-02  5.60627433e-04 -5.60627433e-04  7.72603104e-01 
 1.64062800e-02  5.55413495e-04 -5.55413495e-04  7.71443957e-01 
 1.64072800e-02  5.50177630e-04 -5.50177630e-04  7.70243608e-01 
 1.64082800e-02  5.44920046e-04 -5.44920046e-04  7.69006005e-01 
 1.64092800e-02  5.39640949e-04 -5.39640949e-04  7.67721174e-01 
 1.64102800e-02  5.34340547e-04 -5.34340547e-04  7.66392496e-01 
 1.64112800e-02  5.29019051e-04 -5.29019051e-04  7.65008800e-01 
 1.64122800e-02  5.23676670e-04 -5.23676670e-04  7.63572572e-01 
 1.64132800e-02  5.18313616e-04 -5.18313616e-04  7.62070940e-01 
 1.64142800e-02  5.12930099e-04 -5.12930099e-04  7.60504949e-01 
 1.64152800e-02  5.07526332e-04 -5.07526332e-04  7.58859173e-01 
 1.64162800e-02  5.02102530e-04 -5.02102530e-04  7.57132211e-01 
 1.64172800e-02  4.96658905e-04 -4.96658905e-04  7.55304533e-01 
 1.64182800e-02  4.91195673e-04 -4.91195673e-04  7.53370305e-01 
 1.64192800e-02  4.85713049e-04 -4.85713049e-04  7.51302751e-01 
 1.64202800e-02  4.80211250e-04 -4.80211250e-04  7.49087179e-01 
 1.64212800e-02  4.74690493e-04 -4.74690493e-04  7.46682204e-01 
 1.64222800e-02  4.69150997e-04 -4.69150997e-04  7.44052566e-01 
 1.64232800e-02  4.63592979e-04 -4.63592979e-04  7.41120700e-01 
 1.64242800e-02  4.58016659e-04 -4.58016659e-04  7.37789631e-01 
 1.64252800e-02  4.52422257e-04 -4.52422257e-04  7.33852079e-01 
 1.64262800e-02  4.46809995e-04 -4.46809995e-04  7.28893349e-01 
 1.64272800e-02  4.41180093e-04 -4.41180093e-04  7.21497990e-01 
 1.64282800e-02  4.35532775e-04 -4.35532775e-04  7.06711594e-01 
 1.64292800e-02  4.29868262e-04 -4.29868262e-04  6.91332993e-01 
 1.64302800e-02  4.24186779e-04 -4.24186779e-04  6.76289792e-01 
 1.64312800e-02  4.18488549e-04 -4.18488549e-04  6.60810196e-01 
 1.64322800e-02  4.12773799e-04 -4.12773799e-04  6.45603307e-01 
 1.64332800e-02  4.07042752e-04 -4.07042752e-04  6.30005679e-01 
 1.64342800e-02  4.01295637e-04 -4.01295637e-04  6.14626232e-01 
 1.64352800e-02  3.95532679e-04 -3.95532679e-04  5.98907257e-01 
 1.64362800e-02  3.89754106e-04 -3.89754106e-04  5.83360765e-01 
 1.64372800e-02  3.83960146e-04 -3.83960146e-04  5.67517889e-01 
 1.64382800e-02  3.78151028e-04 -3.78151028e-04  5.51809240e-01 
 1.64392800e-02  3.72326981e-04 -3.72326981e-04  5.35840562e-01 
 1.64402800e-02  3.66488236e-04 -3.66488236e-04  5.19974129e-01 
 1.64412800e-02  3.60635022e-04 -3.60635022e-04  5.03878303e-01 
 1.64422800e-02  3.54767571e-04 -3.54767571e-04  4.87858026e-01 
 1.64432800e-02  3.48886114e-04 -3.48886114e-04  4.71634187e-01 
 1.64442800e-02  3.42990884e-04 -3.42990884e-04  4.55463651e-01 
 1.64452800e-02  3.37082113e-04 -3.37082113e-04  4.39111342e-01 
 1.64462800e-02  3.31160035e-04 -3.31160035e-04  4.22793839e-01 
 1.64472800e-02  3.25224883e-04 -3.25224883e-04  4.06312958e-01 
 1.64482800e-02  3.19276892e-04 -3.19276892e-04  3.89851539e-01 
 1.64492800e-02  3.13316296e-04 -3.13316296e-04  3.73242291e-01 
 1.64502800e-02  3.07343331e-04 -3.07343331e-04  3.56639814e-01 
 1.64512800e-02  3.01358233e-04 -3.01358233e-04  3.39902669e-01 
 1.64522800e-02  2.95361237e-04 -2.95361237e-04  3.23161834e-01 
 1.64532800e-02  2.89352582e-04 -2.89352582e-04  3.06297493e-01 
 1.64542800e-02  2.83332503e-04 -2.83332503e-04  2.89420876e-01 
 1.64552800e-02  2.77301238e-04 -2.77301238e-04  2.72430243e-01 
 1.64562800e-02  2.71259027e-04 -2.71259027e-04  2.55420327e-01 
 1.64572800e-02  2.65206106e-04 -2.65206106e-04  2.38304485e-01 
 1.64582800e-02  2.59142715e-04 -2.59142715e-04  2.21163675e-01 
 1.64592800e-02  2.53069094e-04 -2.53069094e-04  2.03923864e-01 
 1.64602800e-02  2.46985483e-04 -2.46985483e-04  1.86654517e-01 
 1.64612800e-02  2.40892120e-04 -2.40892120e-04  1.69292118e-01 
 1.64622800e-02  2.34789248e-04 -2.34789248e-04  1.51896550e-01 
 1.64632800e-02  2.28677107e-04 -2.28677107e-04  1.34413071e-01 
 1.64642800e-02  2.22555938e-04 -2.22555938e-04  1.16893578e-01 
 1.64652800e-02  2.16425982e-04 -2.16425982e-04  9.92906420e-02 
 1.64662800e-02  2.10287483e-04 -2.10287483e-04  8.16495084e-02 
 1.64672800e-02  2.04140682e-04 -2.04140682e-04  6.39288411e-02 
 1.64682800e-02  1.97985821e-04 -1.97985821e-04  4.61683511e-02 
 1.64692800e-02  1.91823145e-04 -1.91823145e-04  2.83317750e-02 
 1.64702800e-02  1.85652896e-04 -1.85652896e-04  1.04542209e-02 
 1.64712800e-02  1.79475317e-04 -1.79475317e-04 -7.49635277e-03 
 1.64722800e-02  1.73290653e-04 -1.73290653e-04 -2.54886636e-02 
 1.64732800e-02  1.67099148e-04 -1.67099148e-04 -4.35512409e-02 
 1.64742800e-02  1.60901046e-04 -1.60901046e-04 -6.16559797e-02 
 1.64752800e-02  1.54696592e-04 -1.54696592e-04 -7.98284889e-02 
 1.64762800e-02  1.48486031e-04 -1.48486031e-04 -9.80433005e-02 
 1.64772800e-02  1.42269607e-04 -1.42269607e-04 -1.16323596e-01 
 1.64782800e-02  1.36047568e-04 -1.36047568e-04 -1.34646094e-01 
 1.64792800e-02  1.29820157e-04 -1.29820157e-04 -1.53031960e-01 
 1.64802800e-02  1.23587621e-04 -1.23587621e-04 -1.71459725e-01 
 1.64812800e-02  1.17350206e-04 -1.17350206e-04 -1.89948877e-01 
 1.64822800e-02  1.11108159e-04 -1.11108159e-04 -2.08479450e-01 
 1.64832800e-02  1.04861725e-04 -1.04861725e-04 -2.27069541e-01 
 1.64842800e-02  9.86111512e-05 -9.86111512e-05 -2.45700425e-01 
 1.64852800e-02  9.23566845e-05 -9.23566845e-05 -2.64389043e-01 
 1.64862800e-02  8.60985718e-05 -8.60985718e-05 -2.83117697e-01 
 1.64872800e-02  7.98370600e-05 -7.98370600e-05 -3.01902368e-01 
 1.64882800e-02  7.35723963e-05 -7.35723963e-05 -3.20726210e-01 
 1.64892800e-02  6.73048282e-05 -6.73048282e-05 -3.39604402e-01 
 1.64902800e-02  6.10346030e-05 -6.10346030e-05 -3.58520800e-01 
 1.64912800e-02  5.47619682e-05 -5.47619682e-05 -3.77489921e-01 
 1.64922800e-02  4.84871715e-05 -4.84871715e-05 -3.96496199e-01 
 1.64932800e-02  4.22104607e-05 -4.22104607e-05 -4.15553601e-01 
 1.64942800e-02  3.59320834e-05 -3.59320834e-05 -4.34647036e-01 
 1.64952800e-02  2.96522876e-05 -2.96522876e-05 -4.53790011e-01 
 1.64962800e-02  2.33713212e-05 -2.33713212e-05 -4.72967830e-01 
 1.64972800e-02  1.70894321e-05 -1.70894321e-05 -4.92193616e-01 
 1.64982800e-02  1.08068684e-05 -1.08068684e-05 -5.11452998e-01 
 1.64992800e-02  4.52387802e-06 -4.52387802e-06 -5.30758778e-01 
 1.65002800e-02 -1.75929095e-06  1.75929095e-06 -5.50096851e-01 
 1.65012800e-02 -8.04239047e-06  8.04239047e-06 -5.69479753e-01 
 1.65022800e-02 -1.43251725e-05  1.43251725e-05 -5.88893596e-01 
 1.65032800e-02 -2.06073890e-05  2.06073890e-05 -6.08350693e-01 
 1.65042800e-02 -2.68887919e-05  2.68887919e-05 -6.27837335e-01 
 1.65052800e-02 -3.31691333e-05  3.31691333e-05 -6.47365647e-01 
 1.65062800e-02 -3.94481653e-05  3.94481653e-05 -6.66922067e-01 
 1.65072800e-02 -4.57256399e-05  4.57256399e-05 -6.86518561e-01 
 1.65082800e-02 -5.20013093e-05  5.20013093e-05 -7.06141687e-01 
 1.65092800e-02 -5.82749258e-05  5.82749258e-05 -7.25803277e-01 
 1.65102800e-02 -6.45462418e-05  6.45462418e-05 -7.45489988e-01 
 1.65112800e-02 -7.08150095e-05  7.08150095e-05 -7.65213537e-01 
 1.65122800e-02 -7.70809816e-05  7.70809816e-05 -7.84960661e-01 
 1.65132800e-02 -8.33439107e-05  8.33439107e-05 -8.04742979e-01 
 1.65142800e-02 -8.96035494e-05  8.96035494e-05 -8.24547294e-01 
 1.65152800e-02 -9.58596508e-05  9.58596508e-05 -8.44385141e-01 
 1.65162800e-02 -1.02111968e-04  1.02111968e-04 -8.64243377e-01 
 1.65172800e-02 -1.08360254e-04  1.08360254e-04 -8.84133464e-01 
 1.65182800e-02 -1.14604262e-04  1.14604262e-04 -8.95560011e-01 
 1.65192800e-02 -1.20843745e-04  1.20843745e-04 -8.98289753e-01 
 1.65202800e-02 -1.27078458e-04  1.27078458e-04 -9.00218459e-01 
 1.65212800e-02 -1.33308154e-04  1.33308154e-04 -9.01960846e-01 
 1.65222800e-02 -1.39532587e-04  1.39532587e-04 -9.03505881e-01 
 1.65232800e-02 -1.45751512e-04  1.45751512e-04 -9.04888956e-01 
 1.65242800e-02 -1.51964683e-04  1.51964683e-04 -9.06155093e-01 
 1.65252800e-02 -1.58171854e-04  1.58171854e-04 -9.07326402e-01 
 1.65262800e-02 -1.64372781e-04  1.64372781e-04 -9.08423443e-01 
 1.65272800e-02 -1.70567219e-04  1.70567219e-04 -9.09455854e-01 
 1.65282800e-02 -1.76754923e-04  1.76754923e-04 -9.10435689e-01 
 1.65292800e-02 -1.82935649e-04  1.82935649e-04 -9.11367771e-01 
 1.65302800e-02 -1.89109154e-04  1.89109154e-04 -9.12260077e-01 
 1.65312800e-02 -1.95275192e-04  1.95275192e-04 -9.13115175e-01 
 1.65322800e-02 -2.01433522e-04  2.01433522e-04 -9.13938772e-01 
 1.65332800e-02 -2.07583899e-04  2.07583899e-04 -9.14732271e-01 
 1.65342800e-02 -2.13726081e-04  2.13726081e-04 -9.15499976e-01 
 1.65352800e-02 -2.19859825e-04  2.19859825e-04 -9.16242649e-01 
 1.65362800e-02 -2.25984890e-04  2.25984890e-04 -9.16963653e-01 
 1.65372800e-02 -2.32101034e-04  2.32101034e-04 -9.17663390e-01 
 1.65382800e-02 -2.38208014e-04  2.38208014e-04 -9.18344552e-01 
 1.65392800e-02 -2.44305590e-04  2.44305590e-04 -9.19007335e-01 
 1.65402800e-02 -2.50393522e-04  2.50393522e-04 -9.19653933e-01 
 1.65412800e-02 -2.56471568e-04  2.56471568e-04 -9.20284425e-01 
 1.65422800e-02 -2.62539490e-04  2.62539490e-04 -9.20900622e-01 
 1.65432800e-02 -2.68597047e-04  2.68597047e-04 -9.21502544e-01 
 1.65442800e-02 -2.74644000e-04  2.74644000e-04 -9.22091693e-01 
 1.65452800e-02 -2.80680110e-04  2.80680110e-04 -9.22668068e-01 
 1.65462800e-02 -2.86705140e-04  2.86705140e-04 -9.23232918e-01 
 1.65472800e-02 -2.92718851e-04  2.92718851e-04 -9.23786243e-01 
 1.65482800e-02 -2.98721006e-04  2.98721006e-04 -9.24329079e-01 
 1.65492800e-02 -3.04711369e-04  3.04711369e-04 -9.24861442e-01 
 1.65502800e-02 -3.10689701e-04  3.10689701e-04 -9.25384190e-01 
 1.65512800e-02 -3.16655768e-04  3.16655768e-04 -9.25897362e-01 
 1.65522800e-02 -3.22609335e-04  3.22609335e-04 -9.26401661e-01 
 1.65532800e-02 -3.28550165e-04  3.28550165e-04 -9.26897156e-01 
 1.65542800e-02 -3.34478024e-04  3.34478024e-04 -9.27384416e-01 
 1.65552800e-02 -3.40392679e-04  3.40392679e-04 -9.27863543e-01 
 1.65562800e-02 -3.46293896e-04  3.46293896e-04 -9.28334987e-01 
 1.65572800e-02 -3.52181441e-04  3.52181441e-04 -9.28798885e-01 
 1.65582800e-02 -3.58055084e-04  3.58055084e-04 -9.29255581e-01 
 1.65592800e-02 -3.63914590e-04  3.63914590e-04 -9.29705250e-01 
 1.65602800e-02 -3.69759730e-04  3.69759730e-04 -9.30148139e-01 
 1.65612800e-02 -3.75590273e-04  3.75590273e-04 -9.30584461e-01 
 1.65622800e-02 -3.81405988e-04  3.81405988e-04 -9.31014376e-01 
 1.65632800e-02 -3.87206645e-04  3.87206645e-04 -9.31438134e-01 
 1.65642800e-02 -3.92992017e-04  3.92992017e-04 -9.31855817e-01 
 1.65652800e-02 -3.98761873e-04  3.98761873e-04 -9.32267711e-01 
 1.65662800e-02 -4.04515988e-04  4.04515988e-04 -9.32673826e-01 
 1.65672800e-02 -4.10254132e-04  4.10254132e-04 -9.33074484e-01 
 1.65682800e-02 -4.15976081e-04  4.15976081e-04 -9.33469628e-01 
 1.65692800e-02 -4.21681607e-04  4.21681607e-04 -9.33859615e-01 
 1.65702800e-02 -4.27370487e-04  4.27370487e-04 -9.34244328e-01 
 1.65712800e-02 -4.33042494e-04  4.33042494e-04 -9.34624157e-01 
 1.65722800e-02 -4.38697406e-04  4.38697406e-04 -9.34998928e-01 
 1.65732800e-02 -4.44334998e-04  4.44334998e-04 -9.35369064e-01 
 1.65742800e-02 -4.49955049e-04  4.49955049e-04 -9.35734339e-01 
 1.65752800e-02 -4.55557337e-04  4.55557337e-04 -9.36095206e-01 
 1.65762800e-02 -4.61141640e-04  4.61141640e-04 -9.36451392e-01 
 1.65772800e-02 -4.66707738e-04  4.66707738e-04 -9.36803379e-01 
 1.65782800e-02 -4.72255411e-04  4.72255411e-04 -9.37150849e-01 
 1.65792800e-02 -4.77784440e-04  4.77784440e-04 -9.37494312e-01 
 1.65802800e-02 -4.83294607e-04  4.83294607e-04 -9.37833408e-01 
 1.65812800e-02 -4.88785694e-04  4.88785694e-04 -9.38168675e-01 
 1.65822800e-02 -4.94257485e-04  4.94257485e-04 -9.38499714e-01 
 1.65832800e-02 -4.99709764e-04  4.99709764e-04 -9.38827088e-01 
 1.65842800e-02 -5.05142315e-04  5.05142315e-04 -9.39150361e-01 
 1.65852800e-02 -5.10554924e-04  5.10554924e-04 -9.39470122e-01 
 1.65862800e-02 -5.15947377e-04  5.15947377e-04 -9.39785900e-01 
 1.65872800e-02 -5.21319461e-04  5.21319461e-04 -9.40098308e-01 
 1.65882800e-02 -5.26670964e-04  5.26670964e-04 -9.40406842e-01 
 1.65892800e-02 -5.32001675e-04  5.32001675e-04 -9.40712138e-01 
 1.65902800e-02 -5.37311384e-04  5.37311384e-04 -9.41013662e-01 
 1.65912800e-02 -5.42599881e-04  5.42599881e-04 -9.41312072e-01 
 1.65922800e-02 -5.47866957e-04  5.47866957e-04 -9.41606804e-01 
 1.65932800e-02 -5.53112404e-04  5.53112404e-04 -9.41898537e-01 
 1.65942800e-02 -5.58336015e-04  5.58336015e-04 -9.42186680e-01 
 1.65952800e-02 -5.63537583e-04  5.63537583e-04 -9.42471934e-01 
 1.65962800e-02 -5.68716905e-04  5.68716905e-04 -9.42753679e-01 
 1.65972800e-02 -5.73873774e-04  5.73873774e-04 -9.43032637e-01 
