 time            v(inp)          v(inn)          v(out)         
 1.88852800e-02 -6.59991178e-04  6.59991178e-04 -9.47433146e-01 
 1.88862800e-02 -6.55257792e-04  6.55257792e-04 -9.47202540e-01 
 1.88872800e-02 -6.50498537e-04  6.50498537e-04 -9.46970291e-01 
 1.88882800e-02 -6.45713602e-04  6.45713602e-04 -9.46734595e-01 
 1.88892800e-02 -6.40903175e-04  6.40903175e-04 -9.46497210e-01 
 1.88902800e-02 -6.36067446e-04  6.36067446e-04 -9.46256314e-01 
 1.88912800e-02 -6.31206607e-04  6.31206607e-04 -9.46013679e-01 
 1.88922800e-02 -6.26320848e-04  6.26320848e-04 -9.45767465e-01 
 1.88932800e-02 -6.21410364e-04  6.21410364e-04 -9.45519459e-01 
 1.88942800e-02 -6.16475347e-04  6.16475347e-04 -9.45267802e-01 
 1.88952800e-02 -6.11515993e-04  6.11515993e-04 -9.45014299e-01 
 1.88962800e-02 -6.06532497e-04  6.06532497e-04 -9.44757069e-01 
 1.88972800e-02 -6.01525056e-04  6.01525056e-04 -9.44497933e-01 
 1.88982800e-02 -5.96493868e-04  5.96493868e-04 -9.44234991e-01 
 1.88992800e-02 -5.91439132e-04  5.91439132e-04 -9.43970081e-01 
 1.89002800e-02 -5.86361046e-04  5.86361046e-04 -9.43701280e-01 
 1.89012800e-02 -5.81259812e-04  5.81259812e-04 -9.43430444e-01 
 1.89022800e-02 -5.76135631e-04  5.76135631e-04 -9.43155628e-01 
 1.89032800e-02 -5.70988705e-04  5.70988705e-04 -9.42878706e-01 
 1.89042800e-02 -5.65819238e-04  5.65819238e-04 -9.42597709e-01 
 1.89052800e-02 -5.60627433e-04  5.60627433e-04 -9.42314531e-01 
 1.89062800e-02 -5.55413495e-04  5.55413495e-04 -9.42027178e-01 
 1.89072800e-02 -5.50177630e-04  5.50177630e-04 -9.41737562e-01 
 1.89082800e-02 -5.44920046e-04  5.44920046e-04 -9.41443663e-01 
 1.89092800e-02 -5.39640949e-04  5.39640949e-04 -9.41147417e-01 
 1.89102800e-02 -5.34340547e-04  5.34340547e-04 -9.40846773e-01 
 1.89112800e-02 -5.29019051e-04  5.29019051e-04 -9.40543688e-01 
 1.89122800e-02 -5.23676670e-04  5.23676670e-04 -9.40236083e-01 
 1.89132800e-02 -5.18313616e-04  5.18313616e-04 -9.39925939e-01 
 1.89142800e-02 -5.12930099e-04  5.12930099e-04 -9.39611144e-01 
 1.89152800e-02 -5.07526332e-04  5.07526332e-04 -9.39293703e-01 
 1.89162800e-02 -5.02102530e-04  5.02102530e-04 -9.38971470e-01 
 1.89172800e-02 -4.96658905e-04  4.96658905e-04 -9.38646475e-01 
 1.89182800e-02 -4.91195673e-04  4.91195673e-04 -9.38316540e-01 
 1.89192800e-02 -4.85713049e-04  4.85713049e-04 -9.37983717e-01 
 1.89202800e-02 -4.80211250e-04  4.80211250e-04 -9.37645791e-01 
 1.89212800e-02 -4.74690493e-04  4.74690493e-04 -9.37304842e-01 
 1.89222800e-02 -4.69150997e-04  4.69150997e-04 -9.36958615e-01 
 1.89232800e-02 -4.63592979e-04  4.63592979e-04 -9.36609218e-01 
 1.89242800e-02 -4.58016659e-04  4.58016659e-04 -9.36254355e-01 
 1.89252800e-02 -4.52422257e-04  4.52422257e-04 -9.35896159e-01 
 1.89262800e-02 -4.46809995e-04  4.46809995e-04 -9.35532293e-01 
 1.89272800e-02 -4.41180093e-04  4.41180093e-04 -9.35164919e-01 
 1.89282800e-02 -4.35532775e-04  4.35532775e-04 -9.34791651e-01 
 1.89292800e-02 -4.29868262e-04  4.29868262e-04 -9.34414682e-01 
 1.89302800e-02 -4.24186779e-04  4.24186779e-04 -9.34031576e-01 
 1.89312800e-02 -4.18488549e-04  4.18488549e-04 -9.33644556e-01 
 1.89322800e-02 -4.12773799e-04  4.12773799e-04 -9.33251134e-01 
 1.89332800e-02 -4.07042752e-04  4.07042752e-04 -9.32853562e-01 
 1.89342800e-02 -4.01295637e-04  4.01295637e-04 -9.32449295e-01 
 1.89352800e-02 -3.95532679e-04  3.95532679e-04 -9.32040618e-01 
 1.89362800e-02 -3.89754106e-04  3.89754106e-04 -9.31624922e-01 
 1.89372800e-02 -3.83960146e-04  3.83960146e-04 -9.31204528e-01 
 1.89382800e-02 -3.78151028e-04  3.78151028e-04 -9.30776755e-01 
 1.89392800e-02 -3.72326981e-04  3.72326981e-04 -9.30343960e-01 
 1.89402800e-02 -3.66488236e-04  3.66488236e-04 -9.29903388e-01 
 1.89412800e-02 -3.60635022e-04  3.60635022e-04 -9.29457429e-01 
 1.89422800e-02 -3.54767571e-04  3.54767571e-04 -9.29003246e-01 
 1.89432800e-02 -3.48886114e-04  3.48886114e-04 -9.28543264e-01 
 1.89442800e-02 -3.42990884e-04  3.42990884e-04 -9.28074554e-01 
 1.89452800e-02 -3.37082113e-04  3.37082113e-04 -9.27599579e-01 
 1.89462800e-02 -3.31160035e-04  3.31160035e-04 -9.27115305e-01 
 1.89472800e-02 -3.25224883e-04  3.25224883e-04 -9.26624230e-01 
 1.89482800e-02 -3.19276892e-04  3.19276892e-04 -9.26123207e-01 
 1.89492800e-02 -3.13316296e-04  3.13316296e-04 -9.25614765e-01 
 1.89502800e-02 -3.07343331e-04  3.07343331e-04 -9.25095628e-01 
 1.89512800e-02 -3.01358233e-04  3.01358233e-04 -9.24568355e-01 
 1.89522800e-02 -2.95361237e-04  2.95361237e-04 -9.24029520e-01 
 1.89532800e-02 -2.89352582e-04  2.89352582e-04 -9.23481707e-01 
 1.89542800e-02 -2.83332503e-04  2.83332503e-04 -9.22921320e-01 
 1.89552800e-02 -2.77301238e-04  2.77301238e-04 -9.22350957e-01 
 1.89562800e-02 -2.71259027e-04  2.71259027e-04 -9.21766819e-01 
 1.89572800e-02 -2.65206106e-04  2.65206106e-04 -9.21171511e-01 
 1.89582800e-02 -2.59142715e-04  2.59142715e-04 -9.20560989e-01 
 1.89592800e-02 -2.53069094e-04  2.53069094e-04 -9.19937844e-01 
 1.89602800e-02 -2.46985483e-04  2.46985483e-04 -9.19297735e-01 
 1.89612800e-02 -2.40892120e-04  2.40892120e-04 -9.18643209e-01 
 1.89622800e-02 -2.34789248e-04  2.34789248e-04 -9.17969554e-01 
 1.89632800e-02 -2.28677107e-04  2.28677107e-04 -9.17279223e-01 
 1.89642800e-02 -2.22555938e-04  2.22555938e-04 -9.16567026e-01 
 1.89652800e-02 -2.16425982e-04  2.16425982e-04 -9.15835248e-01 
 1.89662800e-02 -2.10287483e-04  2.10287483e-04 -9.15078061e-01 
 1.89672800e-02 -2.04140682e-04  2.04140682e-04 -9.14297444e-01 
 1.89682800e-02 -1.97985821e-04  1.97985821e-04 -9.13486685e-01 
 1.89692800e-02 -1.91823145e-04  1.91823145e-04 -9.12647225e-01 
 1.89702800e-02 -1.85652896e-04  1.85652896e-04 -9.11771046e-01 
 1.89712800e-02 -1.79475317e-04  1.79475317e-04 -9.10858614e-01 
 1.89722800e-02 -1.73290653e-04  1.73290653e-04 -9.09899844e-01 
 1.89732800e-02 -1.67099148e-04  1.67099148e-04 -9.08893326e-01 
 1.89742800e-02 -1.60901046e-04  1.60901046e-04 -9.07825367e-01 
 1.89752800e-02 -1.54696592e-04  1.54696592e-04 -9.06690624e-01 
 1.89762800e-02 -1.48486031e-04  1.48486031e-04 -9.05468138e-01 
 1.89772800e-02 -1.42269607e-04  1.42269607e-04 -9.04142964e-01 
 1.89782800e-02 -1.36047568e-04  1.36047568e-04 -9.02675909e-01 
 1.89792800e-02 -1.29820157e-04  1.29820157e-04 -9.01021374e-01 
 1.89802800e-02 -1.23587621e-04  1.23587621e-04 -8.99071353e-01 
 1.89812800e-02 -1.17350206e-04  1.17350206e-04 -8.96601914e-01 
 1.89822800e-02 -1.11108159e-04  1.11108159e-04 -8.92691500e-01 
 1.89832800e-02 -1.04861725e-04  1.04861725e-04 -8.74328887e-01 
 1.89842800e-02 -9.86111512e-05  9.86111512e-05 -8.53899237e-01 
 1.89852800e-02 -9.23566845e-05  9.23566845e-05 -8.34546713e-01 
 1.89862800e-02 -8.60985717e-05  8.60985717e-05 -8.14276439e-01 
 1.89872800e-02 -7.98370599e-05  7.98370599e-05 -7.94884172e-01 
 1.89882800e-02 -7.35723963e-05  7.35723963e-05 -7.74755271e-01 
 1.89892800e-02 -6.73048282e-05  6.73048282e-05 -7.55344704e-01 
 1.89902800e-02 -6.10346029e-05  6.10346029e-05 -7.35343934e-01 
 1.89912800e-02 -5.47619682e-05  5.47619682e-05 -7.15933045e-01 
 1.89922800e-02 -4.84871715e-05  4.84871715e-05 -6.96050344e-01 
 1.89932800e-02 -4.22104607e-05  4.22104607e-05 -6.76654165e-01 
 1.89942800e-02 -3.59320834e-05  3.59320834e-05 -6.56882013e-01 
 1.89952800e-02 -2.96522876e-05  2.96522876e-05 -6.37513206e-01 
 1.89962800e-02 -2.33713212e-05  2.33713212e-05 -6.17846108e-01 
 1.89972800e-02 -1.70894321e-05  1.70894321e-05 -5.98515419e-01 
 1.89982800e-02 -1.08068684e-05  1.08068684e-05 -5.78949499e-01 
 1.89992800e-02 -4.52387800e-06  4.52387800e-06 -5.59666131e-01 
 1.90002800e-02  1.75929097e-06 -1.75929097e-06 -5.40198797e-01 
 1.90012800e-02  8.04239048e-06 -8.04239048e-06 -5.20970698e-01 
 1.90022800e-02  1.43251725e-05 -1.43251725e-05 -5.01600386e-01 
 1.90032800e-02  2.06073890e-05 -2.06073890e-05 -4.82434488e-01 
 1.90042800e-02  2.68887919e-05 -2.68887919e-05 -4.63160445e-01 
 1.90052800e-02  3.31691333e-05 -3.31691333e-05 -4.44062850e-01 
 1.90062800e-02  3.94481653e-05 -3.94481653e-05 -4.24884970e-01 
 1.90072800e-02  4.57256399e-05 -4.57256399e-05 -4.05861103e-01 
 1.90082800e-02  5.20013093e-05 -5.20013093e-05 -3.86779787e-01 
 1.90092800e-02  5.82749258e-05 -5.82749258e-05 -3.67834516e-01 
 1.90102800e-02  6.45462418e-05 -6.45462418e-05 -3.48850565e-01 
 1.90112800e-02  7.08150095e-05 -7.08150095e-05 -3.29988301e-01 
 1.90122800e-02  7.70809816e-05 -7.70809816e-05 -3.11102829e-01 
 1.90132800e-02  8.33439107e-05 -8.33439107e-05 -2.92327601e-01 
 1.90142800e-02  8.96035495e-05 -8.96035495e-05 -2.73541963e-01 
 1.90152800e-02  9.58596509e-05 -9.58596509e-05 -2.54857484e-01 
 1.90162800e-02  1.02111968e-04 -1.02111968e-04 -2.36173221e-01 
 1.90172800e-02  1.08360254e-04 -1.08360254e-04 -2.17582938e-01 
 1.90182800e-02  1.14604262e-04 -1.14604262e-04 -1.99001730e-01 
 1.90192800e-02  1.20843745e-04 -1.20843745e-04 -1.80508864e-01 
 1.90202800e-02  1.27078458e-04 -1.27078458e-04 -1.62032495e-01 
 1.90212800e-02  1.33308154e-04 -1.33308154e-04 -1.43640075e-01 
 1.90222800e-02  1.39532587e-04 -1.39532587e-04 -1.25270402e-01 
 1.90232800e-02  1.45751512e-04 -1.45751512e-04 -1.06981294e-01 
 1.90242800e-02  1.51964683e-04 -1.51964683e-04 -8.87202234e-02 
 1.90252800e-02  1.58171854e-04 -1.58171854e-04 -7.05371488e-02 
 1.90262800e-02  1.64372781e-04 -1.64372781e-04 -5.23866178e-02 
 1.90272800e-02  1.70567219e-04 -1.70567219e-04 -3.43121715e-02 
 1.90282800e-02  1.76754923e-04 -1.76754923e-04 -1.62741334e-02 
 1.90292800e-02  1.82935649e-04 -1.82935649e-04  1.68920081e-03 
 1.90302800e-02  1.89109154e-04 -1.89109154e-04  1.96127899e-02 
 1.90312800e-02  1.95275192e-04 -1.95275192e-04  3.74626283e-02 
 1.90322800e-02  2.01433522e-04 -2.01433522e-04  5.52698191e-02 
 1.90332800e-02  2.07583899e-04 -2.07583899e-04  7.30038683e-02 
 1.90342800e-02  2.13726081e-04 -2.13726081e-04  9.06927264e-02 
 1.90352800e-02  2.19859825e-04 -2.19859825e-04  1.08308776e-01 
 1.90362800e-02  2.25984890e-04 -2.25984890e-04  1.25877388e-01 
 1.90372800e-02  2.32101034e-04 -2.32101034e-04  1.43373303e-01 
 1.90382800e-02  2.38208014e-04 -2.38208014e-04  1.60819781e-01 
 1.90392800e-02  2.44305590e-04 -2.44305590e-04  1.78193499e-01 
 1.90402800e-02  2.50393522e-04 -2.50393522e-04  1.95515987e-01 
 1.90412800e-02  2.56471568e-04 -2.56471568e-04  2.12765510e-01 
 1.90422800e-02  2.62539490e-04 -2.62539490e-04  2.29962184e-01 
 1.90432800e-02  2.68597047e-04 -2.68597047e-04  2.47085578e-01 
 1.90442800e-02  2.74644000e-04 -2.74644000e-04  2.64154650e-01 
 1.90452800e-02  2.80680110e-04 -2.80680110e-04  2.81150042e-01 
 1.90462800e-02  2.86705140e-04 -2.86705140e-04  2.98089760e-01 
 1.90472800e-02  2.92718851e-04 -2.92718851e-04  3.14955333e-01 
 1.90482800e-02  2.98721006e-04 -2.98721006e-04  3.31763987e-01 
 1.90492800e-02  3.04711369e-04 -3.04711369e-04  3.48497979e-01 
 1.90502800e-02  3.10689701e-04 -3.10689701e-04  3.65173897e-01 
 1.90512800e-02  3.16655768e-04 -3.16655768e-04  3.81774599e-01 
 1.90522800e-02  3.22609335e-04 -3.22609335e-04  3.98316151e-01 
 1.90532800e-02  3.28550165e-04 -3.28550165e-04  4.14781906e-01 
 1.90542800e-02  3.34478024e-04 -3.34478024e-04  4.31187501e-01 
 1.90552800e-02  3.40392679e-04 -3.40392679e-04  4.47516702e-01 
 1.90562800e-02  3.46293896e-04 -3.46293896e-04  4.63784793e-01 
 1.90572800e-02  3.52181441e-04 -3.52181441e-04  4.79975880e-01 
 1.90582800e-02  3.58055084e-04 -3.58055084e-04  4.96104961e-01 
 1.90592800e-02  3.63914590e-04 -3.63914590e-04  5.12156423e-01 
 1.90602800e-02  3.69759730e-04 -3.69759730e-04  5.28145029e-01 
 1.90612800e-02  3.75590273e-04 -3.75590273e-04  5.44055401e-01 
 1.90622800e-02  3.81405988e-04 -3.81405988e-04  5.59902108e-01 
 1.90632800e-02  3.87206645e-04 -3.87206645e-04  5.75669969e-01 
 1.90642800e-02  3.92992017e-04 -3.92992017e-04  5.91373395e-01 
 1.90652800e-02  3.98761873e-04 -3.98761873e-04  6.06997370e-01 
 1.90662800e-02  4.04515988e-04 -4.04515988e-04  6.22556175e-01 
 1.90672800e-02  4.10254132e-04 -4.10254132e-04  6.38034929e-01 
 1.90682800e-02  4.15976081e-04 -4.15976081e-04  6.53447811e-01 
 1.90692800e-02  4.21681607e-04 -4.21681607e-04  6.68780055e-01 
 1.90702800e-02  4.27370487e-04 -4.27370487e-04  6.84045754e-01 
 1.90712800e-02  4.33042494e-04 -4.33042494e-04  6.99230239e-01 
 1.90722800e-02  4.38697406e-04 -4.38697406e-04  7.14347533e-01 
 1.90732800e-02  4.44334998e-04 -4.44334998e-04  7.26218020e-01 
 1.90742800e-02  4.49955049e-04 -4.49955049e-04  7.31753891e-01 
 1.90752800e-02  4.55557337e-04 -4.55557337e-04  7.36085496e-01 
 1.90762800e-02  4.61141640e-04 -4.61141640e-04  7.39678822e-01 
 1.90772800e-02  4.66707738e-04 -4.66707738e-04  7.42747977e-01 
 1.90782800e-02  4.72255411e-04 -4.72255411e-04  7.45527195e-01 
 1.90792800e-02  4.77784440e-04 -4.77784440e-04  7.48009044e-01 
 1.90802800e-02  4.83294607e-04 -4.83294607e-04  7.50324773e-01 
 1.90812800e-02  4.88785694e-04 -4.88785694e-04  7.52440560e-01 
 1.90822800e-02  4.94257485e-04 -4.94257485e-04  7.54448478e-01 
 1.90832800e-02  4.99709764e-04 -4.99709764e-04  7.56309040e-01 
 1.90842800e-02  5.05142315e-04 -5.05142315e-04  7.58093591e-01 
 1.90852800e-02  5.10554924e-04 -5.10554924e-04  7.59763058e-01 
 1.90862800e-02  5.15947377e-04 -5.15947377e-04  7.61375944e-01 
 1.90872800e-02  5.21319461e-04 -5.21319461e-04  7.62895321e-01 
 1.90882800e-02  5.26670964e-04 -5.26670964e-04  7.64370883e-01 
 1.90892800e-02  5.32001675e-04 -5.32001675e-04  7.65768261e-01 
 1.90902800e-02  5.37311384e-04 -5.37311384e-04  7.67130674e-01 
 1.90912800e-02  5.42599881e-04 -5.42599881e-04  7.68426287e-01 
 1.90922800e-02  5.47866957e-04 -5.47866957e-04  7.69693331e-01 
 1.90932800e-02  5.53112404e-04 -5.53112404e-04  7.70902326e-01 
 1.90942800e-02  5.58336015e-04 -5.58336015e-04  7.72087525e-01 
 1.90952800e-02  5.63537583e-04 -5.63537583e-04  7.73221588e-01 
 1.90962800e-02  5.68716905e-04 -5.68716905e-04  7.74335514e-01 
 1.90972800e-02  5.73873774e-04 -5.73873774e-04  7.75403885e-01 
 1.90982800e-02  5.79007988e-04 -5.79007988e-04  7.76454984e-01 
 1.90992800e-02  5.84119343e-04 -5.84119343e-04  7.77465118e-01 
 1.91002800e-02  5.89207639e-04 -5.89207639e-04  7.78460266e-01 
 1.91012800e-02  5.94272674e-04 -5.94272674e-04  7.79418282e-01 
 1.91022800e-02  5.99314247e-04 -5.99314247e-04  7.80363164e-01 
 1.91032800e-02  6.04332161e-04 -6.04332161e-04  7.81274156e-01 
 1.91042800e-02  6.09326217e-04 -6.09326217e-04  7.82173535e-01 
 1.91052800e-02  6.14296218e-04 -6.14296218e-04  7.83041798e-01 
 1.91062800e-02  6.19241967e-04 -6.19241967e-04  7.83899713e-01 
 1.91072800e-02  6.24163270e-04 -6.24163270e-04  7.84728907e-01 
 1.91082800e-02  6.29059932e-04 -6.29059932e-04  7.85548816e-01 
 1.91092800e-02  6.33931759e-04 -6.33931759e-04  7.86342090e-01 
 1.91102800e-02  6.38778560e-04 -6.38778560e-04  7.87126981e-01 
 1.91112800e-02  6.43600143e-04 -6.43600143e-04  7.87887068e-01 
 1.91122800e-02  6.48396318e-04 -6.48396318e-04  7.88639544e-01 
 1.91132800e-02  6.53166896e-04 -6.53166896e-04  7.89368834e-01 
 1.91142800e-02  6.57911687e-04 -6.57911687e-04  7.90091177e-01 
 1.91152800e-02  6.62630506e-04 -6.62630506e-04  7.90791772e-01 
 1.91162800e-02  6.67323164e-04 -6.67323164e-04  7.91485999e-01 
 1.91172800e-02  6.71989478e-04 -6.71989478e-04  7.92159761e-01 
 1.91182800e-02  6.76629263e-04 -6.76629263e-04  7.92827661e-01 
 1.91192800e-02  6.81242336e-04 -6.81242336e-04  7.93476248e-01 
 1.91202800e-02  6.85828514e-04 -6.85828514e-04  7.94119418e-01 
 1.91212800e-02  6.90387618e-04 -6.90387618e-04  7.94744316e-01 
 1.91222800e-02  6.94919466e-04 -6.94919466e-04  7.95364188e-01 
 1.91232800e-02  6.99423879e-04 -6.99423879e-04  7.95966729e-01 
 1.91242800e-02  7.03900681e-04 -7.03900681e-04  7.96564594e-01 
 1.91252800e-02  7.08349693e-04 -7.08349693e-04  7.97145983e-01 
 1.91262800e-02  7.12770742e-04 -7.12770742e-04  7.97723008e-01 
 1.91272800e-02  7.17163651e-04 -7.17163651e-04  7.98284338e-01 
 1.91282800e-02  7.21528248e-04 -7.21528248e-04  7.98841582e-01 
 1.91292800e-02  7.25864360e-04 -7.25864360e-04  7.99383844e-01 
 1.91302800e-02  7.30171817e-04 -7.30171817e-04  7.99922272e-01 
 1.91312800e-02  7.34450447e-04 -7.34450447e-04  8.00446372e-01 
 1.91322800e-02  7.38700083e-04 -7.38700083e-04  8.00966866e-01 
 1.91332800e-02  7.42920556e-04 -7.42920556e-04  8.01473634e-01 
 1.91342800e-02  7.47111700e-04 -7.47111700e-04  8.01977002e-01 
 1.91352800e-02  7.51273349e-04 -7.51273349e-04  8.02467197e-01 
 1.91362800e-02  7.55405339e-04 -7.55405339e-04  8.02954181e-01 
 1.91372800e-02  7.59507507e-04 -7.59507507e-04  8.03428505e-01 
 1.91382800e-02  7.63579691e-04 -7.63579691e-04  8.03899789e-01 
 1.91392800e-02  7.67621730e-04 -7.67621730e-04  8.04358886e-01 
 1.91402800e-02  7.71633465e-04 -7.71633465e-04  8.04815101e-01 
 1.91412800e-02  7.75614737e-04 -7.75614737e-04  8.05259570e-01 
 1.91422800e-02  7.79565389e-04 -7.79565389e-04  8.05701301e-01 
 1.91432800e-02  7.83485265e-04 -7.83485265e-04  8.06131693e-01 
 1.91442800e-02  7.87374210e-04 -7.87374210e-04  8.06559481e-01 
 1.91452800e-02  7.91232071e-04 -7.91232071e-04  8.06976312e-01 
 1.91462800e-02  7.95058696e-04 -7.95058696e-04  8.07390660e-01 
 1.91472800e-02  7.98853933e-04 -7.98853933e-04  8.07794406e-01 
 1.91482800e-02  8.02617633e-04 -8.02617633e-04  8.08195783e-01 
 1.91492800e-02  8.06349647e-04 -8.06349647e-04  8.08586888e-01 
 1.91502800e-02  8.10049828e-04 -8.10049828e-04  8.08975730e-01 
 1.91512800e-02  8.13718029e-04 -8.13718029e-04  8.09354611e-01 
 1.91522800e-02  8.17354106e-04 -8.17354106e-04  8.09731326e-01 
 1.91532800e-02  8.20957915e-04 -8.20957915e-04  8.10098370e-01 
 1.91542800e-02  8.24529314e-04 -8.24529314e-04  8.10463339e-01 
 1.91552800e-02  8.28068163e-04 -8.28068163e-04  8.10818908e-01 
 1.91562800e-02  8.31574320e-04 -8.31574320e-04  8.11172488e-01 
 1.91572800e-02  8.35047648e-04 -8.35047648e-04  8.11516923e-01 
 1.91582800e-02  8.38488011e-04 -8.38488011e-04  8.11859448e-01 
 1.91592800e-02  8.41895271e-04 -8.41895271e-04  8.12193068e-01 
 1.91602800e-02  8.45269294e-04 -8.45269294e-04  8.12524851e-01 
 1.91612800e-02  8.48609948e-04 -8.48609948e-04  8.12847956e-01 
 1.91622800e-02  8.51917100e-04 -8.51917100e-04  8.13169293e-01 
 1.91632800e-02  8.55190620e-04 -8.55190620e-04  8.13482163e-01 
 1.91642800e-02  8.58430378e-04 -8.58430378e-04  8.13793332e-01 
 1.91652800e-02  8.61636247e-04 -8.61636247e-04  8.14096233e-01 
 1.91662800e-02  8.64808100e-04 -8.64808100e-04  8.14397494e-01 
 1.91672800e-02  8.67945812e-04 -8.67945812e-04  8.14690676e-01 
 1.91682800e-02  8.71049259e-04 -8.71049259e-04  8.14982274e-01 
 1.91692800e-02  8.74118318e-04 -8.74118318e-04  8.15265972e-01 
 1.91702800e-02  8.77152869e-04 -8.77152869e-04  8.15548139e-01 
 1.91712800e-02  8.80152791e-04 -8.80152791e-04  8.15822575e-01 
 1.91722800e-02  8.83117966e-04 -8.83117966e-04  8.16095531e-01 
 1.91732800e-02  8.86048277e-04 -8.86048277e-04  8.16360914e-01 
 1.91742800e-02  8.88943609e-04 -8.88943609e-04  8.16624865e-01 
 1.91752800e-02  8.91803847e-04 -8.91803847e-04  8.16881392e-01 
 1.91762800e-02  8.94628877e-04 -8.94628877e-04  8.17136533e-01 
 1.91772800e-02  8.97418590e-04 -8.97418590e-04  8.17384392e-01 
 1.91782800e-02  9.00172874e-04 -9.00172874e-04  8.17630907e-01 
 1.91792800e-02  9.02891620e-04 -9.02891620e-04  8.17870275e-01 
 1.91802800e-02  9.05574722e-04 -9.05574722e-04  8.18108338e-01 
 1.91812800e-02  9.08222073e-04 -9.08222073e-04  8.18339381e-01 
 1.91822800e-02  9.10833569e-04 -9.10833569e-04  8.18569158e-01 
 1.91832800e-02  9.13409108e-04 -9.13409108e-04  8.18792034e-01 
 1.91842800e-02  9.15948586e-04 -9.15948586e-04  8.19013679e-01 
 1.91852800e-02  9.18451904e-04 -9.18451904e-04  8.19228539e-01 
 1.91862800e-02  9.20918963e-04 -9.20918963e-04  8.19442200e-01 
 1.91872800e-02  9.23349666e-04 -9.23349666e-04  8.19649184e-01 
 1.91882800e-02  9.25743917e-04 -9.25743917e-04  8.19855001e-01 
 1.91892800e-02  9.28101621e-04 -9.28101621e-04  8.20054243e-01 
 1.91902800e-02  9.30422685e-04 -9.30422685e-04  8.20252348e-01 
 1.91912800e-02  9.32707018e-04 -9.32707018e-04  8.20443974e-01 
 1.91922800e-02  9.34954529e-04 -9.34954529e-04  8.20634492e-01 
 1.91932800e-02  9.37165129e-04 -9.37165129e-04  8.20818623e-01 
 1.91942800e-02  9.39338732e-04 -9.39338732e-04  8.21001672e-01 
 1.91952800e-02  9.41475251e-04 -9.41475251e-04  8.21178421e-01 
 1.91962800e-02  9.43574603e-04 -9.43574603e-04  8.21354112e-01 
 1.91972800e-02  9.45636704e-04 -9.45636704e-04  8.21523586e-01 
 1.91982800e-02  9.47661473e-04 -9.47661473e-04  8.21692026e-01 
 1.91992800e-02  9.49648829e-04 -9.49648829e-04  8.21854326e-01 
 1.92002800e-02  9.51598695e-04 -9.51598695e-04  8.22015613e-01 
 1.92012800e-02  9.53510994e-04 -9.53510994e-04  8.22170835e-01 
 1.92022800e-02  9.55385650e-04 -9.55385650e-04  8.22325065e-01 
 1.92032800e-02  9.57222588e-04 -9.57222588e-04  8.22473299e-01 
 1.92042800e-02  9.59021737e-04 -9.59021737e-04  8.22620560e-01 
 1.92052800e-02  9.60783026e-04 -9.60783026e-04  8.22761892e-01 
 1.92062800e-02  9.62506385e-04 -9.62506385e-04  8.22902268e-01 
 1.92072800e-02  9.64191745e-04 -9.64191745e-04  8.23036777e-01 
 1.92082800e-02  9.65839041e-04 -9.65839041e-04  8.23170346e-01 
 1.92092800e-02  9.67448207e-04 -9.67448207e-04  8.23298108e-01 
 1.92102800e-02  9.69019180e-04 -9.69019180e-04  8.23424947e-01 
 1.92112800e-02  9.70551898e-04 -9.70551898e-04  8.23546033e-01 
 1.92122800e-02  9.72046300e-04 -9.72046300e-04  8.23666209e-01 
 1.92132800e-02  9.73502327e-04 -9.73502327e-04  8.23780685e-01 
 1.92142800e-02  9.74919922e-04 -9.74919922e-04  8.23894265e-01 
 1.92152800e-02  9.76299029e-04 -9.76299029e-04  8.24002194e-01 
 1.92162800e-02  9.77639593e-04 -9.77639593e-04  8.24109239e-01 
 1.92172800e-02  9.78941562e-04 -9.78941562e-04  8.24210679e-01 
 1.92182800e-02  9.80204884e-04 -9.80204884e-04  8.24311245e-01 
 1.92192800e-02  9.81429509e-04 -9.81429509e-04  8.24406251e-01 
 1.92202800e-02  9.82615389e-04 -9.82615389e-04  8.24500393e-01 
 1.92212800e-02  9.83762477e-04 -9.83762477e-04  8.24589015e-01 
 1.92222800e-02  9.84870727e-04 -9.84870727e-04  8.24676780e-01 
 1.92232800e-02  9.85940097e-04 -9.85940097e-04  8.24759065e-01 
 1.92242800e-02  9.86970543e-04 -9.86970543e-04  8.24840501e-01 
 1.92252800e-02  9.87962026e-04 -9.87962026e-04  8.24916491e-01 
 1.92262800e-02  9.88914505e-04 -9.88914505e-04  8.24991640e-01 
 1.92272800e-02  9.89827944e-04 -9.89827944e-04  8.25061375e-01 
 1.92282800e-02  9.90702306e-04 -9.90702306e-04  8.25130275e-01 
 1.92292800e-02  9.91537557e-04 -9.91537557e-04  8.25193792e-01 
 1.92302800e-02  9.92333664e-04 -9.92333664e-04  8.25256477e-01 
 1.92312800e-02  9.93090595e-04 -9.93090595e-04  8.25313809e-01 
 1.92322800e-02  9.93808320e-04 -9.93808320e-04  8.25370312e-01 
 1.92332800e-02  9.94486812e-04 -9.94486812e-04  8.25421487e-01 
 1.92342800e-02  9.95126043e-04 -9.95126043e-04  8.25471837e-01 
 1.92352800e-02  9.95725988e-04 -9.95725988e-04  8.25516882e-01 
 1.92362800e-02  9.96286623e-04 -9.96286623e-04  8.25561103e-01 
 1.92372800e-02  9.96807927e-04 -9.96807927e-04  8.25600041e-01 
 1.92382800e-02  9.97289879e-04 -9.97289879e-04  8.25638156e-01 
