 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -2.13506190e+03 -7.46154328e+01 
 1.02329299e+06 -2.13515179e+03 -7.37998323e+01 
 1.04712855e+06 -2.13523995e+03 -7.30231476e+01 
 1.07151931e+06 -2.13532657e+03 -7.22849721e+01 
 1.09647820e+06 -2.13541181e+03 -7.15849184e+01 
 1.12201845e+06 -2.13549587e+03 -7.09226188e+01 
 1.14815362e+06 -2.13557893e+03 -7.02977242e+01 
 1.17489755e+06 -2.13566115e+03 -6.97099047e+01 
 1.20226443e+06 -2.13574271e+03 -6.91588490e+01 
 1.23026877e+06 -2.13582378e+03 -6.86442642e+01 
 1.25892541e+06 -2.13590454e+03 -6.81658762e+01 
 1.28824955e+06 -2.13598516e+03 -6.77234287e+01 
 1.31825674e+06 -2.13606580e+03 -6.73166838e+01 
 1.34896288e+06 -2.13614663e+03 -6.69454213e+01 
 1.38038426e+06 -2.13622784e+03 -6.66094392e+01 
 1.41253754e+06 -2.13630958e+03 -6.63085528e+01 
 1.44543977e+06 -2.13639202e+03 -6.60425951e+01 
 1.47910839e+06 -2.13647536e+03 -6.58114167e+01 
 1.51356125e+06 -2.13655975e+03 -6.56148851e+01 
 1.54881662e+06 -2.13664538e+03 -6.54528855e+01 
 1.58489319e+06 -2.13673243e+03 -6.53253198e+01 
 1.62181010e+06 -2.13682107e+03 -6.52321070e+01 
 1.65958691e+06 -2.13691151e+03 -6.51731831e+01 
 1.69824365e+06 -2.13700392e+03 -6.51485007e+01 
 1.73780083e+06 -2.13709850e+03 -6.51580292e+01 
 1.77827941e+06 -2.13719545e+03 -6.52017544e+01 
 1.81970086e+06 -2.13729497e+03 -6.52796787e+01 
 1.86208714e+06 -2.13739728e+03 -6.53918210e+01 
 1.90546072e+06 -2.13750258e+03 -6.55382162e+01 
 1.94984460e+06 -2.13761110e+03 -6.57189155e+01 
 1.99526231e+06 -2.13772306e+03 -6.59339863e+01 
 2.04173794e+06 -2.13783870e+03 -6.61835120e+01 
 2.08929613e+06 -2.13795826e+03 -6.64675916e+01 
 2.13796209e+06 -2.13808199e+03 -6.67863403e+01 
 2.18776162e+06 -2.13821014e+03 -6.71398887e+01 
 2.23872114e+06 -2.13834299e+03 -6.75283831e+01 
 2.29086765e+06 -2.13848081e+03 -6.79519852e+01 
 2.34422882e+06 -2.13862388e+03 -6.84108722e+01 
 2.39883292e+06 -2.13877250e+03 -6.89052364e+01 
 2.45470892e+06 -2.13892699e+03 -6.94352852e+01 
 2.51188643e+06 -2.13908766e+03 -7.00012410e+01 
 2.57039578e+06 -2.13925484e+03 -7.06033410e+01 
 2.63026799e+06 -2.13942888e+03 -7.12418369e+01 
 2.69153480e+06 -2.13961013e+03 -7.19169950e+01 
 2.75422870e+06 -2.13979898e+03 -7.26290960e+01 
 2.81838293e+06 -2.13999580e+03 -7.33784343e+01 
 2.88403150e+06 -2.14020101e+03 -7.41653185e+01 
 2.95120923e+06 -2.14041502e+03 -7.49900707e+01 
 3.01995172e+06 -2.14063827e+03 -7.58530262e+01 
 3.09029543e+06 -2.14087122e+03 -7.67545336e+01 
 3.16227766e+06 -2.14111434e+03 -7.76949540e+01 
 3.23593657e+06 -2.14136812e+03 -7.86746613e+01 
 3.31131121e+06 -2.14163309e+03 -7.96940410e+01 
 3.38844156e+06 -2.14190977e+03 -8.07534907e+01 
 3.46736850e+06 -2.14219873e+03 -8.18534190e+01 
 3.54813389e+06 -2.14250055e+03 -8.29942453e+01 
 3.63078055e+06 -2.14281583e+03 -8.41763993e+01 
 3.71535229e+06 -2.14314521e+03 -8.54003207e+01 
 3.80189396e+06 -2.14348934e+03 -8.66664579e+01 
 3.89045145e+06 -2.14384892e+03 -8.79752681e+01 
 3.98107171e+06 -2.14422465e+03 -8.93272163e+01 
 4.07380278e+06 -2.14461728e+03 -9.07227746e+01 
 4.16869383e+06 -2.14502759e+03 -9.21624212e+01 
 4.26579519e+06 -2.14545638e+03 -9.36466400e+01 
 4.36515832e+06 -2.14590449e+03 -9.51759190e+01 
 4.46683592e+06 -2.14637281e+03 -9.67507501e+01 
 4.57088190e+06 -2.14686223e+03 -9.83716273e+01 
 4.67735141e+06 -2.14737371e+03 -1.00039046e+02 
 4.78630092e+06 -2.14790823e+03 -1.01753501e+02 
 4.89778819e+06 -2.14846682e+03 -1.03515487e+02 
 5.01187234e+06 -2.14905055e+03 -1.05325494e+02 
 5.12861384e+06 -2.14966053e+03 -1.07184009e+02 
 5.24807460e+06 -2.15029790e+03 -1.09091512e+02 
 5.37031796e+06 -2.15096387e+03 -1.11048478e+02 
 5.49540874e+06 -2.15165968e+03 -1.13055368e+02 
 5.62341325e+06 -2.15238662e+03 -1.15112634e+02 
 5.75439937e+06 -2.15314604e+03 -1.17220714e+02 
 5.88843655e+06 -2.15393932e+03 -1.19380028e+02 
 6.02559586e+06 -2.15476791e+03 -1.21590981e+02 
 6.16595002e+06 -2.15563331e+03 -1.23853953e+02 
 6.30957344e+06 -2.15653706e+03 -1.26169302e+02 
 6.45654229e+06 -2.15748077e+03 -1.28537359e+02 
 6.60693448e+06 -2.15846610e+03 -1.30958425e+02 
 6.76082975e+06 -2.15949478e+03 -1.33432767e+02 
 6.91830971e+06 -2.16056858e+03 -1.35960617e+02 
 7.07945784e+06 -2.16168934e+03 -1.38542166e+02 
 7.24435960e+06 -2.16285895e+03 -1.41177559e+02 
 7.41310241e+06 -2.16407937e+03 -1.43866897e+02 
 7.58577575e+06 -2.16535263e+03 -1.46610223e+02 
