 time            v(in)           v(out)         
 1.50002800e-02  1.75929095e-06 -3.56272711e-01 
 1.50012800e-02  8.04239046e-06 -3.55985032e-01 
 1.50022800e-02  1.43251725e-05 -3.55697260e-01 
 1.50032800e-02  2.06073890e-05 -3.55409406e-01 
 1.50042800e-02  2.68887919e-05 -3.55121481e-01 
 1.50052800e-02  3.31691333e-05 -3.54833498e-01 
 1.50062800e-02  3.94481653e-05 -3.54545466e-01 
 1.50072800e-02  4.57256399e-05 -3.54257398e-01 
 1.50082800e-02  5.20013093e-05 -3.53969305e-01 
 1.50092800e-02  5.82749258e-05 -3.53681198e-01 
 1.50102800e-02  6.45462417e-05 -3.53393088e-01 
 1.50112800e-02  7.08150095e-05 -3.53104988e-01 
 1.50122800e-02  7.70809816e-05 -3.52816908e-01 
 1.50132800e-02  8.33439106e-05 -3.52528860e-01 
 1.50142800e-02  8.96035494e-05 -3.52240855e-01 
 1.50152800e-02  9.58596508e-05 -3.51952904e-01 
 1.50162800e-02  1.02111968e-04 -3.51665020e-01 
 1.50172800e-02  1.08360254e-04 -3.51377212e-01 
 1.50182800e-02  1.14604262e-04 -3.51089494e-01 
 1.50192800e-02  1.20843745e-04 -3.50801875e-01 
 1.50202800e-02  1.27078458e-04 -3.50514367e-01 
 1.50212800e-02  1.33308154e-04 -3.50226982e-01 
 1.50222800e-02  1.39532587e-04 -3.49939731e-01 
 1.50232800e-02  1.45751512e-04 -3.49652626e-01 
 1.50242800e-02  1.51964683e-04 -3.49365677e-01 
 1.50252800e-02  1.58171854e-04 -3.49078896e-01 
 1.50262800e-02  1.64372781e-04 -3.48792294e-01 
 1.50272800e-02  1.70567219e-04 -3.48505883e-01 
 1.50282800e-02  1.76754923e-04 -3.48219674e-01 
 1.50292800e-02  1.82935649e-04 -3.47933678e-01 
 1.50302800e-02  1.89109154e-04 -3.47647907e-01 
 1.50312800e-02  1.95275192e-04 -3.47362371e-01 
 1.50322800e-02  2.01433522e-04 -3.47077083e-01 
 1.50332800e-02  2.07583899e-04 -3.46792053e-01 
 1.50342800e-02  2.13726081e-04 -3.46507292e-01 
 1.50352800e-02  2.19859825e-04 -3.46222813e-01 
 1.50362800e-02  2.25984890e-04 -3.45938625e-01 
 1.50372800e-02  2.32101034e-04 -3.45654741e-01 
 1.50382800e-02  2.38208014e-04 -3.45371171e-01 
 1.50392800e-02  2.44305590e-04 -3.45087927e-01 
 1.50402800e-02  2.50393522e-04 -3.44805020e-01 
 1.50412800e-02  2.56471568e-04 -3.44522460e-01 
 1.50422800e-02  2.62539490e-04 -3.44240260e-01 
 1.50432800e-02  2.68597047e-04 -3.43958431e-01 
 1.50442800e-02  2.74644000e-04 -3.43676982e-01 
 1.50452800e-02  2.80680110e-04 -3.43395927e-01 
 1.50462800e-02  2.86705140e-04 -3.43115275e-01 
 1.50472800e-02  2.92718851e-04 -3.42835037e-01 
 1.50482800e-02  2.98721006e-04 -3.42555226e-01 
 1.50492800e-02  3.04711369e-04 -3.42275851e-01 
 1.50502800e-02  3.10689701e-04 -3.41996924e-01 
 1.50512800e-02  3.16655768e-04 -3.41718456e-01 
 1.50522800e-02  3.22609335e-04 -3.41440458e-01 
 1.50532800e-02  3.28550165e-04 -3.41162941e-01 
 1.50542800e-02  3.34478024e-04 -3.40885916e-01 
 1.50552800e-02  3.40392679e-04 -3.40609393e-01 
 1.50562800e-02  3.46293896e-04 -3.40333384e-01 
 1.50572800e-02  3.52181441e-04 -3.40057899e-01 
 1.50582800e-02  3.58055084e-04 -3.39782950e-01 
 1.50592800e-02  3.63914590e-04 -3.39508548e-01 
 1.50602800e-02  3.69759730e-04 -3.39234702e-01 
 1.50612800e-02  3.75590273e-04 -3.38961424e-01 
 1.50622800e-02  3.81405988e-04 -3.38688725e-01 
 1.50632800e-02  3.87206645e-04 -3.38416616e-01 
 1.50642800e-02  3.92992017e-04 -3.38145106e-01 
 1.50652800e-02  3.98761873e-04 -3.37874208e-01 
 1.50662800e-02  4.04515988e-04 -3.37603931e-01 
 1.50672800e-02  4.10254132e-04 -3.37334287e-01 
 1.50682800e-02  4.15976081e-04 -3.37065285e-01 
 1.50692800e-02  4.21681607e-04 -3.36796937e-01 
 1.50702800e-02  4.27370487e-04 -3.36529254e-01 
 1.50712800e-02  4.33042494e-04 -3.36262245e-01 
 1.50722800e-02  4.38697406e-04 -3.35995921e-01 
 1.50732800e-02  4.44334998e-04 -3.35730293e-01 
 1.50742800e-02  4.49955049e-04 -3.35465371e-01 
 1.50752800e-02  4.55557337e-04 -3.35201166e-01 
 1.50762800e-02  4.61141640e-04 -3.34937688e-01 
 1.50772800e-02  4.66707738e-04 -3.34674948e-01 
 1.50782800e-02  4.72255411e-04 -3.34412956e-01 
 1.50792800e-02  4.77784440e-04 -3.34151721e-01 
 1.50802800e-02  4.83294607e-04 -3.33891256e-01 
 1.50812800e-02  4.88785694e-04 -3.33631569e-01 
 1.50822800e-02  4.94257485e-04 -3.33372672e-01 
 1.50832800e-02  4.99709764e-04 -3.33114574e-01 
 1.50842800e-02  5.05142315e-04 -3.32857285e-01 
 1.50852800e-02  5.10554924e-04 -3.32600816e-01 
 1.50862800e-02  5.15947377e-04 -3.32345177e-01 
 1.50872800e-02  5.21319461e-04 -3.32090377e-01 
 1.50882800e-02  5.26670964e-04 -3.31836428e-01 
 1.50892800e-02  5.32001675e-04 -3.31583339e-01 
 1.50902800e-02  5.37311384e-04 -3.31331119e-01 
 1.50912800e-02  5.42599881e-04 -3.31079780e-01 
 1.50922800e-02  5.47866957e-04 -3.30829330e-01 
 1.50932800e-02  5.53112404e-04 -3.30579780e-01 
 1.50942800e-02  5.58336015e-04 -3.30331140e-01 
 1.50952800e-02  5.63537583e-04 -3.30083419e-01 
 1.50962800e-02  5.68716905e-04 -3.29836628e-01 
 1.50972800e-02  5.73873774e-04 -3.29590775e-01 
 1.50982800e-02  5.79007988e-04 -3.29345871e-01 
 1.50992800e-02  5.84119343e-04 -3.29101925e-01 
 1.51002800e-02  5.89207639e-04 -3.28858947e-01 
 1.51012800e-02  5.94272674e-04 -3.28616947e-01 
 1.51022800e-02  5.99314247e-04 -3.28375933e-01 
 1.51032800e-02  6.04332161e-04 -3.28135917e-01 
 1.51042800e-02  6.09326217e-04 -3.27896906e-01 
 1.51052800e-02  6.14296218e-04 -3.27658911e-01 
 1.51062800e-02  6.19241967e-04 -3.27421941e-01 
 1.51072800e-02  6.24163270e-04 -3.27186005e-01 
 1.51082800e-02  6.29059932e-04 -3.26951112e-01 
 1.51092800e-02  6.33931759e-04 -3.26717273e-01 
 1.51102800e-02  6.38778560e-04 -3.26484495e-01 
 1.51112800e-02  6.43600143e-04 -3.26252789e-01 
 1.51122800e-02  6.48396318e-04 -3.26022163e-01 
 1.51132800e-02  6.53166896e-04 -3.25792627e-01 
 1.51142800e-02  6.57911687e-04 -3.25564189e-01 
 1.51152800e-02  6.62630506e-04 -3.25336859e-01 
 1.51162800e-02  6.67323164e-04 -3.25110646e-01 
 1.51172800e-02  6.71989478e-04 -3.24885558e-01 
 1.51182800e-02  6.76629263e-04 -3.24661604e-01 
 1.51192800e-02  6.81242336e-04 -3.24438794e-01 
 1.51202800e-02  6.85828514e-04 -3.24217135e-01 
 1.51212800e-02  6.90387618e-04 -3.23996637e-01 
 1.51222800e-02  6.94919465e-04 -3.23777309e-01 
 1.51232800e-02  6.99423879e-04 -3.23559159e-01 
 1.51242800e-02  7.03900681e-04 -3.23342196e-01 
 1.51252800e-02  7.08349693e-04 -3.23126428e-01 
 1.51262800e-02  7.12770742e-04 -3.22911864e-01 
 1.51272800e-02  7.17163651e-04 -3.22698512e-01 
 1.51282800e-02  7.21528248e-04 -3.22486381e-01 
 1.51292800e-02  7.25864360e-04 -3.22275479e-01 
 1.51302800e-02  7.30171817e-04 -3.22065814e-01 
 1.51312800e-02  7.34450447e-04 -3.21857395e-01 
 1.51322800e-02  7.38700083e-04 -3.21650230e-01 
 1.51332800e-02  7.42920556e-04 -3.21444327e-01 
 1.51342800e-02  7.47111700e-04 -3.21239695e-01 
 1.51352800e-02  7.51273349e-04 -3.21036341e-01 
 1.51362800e-02  7.55405339e-04 -3.20834273e-01 
 1.51372800e-02  7.59507507e-04 -3.20633499e-01 
 1.51382800e-02  7.63579691e-04 -3.20434028e-01 
 1.51392800e-02  7.67621730e-04 -3.20235866e-01 
 1.51402800e-02  7.71633465e-04 -3.20039023e-01 
 1.51412800e-02  7.75614737e-04 -3.19843505e-01 
 1.51422800e-02  7.79565389e-04 -3.19649321e-01 
 1.51432800e-02  7.83485265e-04 -3.19456478e-01 
 1.51442800e-02  7.87374210e-04 -3.19264984e-01 
 1.51452800e-02  7.91232071e-04 -3.19074846e-01 
 1.51462800e-02  7.95058696e-04 -3.18886071e-01 
 1.51472800e-02  7.98853933e-04 -3.18698668e-01 
 1.51482800e-02  8.02617633e-04 -3.18512644e-01 
 1.51492800e-02  8.06349647e-04 -3.18328006e-01 
 1.51502800e-02  8.10049828e-04 -3.18144760e-01 
 1.51512800e-02  8.13718029e-04 -3.17962916e-01 
 1.51522800e-02  8.17354106e-04 -3.17782479e-01 
 1.51532800e-02  8.20957915e-04 -3.17603457e-01 
 1.51542800e-02  8.24529314e-04 -3.17425856e-01 
 1.51552800e-02  8.28068163e-04 -3.17249685e-01 
 1.51562800e-02  8.31574320e-04 -3.17074949e-01 
 1.51572800e-02  8.35047648e-04 -3.16901657e-01 
 1.51582800e-02  8.38488011e-04 -3.16729813e-01 
 1.51592800e-02  8.41895271e-04 -3.16559427e-01 
 1.51602800e-02  8.45269294e-04 -3.16390503e-01 
 1.51612800e-02  8.48609948e-04 -3.16223049e-01 
 1.51622800e-02  8.51917100e-04 -3.16057071e-01 
 1.51632800e-02  8.55190620e-04 -3.15892576e-01 
 1.51642800e-02  8.58430378e-04 -3.15729571e-01 
 1.51652800e-02  8.61636247e-04 -3.15568062e-01 
 1.51662800e-02  8.64808100e-04 -3.15408055e-01 
 1.51672800e-02  8.67945812e-04 -3.15249556e-01 
 1.51682800e-02  8.71049259e-04 -3.15092572e-01 
 1.51692800e-02  8.74118318e-04 -3.14937109e-01 
 1.51702800e-02  8.77152869e-04 -3.14783174e-01 
 1.51712800e-02  8.80152791e-04 -3.14630771e-01 
 1.51722800e-02  8.83117966e-04 -3.14479908e-01 
 1.51732800e-02  8.86048277e-04 -3.14330590e-01 
 1.51742800e-02  8.88943609e-04 -3.14182823e-01 
 1.51752800e-02  8.91803847e-04 -3.14036613e-01 
 1.51762800e-02  8.94628877e-04 -3.13891966e-01 
 1.51772800e-02  8.97418590e-04 -3.13748887e-01 
 1.51782800e-02  9.00172874e-04 -3.13607382e-01 
 1.51792800e-02  9.02891620e-04 -3.13467457e-01 
 1.51802800e-02  9.05574722e-04 -3.13329117e-01 
 1.51812800e-02  9.08222073e-04 -3.13192368e-01 
 1.51822800e-02  9.10833569e-04 -3.13057215e-01 
 1.51832800e-02  9.13409108e-04 -3.12923663e-01 
 1.51842800e-02  9.15948586e-04 -3.12791718e-01 
 1.51852800e-02  9.18451904e-04 -3.12661384e-01 
 1.51862800e-02  9.20918963e-04 -3.12532668e-01 
 1.51872800e-02  9.23349666e-04 -3.12405574e-01 
 1.51882800e-02  9.25743917e-04 -3.12280106e-01 
 1.51892800e-02  9.28101621e-04 -3.12156271e-01 
 1.51902800e-02  9.30422685e-04 -3.12034073e-01 
 1.51912800e-02  9.32707018e-04 -3.11913517e-01 
 1.51922800e-02  9.34954529e-04 -3.11794607e-01 
 1.51932800e-02  9.37165129e-04 -3.11677348e-01 
 1.51942800e-02  9.39338732e-04 -3.11561746e-01 
 1.51952800e-02  9.41475251e-04 -3.11447803e-01 
 1.51962800e-02  9.43574603e-04 -3.11335526e-01 
 1.51972800e-02  9.45636704e-04 -3.11224918e-01 
 1.51982800e-02  9.47661472e-04 -3.11115984e-01 
 1.51992800e-02  9.49648829e-04 -3.11008727e-01 
 1.52002800e-02  9.51598695e-04 -3.10903153e-01 
 1.52012800e-02  9.53510994e-04 -3.10799266e-01 
 1.52022800e-02  9.55385650e-04 -3.10697069e-01 
 1.52032800e-02  9.57222588e-04 -3.10596566e-01 
 1.52042800e-02  9.59021737e-04 -3.10497762e-01 
 1.52052800e-02  9.60783026e-04 -3.10400661e-01 
 1.52062800e-02  9.62506385e-04 -3.10305266e-01 
 1.52072800e-02  9.64191745e-04 -3.10211581e-01 
 1.52082800e-02  9.65839041e-04 -3.10119609e-01 
 1.52092800e-02  9.67448207e-04 -3.10029356e-01 
 1.52102800e-02  9.69019180e-04 -3.09940823e-01 
 1.52112800e-02  9.70551898e-04 -3.09854014e-01 
 1.52122800e-02  9.72046300e-04 -3.09768933e-01 
 1.52132800e-02  9.73502327e-04 -3.09685584e-01 
 1.52142800e-02  9.74919922e-04 -3.09603969e-01 
 1.52152800e-02  9.76299029e-04 -3.09524092e-01 
 1.52162800e-02  9.77639593e-04 -3.09445956e-01 
 1.52172800e-02  9.78941562e-04 -3.09369563e-01 
 1.52182800e-02  9.80204884e-04 -3.09294918e-01 
 1.52192800e-02  9.81429509e-04 -3.09222023e-01 
 1.52202800e-02  9.82615389e-04 -3.09150880e-01 
 1.52212800e-02  9.83762477e-04 -3.09081494e-01 
 1.52222800e-02  9.84870727e-04 -3.09013865e-01 
 1.52232800e-02  9.85940097e-04 -3.08947998e-01 
 1.52242800e-02  9.86970543e-04 -3.08883894e-01 
 1.52252800e-02  9.87962026e-04 -3.08821557e-01 
 1.52262800e-02  9.88914505e-04 -3.08760988e-01 
 1.52272800e-02  9.89827944e-04 -3.08702191e-01 
 1.52282800e-02  9.90702306e-04 -3.08645166e-01 
 1.52292800e-02  9.91537557e-04 -3.08589917e-01 
 1.52302800e-02  9.92333664e-04 -3.08536447e-01 
 1.52312800e-02  9.93090595e-04 -3.08484756e-01 
 1.52322800e-02  9.93808320e-04 -3.08434847e-01 
 1.52332800e-02  9.94486812e-04 -3.08386722e-01 
 1.52342800e-02  9.95126043e-04 -3.08340383e-01 
 1.52352800e-02  9.95725988e-04 -3.08295831e-01 
 1.52362800e-02  9.96286623e-04 -3.08253069e-01 
 1.52372800e-02  9.96807927e-04 -3.08212098e-01 
 1.52382800e-02  9.97289879e-04 -3.08172920e-01 
 1.52392800e-02  9.97732459e-04 -3.08135536e-01 
 1.52402800e-02  9.98135651e-04 -3.08099948e-01 
 1.52412800e-02  9.98499438e-04 -3.08066157e-01 
 1.52422800e-02  9.98823805e-04 -3.08034165e-01 
 1.52432800e-02  9.99108741e-04 -3.08003972e-01 
 1.52442800e-02  9.99354234e-04 -3.07975581e-01 
 1.52452800e-02  9.99560274e-04 -3.07948992e-01 
 1.52462800e-02  9.99726853e-04 -3.07924205e-01 
 1.52472800e-02  9.99853965e-04 -3.07901223e-01 
 1.52482800e-02  9.99941604e-04 -3.07880046e-01 
 1.52492800e-02  9.99989767e-04 -3.07860675e-01 
 1.52502800e-02  9.99998452e-04 -3.07843110e-01 
 1.52512800e-02  9.99967659e-04 -3.07827353e-01 
 1.52522800e-02  9.99897389e-04 -3.07813404e-01 
 1.52532800e-02  9.99787645e-04 -3.07801263e-01 
 1.52542800e-02  9.99638431e-04 -3.07790932e-01 
 1.52552800e-02  9.99449753e-04 -3.07782410e-01 
 1.52562800e-02  9.99221618e-04 -3.07775697e-01 
 1.52572800e-02  9.98954036e-04 -3.07770795e-01 
 1.52582800e-02  9.98647017e-04 -3.07767703e-01 
 1.52592800e-02  9.98300572e-04 -3.07766421e-01 
 1.52602800e-02  9.97914717e-04 -3.07766949e-01 
 1.52612800e-02  9.97489466e-04 -3.07769288e-01 
 1.52622800e-02  9.97024835e-04 -3.07773438e-01 
