 time            v(inp)          v(inn)          v(out)         
 1.50002800e-02  1.75929095e-06 -1.75929095e-06 -5.29310509e-01 
 1.50012800e-02  8.04239046e-06 -8.04239046e-06 -5.47296642e-01 
 1.50022800e-02  1.43251725e-05 -1.43251725e-05 -5.63761878e-01 
 1.50032800e-02  2.06073890e-05 -2.06073890e-05 -5.79046314e-01 
 1.50042800e-02  2.68887919e-05 -2.68887919e-05 -5.93282937e-01 
 1.50052800e-02  3.31691333e-05 -3.31691333e-05 -6.06667306e-01 
 1.50062800e-02  3.94481653e-05 -3.94481653e-05 -6.19266887e-01 
 1.50072800e-02  4.57256399e-05 -4.57256399e-05 -6.31207024e-01 
 1.50082800e-02  5.20013093e-05 -5.20013093e-05 -6.42526256e-01 
 1.50092800e-02  5.82749258e-05 -5.82749258e-05 -6.53310570e-01 
 1.50102800e-02  6.45462417e-05 -6.45462417e-05 -6.63584229e-01 
 1.50112800e-02  7.08150095e-05 -7.08150095e-05 -6.73408962e-01 
 1.50122800e-02  7.70809816e-05 -7.70809816e-05 -6.82801394e-01 
 1.50132800e-02  8.33439106e-05 -8.33439106e-05 -6.91807283e-01 
 1.50142800e-02  8.96035494e-05 -8.96035494e-05 -7.00438901e-01 
 1.50152800e-02  9.58596508e-05 -9.58596508e-05 -7.08730976e-01 
 1.50162800e-02  1.02111968e-04 -1.02111968e-04 -7.16693157e-01 
 1.50172800e-02  1.08360254e-04 -1.08360254e-04 -7.24352281e-01 
 1.50182800e-02  1.14604262e-04 -1.14604262e-04 -7.31716330e-01 
 1.50192800e-02  1.20843745e-04 -1.20843745e-04 -7.38806334e-01 
 1.50202800e-02  1.27078458e-04 -1.27078458e-04 -7.45629166e-01 
 1.50212800e-02  1.33308154e-04 -1.33308154e-04 -7.52201487e-01 
 1.50222800e-02  1.39532587e-04 -1.39532587e-04 -7.58529391e-01 
 1.50232800e-02  1.45751512e-04 -1.45751512e-04 -7.64626195e-01 
 1.50242800e-02  1.51964683e-04 -1.51964683e-04 -7.70497414e-01 
 1.50252800e-02  1.58171854e-04 -1.58171854e-04 -7.76153770e-01 
 1.50262800e-02  1.64372781e-04 -1.64372781e-04 -7.81600331e-01 
 1.50272800e-02  1.70567219e-04 -1.70567219e-04 -7.86845771e-01 
 1.50282800e-02  1.76754923e-04 -1.76754923e-04 -7.91894801e-01 
 1.50292800e-02  1.82935649e-04 -1.82935649e-04 -7.96754464e-01 
 1.50302800e-02  1.89109154e-04 -1.89109154e-04 -8.01429173e-01 
 1.50312800e-02  1.95275192e-04 -1.95275192e-04 -8.05924658e-01 
 1.50322800e-02  2.01433522e-04 -2.01433522e-04 -8.10245076e-01 
 1.50332800e-02  2.07583899e-04 -2.07583899e-04 -8.14395093e-01 
 1.50342800e-02  2.13726081e-04 -2.13726081e-04 -8.18378641e-01 
 1.50352800e-02  2.19859825e-04 -2.19859825e-04 -8.22199511e-01 
 1.50362800e-02  2.25984890e-04 -2.25984890e-04 -8.25861440e-01 
 1.50372800e-02  2.32101034e-04 -2.32101034e-04 -8.29367494e-01 
 1.50382800e-02  2.38208014e-04 -2.38208014e-04 -8.32721235e-01 
 1.50392800e-02  2.44305590e-04 -2.44305590e-04 -8.35925124e-01 
 1.50402800e-02  2.50393522e-04 -2.50393522e-04 -8.38982564e-01 
 1.50412800e-02  2.56471568e-04 -2.56471568e-04 -8.41895510e-01 
 1.50422800e-02  2.62539490e-04 -2.62539490e-04 -8.44667219e-01 
 1.50432800e-02  2.68597047e-04 -2.68597047e-04 -8.47299216e-01 
 1.50442800e-02  2.74644000e-04 -2.74644000e-04 -8.49794630e-01 
 1.50452800e-02  2.80680110e-04 -2.80680110e-04 -8.52154613e-01 
 1.50462800e-02  2.86705140e-04 -2.86705140e-04 -8.54382177e-01 
 1.50472800e-02  2.92718851e-04 -2.92718851e-04 -8.56478156e-01 
