 time            v(bufinp)       v(bufinn)       v(outp)         v(outn)        
 0.00000000e+00  2.23500000e+00  2.23500000e+00  2.79881566e+00  2.79881566e+00 
 2.00000000e-14  2.23502309e+00  2.23497691e+00  2.79883343e+00  2.79879789e+00 
 4.00000000e-14  2.23504618e+00  2.23495382e+00  2.79884816e+00  2.79878316e+00 
 8.00000000e-14  2.23509236e+00  2.23490764e+00  2.79887333e+00  2.79875799e+00 
 1.60000000e-13  2.23518473e+00  2.23481527e+00  2.79891231e+00  2.79871902e+00 
 3.20000000e-13  2.23536945e+00  2.23463055e+00  2.79895937e+00  2.79867195e+00 
 6.40000000e-13  2.23573890e+00  2.23426110e+00  2.79894074e+00  2.79869052e+00 
 1.28000000e-12  2.23647779e+00  2.23352221e+00  2.79854239e+00  2.79908818e+00 
 2.56000000e-12  2.23795548e+00  2.23204452e+00  2.79698993e+00  2.80063431e+00 
 4.56000000e-12  2.24026396e+00  2.22973604e+00  2.79391152e+00  2.80368455e+00 
 6.56000000e-12  2.24257161e+00  2.22742839e+00  2.79067155e+00  2.80687140e+00 
 8.56000000e-12  2.24487806e+00  2.22512194e+00  2.78744482e+00  2.81001921e+00 
 1.05600000e-11  2.24718295e+00  2.22281705e+00  2.78423766e+00  2.81312207e+00 
 1.25600000e-11  2.24948592e+00  2.22051408e+00  2.78103219e+00  2.81619862e+00 
 1.45600000e-11  2.25178660e+00  2.21821340e+00  2.77781961e+00  2.81925838e+00 
 1.65600000e-11  2.25408463e+00  2.21591537e+00  2.77459846e+00  2.82230348e+00 
 1.85600000e-11  2.25637964e+00  2.21362036e+00  2.77136972e+00  2.82533355e+00 
 2.05600000e-11  2.25867128e+00  2.21132872e+00  2.76813467e+00  2.82834796e+00 
 2.25600000e-11  2.26095918e+00  2.20904082e+00  2.76489444e+00  2.83134618e+00 
 2.45600000e-11  2.26324298e+00  2.20675702e+00  2.76165001e+00  2.83432782e+00 
 2.65600000e-11  2.26552232e+00  2.20447768e+00  2.75840235e+00  2.83729254e+00 
 2.85600000e-11  2.26779685e+00  2.20220315e+00  2.75515239e+00  2.84023996e+00 
 3.05600000e-11  2.27006619e+00  2.19993381e+00  2.75190105e+00  2.84316974e+00 
 3.25600000e-11  2.27233000e+00  2.19767000e+00  2.74864926e+00  2.84608151e+00 
 3.45600000e-11  2.27458791e+00  2.19541209e+00  2.74539792e+00  2.84897491e+00 
 3.65600000e-11  2.27683957e+00  2.19316043e+00  2.74214795e+00  2.85184957e+00 
 3.85600000e-11  2.27908462e+00  2.19091538e+00  2.73890023e+00  2.85470513e+00 
 4.05600000e-11  2.28132271e+00  2.18867729e+00  2.73565565e+00  2.85754122e+00 
 4.25600000e-11  2.28355349e+00  2.18644651e+00  2.73241509e+00  2.86035748e+00 
 4.45600000e-11  2.28577660e+00  2.18422340e+00  2.72917942e+00  2.86315354e+00 
 4.65600000e-11  2.28799169e+00  2.18200831e+00  2.72594949e+00  2.86592903e+00 
 4.85600000e-11  2.29019841e+00  2.17980159e+00  2.72272616e+00  2.86868358e+00 
 5.05600000e-11  2.29239642e+00  2.17760358e+00  2.71951027e+00  2.87141684e+00 
 5.25600000e-11  2.29458536e+00  2.17541464e+00  2.71630265e+00  2.87412842e+00 
 5.45600000e-11  2.29676489e+00  2.17323511e+00  2.71310414e+00  2.87681797e+00 
 5.65600000e-11  2.29893467e+00  2.17106533e+00  2.70991555e+00  2.87948512e+00 
 5.85600000e-11  2.30109436e+00  2.16890564e+00  2.70673770e+00  2.88212951e+00 
 6.05600000e-11  2.30324360e+00  2.16675640e+00  2.70357139e+00  2.88475078e+00 
 6.25600000e-11  2.30538207e+00  2.16461793e+00  2.70041741e+00  2.88734856e+00 
 6.45600000e-11  2.30750943e+00  2.16249057e+00  2.69727656e+00  2.88992250e+00 
 6.65600000e-11  2.30962534e+00  2.16037466e+00  2.69414961e+00  2.89247225e+00 
 6.85600000e-11  2.31172946e+00  2.15827054e+00  2.69103735e+00  2.89499745e+00 
 7.05600000e-11  2.31382147e+00  2.15617853e+00  2.68794053e+00  2.89749776e+00 
 7.25600000e-11  2.31590102e+00  2.15409898e+00  2.68485992e+00  2.89997284e+00 
 7.45600000e-11  2.31796781e+00  2.15203219e+00  2.68179627e+00  2.90242234e+00 
 7.65600000e-11  2.32002149e+00  2.14997851e+00  2.67875032e+00  2.90484593e+00 
 7.85600000e-11  2.32206175e+00  2.14793825e+00  2.67572280e+00  2.90724329e+00 
 8.05600000e-11  2.32408826e+00  2.14591174e+00  2.67271446e+00  2.90961408e+00 
 8.25600000e-11  2.32610070e+00  2.14389930e+00  2.66972601e+00  2.91195801e+00 
 8.45600000e-11  2.32809875e+00  2.14190125e+00  2.66675817e+00  2.91427474e+00 
 8.65600000e-11  2.33008210e+00  2.13991790e+00  2.66381165e+00  2.91656400e+00 
 8.85600000e-11  2.33205044e+00  2.13794956e+00  2.66088715e+00  2.91882547e+00 
 9.05600000e-11  2.33400345e+00  2.13599655e+00  2.65798536e+00  2.92105888e+00 
 9.25600000e-11  2.33594083e+00  2.13405917e+00  2.65510698e+00  2.92326394e+00 
 9.45600000e-11  2.33786227e+00  2.13213773e+00  2.65225267e+00  2.92544040e+00 
 9.65600000e-11  2.33976747e+00  2.13023253e+00  2.64942313e+00  2.92758798e+00 
 9.85600000e-11  2.34165612e+00  2.12834388e+00  2.64661902e+00  2.92970646e+00 
 1.00560000e-10  2.34352793e+00  2.12647207e+00  2.64384099e+00  2.93179558e+00 
 1.02560000e-10  2.34538260e+00  2.12461740e+00  2.64108970e+00  2.93385514e+00 
 1.04560000e-10  2.34721985e+00  2.12278015e+00  2.63836579e+00  2.93588490e+00 
 1.06560000e-10  2.34903937e+00  2.12096063e+00  2.63566992e+00  2.93788468e+00 
 1.08560000e-10  2.35084088e+00  2.11915912e+00  2.63300271e+00  2.93985430e+00 
 1.10560000e-10  2.35262410e+00  2.11737590e+00  2.63036479e+00  2.94179357e+00 
 1.12560000e-10  2.35438875e+00  2.11561125e+00  2.62775677e+00  2.94370234e+00 
 1.14560000e-10  2.35613454e+00  2.11386546e+00  2.62517928e+00  2.94558047e+00 
 1.16560000e-10  2.35786120e+00  2.11213880e+00  2.62263293e+00  2.94742783e+00 
 1.18560000e-10  2.35956847e+00  2.11043153e+00  2.62011830e+00  2.94924432e+00 
 1.20560000e-10  2.36125606e+00  2.10874394e+00  2.61763599e+00  2.95102983e+00 
 1.22560000e-10  2.36292371e+00  2.10707629e+00  2.61518660e+00  2.95278430e+00 
 1.24560000e-10  2.36457117e+00  2.10542883e+00  2.61277070e+00  2.95450766e+00 
 1.26560000e-10  2.36619816e+00  2.10380184e+00  2.61038886e+00  2.95619987e+00 
 1.28560000e-10  2.36780444e+00  2.10219556e+00  2.60804166e+00  2.95786091e+00 
 1.30560000e-10  2.36938974e+00  2.10061026e+00  2.60572964e+00  2.95949077e+00 
 1.32560000e-10  2.37095383e+00  2.09904617e+00  2.60345337e+00  2.96108949e+00 
 1.34560000e-10  2.37249644e+00  2.09750356e+00  2.60121338e+00  2.96265708e+00 
 1.36560000e-10  2.37401734e+00  2.09598266e+00  2.59901022e+00  2.96419360e+00 
 1.38560000e-10  2.37551629e+00  2.09448371e+00  2.59684442e+00  2.96569915e+00 
 1.40560000e-10  2.37699305e+00  2.09300695e+00  2.59471650e+00  2.96717380e+00 
 1.42560000e-10  2.37844739e+00  2.09155261e+00  2.59262697e+00  2.96861768e+00 
