 time            v(detp)         v(detn)        
 0.00000000e+00  1.30499269e+00  1.30499269e+00 
 2.00000000e-15  1.30499269e+00  1.30499269e+00 
 4.00000000e-15  1.30499269e+00  1.30499269e+00 
 8.00000000e-15  1.30499269e+00  1.30499269e+00 
 1.60000000e-14  1.30499270e+00  1.30499270e+00 
 3.20000000e-14  1.30499275e+00  1.30499275e+00 
 6.40000000e-14  1.30499326e+00  1.30499327e+00 
 1.28000000e-13  1.30499652e+00  1.30499661e+00 
 2.56000000e-13  1.30495059e+00  1.30495180e+00 
 4.56000000e-13  1.30408399e+00  1.30409510e+00 
 6.56000000e-13  1.30096719e+00  1.30100799e+00 
 8.56000000e-13  1.29417471e+00  1.29427621e+00 
 1.05600000e-12  1.28278675e+00  1.28298768e+00 
 1.25600000e-12  1.26651903e+00  1.26686109e+00 
 1.45600000e-12  1.24576598e+00  1.24628852e+00 
 1.65600000e-12  1.22156518e+00  1.22229937e+00 
 1.85600000e-12  1.19543521e+00  1.19639870e+00 
 2.05600000e-12  1.16928222e+00  1.17047400e+00 
 2.25600000e-12  1.14517562e+00  1.14657298e+00 
 2.45600000e-12  1.12487364e+00  1.12643497e+00 
 2.65600000e-12  1.10937003e+00  1.11104301e+00 
 2.85600000e-12  1.09866064e+00  1.10039156e+00 
 3.05600000e-12  1.09200327e+00  1.09374310e+00 
 3.25600000e-12  1.08846744e+00  1.09017369e+00 
 3.45600000e-12  1.08720243e+00  1.08883894e+00 
 3.65600000e-12  1.08753194e+00  1.08906792e+00 
 3.85600000e-12  1.08895340e+00  1.09036243e+00 
 4.05600000e-12  1.09111685e+00  1.09237608e+00 
 4.25600000e-12  1.09378396e+00  1.09487339e+00 
 4.45600000e-12  1.09679948e+00  1.09770143e+00 
 4.65600000e-12  1.10006384e+00  1.10076255e+00 
 4.85600000e-12  1.10351940e+00  1.10400072e+00 
 5.05600000e-12  1.10713437e+00  1.10738551e+00 
 5.25600000e-12  1.11089596e+00  1.11090530e+00 
 5.45600000e-12  1.11480217e+00  1.11455910e+00 
 5.65600000e-12  1.11885883e+00  1.11835368e+00 
 5.85600000e-12  1.12307536e+00  1.12229922e+00 
 6.05600000e-12  1.12746338e+00  1.12640810e+00 
 6.25600000e-12  1.13203457e+00  1.13069266e+00 
 6.45600000e-12  1.13680052e+00  1.13516510e+00 
 6.65600000e-12  1.14177111e+00  1.13983586e+00 
 6.85600000e-12  1.14695492e+00  1.14471405e+00 
 7.05600000e-12  1.15235834e+00  1.14980658e+00 
 7.25600000e-12  1.15798589e+00  1.15511840e+00 
 7.45600000e-12  1.16383984e+00  1.16065224e+00 
 7.65600000e-12  1.16992062e+00  1.16640895e+00 
