 time            v(bufinp)       v(bufinn)       v(outp)         v(outn)        
 0.00000000e+00  2.23500000e+00  2.23500000e+00  2.79720924e+00  2.79720924e+00 
 2.00000000e-14  2.23501398e+00  2.23498602e+00  2.79720930e+00  2.79720918e+00 
 4.00000000e-14  2.23502796e+00  2.23497204e+00  2.79720942e+00  2.79720906e+00 
 8.00000000e-14  2.23505592e+00  2.23494408e+00  2.79720977e+00  2.79720871e+00 
 1.60000000e-13  2.23511184e+00  2.23488816e+00  2.79721092e+00  2.79720756e+00 
 3.20000000e-13  2.23522368e+00  2.23477632e+00  2.79721452e+00  2.79720396e+00 
 6.40000000e-13  2.23544736e+00  2.23455264e+00  2.79722330e+00  2.79719518e+00 
 1.28000000e-12  2.23589472e+00  2.23410528e+00  2.79722891e+00  2.79718957e+00 
 2.56000000e-12  2.23678937e+00  2.23321063e+00  2.79714808e+00  2.79727034e+00 
 4.56000000e-12  2.23818702e+00  2.23181298e+00  2.79680542e+00  2.79761271e+00 
 6.56000000e-12  2.23958417e+00  2.23041583e+00  2.79628696e+00  2.79813048e+00 
 8.56000000e-12  2.24098059e+00  2.22901941e+00  2.79566381e+00  2.79875241e+00 
 1.05600000e-11  2.24237607e+00  2.22762393e+00  2.79497398e+00  2.79944049e+00 
 1.25600000e-11  2.24377038e+00  2.22622962e+00  2.79423495e+00  2.80017725e+00 
 1.45600000e-11  2.24516331e+00  2.22483669e+00  2.79345624e+00  2.80095326e+00 
 1.65600000e-11  2.24655464e+00  2.22344536e+00  2.79264509e+00  2.80176136e+00 
 1.85600000e-11  2.24794414e+00  2.22205586e+00  2.79180788e+00  2.80259528e+00 
 2.05600000e-11  2.24933159e+00  2.22066841e+00  2.79095016e+00  2.80344956e+00 
 2.25600000e-11  2.25071678e+00  2.21928322e+00  2.79007651e+00  2.80431968e+00 
 2.45600000e-11  2.25209949e+00  2.21790051e+00  2.78919061e+00  2.80520199e+00 
 2.65600000e-11  2.25347950e+00  2.21652050e+00  2.78829541e+00  2.80609359e+00 
 2.85600000e-11  2.25485659e+00  2.21514341e+00  2.78739325e+00  2.80699214e+00 
 3.05600000e-11  2.25623055e+00  2.21376945e+00  2.78648601e+00  2.80789575e+00 
 3.25600000e-11  2.25760115e+00  2.21239885e+00  2.78557522e+00  2.80880290e+00 
 3.45600000e-11  2.25896819e+00  2.21103181e+00  2.78466209e+00  2.80971237e+00 
 3.65600000e-11  2.26033144e+00  2.20966856e+00  2.78374765e+00  2.81062313e+00 
 3.85600000e-11  2.26169069e+00  2.20830931e+00  2.78283272e+00  2.81153436e+00 
 4.05600000e-11  2.26304572e+00  2.20695428e+00  2.78191798e+00  2.81244536e+00 
 4.25600000e-11  2.26439633e+00  2.20560367e+00  2.78100402e+00  2.81335557e+00 
 4.45600000e-11  2.26574229e+00  2.20425771e+00  2.78009132e+00  2.81426448e+00 
 4.65600000e-11  2.26708340e+00  2.20291660e+00  2.77918029e+00  2.81517169e+00 
 4.85600000e-11  2.26841945e+00  2.20158055e+00  2.77827131e+00  2.81607685e+00 
 5.05600000e-11  2.26975021e+00  2.20024979e+00  2.77736468e+00  2.81697963e+00 
 5.25600000e-11  2.27107549e+00  2.19892451e+00  2.77646068e+00  2.81787976e+00 
 5.45600000e-11  2.27239507e+00  2.19760493e+00  2.77555958e+00  2.81877699e+00 
 5.65600000e-11  2.27370875e+00  2.19629125e+00  2.77466160e+00  2.81967109e+00 
