 frequency       v(finalp,finaln) v(finalp,finaln) v(v1p,v1n)      v(v1p,v1n)      v(vga1p,vga1n)  v(vga1p,vga1n)  v(v2p,v2n)      v(v2p,v2n)      v(vga2p,vga2n)  v(vga2p,vga2n)  v(bufinp,bufinn) v(bufinp,bufinn) v(outp,outn)    v(outp,outn)   
 1.00000000e+06 -7.66873553e+01  5.08556574e+03 -5.91104964e+02 -2.35790040e+02  1.28362364e+03  5.07736293e+02  9.27164556e+02  8.75413342e+02 -3.11644088e+03 -2.89717612e+03  4.29705010e+01 -2.84557814e+03 -7.68305359e+01  5.09370134e+03 
 2.23872114e+06  5.26662867e+03  5.47673847e+03 -6.64101503e+02 -1.18270401e+02  1.43959300e+03  2.54157856e+02  1.34410331e+03  4.92625503e+02 -4.47067742e+03 -1.60732609e+03 -2.94674440e+03 -3.06459701e+03  5.27500482e+03  5.48554768e+03 
 2.29086765e+06  5.38891889e+03  5.41809143e+03 -6.65022828e+02 -1.15735110e+02  1.44155804e+03  2.48700143e+02  1.34978476e+03  4.82727485e+02 -4.48869677e+03 -1.57457623e+03 -3.01516890e+03 -3.03178826e+03  5.39749007e+03  5.42680906e+03 
 2.34422882e+06  5.50809110e+03  5.35750454e+03 -6.65905077e+02 -1.13247142e+02  1.44343965e+03  2.43344584e+02  1.35523501e+03  4.72970839e+02 -4.50596653e+03 -1.54231844e+03 -3.08184879e+03 -2.99789423e+03  5.51685234e+03  5.36612752e+03 
 2.39883292e+06  5.62413302e+03  5.29514249e+03 -6.66749806e+02 -1.10806064e+02  1.44524116e+03  2.38090213e+02  1.36046243e+03  4.63357401e+02 -4.52251497e+03 -1.51055744e+03 -3.14677722e+03 -2.96300708e+03  5.63307933e+03  5.30366804e+03 
 2.45470892e+06  5.73704067e+03  5.23116567e+03 -6.67558519e+02 -1.08411412e+02  1.44696579e+03  2.32936005e+02  1.36547520e+03  4.53888679e+02 -4.53836954e+03 -1.47929688e+03 -3.20995194e+03 -2.92721654e+03  5.74616705e+03  5.23959125e+03 
 2.51188643e+06  5.84681776e+03  5.16572982e+03 -6.68332667e+02 -1.06062697e+02  1.44861665e+03  2.27880880e+02  1.37028124e+03  4.44565878e+02 -4.55355690e+03 -1.44853945e+03 -3.27137503e+03 -2.89060977e+03  5.85611922e+03  5.17405315e+03 
 2.57039578e+06  5.95347520e+03  5.09898577e+03 -6.69073651e+02 -1.03759407e+02  1.45019673e+03  2.22923709e+02  1.37488829e+03  4.35389916e+02 -4.56810292e+03 -1.41828690e+03 -3.33105261e+03 -2.85327116e+03  5.96294676e+03  5.10720481e+03 
 2.63026799e+06  6.05703054e+03  5.03107921e+03 -6.69782821e+02 -1.01501009e+02  1.45170892e+03  2.18063322e+02  1.37930386e+03  4.26361446e+02 -4.58203266e+03 -1.38854015e+03 -3.38899448e+03 -2.81528222e+03  6.06666726e+03  5.03919215e+03 
 2.69153480e+06  6.15750749e+03  4.96215050e+03 -6.70461477e+02 -9.92869512e+01  1.45315599e+03  2.13298507e+02  1.38353522e+03  4.17480875e+02 -4.59537041e+03 -1.35929934e+03 -3.44521392e+03 -2.77672150e+03  6.16730446e+03  4.97015575e+03 
 2.75422870e+06  6.25493536e+03  4.89233455e+03 -6.71110874e+02 -9.71166647e+01  1.45454063e+03  2.08628020e+02  1.38758944e+03  4.08748378e+02 -4.60813965e+03 -1.33056387e+03 -3.49972731e+03 -2.73766449e+03  6.26488771e+03  4.90023075e+03 
 2.81838293e+06  6.34934855e+03  4.82176069e+03 -6.71732219e+02 -9.49895671e+01  1.45586541e+03  2.04050588e+02  1.39147339e+03  4.00163919e+02 -4.62036311e+03 -1.30233247e+03 -3.55255393e+03 -2.69818356e+03  6.35945149e+03  4.82954667e+03 
 2.88403150e+06  6.44078615e+03  4.75055264e+03 -6.72326673e+02 -9.29050633e+01  1.45713283e+03  1.99564911e+02  1.39519369e+03  3.91727263e+02 -4.63206275e+03 -1.27460328e+03 -3.60371562e+03 -2.65834792e+03  6.45103491e+03  4.75822744e+03 
 2.95120923e+06  6.52929136e+03  4.67882843e+03 -6.72895356e+02 -9.08625474e+01  1.45834526e+03  1.95169666e+02  1.39875675e+03  3.83437996e+02 -4.64325976e+03 -1.24737386e+03 -3.65323657e+03 -2.61822363e+03  6.53968128e+03  4.68639129e+03 
 3.01995172e+06  6.61491113e+03  4.60670045e+03 -6.73439342e+02 -8.88614046e+01  1.45950501e+03  1.90863515e+02  1.40216881e+03  3.75295533e+02 -4.65397460e+03 -1.22064127e+03 -3.70114304e+03 -2.57787358e+03  6.62543761e+03  4.61415077e+03 
 3.09029543e+06  6.69769568e+03  4.53427545e+03 -6.73959667e+02 -8.69010125e+01  1.46061429e+03  1.86645103e+02  1.40543585e+03  3.67299136e+02 -4.66422700e+03 -1.19440208e+03 -3.74746313e+03 -2.53735750e+03  6.70835419e+03  4.54161281e+03 
 3.16227766e+06  6.77769812e+03  4.46165458e+03 -6.74457324e+02 -8.49807427e+01  1.46167521e+03  1.82513062e+02  1.40856367e+03  3.59447928e+02 -4.67403598e+03 -1.16865246e+03 -3.79222656e+03 -2.49673199e+03  6.78848423e+03  4.46887872e+03 
 3.23593657e+06  6.85497403e+03  4.38893347e+03 -6.74933270e+02 -8.30999622e+01  1.46268982e+03  1.78466016e+02  1.41155788e+03  3.51740900e+02 -4.68341988e+03 -1.14338816e+03 -3.83546443e+03 -2.45605056e+03  6.86588339e+03  4.39604429e+03 
 3.31131121e+06  6.92958114e+03  4.31620233e+03 -6.75388422e+02 -8.12580343e+01  1.46366009e+03  1.74502583e+02  1.41442388e+03  3.44176924e+02 -4.69239634e+03 -1.11860463e+03 -3.87720904e+03 -2.41536369e+03  6.94060949e+03  4.32319987e+03 
 3.38844156e+06  7.00157894e+03  4.24354604e+03 -6.75823662e+02 -7.94543203e+01  1.46458789e+03  1.70621376e+02  1.41716688e+03  3.36754769e+02 -4.70098236e+03 -1.09429696e+03 -3.91749368e+03 -2.37471888e+03  7.01272213e+03  4.25043049e+03 
 3.46736850e+06  7.07102840e+03  4.17104431e+03 -6.76239837e+02 -7.76881800e+01  1.46547502e+03  1.66821005e+02  1.41979190e+03  3.29473103e+02 -4.70919427e+03 -1.07045997e+03 -3.95635245e+03 -2.33416073e+03  7.08228235e+03  4.17781596e+03 
 3.54813389e+06  7.13799163e+03  4.09877175e+03 -6.76637759e+02 -7.59589731e+01  1.46632324e+03  1.63100083e+02  1.42230378e+03  3.22330507e+02 -4.71704780e+03 -1.04708826e+03 -3.99382011e+03 -2.29373099e+03  7.14935239e+03  4.10543104e+03 
 3.63078055e+06  7.20253163e+03  4.02679807e+03 -6.77018210e+02 -7.42660600e+01  1.46713419e+03  1.59457222e+02  1.42470719e+03  3.15325485e+02 -4.72455808e+03 -1.02417617e+03 -4.02993192e+03 -2.25346868e+03  7.21399532e+03  4.03334555e+03 
 3.71535229e+06  7.26471201e+03  3.95518823e+03 -6.77381937e+02 -7.26088024e+01  1.46790949e+03  1.55891041e+02  1.42700661e+03  3.08456468e+02 -4.73173961e+03 -1.00171786e+03 -4.06472346e+03 -2.21341013e+03  7.27627488e+03  3.96162453e+03 
 3.80189396e+06  7.32459677e+03  3.88400257e+03 -6.77729659e+02 -7.09865645e+01  1.46865065e+03  1.52400160e+02  1.42920637e+03  3.01721826e+02 -4.73860637e+03 -9.79707320e+02 -4.09823054e+03 -2.17358913e+03  7.33625516e+03  3.89032843e+03 
 3.89045145e+06  7.38225009e+03  3.81329699e+03 -6.78062063e+02 -6.93987132e+01  1.46935915e+03  1.48983211e+02  1.43131062e+03  2.95119872e+02 -4.74517175e+03 -9.58138390e+02 -4.13048907e+03 -2.13403695e+03  7.39400043e+03  3.81951326e+03 
 3.98107171e+06  7.43773607e+03  3.74312313e+03 -6.78379812e+02 -6.78446193e+01  1.47003641e+03  1.45638830e+02  1.43332336e+03  2.88648872e+02 -4.75144863e+03 -9.37004785e+02 -4.16153492e+03 -2.09478249e+03  7.44957491e+03  3.74923072e+03 
 4.07380278e+06  7.49111863e+03  3.67352854e+03 -6.78683538e+02 -6.63236575e+01  1.47068377e+03  1.42365665e+02  1.43524843e+03  2.82307047e+02 -4.75744936e+03 -9.16300113e+02 -4.19140385e+03 -2.05585236e+03  7.50304262e+03  3.67952845e+03 
 4.16869383e+06  7.54246128e+03  3.60455684e+03 -6.78973847e+02 -6.48352074e+01  1.47130252e+03  1.39162374e+02  1.43708952e+03  2.76092585e+02 -4.76318580e+03 -8.96017892e+02 -4.22013141e+03 -2.01727098e+03  7.55446716e+03  3.61045013e+03 
 4.26579519e+06  7.59182703e+03  3.53624790e+03 -6.79251323e+02 -6.33786538e+01  1.47189391e+03  1.36027627e+02  1.43885019e+03  2.70003639e+02 -4.76866931e+03 -8.76151571e+02 -4.24775283e+03 -1.97906065e+03  7.60391165e+03  3.54203571e+03 
 4.36515832e+06  7.63927818e+03  3.46863801e+03 -6.79516521e+02 -6.19533871e+01  1.47245913e+03  1.32960104e+02  1.44053385e+03  2.64038338e+02 -4.77391081e+03 -8.56694540e+02 -4.27430299e+03 -1.94124170e+03  7.65143849e+03  3.47432154e+03 
 4.46683592e+06  7.68487629e+03  3.40176008e+03 -6.79769977e+02 -6.05588037e+01  1.47299931e+03  1.29958502e+02  1.44214376e+03  2.58194791e+02 -4.77892077e+03 -8.37640150e+02 -4.29981632e+03 -1.90383253e+03  7.69710932e+03  3.40734057e+03 
 4.57088190e+06  7.72868199e+03  3.33564376e+03 -6.80012202e+02 -5.91943064e+01  1.47351555e+03  1.27021530e+02  1.44368307e+03  2.52471089e+02 -4.78370920e+03 -8.18981724e+02 -4.32432676e+03 -1.86684974e+03  7.74098489e+03  3.34112250e+03 
 4.67735141e+06  7.77075496e+03  3.27031562e+03 -6.80243687e+02 -5.78593048e+01  1.47400889e+03  1.24147912e+02  1.44515480e+03  2.46865308e+02 -4.78828572e+03 -8.00712566e+02 -4.34786769e+03 -1.83030821e+03  7.78312497e+03  3.27569396e+03 
 4.78630092e+06  7.81115380e+03  3.20579936e+03 -6.80464899e+02 -5.65532154e+01  1.47448034e+03  1.21336386e+02  1.44656184e+03  2.41375519e+02 -4.79265955e+03 -7.82825979e+02 -4.37047190e+03 -1.79422120e+03  7.82358825e+03  3.21107868e+03 
 4.89778819e+06  7.84993599e+03  3.14211590e+03 -6.80676290e+02 -5.52754619e+01  1.47493085e+03  1.18585708e+02  1.44790697e+03  2.35999785e+02 -4.79683951e+03 -7.65315267e+02 -4.39217155e+03 -1.75860042e+03  7.86243230e+03  3.14729761e+03 
 5.01187234e+06  7.88715782e+03  3.07928357e+03 -6.80878289e+02 -5.40254755e+01  1.47536134e+03  1.15894650e+02  1.44919285e+03  2.30736167e+02 -4.80083406e+03 -7.48173753e+02 -4.41299814e+03 -1.72345615e+03  7.89971350e+03  3.08436912e+03 
 5.12861384e+06  7.92287433e+03  3.01731827e+03 -6.81071309e+02 -5.28026949e+01  1.47577269e+03  1.13261998e+02  1.45042203e+03  2.25582727e+02 -4.80465130e+03 -7.31394781e+02 -4.43298247e+03 -1.68879727e+03  7.93548699e+03  3.02230914e+03 
 5.24807460e+06  7.95713931e+03  2.95623359e+03 -6.81255743e+02 -5.16065668e+01  1.47616573e+03  1.10686559e+02  1.45159697e+03  2.20537529e+02 -4.80829899e+03 -7.14971726e+02 -4.45215463e+03 -1.65463140e+03  7.96980662e+03  2.96113128e+03 
 5.37031796e+06  7.99000521e+03  2.89604096e+03 -6.81431970e+02 -5.04365457e+01  1.47654129e+03  1.08167153e+02  1.45272001e+03  2.15598644e+02 -4.81178455e+03 -6.98898002e+02 -4.47054397e+03 -1.62096494e+03  8.00272494e+03  2.90084698e+03 
 5.49540874e+06  8.02152316e+03  2.83674977e+03 -6.81600350e+02 -4.92920940e+01  1.47690012e+03  1.05702621e+02  1.45379341e+03  2.10764152e+02 -4.81511511e+03 -6.83167066e+02 -4.48817910e+03 -1.58780316e+03  8.03429317e+03  2.84146567e+03 
 5.62341325e+06  8.05174294e+03  2.77836755e+03 -6.81761229e+02 -4.81726825e+01  1.47724296e+03  1.03291819e+02  1.45481931e+03  2.06032139e+02 -4.81829746e+03 -6.67772427e+02 -4.50508786e+03 -1.55515027e+03  8.06456115e+03  2.78299487e+03 
 5.75439937e+06  8.08071297e+03  2.72090003e+03 -6.81914938e+02 -4.70777899e+01  1.47757051e+03  1.00933622e+02  1.45579979e+03  2.01400708e+02 -4.82133813e+03 -6.52707649e+02 -4.52129736e+03 -1.52300948e+03  8.09357739e+03  2.72544033e+03 
 5.88843655e+06  8.10848028e+03  2.66435128e+03 -6.82061793e+02 -4.60069034e+01  1.47788346e+03  9.86269223e+01  1.45673683e+03  1.96867972e+02 -4.82424336e+03 -6.37966357e+02 -4.53683391e+03 -1.49138309e+03  8.12138900e+03  2.66880614e+03 
 6.02559586e+06  8.13509056e+03  2.60872387e+03 -6.82202098e+02 -4.49595184e+01  1.47818245e+03  9.63706309e+01  1.45763231e+03  1.92432061e+02 -4.82701911e+03 -6.23542238e+02 -4.55172308e+03 -1.46027253e+03  8.14804173e+03  2.61309486e+03 
 6.16595002e+06  8.16058812e+03  2.55401889e+03 -6.82336142e+02 -4.39351386e+01  1.47846810e+03  9.41636761e+01  1.45848806e+03  1.88091120e+02 -4.82967109e+03 -6.09429050e+02 -4.56598964e+03 -1.42967843e+03  8.17357995e+03  2.55830760e+03 
 6.30957344e+06  8.18501589e+03  2.50023614e+03 -6.82464202e+02 -4.29332759e+01  1.47874099e+03  9.20050042e+01  1.45930581e+03  1.83843313e+02 -4.83220478e+03 -5.95620621e+02 -4.57965763e+03 -1.39960068e+03  8.19804669e+03  2.50444415e+03 
 6.45654229e+06  8.20841548e+03  2.44737417e+03 -6.82586543e+02 -4.19534506e+01  1.47900169e+03  8.98935796e+01  1.46008723e+03  1.79686824e+02 -4.83462540e+03 -5.82110854e+02 -4.59275033e+03 -1.37003847e+03  8.22148361e+03  2.45150307e+03 
 6.60693448e+06  8.23082716e+03  2.39543041e+03 -6.82703418e+02 -4.09951914e+01  1.47925074e+03  8.78283845e+01  1.46083391e+03  1.75619854e+02 -4.83693796e+03 -5.68893728e+02 -4.60529027e+03 -1.34099038e+03  8.24393105e+03  2.39948178e+03 
 6.76082975e+06  8.25228988e+03  2.34440122e+03 -6.82815070e+02 -4.00580351e+01  1.47948866e+03  8.58084188e+01  1.46154739e+03  1.71640628e+02 -4.83914723e+03 -5.55963301e+02 -4.61729924e+03 -1.31245438e+03  8.26542801e+03  2.34837665e+03 
 6.91830971e+06  8.27284130e+03  2.29428202e+03 -6.82921731e+02 -3.91415268e+01  1.47971594e+03  8.38327003e+01  1.46222911e+03  1.67747390e+02 -4.84125780e+03 -5.43313715e+02 -4.62879832e+03 -1.28442791e+03  8.28601221e+03  2.29818307e+03 
 7.07945784e+06  8.29251779e+03  2.24506733e+03 -6.83023622e+02 -3.82452197e+01  1.47993306e+03  8.19002642e+01  1.46288047e+03  1.63938408e+02 -4.84327404e+03 -5.30939190e+02 -4.63980785e+03 -1.25690792e+03  8.30572009e+03  2.24889558e+03 
 7.24435960e+06  8.31135447e+03  2.19675086e+03 -6.83120956e+02 -3.73686753e+01  1.48014046e+03  8.00101635e+01  1.46350282e+03  1.60211971e+02 -4.84520015e+03 -5.18834033e+02 -4.65034749e+03 -1.22989090e+03  8.32458683e+03  2.20050788e+03 
 7.41310241e+06  8.32938526e+03  2.14932559e+03 -6.83213934e+02 -3.65114630e+01  1.48033859e+03  7.81614681e+01  1.46409743e+03  1.56566394e+02 -4.84704011e+03 -5.06992637e+02 -4.66043621e+03 -1.20337292e+03  8.34264639e+03  2.15301293e+03 
 7.58577575e+06  8.34664286e+03  2.10278382e+03 -6.83302751e+02 -3.56731602e+01  1.48052784e+03  7.63532654e+01  1.46466553e+03  1.53000015e+02 -4.84879776e+03 -4.95409477e+02 -4.67009232e+03 -1.17734970e+03  8.35993152e+03  2.10640302e+03 
 7.76247117e+06  8.36315879e+03  2.05711724e+03 -6.83387591e+02 -3.48533523e+01  1.48070862e+03  7.45846597e+01  1.46520828e+03  1.49511194e+02 -4.85047676e+03 -4.84079117e+02 -4.67933343e+03 -1.15181658e+03  8.37647379e+03  2.06066984e+03 
 7.94328235e+06  8.37896343e+03  2.01231698e+03 -6.83468633e+02 -3.40516325e+01  1.48088130e+03  7.28547721e+01  1.46572682e+03  1.46098319e+02 -4.85208060e+03 -4.72996210e+02 -4.68817657e+03 -1.12676862e+03  8.39230365e+03  2.01580452e+03 
 8.12830516e+06  8.39408606e+03  1.96837370e+03 -6.83546045e+02 -3.32676016e+01  1.48104625e+03  7.11627404e+01  1.46622220e+03  1.42759800e+02 -4.85361264e+03 -4.62155492e+02 -4.69663811e+03 -1.10220059e+03  8.40745041e+03  1.97179768e+03 
 8.31763771e+06  8.40855486e+03  1.92527758e+03 -6.83619988e+02 -3.25008683e+01  1.48120381e+03  6.95077188e+01  1.46669547e+03  1.39494072e+02 -4.85507607e+03 -4.51551790e+02 -4.70473382e+03 -1.07810703e+03  8.42194230e+03  1.92863950e+03 
 8.51138038e+06  8.42239695e+03  1.88301842e+03 -6.83690619e+02 -3.17510488e+01  1.48135430e+03  6.78888777e+01  1.46714758e+03  1.36299597e+02 -4.85647394e+03 -4.41180017e+02 -4.71247886e+03 -1.05448223e+03  8.43580649e+03  1.88631978e+03 
