 time            v(bufinp)       v(bufinn)       v(outp)         v(outn)        
 0.00000000e+00  1.80000000e+00  1.80000000e+00  2.71559339e+00  2.71559339e+00 
 5.00000000e-15  1.80000628e+00  1.79999372e+00  2.71559464e+00  2.71559213e+00 
 1.00000000e-14  1.80001257e+00  1.79998743e+00  2.71559546e+00  2.71559131e+00 
 2.00000000e-14  1.80002513e+00  1.79997487e+00  2.71559656e+00  2.71559021e+00 
 4.00000000e-14  1.80005027e+00  1.79994973e+00  2.71559722e+00  2.71558955e+00 
 8.00000000e-14  1.80010053e+00  1.79989947e+00  2.71559687e+00  2.71558990e+00 
 1.60000000e-13  1.80020106e+00  1.79979894e+00  2.71559177e+00  2.71559501e+00 
 3.20000000e-13  1.80040212e+00  1.79959788e+00  2.71556598e+00  2.71562078e+00 
 6.40000000e-13  1.80080425e+00  1.79919575e+00  2.71545840e+00  2.71572819e+00 
 1.14000000e-12  1.80143255e+00  1.79856745e+00  2.71515740e+00  2.71602810e+00 
 1.64000000e-12  1.80206085e+00  1.79793915e+00  2.71471397e+00  2.71646896e+00 
 2.14000000e-12  1.80268912e+00  1.79731088e+00  2.71414715e+00  2.71703156e+00 
 2.64000000e-12  1.80331737e+00  1.79668263e+00  2.71347279e+00  2.71769994e+00 
 3.14000000e-12  1.80394558e+00  1.79605442e+00  2.71270458e+00  2.71846036e+00 
 3.64000000e-12  1.80457376e+00  1.79542624e+00  2.71185466e+00  2.71930075e+00 
 4.14000000e-12  1.80520189e+00  1.79479811e+00  2.71093357e+00  2.72021066e+00 
 4.64000000e-12  1.80582997e+00  1.79417003e+00  2.70995062e+00  2.72118086e+00 
 5.14000000e-12  1.80645799e+00  1.79354201e+00  2.70891390e+00  2.72220337e+00 
 5.64000000e-12  1.80708595e+00  1.79291405e+00  2.70783055e+00  2.72327114e+00 
 6.14000000e-12  1.80771384e+00  1.79228616e+00  2.70670675e+00  2.72437808e+00 
 6.64000000e-12  1.80834165e+00  1.79165835e+00  2.70554797e+00  2.72551879e+00 
 7.14000000e-12  1.80896938e+00  1.79103062e+00  2.70435890e+00  2.72668860e+00 
 7.64000000e-12  1.80959702e+00  1.79040298e+00  2.70314371e+00  2.72788335e+00 
 8.14000000e-12  1.81022457e+00  1.78977543e+00  2.70190600e+00  2.72909948e+00 
 8.64000000e-12  1.81085201e+00  1.78914799e+00  2.70064893e+00  2.73033376e+00 
 9.14000000e-12  1.81147935e+00  1.78852065e+00  2.69937523e+00  2.73158345e+00 
 9.64000000e-12  1.81210658e+00  1.78789342e+00  2.69808733e+00  2.73284605e+00 
 1.01400000e-11  1.81273368e+00  1.78726632e+00  2.69678729e+00  2.73411943e+00 
 1.06400000e-11  1.81336066e+00  1.78663934e+00  2.69547698e+00  2.73540166e+00 
 1.11400000e-11  1.81398751e+00  1.78601249e+00  2.69415798e+00  2.73669107e+00 
 1.16400000e-11  1.81461422e+00  1.78538578e+00  2.69283171e+00  2.73798615e+00 
 1.21400000e-11  1.81524078e+00  1.78475922e+00  2.69149938e+00  2.73928560e+00 
 1.26400000e-11  1.81586720e+00  1.78413280e+00  2.69016209e+00  2.74058822e+00 
 1.31400000e-11  1.81649346e+00  1.78350654e+00  2.68882079e+00  2.74189298e+00 
 1.36400000e-11  1.81711955e+00  1.78288045e+00  2.68747632e+00  2.74319894e+00 
 1.41400000e-11  1.81774548e+00  1.78225452e+00  2.68612942e+00  2.74450527e+00 
 1.46400000e-11  1.81837123e+00  1.78162877e+00  2.68478077e+00  2.74581122e+00 
 1.51400000e-11  1.81899680e+00  1.78100320e+00  2.68343094e+00  2.74711613e+00 
 1.56400000e-11  1.81962219e+00  1.78037781e+00  2.68208049e+00  2.74841939e+00 
 1.61400000e-11  1.82024738e+00  1.77975262e+00  2.68072988e+00  2.74972044e+00 
