 frequency       v(finalp,finaln) v(finalp,finaln) v(v1p,v1n)      v(v1p,v1n)      v(vga1p,vga1n)  v(vga1p,vga1n)  v(v2p,v2n)      v(v2p,v2n)      v(vga2p,vga2n)  v(vga2p,vga2n)  v(bufinp,bufinn) v(bufinp,bufinn) v(outp,outn)    v(outp,outn)   
 1.00000000e+06 -8.97525197e+01  5.95462808e+03 -5.91104982e+02 -2.35790043e+02  1.33923465e+03  5.29732311e+02  9.67332989e+02  9.13338619e+02 -3.64902564e+03 -3.39224413e+03  5.02913831e+01 -3.33185340e+03 -8.99201045e+01  5.96415395e+03 
 7.41310241e+06  9.75271801e+03  2.51658157e+03 -6.83213951e+02 -3.65114650e+01  1.54447129e+03  8.15474891e+01  1.52752672e+03  1.63349182e+02 -5.67530472e+03 -5.93615279e+02 -5.45681569e+03 -1.40899366e+03  9.76824520e+03  2.52089897e+03 
 7.58577575e+06  9.77292427e+03  2.46208697e+03 -6.83302768e+02 -3.56731623e+01  1.54466875e+03  7.96609519e+01  1.52811943e+03  1.59628298e+02 -5.67736261e+03 -5.80052958e+02 -5.46812165e+03 -1.37852372e+03  9.78848370e+03  2.46632460e+03 
 7.76247117e+06  9.79226214e+03  2.40861711e+03 -6.83387609e+02 -3.48533544e+01  1.54485736e+03  7.78157270e+01  1.52868570e+03  1.55988333e+02 -5.67932840e+03 -5.66786632e+02 -5.47894173e+03 -1.34862763e+03  9.80785243e+03  2.41277676e+03 
 7.94328235e+06  9.81076720e+03  2.35616162e+03 -6.83468650e+02 -3.40516346e+01  1.54503752e+03  7.60108976e+01  1.52922670e+03  1.52427604e+02 -5.68120621e+03 -5.53810038e+02 -5.48929583e+03 -1.31929960e+03  9.82638701e+03  2.36024507e+03 
 8.12830516e+06  9.82847371e+03  2.30470952e+03 -6.83546062e+02 -3.32676038e+01  1.54520961e+03  7.42455640e+01  1.52974355e+03  1.48944452e+02 -5.68299994e+03 -5.41117014e+02 -5.49920312e+03 -1.29053351e+03  9.84412178e+03  2.30871856e+03 
 8.31763771e+06  9.84541468e+03  2.25424935e+03 -6.83620006e+02 -3.25008705e+01  1.54537400e+03  7.25188438e+01  1.53023731e+03  1.45537245e+02 -5.68471335e+03 -5.28701502e+02 -5.50868207e+03 -1.26232296e+03  9.86108978e+03  2.25818573e+03 
 8.51138038e+06  9.86162186e+03  2.20476917e+03 -6.83690636e+02 -3.17510510e+01  1.54553101e+03  7.08298715e+01  1.53070901e+03  1.42204378e+02 -5.68635000e+03 -5.16557546e+02 -5.51775045e+03 -1.23466127e+03  9.87732283e+03  2.20863463e+03 
 8.70963590e+06  9.87712583e+03  2.15625661e+03 -6.83758100e+02 -3.10177688e+01  1.54568099e+03  6.91777983e+01  1.53115964e+03  1.38944271e+02 -5.68791332e+03 -5.04679292e+02 -5.52642537e+03 -1.20754154e+03  9.89285153e+03  2.16005289e+03 
 8.91250938e+06  9.89195596e+03  2.10869896e+03 -6.83822541e+02 -3.03006549e+01  1.54582424e+03  6.75617917e+01  1.53159011e+03  1.35755369e+02 -5.68940658e+03 -4.93060988e+02 -5.53472326e+03 -1.18095667e+03  9.90770533e+03  2.11242777e+03 
 9.12010839e+06  9.90614053e+03  2.06208319e+03 -6.83884091e+02 -2.95993476e+01  1.54596106e+03  6.59810357e+01  1.53200134e+03  1.32636147e+02 -5.69083291e+03 -4.81696984e+02 -5.54265994e+03 -1.15489938e+03  9.92191254e+03  2.06574622e+03 
 9.33254301e+06  9.91970670e+03  2.01639600e+03 -6.83942882e+02 -2.89134922e+01  1.54609175e+03  6.44347301e+01  1.53239417e+03  1.29585102e+02 -5.69219529e+03 -4.70581728e+02 -5.55025062e+03 -1.12936224e+03  9.93550036e+03  2.01999493e+03 
 9.54992586e+06  9.93268057e+03  1.97162385e+03 -6.83999035e+02 -2.82427412e+01  1.54621658e+03  6.29220907e+01  1.53276942e+03  1.26600760e+02 -5.69349658e+03 -4.59709773e+02 -5.55750989e+03 -1.10433769e+03  9.94849495e+03  1.97516034e+03 
 9.77237221e+06  9.94508723e+03  1.92775300e+03 -6.84052669e+02 -2.75867540e+01  1.54633580e+03  6.14423484e+01  1.53312787e+03  1.23681672e+02 -5.69473951e+03 -4.49075767e+02 -5.56445179e+03 -1.07981806e+03  9.96092141e+03  1.93122870e+03 
 1.00000000e+07  9.95695076e+03  1.88476957e+03 -6.84103897e+02 -2.69451967e+01  1.54644968e+03  5.99947496e+01  1.53347028e+03  1.20826413e+02 -5.69592668e+03 -4.38674460e+02 -5.57108980e+03 -1.05579560e+03  9.97280388e+03  1.88818610e+03 
 1.02329299e+07  9.96829428e+03  1.84265953e+03 -6.84152825e+02 -2.63177425e+01  1.54655844e+03  5.85785557e+01  1.53379735e+03  1.18033587e+02 -5.69706059e+03 -4.28500696e+02 -5.57743685e+03 -1.03226246e+03  9.98416550e+03  1.84601850e+03 
 1.04712855e+07  9.97913998e+03  1.80140876e+03 -6.84199557e+02 -2.57040706e+01  1.54666232e+03  5.71930427e+01  1.53410977e+03  1.15301821e+02 -5.69814362e+03 -4.18549419e+02 -5.58350537e+03 -1.00921078e+03  9.99502852e+03  1.80471178e+03 
 1.07151931e+07  9.98950916e+03  1.76100308e+03 -6.84244192e+02 -2.51038673e+01  1.54676153e+03  5.58375012e+01  1.53440820e+03  1.12629767e+02 -5.69917804e+03 -4.08815666e+02 -5.58930726e+03 -9.86632611e+02  1.00054143e+04  1.76425171e+03 
 1.09647820e+07  9.99942227e+03  1.72142824e+03 -6.84286822e+02 -2.45168250e+01  1.54685629e+03  5.45112361e+01  1.53469324e+03  1.10016103e+02 -5.70016602e+03 -3.99294570e+02 -5.59485397e+03 -9.64520019e+02  1.00153432e+04  1.72462405e+03 
 1.12201845e+07  1.00088989e+04  1.68266999e+03 -6.84327538e+02 -2.39426423e+01  1.54694679e+03  5.32135659e+01  1.53496551e+03  1.07459533e+02 -5.70110965e+03 -3.89981356e+02 -5.60015647e+03 -9.42865039e+02  1.00248350e+04  1.68581452e+03 
 1.14815362e+07  1.00179579e+04  1.64471408e+03 -6.84366425e+02 -2.33810240e+01  1.54703322e+03  5.19438232e+01  1.53522558e+03  1.04958782e+02 -5.70201092e+03 -3.80871343e+02 -5.60522526e+03 -9.21659708e+02  1.00339084e+04  1.64780884e+03 
 1.17489755e+07  1.00266172e+04  1.60754625e+03 -6.84403565e+02 -2.28316812e+01  1.54711577e+03  5.07013538e+01  1.53547398e+03  1.02512602e+02 -5.70287170e+03 -3.71959937e+02 -5.61007045e+03 -9.00896075e+02  1.00425816e+04  1.61059276e+03 
 1.20226443e+07  1.00348941e+04  1.57115231e+03 -6.84439037e+02 -2.22943305e+01  1.54719461e+03  4.94855168e+01  1.53571124e+03  1.00119768e+02 -5.70369383e+03 -3.63242637e+02 -5.61470170e+03 -8.80566211e+02  1.00508717e+04  1.57415205e+03 
 1.23026877e+07  1.00428053e+04  1.53551810e+03 -6.84472915e+02 -2.17686947e+01  1.54726991e+03  4.82956842e+01  1.53593785e+03  9.77790771e+01 -5.70447903e+03 -3.54715029e+02 -5.61912828e+03 -8.60662217e+02  1.00587955e+04  1.53847256e+03 
 1.25892541e+07  1.00503665e+04  1.50062956e+03 -6.84505271e+02 -2.12545021e+01  1.54734182e+03  4.71312407e+01  1.53615430e+03  9.54893520e+01 -5.70522895e+03 -3.46372784e+02 -5.62335906e+03 -8.41176232e+02  1.00663688e+04  1.50354018e+03 
 1.28824955e+07  1.00575930e+04  1.46647267e+03 -6.84536172e+02 -2.07514866e+01  1.54741050e+03  4.59915834e+01  1.53636103e+03  9.32494368e+01 -5.70594518e+03 -3.38211661e+02 -5.62740257e+03 -8.22100443e+02  1.00736069e+04  1.46934090e+03 
 1.31825674e+07  1.00644993e+04  1.43303353e+03 -6.84565684e+02 -2.02593877e+01  1.54747608e+03  4.48761216e+01  1.53655849e+03  9.10581984e+01 -5.70662922e+03 -3.30227501e+02 -5.63126695e+03 -8.03427089e+02  1.00805243e+04  1.43586080e+03 
 1.34896288e+07  1.00710995e+04  1.40029836e+03 -6.84593869e+02 -1.97779503e+01  1.54753872e+03  4.37842765e+01  1.53674707e+03  8.89145259e+01 -5.70728251e+03 -3.22416229e+02 -5.63496002e+03 -7.85148472e+02  1.00871350e+04  1.40308607e+03 
 1.38038426e+07  1.00774068e+04  1.36825347e+03 -6.84620787e+02 -1.93069244e+01  1.54759854e+03  4.27154810e+01  1.53692719e+03  8.68173303e+01 -5.70790645e+03 -3.14773849e+02 -5.63848926e+03 -7.67256957e+02  1.00934524e+04  1.37100301e+03 
 1.41253754e+07  1.00834342e+04  1.33688530e+03 -6.84646494e+02 -1.88460652e+01  1.54765566e+03  4.16691795e+01  1.53709922e+03  8.47655440e+01 -5.70850233e+03 -3.07296448e+02 -5.64186183e+03 -7.49744981e+02  1.00994894e+04  1.33959807e+03 
 1.44543977e+07  1.00891938e+04  1.30618044e+03 -6.84671045e+02 -1.83951331e+01  1.54771022e+03  4.06448274e+01  1.53726352e+03  8.27581205e+01 -5.70907142e+03 -2.99980188e+02 -5.64508459e+03 -7.32605057e+02  1.01052582e+04  1.30885779e+03 
 1.47910839e+07  1.00946974e+04  1.27612561e+03 -6.84694491e+02 -1.79538933e+01  1.54776231e+03  3.96418913e+01  1.53742044e+03  8.07940343e+01 -5.70961492e+03 -2.92821309e+02 -5.64816411e+03 -7.15829776e+02  1.01107706e+04  1.27876890e+03 
 1.51356125e+07  1.00999561e+04  1.24670769e+03 -6.84716883e+02 -1.75221160e+01  1.54781206e+03  3.86598483e+01  1.53757031e+03  7.88722800e+01 -5.71013397e+03 -2.85816129e+02 -5.65110667e+03 -6.99411815e+02  1.01160379e+04  1.24931825e+03 
 1.54881662e+07  1.01049809e+04  1.21791369e+03 -6.84738267e+02 -1.70995760e+01  1.54785957e+03  3.76981861e+01  1.53771344e+03  7.69918724e+01 -5.71062968e+03 -2.78961036e+02 -5.65391829e+03 -6.83343936e+02  1.01210707e+04  1.22049285e+03 
 1.58489319e+07  1.01097820e+04  1.18973080e+03 -6.84758688e+02 -1.66860528e+01  1.54790494e+03  3.67564027e+01  1.53785014e+03  7.51518459e+01 -5.71110309e+03 -2.72252493e+02 -5.65660474e+03 -6.67618990e+02  1.01258794e+04  1.19227987e+03 
 1.62181010e+07  1.01143691e+04  1.16214636e+03 -6.84778190e+02 -1.62813306e+01  1.54794826e+03  3.58340059e+01  1.53798069e+03  7.33512544e+01 -5.71155520e+03 -2.65687035e+02 -5.65917153e+03 -6.52229921e+02  1.01304739e+04  1.16466665e+03 
 1.65958691e+07  1.01187518e+04  1.13514790e+03 -6.84796813e+02 -1.58851976e+01  1.54798963e+03  3.49305136e+01  1.53810537e+03  7.15891705e+01 -5.71198697e+03 -2.59261263e+02 -5.66162392e+03 -6.37169767e+02  1.01348637e+04  1.13764068e+03 
 1.69824365e+07  1.01229391e+04  1.10872309e+03 -6.84814598e+02 -1.54974469e+01  1.54802914e+03  3.40454530e+01  1.53822444e+03  6.98646856e+01 -5.71239930e+03 -2.52971851e+02 -5.66396696e+03 -6.22431660e+02  1.01390577e+04  1.11118964e+03 
 1.73780083e+07  1.01269395e+04  1.08285978e+03 -6.84831582e+02 -1.51178755e+01  1.54806686e+03  3.31783608e+01  1.53833815e+03  6.81769092e+01 -5.71279307e+03 -2.46815537e+02 -5.66620549e+03 -6.08008831e+02  1.01430646e+04  1.08530138e+03 
 1.77827941e+07  1.01307614e+04  1.05754602e+03 -6.84847801e+02 -1.47462847e+01  1.54810287e+03  3.23287827e+01  1.53844675e+03  6.65249687e+01 -5.71316911e+03 -2.40789126e+02 -5.66834412e+03 -5.93894608e+02  1.01468926e+04  1.05996392e+03 
 1.81970086e+07  1.01344127e+04  1.03277001e+03 -6.84863288e+02 -1.43824798e+01  1.54813726e+03  3.14962735e+01  1.53855046e+03  6.49080091e+01 -5.71352822e+03 -2.34889487e+02 -5.67038727e+03 -5.80082421e+02  1.01505497e+04  1.03516545e+03 
 1.86208714e+07  1.01379008e+04  1.00852013e+03 -6.84878077e+02 -1.40262700e+01  1.54817010e+03  3.06803966e+01  1.53864950e+03  6.33251925e+01 -5.71387115e+03 -2.29113551e+02 -5.67233917e+03 -5.66565797e+02  1.01540435e+04  1.01089435e+03 
 1.90546072e+07  1.01412330e+04  9.84784953e+02 -6.84892199e+02 -1.36774687e+01  1.54820145e+03  2.98807240e+01  1.53874408e+03  6.17756978e+01 -5.71419864e+03 -2.23458313e+02 -5.67420386e+03 -5.53338365e+02  1.01573811e+04  9.87139176e+02 
 1.94984460e+07  1.01444163e+04  9.61553215e+02 -6.84905685e+02 -1.33358926e+01  1.54823139e+03  2.90968357e+01  1.53883440e+03  6.02587204e+01 -5.71451137e+03 -2.17920825e+02 -5.67598520e+03 -5.40393855e+02  1.01605695e+04  9.63888661e+02 
 1.99526231e+07  1.01474572e+04  9.38813841e+02 -6.84918561e+02 -1.30013625e+01  1.54825996e+03  2.83283201e+01  1.53892065e+03  5.87734716e+01 -5.71481000e+03 -2.12498201e+02 -5.67768689e+03 -5.27726097e+02  1.01636153e+04  9.41131721e+02 
 2.04173794e+07  1.01503621e+04  9.16555932e+02 -6.84930856e+02 -1.26737027e+01  1.54828725e+03  2.75747734e+01  1.53900301e+03  5.73191789e+01 -5.71509517e+03 -2.07187611e+02 -5.67931246e+03 -5.15329023e+02  1.01665249e+04  9.18857450e+02 
 2.08929613e+07  1.01531369e+04  8.94768770e+02 -6.84942596e+02 -1.23527410e+01  1.54831330e+03  2.68357994e+01  1.53908166e+03  5.58950848e+01 -5.71536748e+03 -2.01986282e+02 -5.68086530e+03 -5.03196665e+02  1.01693042e+04  8.97055121e+02 
 2.13796209e+07  1.01557875e+04  8.73441813e+02 -6.84953806e+02 -1.20383087e+01  1.54833816e+03  2.61110095e+01  1.53915676e+03  5.45004472e+01 -5.71562751e+03 -1.96891494e+02 -5.68234863e+03 -4.91323155e+02  1.01719591e+04  8.75714187e+02 
 2.18776162e+07  1.01583194e+04  8.52564696e+02 -6.84964509e+02 -1.17302403e+01  1.54836190e+03  2.54000225e+01  1.53922847e+03  5.31345385e+01 -5.71587581e+03 -1.91900585e+02 -5.68376555e+03 -4.79702727e+02  1.01744951e+04  8.54824276e+02 
 2.23872114e+07  1.01607378e+04  8.32127232e+02 -6.84974728e+02 -1.14283739e+01  1.54838456e+03  2.47024640e+01  1.53929695e+03  5.17966459e+01 -5.71611289e+03 -1.87010941e+02 -5.68511901e+03 -4.68329712e+02  1.01769175e+04  8.34375196e+02 
 2.29086765e+07  1.01630478e+04  8.12119406e+02 -6.84984484e+02 -1.11325505e+01  1.54840618e+03  2.40179669e+01  1.53936234e+03  5.04860702e+01 -5.71633928e+03 -1.82220003e+02 -5.68641183e+03 -4.57198540e+02  1.01792313e+04  8.14356928e+02 
 2.34422882e+07  1.01652543e+04  7.92531379e+02 -6.84993799e+02 -1.08426144e+01  1.54842683e+03  2.33461707e+01  1.53942477e+03  4.92021265e+01 -5.71655543e+03 -1.77525261e+02 -5.68764671e+03 -4.46303738e+02  1.01814414e+04  7.94759629e+02 
 2.39883292e+07  1.01673618e+04  7.73353483e+02 -6.85002691e+02 -1.05584129e+01  1.54844653e+03  2.26867213e+01  1.53948438e+03  4.79441430e+01 -5.71676182e+03 -1.72924253e+02 -5.68882624e+03 -4.35639933e+02  1.01835523e+04  7.75573625e+02 
 2.45470892e+07  1.01693747e+04  7.54576218e+02 -6.85011180e+02 -1.02797962e+01  1.54846533e+03  2.20392712e+01  1.53954129e+03  4.67114612e+01 -5.71695888e+03 -1.68414567e+02 -5.68995287e+03 -4.25201845e+02  1.01855686e+04  7.56789415e+02 
 2.51188643e+07  1.01712973e+04  7.36190255e+02 -6.85019284e+02 -1.00066176e+01  1.54848327e+03  2.14034792e+01  1.53959563e+03  4.55034356e+01 -5.71714702e+03 -1.63993834e+02 -5.69102897e+03 -4.14984289e+02  1.01874943e+04  7.38397666e+02 
 2.57039578e+07  1.01731336e+04  7.18186429e+02 -6.85027020e+02 -9.73873292e+00  1.54850039e+03  2.07790100e+01  1.53964751e+03  4.43194329e+01 -5.71732664e+03 -1.59659735e+02 -5.69205679e+03 -4.04982174e+02  1.01893337e+04  7.20389212e+02 
 2.63026799e+07  1.01748874e+04  7.00555740e+02 -6.85034405e+02 -9.47600100e+00  1.54851673e+03  2.01655341e+01  1.53969704e+03  4.31588323e+01 -5.71749813e+03 -1.55409992e+02 -5.69303847e+03 -3.95190503e+02  1.01910904e+04  7.02755049e+02 
 2.69153480e+07  1.01765624e+04  6.83289348e+02 -6.85041453e+02 -9.21828325e+00  1.54853231e+03  1.95627279e+01  1.53974432e+03  4.20210249e+01 -5.71766185e+03 -1.51242372e+02 -5.69397608e+03 -3.85604368e+02  1.01927682e+04  6.85486339e+02 
 2.75422870e+07  1.01781621e+04  6.66378575e+02 -6.85048180e+02 -8.96544370e+00  1.54854717e+03  1.89702733e+01  1.53978946e+03  4.09054135e+01 -5.71781814e+03 -1.47154684e+02 -5.69487159e+03 -3.76218954e+02  1.01943705e+04  6.68574402e+02 
 2.81838293e+07  1.01796898e+04  6.49814897e+02 -6.85054600e+02 -8.71734892e+00  1.54856135e+03  1.83878576e+01  1.53983255e+03  3.98114121e+01 -5.71796734e+03 -1.43144778e+02 -5.69572687e+03 -3.67029531e+02  1.01959009e+04  6.52010714e+02 
 2.88403150e+07  1.01811489e+04  6.33589947e+02 -6.85060727e+02 -8.47386795e+00  1.54857488e+03  1.78151731e+01  1.53987367e+03  3.87384460e+01 -5.71810975e+03 -1.39210543e+02 -5.69654372e+03 -3.58031460e+02  1.01973624e+04  6.35786909e+02 
 2.95120923e+07  1.01825423e+04  6.17695509e+02 -6.85066574e+02 -8.23487225e+00  1.54858777e+03  1.72519176e+01  1.53991293e+03  3.76859510e+01 -5.71824570e+03 -1.35349909e+02 -5.69732385e+03 -3.49220186e+02  1.01987582e+04  6.19894773e+02 
 3.01995172e+07  1.01838729e+04  6.02123516e+02 -6.85072153e+02 -8.00023562e+00  1.54860007e+03  1.66977935e+01  1.53995040e+03  3.66533738e+01 -5.71837545e+03 -1.31560843e+02 -5.69806890e+03 -3.40591239e+02  1.02000911e+04  6.04326239e+02 
 3.09029543e+07  1.01851436e+04  5.86866049e+02 -6.85077475e+02 -7.76983412e+00  1.54861179e+03  1.61525080e+01  1.53998616e+03  3.56401711e+01 -5.71849929e+03 -1.27841349e+02 -5.69878044e+03 -3.32140233e+02  1.02013640e+04  5.89073393e+02 
 3.16227766e+07  1.01863571e+04  5.71915334e+02 -6.85082553e+02 -7.54354604e+00  1.54862296e+03  1.56157730e+01  1.54002028e+03  3.46458097e+01 -5.71861747e+03 -1.24189468e+02 -5.69945996e+03 -3.23862863e+02  1.02025796e+04  5.74128461e+02 
 3.23593657e+07  1.01875158e+04  5.57263737e+02 -6.85087397e+02 -7.32125183e+00  1.54863361e+03  1.50873049e+01  1.54005285e+03  3.36697661e+01 -5.71873026e+03 -1.20603273e+02 -5.70010890e+03 -3.15754905e+02  1.02037403e+04  5.59483813e+02 
 3.31131121e+07  1.01886223e+04  5.42903764e+02 -6.85092017e+02 -7.10283399e+00  1.54864375e+03  1.45668243e+01  1.54008392e+03  3.27115262e+01 -5.71883789e+03 -1.17080875e+02 -5.70072862e+03 -3.07812212e+02  1.02048487e+04  5.45131961e+02 
 3.38844156e+07  1.01896788e+04  5.28828056e+02 -6.85096423e+02 -6.88817710e+00  1.54865341e+03  1.40540561e+01  1.54011356e+03  3.17705853e+01 -5.71894058e+03 -1.13620416e+02 -5.70132042e+03 -3.00030718e+02  1.02059071e+04  5.31065550e+02 
 3.46736850e+07  1.01906876e+04  5.15029391e+02 -6.85100624e+02 -6.67716768e+00  1.54866261e+03  1.35487290e+01  1.54014184e+03  3.08464473e+01 -5.71903855e+03 -1.10220070e+02 -5.70188555e+03 -2.92406429e+02  1.02069178e+04  5.17277363e+02 
 3.54813389e+07  1.01916508e+04  5.01500675e+02 -6.85104630e+02 -6.46969416e+00  1.54867136e+03  1.30505760e+01  1.54016882e+03  2.99386252e+01 -5.71913202e+03 -1.06878043e+02 -5.70242520e+03 -2.84935429e+02  1.02078827e+04  5.03760311e+02 
 3.63078055e+07  1.01925704e+04  4.88234943e+02 -6.85108448e+02 -6.26564683e+00  1.54867970e+03  1.25593335e+01  1.54019455e+03  2.90466402e+01 -5.71922117e+03 -1.03592572e+02 -5.70294051e+03 -2.77613872e+02  1.02088041e+04  4.90507437e+02 
 3.71535229e+07  1.01934485e+04  4.75225355e+02 -6.85112088e+02 -6.06491779e+00  1.54868763e+03  1.20747416e+01  1.54021909e+03  2.81700218e+01 -5.71930620e+03 -1.00361921e+02 -5.70343257e+03 -2.70437986e+02  1.02096837e+04  4.77511908e+02 
 3.80189396e+07  1.01942867e+04  4.62465196e+02 -6.85115555e+02 -5.86740086e+00  1.54869517e+03  1.15965441e+01  1.54024249e+03  2.73083076e+01 -5.71938730e+03 -9.71843846e+01 -5.70390240e+03 -2.63404067e+02  1.02105235e+04  4.64767015e+02 
 3.89045145e+07  1.01950869e+04  4.49947870e+02 -6.85118859e+02 -5.67299155e+00  1.54870233e+03  1.11244879e+01  1.54026479e+03  2.64610429e+01 -5.71946462e+03 -9.40582850e+01 -5.70435101e+03 -2.56508481e+02  1.02113253e+04  4.52266172e+02 
 3.98107171e+07  1.01958508e+04  4.37666897e+02 -6.85122006e+02 -5.48158702e+00  1.54870914e+03  1.06583231e+01  1.54028606e+03  2.56277802e+01 -5.71953834e+03 -9.09819707e+01 -5.70477934e+03 -2.49747660e+02  1.02120907e+04  4.40002908e+02 
 4.07380278e+07  1.01965800e+04  4.25615914e+02 -6.85125002e+02 -5.29308599e+00  1.54871561e+03  1.01978032e+01  1.54030632e+03  2.48080798e+01 -5.71960860e+03 -8.79538162e+01 -5.70518828e+03 -2.43118101e+02  1.02128213e+04  4.27970869e+02 
 4.16869383e+07  1.01972761e+04  4.13788669e+02 -6.85127854e+02 -5.10738870e+00  1.54872175e+03  9.74268425e+00  1.54032563e+03  2.40015088e+01 -5.71967557e+03 -8.49722214e+01 -5.70557872e+03 -2.36616367e+02  1.02135188e+04  4.16163814e+02 
 4.26579519e+07  1.01979404e+04  4.02179019e+02 -6.85130568e+02 -4.92439689e+00  1.54872757e+03  9.29272550e+00  1.54034403e+03  2.32076411e+01 -5.71973938e+03 -8.20356103e+01 -5.70595146e+03 -2.30239083e+02  1.02141845e+04  4.04575611e+02 
 4.36515832e+07  1.01985744e+04  3.90780930e+02 -6.85133149e+02 -4.74401369e+00  1.54873308e+03  8.84768871e+00  1.54036155e+03  2.24260573e+01 -5.71980016e+03 -7.91424305e+01 -5.70630730e+03 -2.23982933e+02  1.02148199e+04  3.93200235e+02 
 4.46683592e+07  1.01991795e+04  3.79588469e+02 -6.85135604e+02 -4.56614364e+00  1.54873831e+03  8.40733827e+00  1.54037823e+03  2.16563444e+01 -5.71985805e+03 -7.62911525e+01 -5.70664699e+03 -2.17844665e+02  1.02154263e+04  3.82031769e+02 
 4.57088190e+07  1.01997569e+04  3.68595808e+02 -6.85137938e+02 -4.39069256e+00  1.54874325e+03  7.97144103e+00  1.54039411e+03  2.08980957e+01 -5.71991317e+03 -7.34802685e+01 -5.70697124e+03 -2.11821082e+02  1.02160049e+04  3.71064395e+02 
 4.67735141e+07  1.02003078e+04  3.57797214e+02 -6.85140154e+02 -4.21756757e+00  1.54874792e+03  7.53976619e+00  1.54040922e+03  2.01509103e+01 -5.71996564e+03 -7.07082919e+01 -5.70728075e+03 -2.05909044e+02  1.02165571e+04  3.60292395e+02 
 4.78630092e+07  1.02008335e+04  3.47187055e+02 -6.85142259e+02 -4.04667701e+00  1.54875233e+03  7.11208514e+00  1.54042359e+03  1.94143933e+01 -5.72001556e+03 -6.79737564e+01 -5.70757616e+03 -2.00105469e+02  1.02170840e+04  3.49710151e+02 
 4.89778819e+07  1.02013349e+04  3.36759788e+02 -6.85144256e+02 -3.87793039e+00  1.54875649e+03  6.68817142e+00  1.54043726e+03  1.86881552e+01 -5.72006304e+03 -6.52752155e+01 -5.70785809e+03 -1.94407326e+02  1.02175867e+04  3.39312135e+02 
 5.01187234e+07  1.02018133e+04  3.26509966e+02 -6.85146150e+02 -3.71123836e+00  1.54876041e+03  6.26780050e+00  1.54045024e+03  1.79718119e+01 -5.72010819e+03 -6.26112416e+01 -5.70812716e+03 -1.88811638e+02  1.02180662e+04  3.29092915e+02 
 5.12861384e+07  1.02022695e+04  3.16432227e+02 -6.85147945e+02 -3.54651263e+00  1.54876409e+03  5.85074973e+00  1.54046258e+03  1.72649846e+01 -5.72015109e+03 -5.99804248e+01 -5.70838391e+03 -1.83315481e+02  1.02185236e+04  3.19047146e+02 
 5.24807460e+07  1.02027045e+04  3.06521297e+02 -6.85149644e+02 -3.38366597e+00  1.54876755e+03  5.43679823e+00  1.54047429e+03  1.65672994e+01 -5.72019185e+03 -5.73813732e+01 -5.70862891e+03 -1.77915979e+02  1.02189598e+04  3.09169571e+02 
 5.37031796e+07  1.02031194e+04  2.96771987e+02 -6.85151252e+02 -3.22261213e+00  1.54877079e+03  5.02572671e+00  1.54048541e+03  1.58783872e+01 -5.72023054e+03 -5.48127110e+01 -5.70886265e+03 -1.72610304e+02  1.02193758e+04  2.99455018e+02 
 5.49540874e+07  1.02035149e+04  2.87179187e+02 -6.85152771e+02 -3.06326581e+00  1.54877381e+03  4.61731742e+00  1.54049594e+03  1.51978835e+01 -5.72026725e+03 -5.22730788e+01 -5.70908565e+03 -1.67395679e+02  1.02197725e+04  2.89898396e+02 
 5.62341325e+07  1.02038918e+04  2.77737866e+02 -6.85154205e+02 -2.90554259e+00  1.54877663e+03  4.21135399e+00  1.54050593e+03  1.45254282e+01 -5.72030206e+03 -4.97611321e+01 -5.70929837e+03 -1.62269368e+02  1.02201506e+04  2.80494695e+02 
 5.75439937e+07  1.02042511e+04  2.68443073e+02 -6.85155557e+02 -2.74935892e+00  1.54877924e+03  3.80762137e+00  1.54051538e+03  1.38606654e+01 -5.72033503e+03 -4.72755411e+01 -5.70950126e+03 -1.57228684e+02  1.02205110e+04  2.71238981e+02 
 5.88843655e+07  1.02045934e+04  2.59289928e+02 -6.85156829e+02 -2.59463208e+00  1.54878167e+03  3.40590564e+00  1.54052432e+03  1.32032433e+01 -5.72036625e+03 -4.48149899e+01 -5.70969475e+03 -1.52270982e+02  1.02208544e+04  2.62126396e+02 
 6.02559586e+07  1.02049194e+04  2.50273622e+02 -6.85158025e+02 -2.44128009e+00  1.54878390e+03  3.00599397e+00  1.54053277e+03  1.25528139e+01 -5.72039577e+03 -4.23781755e+01 -5.70987924e+03 -1.47393657e+02  1.02211816e+04  2.53152154e+02 
 6.16595002e+07  1.02052299e+04  2.41389419e+02 -6.85159146e+02 -2.28922169e+00  1.54878595e+03  2.60767446e+00  1.54054074e+03  1.19090329e+01 -5.72042366e+03 -3.99638076e+01 -5.71005514e+03 -1.42594149e+02  1.02214933e+04  2.44311539e+02 
 6.30957344e+07  1.02055256e+04  2.32632648e+02 -6.85160196e+02 -2.13837634e+00  1.54878782e+03  2.21073607e+00  1.54054825e+03  1.12715595e+01 -5.72044997e+03 -3.75706076e+01 -5.71022281e+03 -1.37869934e+02  1.02217901e+04  2.35599905e+02 
 6.45654229e+07  1.02058069e+04  2.23998704e+02 -6.85161177e+02 -1.98866410e+00  1.54878951e+03  1.81496846e+00  1.54055532e+03  1.06400562e+01 -5.72047477e+03 -3.51973081e+01 -5.71038261e+03 -1.33218529e+02  1.02220726e+04  2.27012670e+02 
