 frequency       v(finalp,finaln) v(finalp,finaln) v(v1p,v1n)      v(v1p,v1n)      v(vga1p,vga1n)  v(vga1p,vga1n)  v(v2p,v2n)      v(v2p,v2n)      v(vga2p,vga2n)  v(vga2p,vga2n)  v(bufinp,bufinn) v(bufinp,bufinn) v(outp,outn)    v(outp,outn)   
 1.00000000e+06 -2.19342071e+03  5.48224655e+03 -4.98741613e+02 -1.80963996e+02  1.37588043e+03  4.97016165e+02  1.05109024e+03  8.77101813e+02 -5.01332125e+03 -4.16620543e+03  1.51320181e+03 -3.78169827e+03 -2.19342078e+03  5.48224652e+03 
 1.02329299e+06 -2.04030434e+03  5.67585525e+03 -5.01367283e+02 -1.77774991e+02  1.38306796e+03  4.88236198e+02  1.06939407e+03  8.66163328e+02 -5.10007023e+03 -4.11391427e+03  1.40758765e+03 -3.91525580e+03 -2.04030442e+03  5.67585522e+03 
 1.04712855e+06 -1.87809121e+03  5.86339713e+03 -5.03900717e+02 -1.74605397e+02  1.39000245e+03  4.79510915e+02  1.08718118e+03  8.55001783e+02 -5.18435621e+03 -4.06058018e+03  1.29569852e+03 -4.04462872e+03 -1.87809130e+03  5.86339710e+03 
 1.07151931e+06 -1.70723644e+03  6.04438206e+03 -5.06344144e+02 -1.71457464e+02  1.39669005e+03  4.70846438e+02  1.10445384e+03  8.43641897e+02 -5.26619103e+03 -4.00632050e+03  1.17784837e+03 -4.16947895e+03 -1.70723653e+03  6.04438204e+03 
 1.09647820e+06 -1.52822404e+03  6.21836076e+03 -5.08699822e+02 -1.68333290e+02  1.40313701e+03  4.62248462e+02  1.12121540e+03  8.32107501e+02 -5.34559169e+03 -3.95124829e+03  1.05437105e+03 -4.28949658e+03 -1.52822413e+03  6.21836074e+03 
 1.12201845e+06 -1.34156284e+03  6.38492635e+03 -5.10970030e+02 -1.65234820e+02  1.40934962e+03  4.53722276e+02  1.13747025e+03  8.20421509e+02 -5.42257998e+03 -3.89547219e+03  9.25617557e+02 -4.40440093e+03 -1.34156294e+03  6.38492633e+03 
 1.14815362e+06 -1.14778239e+03  6.54371543e+03 -5.13157058e+02 -1.62163855e+02  1.41533418e+03  4.45272766e+02  1.15322368e+03  8.08605900e+02 -5.49718198e+03 -3.83909636e+03  7.91953163e+02 -4.51394133e+03 -1.14778249e+03  6.54371541e+03 
 1.17489755e+06 -9.47428861e+02  6.69440882e+03 -5.15263202e+02 -1.59122054e+02  1.42109703e+03  4.36904434e+02  1.16848182e+03  7.96681701e+02 -5.56942773e+03 -3.78222039e+03  6.53754609e+02 -4.61789762e+03 -9.47428969e+02  6.69440880e+03 
 1.20226443e+06 -7.41060985e+02  6.83673182e+03 -5.17290756e+02 -1.56110943e+02  1.42664449e+03  4.28621409e+02  1.18325155e+03  7.84668980e+02 -5.63935074e+03 -3.72493927e+03  5.11407308e+02 -4.71608031e+03 -7.41061098e+02  6.83673180e+03 
 1.23026877e+06 -5.29246122e+02  6.97045412e+03 -5.19242007e+02 -1.53131912e+02  1.43198285e+03  4.20427460e+02  1.19754044e+03  7.72586844e+02 -5.70698768e+03 -3.66734337e+03  3.65302617e+02 -4.80833053e+03 -5.29246241e+02  6.97045411e+03 
 1.25892541e+06 -3.12556430e+02  7.09538938e+03 -5.21119228e+02 -1.50186228e+02  1.43711838e+03  4.12326012e+02  1.21135661e+03  7.60453438e+02 -5.77237797e+03 -3.60951851e+03  2.15835206e+02 -4.89451975e+03 -3.12556553e+02  7.09538938e+03 
 1.28824955e+06 -9.15652029e+01  7.21139443e+03 -5.22924675e+02 -1.47275036e+02  1.44205726e+03  4.04320160e+02  1.22470873e+03  7.48285956e+02 -5.83556346e+03 -3.55154592e+03  6.34005293e+01 -4.97454919e+03 -9.15653311e+01  7.21139443e+03 
 1.31825674e+06  1.33156601e+02  7.31836817e+03 -5.24660581e+02 -1.44399366e+02  1.44680566e+03  3.96412681e+02  1.23760592e+03  7.36100654e+02 -5.89658807e+03 -3.49350237e+03 -9.16075702e+01 -5.04834913e+03  1.33156468e+02  7.31836817e+03 
 1.34896288e+06  3.61043623e+02  7.41625020e+03 -5.26329151e+02 -1.41560138e+02  1.45136962e+03  3.88606052e+02  1.25005768e+03  7.23912857e+02 -5.95549753e+03 -3.43546020e+03 -2.48799111e+02 -5.11587791e+03  3.61043484e+02  7.41625021e+03 
 1.38038426e+06  5.91539129e+02  7.50501928e+03 -5.27932561e+02 -1.38758164e+02  1.45575514e+03  3.80902463e+02  1.26207383e+03  7.11736986e+02 -6.01233904e+03 -3.37748744e+03 -4.07790064e+02 -5.17712086e+03  5.91538986e+02  7.50501929e+03 
 1.41253754e+06  8.24097802e+02  7.58469139e+03 -5.29472951e+02 -1.35994160e+02  1.45996808e+03  3.73303828e+02  1.27366446e+03  6.99586574e+02 -6.06716103e+03 -3.31964787e+03 -5.68204270e+02 -5.23208902e+03  8.24097654e+02  7.58469141e+03 
 1.44543977e+06  1.05818826e+03  7.65531787e+03 -5.30952427e+02 -1.33268743e+02  1.46401423e+03  3.65811807e+02  1.28483988e+03  6.87474289e+02 -6.12001291e+03 -3.26200118e+03 -7.29675188e+02 -5.28081779e+03  1.05818811e+03  7.65531789e+03 
 1.47910839e+06  1.29329534e+03  7.71698314e+03 -5.32373055e+02 -1.30582443e+02  1.46789927e+03  3.58427809e+02  1.29561056e+03  6.75411960e+02 -6.17094480e+03 -3.20460306e+03 -8.91847454e+02 -5.32336541e+03  1.29329518e+03  7.71698317e+03 
 1.51356125e+06  1.52892205e+03  7.76980255e+03 -5.33736859e+02 -1.27935705e+02  1.47162875e+03  3.51153016e+02  1.30598707e+03  6.63410603e+02 -6.22000736e+03 -3.14750534e+03 -1.05437826e+03 -5.35981146e+03  1.52892189e+03  7.76980259e+03 
 1.54881662e+06  1.76459136e+03  7.81391997e+03 -5.35045820e+02 -1.25328891e+02  1.47520811e+03  3.43988389e+02  1.31598009e+03  6.51480450e+02 -6.26725157e+03 -3.09075613e+03 -1.21693854e+03 -5.39025515e+03  1.76459120e+03  7.81392000e+03 
 1.58489319e+06  1.99984762e+03  7.84950537e+03 -5.36301875e+02 -1.22762290e+02  1.47864266e+03  3.36934683e+02  1.32560031e+03  6.39630974e+02 -6.31272855e+03 -3.03439994e+03 -1.37921398e+03 -5.41481376e+03  1.99984745e+03  7.84950541e+03 
 1.62181010e+06  2.23425778e+03  7.87675247e+03 -5.37506917e+02 -1.20236120e+02  1.48193759e+03  3.29992463e+02  1.33485844e+03  6.27870924e+02 -6.35648939e+03 -2.97847783e+03 -1.54090589e+03 -5.43362090e+03  2.23425760e+03  7.87675252e+03 
 1.65958691e+06  2.46741236e+03  7.89587621e+03 -5.38662788e+02 -1.17750532e+02  1.48509796e+03  3.23162109e+02  1.34376514e+03  6.16208347e+02 -6.39858502e+03 -2.92302756e+03 -1.70173179e+03 -5.44682484e+03  2.46741218e+03  7.89587627e+03 
