 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -7.62392987e+03 -5.25842289e+03 
 1.02329299e+06 -7.71048637e+03 -5.17243734e+03 
 1.04712855e+06 -7.79385066e+03 -5.08680272e+03 
 1.07151931e+06 -7.87411185e+03 -5.00161022e+03 
 1.09647820e+06 -7.95135924e+03 -4.91694437e+03 
 1.12201845e+06 -8.02568201e+03 -4.83288344e+03 
 1.14815362e+06 -8.09716895e+03 -4.74949962e+03 
 1.17489755e+06 -8.16590827e+03 -4.66685937e+03 
 1.20226443e+06 -8.23198733e+03 -4.58502366e+03 
 1.23026877e+06 -8.29549249e+03 -4.50404828e+03 
 1.25892541e+06 -8.35650895e+03 -4.42398407e+03 
 1.28824955e+06 -8.41512058e+03 -4.34487723e+03 
 1.31825674e+06 -8.47140982e+03 -4.26676953e+03 
 1.34896288e+06 -8.52545757e+03 -4.18969860e+03 
 1.38038426e+06 -8.57734308e+03 -4.11369814e+03 
 1.41253754e+06 -8.62714392e+03 -4.03879818e+03 
 1.44543977e+06 -8.67493587e+03 -3.96502528e+03 
 1.47910839e+06 -8.72079290e+03 -3.89240278e+03 
 1.51356125e+06 -8.76478713e+03 -3.82095097e+03 
 1.54881662e+06 -8.80698881e+03 -3.75068732e+03 
 1.58489319e+06 -8.84746628e+03 -3.68162664e+03 
 1.62181010e+06 -8.88628600e+03 -3.61378130e+03 
 1.65958691e+06 -8.92351252e+03 -3.54716137e+03 
 1.69824365e+06 -8.95920847e+03 -3.48177478e+03 
 1.73780083e+06 -8.99343463e+03 -3.41762754e+03 
 1.77827941e+06 -9.02624989e+03 -3.35472379e+03 
 1.81970086e+06 -9.05771132e+03 -3.29306602e+03 
 1.86208714e+06 -9.08787415e+03 -3.23265517e+03 
 1.90546072e+06 -9.11679184e+03 -3.17349077e+03 
 1.94984460e+06 -9.14451609e+03 -3.11557102e+03 
 1.99526231e+06 -9.17109687e+03 -3.05889298e+03 
 2.04173794e+06 -9.19658250e+03 -3.00345257e+03 
 2.08929613e+06 -9.22101963e+03 -2.94924477e+03 
 2.13796209e+06 -9.24445334e+03 -2.89626365e+03 
 2.18776162e+06 -9.26692713e+03 -2.84450248e+03 
 2.23872114e+06 -9.28848301e+03 -2.79395381e+03 
 2.29086765e+06 -9.30916150e+03 -2.74460955e+03 
 2.34422882e+06 -9.32900174e+03 -2.69646102e+03 
 2.39883292e+06 -9.34804145e+03 -2.64949906e+03 
 2.45470892e+06 -9.36631704e+03 -2.60371405e+03 
 2.51188643e+06 -9.38386364e+03 -2.55909599e+03 
 2.57039578e+06 -9.40071512e+03 -2.51563455e+03 
 2.63026799e+06 -9.41690420e+03 -2.47331912e+03 
 2.69153480e+06 -9.43246239e+03 -2.43213886e+03 
 2.75422870e+06 -9.44742015e+03 -2.39208275e+03 
 2.81838293e+06 -9.46180685e+03 -2.35313960e+03 
 2.88403150e+06 -9.47565085e+03 -2.31529814e+03 
 2.95120923e+06 -9.48897954e+03 -2.27854699e+03 
 3.01995172e+06 -9.50181936e+03 -2.24287474e+03 
 3.09029543e+06 -9.51419588e+03 -2.20826998e+03 
 3.16227766e+06 -9.52613381e+03 -2.17472130e+03 
 3.23593657e+06 -9.53765705e+03 -2.14221731e+03 
 3.31131121e+06 -9.54878872e+03 -2.11074670e+03 
 3.38844156e+06 -9.55955122e+03 -2.08029823e+03 
 3.46736850e+06 -9.56996626e+03 -2.05086077e+03 
 3.54813389e+06 -9.58005485e+03 -2.02242327e+03 
 3.63078055e+06 -9.58983743e+03 -1.99497483e+03 
 3.71535229e+06 -9.59933381e+03 -1.96850471e+03 
 3.80189396e+06 -9.60856327e+03 -1.94300228e+03 
 3.89045145e+06 -9.61754456e+03 -1.91845710e+03 
 3.98107171e+06 -9.62629595e+03 -1.89485889e+03 
 4.07380278e+06 -9.63483525e+03 -1.87219756e+03 
 4.16869383e+06 -9.64317984e+03 -1.85046319e+03 
 4.26579519e+06 -9.65134671e+03 -1.82964605e+03 
 4.36515832e+06 -9.65935251e+03 -1.80973660e+03 
 4.46683592e+06 -9.66721353e+03 -1.79072551e+03 
 4.57088190e+06 -9.67494576e+03 -1.77260362e+03 
 4.67735141e+06 -9.68256493e+03 -1.75536197e+03 
 4.78630092e+06 -9.69008651e+03 -1.73899181e+03 
 4.89778819e+06 -9.69752575e+03 -1.72348457e+03 
 5.01187234e+06 -9.70489771e+03 -1.70883185e+03 
 5.12861384e+06 -9.71221729e+03 -1.69502547e+03 
 5.24807460e+06 -9.71949922e+03 -1.68205739e+03 
 5.37031796e+06 -9.72675815e+03 -1.66991975e+03 
 5.49540874e+06 -9.73400861e+03 -1.65860488e+03 
 5.62341325e+06 -9.74126508e+03 -1.64810524e+03 
 5.75439937e+06 -9.74854197e+03 -1.63841343e+03 
 5.88843655e+06 -9.75585370e+03 -1.62952220e+03 
 6.02559586e+06 -9.76321467e+03 -1.62142442e+03 
 6.16595002e+06 -9.77063931e+03 -1.61411308e+03 
 6.30957344e+06 -9.77814208e+03 -1.60758123e+03 
 6.45654229e+06 -9.78573752e+03 -1.60182205e+03 
 6.60693448e+06 -9.79344025e+03 -1.59682875e+03 
 6.76082975e+06 -9.80126499e+03 -1.59259460e+03 
 6.91830971e+06 -9.80922659e+03 -1.58911290e+03 
 7.07945784e+06 -9.81734004e+03 -1.58637697e+03 
 7.24435960e+06 -9.82562047e+03 -1.58438011e+03 
 7.41310241e+06 -9.83408322e+03 -1.58311557e+03 
 7.58577575e+06 -9.84274379e+03 -1.58257656e+03 
 7.76247117e+06 -9.85161791e+03 -1.58275623e+03 
 7.94328235e+06 -9.86072151e+03 -1.58364758e+03 
 8.12830516e+06 -9.87007075e+03 -1.58524350e+03 
 8.31763771e+06 -9.87968207e+03 -1.58753671e+03 
 8.51138038e+06 -9.88957212e+03 -1.59051973e+03 
 8.70963590e+06 -9.89975784e+03 -1.59418487e+03 
 8.91250938e+06 -9.91025644e+03 -1.59852415e+03 
 9.12010839e+06 -9.92108539e+03 -1.60352933e+03 
