 time            v(detp)         v(detn)        
 0.00000000e+00  1.64113073e+00  1.59499537e+00 
 1.00000000e-14  1.64113075e+00  1.59499533e+00 
 2.00000000e-14  1.64113077e+00  1.59499529e+00 
 4.00000000e-14  1.64113080e+00  1.59499523e+00 
 8.00000000e-14  1.64113081e+00  1.59499517e+00 
 1.60000000e-13  1.64113076e+00  1.59499513e+00 
 3.20000000e-13  1.64113065e+00  1.59499517e+00 
 6.40000000e-13  1.64113043e+00  1.59499534e+00 
 1.28000000e-12  1.64112988e+00  1.59499572e+00 
 2.28000000e-12  1.64112894e+00  1.59499619e+00 
 3.28000000e-12  1.64112797e+00  1.59499658e+00 
 4.28000000e-12  1.64112703e+00  1.59499693e+00 
 5.28000000e-12  1.64112609e+00  1.59499730e+00 
 6.28000000e-12  1.64112513e+00  1.59499772e+00 
 7.28000000e-12  1.64112413e+00  1.59499820e+00 
 8.28000000e-12  1.64112306e+00  1.59499875e+00 
 9.28000000e-12  1.64112191e+00  1.59499938e+00 
 1.02800000e-11  1.64112067e+00  1.59500008e+00 
 1.12800000e-11  1.64111937e+00  1.59500082e+00 
 1.22800000e-11  1.64111803e+00  1.59500159e+00 
 1.32800000e-11  1.64111668e+00  1.59500236e+00 
 1.42800000e-11  1.64111534e+00  1.59500312e+00 
 1.52800000e-11  1.64111405e+00  1.59500384e+00 
 1.62800000e-11  1.64111282e+00  1.59500451e+00 
 1.72800000e-11  1.64111166e+00  1.59500514e+00 
 1.82800000e-11  1.64111056e+00  1.59500573e+00 
 1.92800000e-11  1.64110950e+00  1.59500631e+00 
 2.02800000e-11  1.64110845e+00  1.59500690e+00 
 2.12800000e-11  1.64110738e+00  1.59500751e+00 
 2.22800000e-11  1.64110626e+00  1.59500816e+00 
 2.32800000e-11  1.64110507e+00  1.59500887e+00 
 2.42800000e-11  1.64110380e+00  1.59500964e+00 
 2.52800000e-11  1.64110246e+00  1.59501045e+00 
 2.62800000e-11  1.64110106e+00  1.59501130e+00 
 2.72800000e-11  1.64109963e+00  1.59501216e+00 
 2.82800000e-11  1.64109819e+00  1.59501301e+00 
 2.92800000e-11  1.64109678e+00  1.59501383e+00 
 3.02800000e-11  1.64109542e+00  1.59501460e+00 
 3.12800000e-11  1.64109414e+00  1.59501532e+00 
 3.22800000e-11  1.64109292e+00  1.59501599e+00 
 3.32800000e-11  1.64109177e+00  1.59501662e+00 
 3.42800000e-11  1.64109066e+00  1.59501722e+00 
 3.52800000e-11  1.64108957e+00  1.59501783e+00 
 3.62800000e-11  1.64108846e+00  1.59501846e+00 
 3.72800000e-11  1.64108730e+00  1.59501913e+00 
 3.82800000e-11  1.64108607e+00  1.59501985e+00 
 3.92800000e-11  1.64108477e+00  1.59502062e+00 
 4.02800000e-11  1.64108340e+00  1.59502144e+00 
 4.12800000e-11  1.64108197e+00  1.59502229e+00 
 4.22800000e-11  1.64108051e+00  1.59502314e+00 
 4.32800000e-11  1.64107906e+00  1.59502398e+00 
 4.42800000e-11  1.64107763e+00  1.59502479e+00 
 4.52800000e-11  1.64107627e+00  1.59502555e+00 
 4.62800000e-11  1.64107497e+00  1.59502625e+00 
 4.72800000e-11  1.64107375e+00  1.59502690e+00 
 4.82800000e-11  1.64107259e+00  1.59502751e+00 
 4.92800000e-11  1.64107148e+00  1.59502810e+00 
 5.02800000e-11  1.64107037e+00  1.59502869e+00 
 5.12800000e-11  1.64106925e+00  1.59502931e+00 
 5.22800000e-11  1.64106808e+00  1.59502996e+00 
 5.32800000e-11  1.64106684e+00  1.59503067e+00 
 5.42800000e-11  1.64106553e+00  1.59503143e+00 
 5.52800000e-11  1.64106415e+00  1.59503223e+00 
 5.62800000e-11  1.64106272e+00  1.59503306e+00 
 5.72800000e-11  1.64106126e+00  1.59503390e+00 
 5.82800000e-11  1.64105980e+00  1.59503472e+00 
 5.92800000e-11  1.64105838e+00  1.59503550e+00 
 6.02800000e-11  1.64105702e+00  1.59503623e+00 
 6.12800000e-11  1.64105573e+00  1.59503691e+00 
 6.22800000e-11  1.64105451e+00  1.59503754e+00 
 6.32800000e-11  1.64105336e+00  1.59503813e+00 
 6.42800000e-11  1.64105224e+00  1.59503870e+00 
 6.52800000e-11  1.64105114e+00  1.59503927e+00 
 6.62800000e-11  1.64105001e+00  1.59503987e+00 
 6.72800000e-11  1.64104884e+00  1.59504051e+00 
 6.82800000e-11  1.64104760e+00  1.59504121e+00 
 6.92800000e-11  1.64104628e+00  1.59504195e+00 
 7.02800000e-11  1.64104489e+00  1.59504274e+00 
 7.12800000e-11  1.64104345e+00  1.59504355e+00 
 7.22800000e-11  1.64104199e+00  1.59504437e+00 
 7.32800000e-11  1.64104054e+00  1.59504518e+00 
 7.42800000e-11  1.64103912e+00  1.59504594e+00 
 7.52800000e-11  1.64103776e+00  1.59504665e+00 
 7.62800000e-11  1.64103648e+00  1.59504731e+00 
 7.72800000e-11  1.64103527e+00  1.59504792e+00 
 7.82800000e-11  1.64103412e+00  1.59504849e+00 
 7.92800000e-11  1.64103301e+00  1.59504905e+00 
 8.02800000e-11  1.64103190e+00  1.59504961e+00 
 8.12800000e-11  1.64103077e+00  1.59505020e+00 
 8.22800000e-11  1.64102960e+00  1.59505083e+00 
 8.32800000e-11  1.64102835e+00  1.59505151e+00 
 8.42800000e-11  1.64102703e+00  1.59505224e+00 
 8.52800000e-11  1.64102564e+00  1.59505302e+00 
 8.62800000e-11  1.64102420e+00  1.59505382e+00 
 8.72800000e-11  1.64102274e+00  1.59505463e+00 
 8.82800000e-11  1.64102129e+00  1.59505541e+00 
 8.92800000e-11  1.64101987e+00  1.59505616e+00 
 9.02800000e-11  1.64101852e+00  1.59505686e+00 
 9.12800000e-11  1.64101725e+00  1.59505750e+00 
 9.22800000e-11  1.64101604e+00  1.59505810e+00 
 9.32800000e-11  1.64101490e+00  1.59505865e+00 
 9.42800000e-11  1.64101379e+00  1.59505920e+00 
 9.52800000e-11  1.64101269e+00  1.59505975e+00 
 9.62800000e-11  1.64101156e+00  1.59506032e+00 
 9.72800000e-11  1.64101037e+00  1.59506095e+00 
 9.82800000e-11  1.64100912e+00  1.59506162e+00 
 9.92800000e-11  1.64100780e+00  1.59506235e+00 
 1.00280000e-10  1.64100640e+00  1.59506312e+00 
 1.01280000e-10  1.64100496e+00  1.59506391e+00 
 1.02280000e-10  1.64100350e+00  1.59506471e+00 
 1.03280000e-10  1.64100205e+00  1.59506549e+00 
 1.04280000e-10  1.64100064e+00  1.59506622e+00 
 1.05280000e-10  1.64099930e+00  1.59506691e+00 
 1.06280000e-10  1.64099803e+00  1.59506754e+00 
 1.07280000e-10  1.64099683e+00  1.59506812e+00 
 1.08280000e-10  1.64099569e+00  1.59506867e+00 
 1.09280000e-10  1.64099458e+00  1.59506920e+00 
 1.10280000e-10  1.64099348e+00  1.59506974e+00 
 1.11280000e-10  1.64099235e+00  1.59507032e+00 
 1.12280000e-10  1.64099116e+00  1.59507093e+00 
 1.13280000e-10  1.64098990e+00  1.59507161e+00 
 1.14280000e-10  1.64098857e+00  1.59507233e+00 
 1.15280000e-10  1.64098718e+00  1.59507309e+00 
 1.16280000e-10  1.64098574e+00  1.59507388e+00 
 1.17280000e-10  1.64098428e+00  1.59507467e+00 
 1.18280000e-10  1.64098283e+00  1.59507543e+00 
 1.19280000e-10  1.64098143e+00  1.59507616e+00 
 1.20280000e-10  1.64098009e+00  1.59507683e+00 
 1.21280000e-10  1.64097883e+00  1.59507745e+00 
 1.22280000e-10  1.64097763e+00  1.59507802e+00 
 1.23280000e-10  1.64097650e+00  1.59507856e+00 
 1.24280000e-10  1.64097539e+00  1.59507909e+00 
 1.25280000e-10  1.64097429e+00  1.59507963e+00 
 1.26280000e-10  1.64097316e+00  1.59508020e+00 
 1.27280000e-10  1.64097197e+00  1.59508081e+00 
 1.28280000e-10  1.64097071e+00  1.59508149e+00 
