 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -2.36736794e+03 -3.12132455e+01 
 1.02329299e+06 -2.36738685e+03 -3.04878904e+01 
 1.04712855e+06 -2.36740491e+03 -2.97786782e+01 
 1.07151931e+06 -2.36742215e+03 -2.90852344e+01 
 1.09647820e+06 -2.36743862e+03 -2.84071926e+01 
 1.12201845e+06 -2.36745435e+03 -2.77441947e+01 
 1.14815362e+06 -2.36746937e+03 -2.70958904e+01 
 1.17489755e+06 -2.36748372e+03 -2.64619369e+01 
 1.20226443e+06 -2.36749742e+03 -2.58419992e+01 
 1.23026877e+06 -2.36751050e+03 -2.52357497e+01 
 1.25892541e+06 -2.36752300e+03 -2.46428677e+01 
 1.28824955e+06 -2.36753493e+03 -2.40630398e+01 
 1.31825674e+06 -2.36754632e+03 -2.34959594e+01 
 1.34896288e+06 -2.36755721e+03 -2.29413264e+01 
 1.38038426e+06 -2.36756760e+03 -2.23988475e+01 
 1.41253754e+06 -2.36757752e+03 -2.18682358e+01 
 1.44543977e+06 -2.36758700e+03 -2.13492105e+01 
 1.47910839e+06 -2.36759605e+03 -2.08414969e+01 
 1.51356125e+06 -2.36760470e+03 -2.03448265e+01 
 1.54881662e+06 -2.36761295e+03 -1.98589363e+01 
 1.58489319e+06 -2.36762083e+03 -1.93835691e+01 
 1.62181010e+06 -2.36762836e+03 -1.89184735e+01 
 1.65958691e+06 -2.36763555e+03 -1.84634030e+01 
 1.69824365e+06 -2.36764242e+03 -1.80181170e+01 
 1.73780083e+06 -2.36764898e+03 -1.75823795e+01 
 1.77827941e+06 -2.36765524e+03 -1.71559599e+01 
 1.81970086e+06 -2.36766122e+03 -1.67386324e+01 
 1.86208714e+06 -2.36766693e+03 -1.63301759e+01 
 1.90546072e+06 -2.36767238e+03 -1.59303743e+01 
 1.94984460e+06 -2.36767759e+03 -1.55390158e+01 
 1.99526231e+06 -2.36768256e+03 -1.51558930e+01 
 2.04173794e+06 -2.36768731e+03 -1.47808031e+01 
 2.08929613e+06 -2.36769185e+03 -1.44135474e+01 
 2.13796209e+06 -2.36769618e+03 -1.40539313e+01 
 2.18776162e+06 -2.36770031e+03 -1.37017644e+01 
 2.23872114e+06 -2.36770426e+03 -1.33568600e+01 
 2.29086765e+06 -2.36770803e+03 -1.30190356e+01 
 2.34422882e+06 -2.36771163e+03 -1.26881120e+01 
 2.39883292e+06 -2.36771507e+03 -1.23639139e+01 
 2.45470892e+06 -2.36771836e+03 -1.20462697e+01 
 2.51188643e+06 -2.36772149e+03 -1.17350109e+01 
 2.57039578e+06 -2.36772449e+03 -1.14299727e+01 
 2.63026799e+06 -2.36772735e+03 -1.11309935e+01 
 2.69153480e+06 -2.36773008e+03 -1.08379147e+01 
 2.75422870e+06 -2.36773269e+03 -1.05505811e+01 
 2.81838293e+06 -2.36773517e+03 -1.02688404e+01 
 2.88403150e+06 -2.36773755e+03 -9.99254330e+00 
 2.95120923e+06 -2.36773982e+03 -9.72154341e+00 
 3.01995172e+06 -2.36774199e+03 -9.45569708e+00 
 3.09029543e+06 -2.36774406e+03 -9.19486342e+00 
 3.16227766e+06 -2.36774603e+03 -8.93890419e+00 
 3.23593657e+06 -2.36774792e+03 -8.68768373e+00 
 3.31131121e+06 -2.36774972e+03 -8.44106889e+00 
 3.38844156e+06 -2.36775144e+03 -8.19892896e+00 
 3.46736850e+06 -2.36775308e+03 -7.96113559e+00 
 3.54813389e+06 -2.36775465e+03 -7.72756275e+00 
 3.63078055e+06 -2.36775615e+03 -7.49808662e+00 
 3.71535229e+06 -2.36775757e+03 -7.27258558e+00 
 3.80189396e+06 -2.36775894e+03 -7.05094009e+00 
 3.89045145e+06 -2.36776024e+03 -6.83303266e+00 
