 frequency       v(finalp,finaln) v(finalp,finaln) v(v1p,v1n)      v(v1p,v1n)      v(vga1p,vga1n)  v(vga1p,vga1n)  v(v2p,v2n)      v(v2p,v2n)      v(vga2p,vga2n)  v(vga2p,vga2n)  v(bufinp,bufinn) v(bufinp,bufinn) v(outp,outn)    v(outp,outn)   
 1.00000000e+06 -8.37806102e+01  5.55732096e+03 -5.91104972e+02 -2.35790041e+02  1.31353346e+03  5.19566638e+02  9.48768725e+02  8.95811069e+02 -3.40554456e+03 -3.16591574e+03  4.69451063e+01 -3.10954412e+03 -8.39370398e+01  5.56621124e+03 
 8.70963590e+06  9.21812612e+03  2.01240016e+03 -6.83758091e+02 -3.10177676e+01  1.51601820e+03  6.78502930e+01  1.50177542e+03  1.36277878e+02 -5.30841758e+03 -4.71011978e+02 -5.15770346e+03 -1.12697940e+03  9.23280261e+03  2.01594317e+03 
 8.91250938e+06  9.23196689e+03  1.96801546e+03 -6.83822531e+02 -3.03006536e+01  1.51615870e+03  6.62652980e+01  1.50219764e+03  1.33150174e+02 -5.30981124e+03 -4.60168786e+02 -5.16544777e+03 -1.10216821e+03  9.24666547e+03  1.97149549e+03 
 9.12010839e+06  9.24520516e+03  1.92450979e+03 -6.83884082e+02 -2.95993463e+01  1.51629290e+03  6.47148772e+01  1.50260097e+03  1.30090811e+02 -5.31114244e+03 -4.49562928e+02 -5.17285497e+03 -1.07784941e+03  9.25992487e+03  1.92792843e+03 
 9.33254301e+06  9.25786629e+03  1.88187075e+03 -6.83942872e+02 -2.89134909e+01  1.51642108e+03  6.31982457e+01  1.50298626e+03  1.27098317e+02 -5.31241396e+03 -4.39189225e+02 -5.17993925e+03 -1.05401605e+03  9.27260620e+03  1.88522957e+03 
 9.54992586e+06  9.26997464e+03  1.84008570e+03 -6.83999026e+02 -2.82427398e+01  1.51654351e+03  6.17146342e+01  1.50335431e+03  1.24171246e+02 -5.31362846e+03 -4.29042591e+02 -5.18671423e+03 -1.03066109e+03  9.28473388e+03  1.84338625e+03 
 9.77237221e+06  9.28155361e+03  1.79914182e+03 -6.84052660e+02 -2.75867526e+01  1.51666045e+03  6.02632886e+01  1.50370589e+03  1.21308176e+02 -5.31478849e+03 -4.19118032e+02 -5.19319302e+03 -1.00777736e+03  9.29633134e+03  1.80238563e+03 
 1.00000000e+07  9.29262569e+03  1.75902616e+03 -6.84103887e+02 -2.69451953e+01  1.51677214e+03  5.88434698e+01  1.50404172e+03  1.18507712e+02 -5.31589648e+03 -4.09410649e+02 -5.19938819e+03 -9.85357623e+02  9.30742109e+03  1.76221475e+03 
 1.02329299e+07  9.30321244e+03  1.71972561e+03 -6.84152816e+02 -2.63177410e+01  1.51687881e+03  5.74544531e+01  1.50436252e+03  1.15768481e+02 -5.31695476e+03 -3.99915629e+02 -5.20531181e+03 -9.63394572e+02  9.31802475e+03  1.72286049e+03 
 1.04712855e+07  9.31333459e+03  1.68122701e+03 -6.84199548e+02 -2.57040692e+01  1.51698070e+03  5.60955287e+01  1.50466894e+03  1.13089139e+02 -5.31796555e+03 -3.90628254e+02 -5.21097547e+03 -9.41880847e+02  9.32816306e+03  1.68430967e+03 
 1.07151931e+07  9.32301202e+03  1.64351712e+03 -6.84244182e+02 -2.51038659e+01  1.51707801e+03  5.47660006e+01  1.50496164e+03  1.10468363e+02 -5.31893098e+03 -3.81543892e+02 -5.21639031e+03 -9.20809053e+02  9.33785594e+03  1.64654902e+03 
 1.09647820e+07  9.33226379e+03  1.60658264e+03 -6.84286813e+02 -2.45168235e+01  1.51717095e+03  5.34651869e+01  1.50524122e+03  1.07904857e+02 -5.31985307e+03 -3.72658001e+02 -5.22156698e+03 -9.00171771e+02  9.34712249e+03  1.60956524e+03 
 1.12201845e+07  9.34110821e+03  1.57041027e+03 -6.84327529e+02 -2.39426407e+01  1.51725971e+03  5.21924196e+01  1.50550827e+03  1.05397348e+02 -5.32073377e+03 -3.63966124e+02 -5.22651573e+03 -8.79961569e+02  9.35598104e+03  1.57334500e+03 
 1.14815362e+07  9.34956282e+03  1.53498670e+03 -6.84366416e+02 -2.33810225e+01  1.51734449e+03  5.09470438e+01  1.50576334e+03  1.02944588e+02 -5.32157492e+03 -3.55463891e+02 -5.23124637e+03 -8.60171019e+02  9.36444915e+03  1.53787499e+03 
 1.17489755e+07  9.35764444e+03  1.50029864e+03 -6.84403556e+02 -2.28316796e+01  1.51742545e+03  4.97284179e+01  1.50600697e+03  1.00545352e+02 -5.32237829e+03 -3.47147018e+02 -5.23576832e+03 -8.40792698e+02  9.37254369e+03  1.50314190e+03 
 1.20226443e+07  9.36536921e+03  1.46633284e+03 -6.84439028e+02 -2.22943289e+01  1.51750278e+03  4.85359134e+01  1.50623968e+03  9.81984371e+01 -5.32314559e+03 -3.39011302e+02 -5.24009061e+03 -8.21819207e+02  9.38028079e+03  1.46913246e+03 
 1.23026877e+07  9.37275257e+03  1.43307609e+03 -6.84472906e+02 -2.17686930e+01  1.51757663e+03  4.73689143e+01  1.50646195e+03  9.59026656e+01 -5.32387842e+03 -3.31052622e+02 -5.24422187e+03 -8.03243174e+02  9.38767596e+03  1.43583344e+03 
 1.25892541e+07  9.37980936e+03  1.40051525e+03 -6.84505261e+02 -2.12545004e+01  1.51764716e+03  4.62268170e+01  1.50667424e+03  9.36568816e+01 -5.32457832e+03 -3.23266942e+02 -5.24817041e+03 -7.85057262e+02  9.39474403e+03  1.40323169e+03 
 1.28824955e+07  9.38655375e+03  1.36863726e+03 -6.84536162e+02 -2.07514849e+01  1.51771452e+03  4.51090304e+01  1.50687700e+03  9.14599516e+01 -5.32524678e+03 -3.15650300e+02 -5.25194416e+03 -7.67254180e+02  9.40149921e+03  1.37131413e+03 
 1.31825674e+07  9.39299937e+03  1.33742913e+03 -6.84565674e+02 -2.02593859e+01  1.51777885e+03  4.40149749e+01  1.50707067e+03  8.93107642e+01 -5.32588520e+03 -3.08198817e+02 -5.25555074e+03 -7.49826684e+02  9.40795513e+03  1.34006777e+03 
 1.34896288e+07  9.39915922e+03  1.30687800e+03 -6.84593860e+02 -1.97779485e+01  1.51784028e+03  4.29440830e+01  1.50725564e+03  8.72082300e+01 -5.32649492e+03 -3.00908688e+02 -5.25899744e+03 -7.32767590e+02  9.41412483e+03  1.30947973e+03 
 1.38038426e+07  9.40504579e+03  1.27697110e+03 -6.84620778e+02 -1.93069225e+01  1.51789895e+03  4.18957983e+01  1.50743230e+03  8.51512807e+01 -5.32707724e+03 -2.93776185e+02 -5.26229123e+03 -7.16069773e+02  9.42002083e+03  1.27953721e+03 
 1.41253754e+07  9.41067103e+03  1.24769578e+03 -6.84646485e+02 -1.88460633e+01  1.51795498e+03  4.08695760e+01  1.50760102e+03  8.31388693e+01 -5.32763338e+03 -2.86797655e+02 -5.26543881e+03 -6.99726174e+02  9.42565507e+03  1.25022756e+03 
 1.44543977e+07  9.41604638e+03  1.21903951e+03 -6.84671036e+02 -1.83951311e+01  1.51800849e+03  3.98648819e+01  1.50776217e+03  8.11699695e+01 -5.32816451e+03 -2.79969517e+02 -5.26844656e+03 -6.83729805e+02  9.43103903e+03  1.22153824e+03 
 1.47910839e+07  9.42118280e+03  1.19098991e+03 -6.84694482e+02 -1.79538913e+01  1.51805959e+03  3.88811928e+01  1.50791608e+03  7.92435752e+01 -5.32867176e+03 -2.73288263e+02 -5.27132064e+03 -6.68073753e+02  9.43618367e+03  1.19345685e+03 
 1.51356125e+07  9.42609076e+03  1.16353472e+03 -6.84716874e+02 -1.75221140e+01  1.51810838e+03  3.79179960e+01  1.50806307e+03  7.73587004e+01 -5.32915620e+03 -2.66750454e+02 -5.27406689e+03 -6.52751181e+02  9.44109950e+03  1.16597111e+03 
 1.54881662e+07  9.43078032e+03  1.13666183e+03 -6.84738257e+02 -1.70995739e+01  1.51815498e+03  3.69747888e+01  1.50820346e+03  7.55143789e+01 -5.32961885e+03 -2.60352720e+02 -5.27669095e+03 -6.37755337e+02  9.44579657e+03  1.13906892e+03 
 1.58489319e+07  9.43526106e+03  1.11035928e+03 -6.84758679e+02 -1.66860507e+01  1.51819948e+03  3.60510790e+01  1.50833753e+03  7.37096637e+01 -5.33006069e+03 -2.54091761e+02 -5.27919818e+03 -6.23079547e+02  9.45028451e+03  1.11273829e+03 
 1.62181010e+07  9.43954219e+03  1.08461526e+03 -6.84778180e+02 -1.62813284e+01  1.51824197e+03  3.51463838e+01  1.50846558e+03  7.19436266e+01 -5.33048264e+03 -2.47964341e+02 -5.28159372e+03 -6.08717226e+02  9.45457251e+03  1.08696740e+03 
 1.65958691e+07  9.44363251e+03  1.05941811e+03 -6.84796804e+02 -1.58851954e+01  1.51828254e+03  3.42602302e+01  1.50858786e+03  7.02153581e+01 -5.33088561e+03 -2.41967291e+02 -5.28388251e+03 -5.94661876e+02  9.45866940e+03  1.06174459e+03 
 1.69824365e+07  9.44754043e+03  1.03475635e+03 -6.84814589e+02 -1.54974446e+01  1.51832129e+03  3.33921547e+01  1.50870465e+03  6.85239672e+01 -5.33127044e+03 -2.36097504e+02 -5.28606924e+03 -5.80907089e+02  9.46258360e+03  1.03705836e+03 
 1.73780083e+07  9.45127400e+03  1.01061864e+03 -6.84831573e+02 -1.51178732e+01  1.51835829e+03  3.25417028e+01  1.50881618e+03  6.68685802e+01 -5.33163795e+03 -2.30351936e+02 -5.28815843e+03 -5.67446547e+02  9.46632317e+03  1.01289735e+03 
 1.77827941e+07  9.45484093e+03  9.86993812e+02 -6.84847791e+02 -1.47462823e+01  1.51839361e+03  3.17084290e+01  1.50892269e+03  6.52483416e+01 -5.33198891e+03 -2.24727607e+02 -5.29015439e+03 -5.54274023e+02  9.46989584e+03  9.89250398e+02 
 1.81970086e+07  9.45824859e+03  9.63870854e+02 -6.84863279e+02 -1.43824774e+01  1.51842734e+03  3.08918965e+01  1.50902441e+03  6.36624125e+01 -5.33232407e+03 -2.19221594e+02 -5.29206123e+03 -5.41383384e+02  9.47330898e+03  9.66106481e+02 
 1.86208714e+07  9.46150402e+03  9.41238930e+02 -6.84878068e+02 -1.40262676e+01  1.51845955e+03  3.00916772e+01  1.50912155e+03  6.21099712e+01 -5.33264413e+03 -2.13831032e+02 -5.29388292e+03 -5.28768591e+02  9.47656966e+03  9.43454752e+02 
 1.90546072e+07  9.46461396e+03  9.19087368e+02 -6.84892190e+02 -1.36774661e+01  1.51849030e+03  2.93073511e+01  1.50921432e+03  6.05902123e+01 -5.33294977e+03 -2.08553117e+02 -5.29562320e+03 -5.16423696e+02  9.47968462e+03  9.21284529e+02 
 1.94984460e+07  9.46758487e+03  8.97405661e+02 -6.84905675e+02 -1.33358900e+01  1.51851966e+03  2.85385065e+01  1.50930290e+03  5.91023467e+01 -5.33324164e+03 -2.03385098e+02 -5.29728570e+03 -5.04342849e+02  9.48266033e+03  8.99585298e+02 
 1.99526231e+07  9.47042290e+03  8.76183471e+02 -6.84918552e+02 -1.30013598e+01  1.51854769e+03  2.77847397e+01  1.50938750e+03  5.76456009e+01 -5.33352036e+03 -1.98324282e+02 -5.29887387e+03 -4.92520292e+02  9.48550296e+03  8.78346715e+02 
 2.04173794e+07  9.47313396e+03  8.55410628e+02 -6.84930847e+02 -1.26737000e+01  1.51857445e+03  2.70456544e+01  1.50946828e+03  5.62192170e+01 -5.33378651e+03 -1.93368026e+02 -5.30039100e+03 -4.80950360e+02  9.48821840e+03  8.57558600e+02 
 2.08929613e+07  9.47572367e+03  8.35077126e+02 -6.84942587e+02 -1.23527382e+01  1.51860000e+03  2.63208624e+01  1.50954542e+03  5.48224523e+01 -5.33404066e+03 -1.88513743e+02 -5.30184024e+03 -4.69627485e+02  9.49081232e+03  8.37210943e+02 
 2.13796209e+07  9.47819743e+03  8.15173128e+02 -6.84953797e+02 -1.20383058e+01  1.51862439e+03  2.56099822e+01  1.50961908e+03  5.34545788e+01 -5.33428335e+03 -1.83758896e+02 -5.30322462e+03 -4.58546190e+02  9.49329010e+03  8.17293901e+02 
 2.18776162e+07  9.48056040e+03  7.95688960e+02 -6.84964499e+02 -1.17302374e+01  1.51864767e+03  2.49126400e+01  1.50968942e+03  5.21148830e+01 -5.33451508e+03 -1.79100998e+02 -5.30454701e+03 -4.47701092e+02  9.49565691e+03  7.97797793e+02 
 2.23872114e+07  9.48281749e+03  7.76615116e+02 -6.84974718e+02 -1.14283709e+01  1.51866989e+03  2.42284688e+01  1.50975658e+03  5.08026654e+01 -5.33473636e+03 -1.74537611e+02 -5.30581018e+03 -4.37086902e+02  9.49791768e+03  7.78713108e+02 
 2.29086765e+07  9.48497341e+03  7.57942248e+02 -6.84984475e+02 -1.11325475e+01  1.51869110e+03  2.35571082e+01  1.50982071e+03  4.95172407e+01 -5.33494764e+03 -1.70066347e+02 -5.30701675e+03 -4.26698422e+02  9.50007713e+03  7.60030495e+02 
 2.34422882e+07  9.48703267e+03  7.39661174e+02 -6.84993789e+02 -1.08426113e+01  1.51871135e+03  2.28982048e+01  1.50988195e+03  4.82579369e+01 -5.33514938e+03 -1.65684863e+02 -5.30816925e+03 -4.16530544e+02  9.50213976e+03  7.41740767e+02 
 2.39883292e+07  9.48899957e+03  7.21762870e+02 -6.85002682e+02 -1.05584097e+01  1.51873067e+03  2.22514114e+01  1.50994041e+03  4.70240951e+01 -5.33534200e+03 -1.61390861e+02 -5.30927009e+03 -4.06578252e+02  9.50410989e+03  7.23834897e+02 
 2.45470892e+07  9.49087822e+03  7.04238472e+02 -6.85011171e+02 -1.02797930e+01  1.51874911e+03  2.16163870e+01  1.50999623e+03  4.58150695e+01 -5.33552592e+03 -1.57182089e+02 -5.31032156e+03 -3.96836620e+02  9.50599163e+03  7.06304017e+02 
 2.51188643e+07  9.49267255e+03  6.87079272e+02 -6.85019275e+02 -1.00066142e+01  1.51876671e+03  2.09927970e+01  1.51004953e+03  4.46302269e+01 -5.33570151e+03 -1.53056338e+02 -5.31132587e+03 -3.87300808e+02  9.50778893e+03  6.89139417e+02 
 2.57039578e+07  9.49438632e+03  6.70276717e+02 -6.85027011e+02 -9.73872951e+00  1.51878350e+03  2.03803126e+01  1.51010041e+03  4.34689462e+01 -5.33586915e+03 -1.49011443e+02 -5.31228511e+03 -3.77966065e+02  9.50950553e+03  6.72332542e+02 
 2.63026799e+07  9.49602311e+03  6.53822406e+02 -6.85034395e+02 -9.47599751e+00  1.51879952e+03  1.97786105e+01  1.51014899e+03  4.23306186e+01 -5.33602921e+03 -1.45045278e+02 -5.31320131e+03 -3.68827728e+02  9.51114505e+03  6.55874990e+02 
 2.69153480e+07  9.49758636e+03  6.37708092e+02 -6.85041444e+02 -9.21827969e+00  1.51881481e+03  1.91873734e+01  1.51019537e+03  4.12146467e+01 -5.33618200e+03 -1.41155760e+02 -5.31407637e+03 -3.59881215e+02  9.51271091e+03  6.39758512e+02 
 2.75422870e+07  9.49907934e+03  6.21925672e+02 -6.85048171e+02 -8.96544005e+00  1.51882939e+03  1.86062893e+01  1.51023964e+03  4.01204449e+01 -5.33632787e+03 -1.37340842e+02 -5.31491214e+03 -3.51122034e+02  9.51420640e+03  6.23975007e+02 
 2.81838293e+07  9.50050519e+03  6.06467194e+02 -6.85054591e+02 -8.71734518e+00  1.51884329e+03  1.80350514e+01  1.51028190e+03  3.90474384e+01 -5.33646712e+03 -1.33598518e+02 -5.31571036e+03 -3.42545769e+02  9.51563465e+03  6.08516520e+02 
 2.88403150e+07  9.50186690e+03  5.91324849e+02 -6.85060718e+02 -8.47386413e+00  1.51885656e+03  1.74733581e+01  1.51032224e+03  3.79950635e+01 -5.33660004e+03 -1.29926820e+02 -5.31647271e+03 -3.34148092e+02  9.51699867e+03  5.93375243e+02 
 2.95120923e+07  9.50316733e+03  5.76490967e+02 -6.85066564e+02 -8.23486835e+00  1.51886921e+03  1.69209128e+01  1.51036074e+03  3.69627669e+01 -5.33672691e+03 -1.26323815e+02 -5.31720080e+03 -3.25924751e+02  9.51830131e+03  5.78543510e+02 
 3.01995172e+07  9.50440922e+03  5.61958022e+02 -6.85072143e+02 -8.00023162e+00  1.51888127e+03  1.63774237e+01  1.51039749e+03  3.59500059e+01 -5.33684801e+03 -1.22787604e+02 -5.31789614e+03 -3.17871574e+02  9.51954532e+03  5.64013793e+02 
 3.09029543e+07  9.50559516e+03  5.47718622e+02 -6.85077466e+02 -7.76983003e+00  1.51889276e+03  1.58426037e+01  1.51043256e+03  3.49562476e+01 -5.33696359e+03 -1.19316326e+02 -5.31856022e+03 -3.09984469e+02  9.52073331e+03  5.49778705e+02 
 3.16227766e+07  9.50672766e+03  5.33765511e+02 -6.85082544e+02 -7.54354186e+00  1.51890372e+03  1.53161701e+01  1.51046603e+03  3.39809690e+01 -5.33707390e+03 -1.15908152e+02 -5.31919441e+03 -3.02259417e+02  9.52186777e+03  5.35830992e+02 
 3.23593657e+07  9.50780909e+03  5.20091565e+02 -6.85087388e+02 -7.32124755e+00  1.51891416e+03  1.47978448e+01  1.51049797e+03  3.30236567e+01 -5.33717916e+03 -1.12561285e+02 -5.31980005e+03 -2.94692476e+02  9.52295110e+03  5.22163533e+02 
 3.31131121e+07  9.50884174e+03  5.06689791e+02 -6.85092008e+02 -7.10282962e+00  1.51892411e+03  1.42873538e+01  1.51052845e+03  3.20838065e+01 -5.33727961e+03 -1.09273960e+02 -5.32037843e+03 -2.87279776e+02  9.52398558e+03  5.08769337e+02 
 3.38844156e+07  9.50982778e+03  4.93553321e+02 -6.85096414e+02 -6.88817262e+00  1.51893358e+03  1.37844271e+01  1.51055752e+03  3.11609233e+01 -5.33737545e+03 -1.06044443e+02 -5.32093075e+03 -2.80017523e+02  9.52497337e+03  4.95641544e+02 
 3.46736850e+07  9.51076928e+03  4.80675413e+02 -6.85100615e+02 -6.67716310e+00  1.51894260e+03  1.32887989e+01  1.51058526e+03  3.02545206e+01 -5.33746689e+03 -1.02871032e+02 -5.32145818e+03 -2.72901989e+02  9.52591657e+03  4.82773415e+02 
 3.54813389e+07  9.51166823e+03  4.68049448e+02 -6.85104621e+02 -6.46968947e+00  1.51895119e+03  1.28002071e+01  1.51061172e+03  2.93641206e+01 -5.33755412e+03 -9.97520517e+01 -5.32196183e+03 -2.65929518e+02  9.52681715e+03  4.70158336e+02 
 3.63078055e+07  9.51252652e+03  4.55668926e+02 -6.85108439e+02 -6.26564203e+00  1.51895937e+03  1.23183932e+01  1.51063695e+03  2.84892539e+01 -5.33763733e+03 -9.66858556e+01 -5.32244276e+03 -2.59096523e+02  9.52767702e+03  4.57789814e+02 
 3.71535229e+07  9.51334596e+03  4.43527463e+02 -6.85112078e+02 -6.06491288e+00  1.51896714e+03  1.18431024e+01  1.51066102e+03  2.76294590e+01 -5.33771670e+03 -9.36708251e+01 -5.32290199e+03 -2.52399482e+02  9.52849799e+03  4.45661471e+02 
 3.80189396e+07  9.51412827e+03  4.31618791e+02 -6.85115546e+02 -5.86739584e+00  1.51897454e+03  1.13740832e+01  1.51068397e+03  2.67842822e+01 -5.33779238e+03 -9.07053682e+01 -5.32334048e+03 -2.45834938e+02  9.52928179e+03  4.33767048e+02 
 3.89045145e+07  9.51487512e+03  4.19936755e+02 -6.85118850e+02 -5.67298642e+00  1.51898157e+03  1.09110875e+01  1.51070585e+03  2.59532775e+01 -5.33786455e+03 -8.77879189e+01 -5.32375916e+03 -2.39399501e+02  9.53003007e+03  4.22100396e+02 
 3.98107171e+07  9.51558806e+03  4.08475308e+02 -6.85121996e+02 -5.48158176e+00  1.51898825e+03  1.04538703e+01  1.51072671e+03  2.51360063e+01 -5.33793335e+03 -8.49169358e+01 -5.32415892e+03 -2.33089839e+02  9.53074441e+03  4.10655476e+02 
 4.07380278e+07  9.51626862e+03  3.97228511e+02 -6.85124992e+02 -5.29308061e+00  1.51899459e+03  1.00021896e+01  1.51074658e+03  2.43320371e+01 -5.33799893e+03 -8.20909022e+01 -5.32454058e+03 -2.26902685e+02  9.53142632e+03  3.99426360e+02 
 4.16869383e+07  9.51691822e+03  3.86190529e+02 -6.85127844e+02 -5.10738320e+00  1.51900061e+03  9.55580638e+00  1.51076552e+03  2.35409453e+01 -5.33806143e+03 -7.93083246e+01 -5.32490497e+03 -2.20834831e+02  9.53207723e+03  3.88407221e+02 
 4.26579519e+07  9.51753823e+03  3.75355630e+02 -6.85130558e+02 -4.92439126e+00  1.51900632e+03  9.11448431e+00  1.51078357e+03  2.27623131e+01 -5.33812098e+03 -7.65677324e+01 -5.32525285e+03 -2.14883126e+02  9.53269853e+03  3.77592337e+02 
 4.36515832e+07  9.51812997e+03  3.64718181e+02 -6.85133140e+02 -4.74400794e+00  1.51901173e+03  8.67798979e+00  1.51080075e+03  2.19957291e+01 -5.33817772e+03 -7.38676766e+01 -5.32558495e+03 -2.09044476e+02  9.53329152e+03  3.66976087e+02 
 4.46683592e+07  9.51869468e+03  3.54272646e+02 -6.85135595e+02 -4.56613775e+00  1.51901685e+03  8.24609173e+00  1.51081711e+03  2.12407882e+01 -5.33823175e+03 -7.12067299e+01 -5.32590198e+03 -2.03315846e+02  9.53385745e+03  3.56552946e+02 
 4.57088190e+07  9.51923356e+03  3.44013586e+02 -6.85137928e+02 -4.39068653e+00  1.51902170e+03  7.81856147e+00  1.51083268e+03  2.04970915e+01 -5.33828319e+03 -6.85834851e+01 -5.32620460e+03 -1.97694252e+02  9.53439752e+03  3.46317486e+02 
 4.67735141e+07  9.51974774e+03  3.33935651e+02 -6.85140145e+02 -4.21756140e+00  1.51902628e+03  7.39517262e+00  1.51084750e+03  1.97642458e+01 -5.33833216e+03 -6.59965549e+01 -5.32649346e+03 -1.92176764e+02  9.53491288e+03  3.36264371e+02 
 4.78630092e+07  9.52023832e+03  3.24033583e+02 -6.85142250e+02 -4.04667070e+00  1.51903061e+03  6.97570099e+00  1.51086160e+03  1.90418638e+01 -5.33837875e+03 -6.34445709e+01 -5.32676916e+03 -1.86760505e+02  9.53540461e+03  3.26388356e+02 
 4.89778819e+07  9.52070632e+03  3.14302212e+02 -6.85144247e+02 -3.87792393e+00  1.51903469e+03  6.55992443e+00  1.51087500e+03  1.83295635e+01 -5.33842307e+03 -6.09261832e+01 -5.32703229e+03 -1.81442647e+02  9.53587374e+03  3.16684284e+02 
 5.01187234e+07  9.52115274e+03  3.04736451e+02 -6.85146141e+02 -3.71123175e+00  1.51903853e+03  6.14762274e+00  1.51088774e+03  1.76269681e+01 -5.33846520e+03 -5.84400593e+01 -5.32728340e+03 -1.76220412e+02  9.53632128e+03  3.07147084e+02 
 5.12861384e+07  9.52157852e+03  2.95331298e+02 -6.85147936e+02 -3.54650587e+00  1.51904214e+03  5.73857755e+00  1.51089984e+03  1.69337061e+01 -5.33850525e+03 -5.59848837e+01 -5.32752303e+03 -1.71091070e+02  9.53674817e+03  2.97771769e+02 
 5.24807460e+07  9.52198457e+03  2.86081832e+02 -6.85149635e+02 -3.38365906e+00  1.51904553e+03  5.33257219e+00  1.51091133e+03  1.62494108e+01 -5.33854329e+03 -5.35593571e+01 -5.32775168e+03 -1.66051938e+02  9.53715530e+03  2.88553432e+02 
 5.37031796e+07  9.52237173e+03  2.76983207e+02 -6.85151243e+02 -3.22260506e+00  1.51904871e+03  4.92939161e+00  1.51092223e+03  1.55737202e+01 -5.33857940e+03 -5.11621959e+01 -5.32796984e+03 -1.61100377e+02  9.53754355e+03  2.79487246e+02 
 5.49540874e+07  9.52274083e+03  2.68030656e+02 -6.85152762e+02 -3.06325857e+00  1.51905167e+03  4.52882223e+00  1.51093257e+03  1.49062767e+01 -5.33861366e+03 -4.87921313e+01 -5.32817796e+03 -1.56233793e+02  9.53791372e+03  2.70568460e+02 
 5.62341325e+07  9.52309265e+03  2.59219485e+02 -6.85154195e+02 -2.90553518e+00  1.51905444e+03  4.13065184e+00  1.51094236e+03  1.42467272e+01 -5.33864615e+03 -4.64479085e+01 -5.32837649e+03 -1.51449635e+02  9.53826662e+03  2.61792398e+02 
 5.75439937e+07  9.52342794e+03  2.50545071e+02 -6.85155547e+02 -2.74935135e+00  1.51905700e+03  3.73466950e+00  1.51095163e+03  1.35947226e+01 -5.33867692e+03 -4.41282867e+01 -5.32856584e+03 -1.46745395e+02  9.53860297e+03  2.53154457e+02 
 5.88843655e+07  9.52374740e+03  2.42002861e+02 -6.85156820e+02 -2.59462433e+00  1.51905938e+03  3.34066541e+00  1.51096040e+03  1.29499178e+01 -5.33870606e+03 -4.18320376e+01 -5.32874642e+03 -1.42118603e+02  9.53892350e+03  2.44650101e+02 
 6.02559586e+07  9.52405171e+03  2.33588368e+02 -6.85158015e+02 -2.44127215e+00  1.51906157e+03  2.94843082e+00  1.51096868e+03  1.23119716e+01 -5.33873361e+03 -3.95579454e+01 -5.32891861e+03 -1.37566831e+02  9.53922888e+03  2.36274865e+02 
 6.16595002e+07  9.52434151e+03  2.25297170e+02 -6.85159137e+02 -2.28921357e+00  1.51906358e+03  2.55775791e+00  1.51097650e+03  1.16805463e+01 -5.33875964e+03 -3.73048059e+01 -5.32908278e+03 -1.33087686e+02  9.53951976e+03  2.28024349e+02 
 6.30957344e+07  9.52461742e+03  2.17124909e+02 -6.85160187e+02 -2.13836803e+00  1.51906541e+03  2.16843968e+00  1.51098387e+03  1.10553075e+01 -5.33878421e+03 -3.50714259e+01 -5.32923927e+03 -1.28678816e+02  9.53979675e+03  2.19894213e+02 
 6.45654229e+07  9.52488002e+03  2.09067286e+02 -6.85161168e+02 -1.98865559e+00  1.51906708e+03  1.78026983e+00  1.51099080e+03  1.04359242e+01 -5.33880736e+03 -3.28566227e+01 -5.32938840e+03 -1.24337901e+02  9.54006044e+03  2.11880184e+02 
 6.60693448e+07  9.52512986e+03  2.01120062e+02 -6.85162081e+02 -1.83999694e+00  1.51906857e+03  1.39304267e+00  1.51099732e+03  9.82206848e+00 -5.33882914e+03 -3.06592230e+01 -5.32953051e+03 -1.20062658e+02  9.54031139e+03  2.03978043e+02 
 6.76082975e+07  9.52536749e+03  1.93279053e+02 -6.85162929e+02 -1.69231331e+00  1.51906989e+03  1.00655301e+00  1.51100343e+03  9.21341527e+00 -5.33884960e+03 -2.84780631e+01 -5.32966589e+03 -1.15850838e+02  9.54055012e+03  1.96183633e+02 
 6.91830971e+07  9.52559339e+03  1.85540131e+02 -6.85163713e+02 -1.54552643e+00  1.51907105e+03  6.20596030e-01  1.51100914e+03  8.60964224e+00 -5.33886878e+03 -2.63119876e+01 -5.32979482e+03 -1.11700223e+02  9.54077715e+03  1.88492847e+02 
 7.07945784e+07  9.52580804e+03  1.77899217e+02 -6.85164435e+02 -1.39955852e+00  1.51907205e+03  2.34967207e-01  1.51101448e+03  8.01042965e+00 -5.33888673e+03 -2.41598489e+01 -5.32991758e+03 -1.07608627e+02  9.54099296e+03  1.80901636e+02 
 7.24435960e+07  9.52601191e+03  1.70352286e+02 -6.85165097e+02 -1.25433223e+00  1.51907289e+03 -1.50537826e-01  1.51101945e+03  7.41546013e+00 -5.33890348e+03 -2.20205070e+01 -5.33003442e+03 -1.03573895e+02  9.54119800e+03  1.73405998e+02 
 7.41310241e+07  9.52620542e+03  1.62895359e+02 -6.85165699e+02 -1.10977060e+00  1.51907358e+03 -5.36123369e-01  1.51102405e+03  6.82441855e+00 -5.33891907e+03 -1.98928285e+01 -5.33014561e+03 -9.95938990e+01  9.54139270e+03  1.66001983e+02 
 7.58577575e+07  9.52638898e+03  1.55524504e+02 -6.85166244e+02 -9.65797016e-01  1.51907410e+03 -9.21993769e-01  1.51102831e+03  6.23699184e+00 -5.33893353e+03 -1.77756860e+01 -5.33025136e+03 -9.56665421e+01  9.54157749e+03  1.58685687e+02 
