 time            v(detp)         v(detn)        
 0.00000000e+00  2.89648133e+00  2.89648133e+00 
 1.00000000e-14  2.89648133e+00  2.89648133e+00 
 1.12500000e-14  2.89648133e+00  2.89648133e+00 
 1.37500000e-14  2.89648133e+00  2.89648133e+00 
 1.87500000e-14  2.89648133e+00  2.89648133e+00 
 2.87500000e-14  2.89648133e+00  2.89648133e+00 
 3.12500000e-14  2.89648133e+00  2.89648133e+00 
 3.62500000e-14  2.89648133e+00  2.89648133e+00 
 4.62500000e-14  2.89648133e+00  2.89648133e+00 
 6.62500000e-14  2.89648133e+00  2.89648133e+00 
 1.06250000e-13  2.89648133e+00  2.89648133e+00 
 1.86250000e-13  2.89648133e+00  2.89648133e+00 
 3.46250000e-13  2.89648133e+00  2.89648133e+00 
 6.66250000e-13  2.89648133e+00  2.89648133e+00 
 1.30625000e-12  2.89648133e+00  2.89648132e+00 
 2.30625000e-12  2.89648130e+00  2.89648131e+00 
 3.30625000e-12  2.89648118e+00  2.89648136e+00 
 4.30625000e-12  2.89648085e+00  2.89648162e+00 
 5.30625000e-12  2.89648016e+00  2.89648232e+00 
 6.30625000e-12  2.89647894e+00  2.89648366e+00 
 7.24950608e-12  2.89647716e+00  2.89648571e+00 
 8.24950608e-12  2.89647445e+00  2.89648885e+00 
 9.24950608e-12  2.89647079e+00  2.89649311e+00 
 1.02495061e-11  2.89646616e+00  2.89649852e+00 
 1.11111948e-11  2.89646138e+00  2.89650406e+00 
 1.18744036e-11  2.89645657e+00  2.89650961e+00 
 1.26399516e-11  2.89645125e+00  2.89651570e+00 
 1.35669857e-11  2.89644426e+00  2.89652363e+00 
 1.43356739e-11  2.89643810e+00  2.89653056e+00 
 1.51577826e-11  2.89643124e+00  2.89653818e+00 
 1.60877464e-11  2.89642326e+00  2.89654688e+00 
 1.70877464e-11  2.89641450e+00  2.89655622e+00 
 1.80877464e-11  2.89640556e+00  2.89656555e+00 
 1.90877464e-11  2.89639639e+00  2.89657502e+00 
 2.00877464e-11  2.89638685e+00  2.89658483e+00 
 2.10877464e-11  2.89637679e+00  2.89659522e+00 
 2.20877464e-11  2.89636605e+00  2.89660640e+00 
 2.30877464e-11  2.89635449e+00  2.89661854e+00 
 2.40877464e-11  2.89634201e+00  2.89663177e+00 
 2.50877464e-11  2.89632854e+00  2.89664613e+00 
 2.58455360e-11  2.89631769e+00  2.89665775e+00 
 2.66433846e-11  2.89630569e+00  2.89667063e+00 
 2.74110519e-11  2.89629363e+00  2.89668357e+00 
 2.81700813e-11  2.89628128e+00  2.89669681e+00 
 2.87835220e-11  2.89627104e+00  2.89670777e+00 
 2.94571685e-11  2.89625958e+00  2.89672000e+00 
 3.01621223e-11  2.89624741e+00  2.89673292e+00 
 3.10830025e-11  2.89623135e+00  2.89674985e+00 
 3.20830025e-11  2.89621375e+00  2.89676818e+00 
 3.30830025e-11  2.89619599e+00  2.89678649e+00 
 3.40830025e-11  2.89617800e+00  2.89680492e+00 
 3.50830025e-11  2.89615966e+00  2.89682370e+00 
 3.60830025e-11  2.89614080e+00  2.89684305e+00 
 3.70830025e-11  2.89612126e+00  2.89686318e+00 
 3.80830025e-11  2.89610091e+00  2.89688426e+00 
 3.90830025e-11  2.89607964e+00  2.89690641e+00 
 3.99828589e-11  2.89605969e+00  2.89692729e+00 
 4.07199822e-11  2.89604276e+00  2.89694505e+00 
 4.15077506e-11  2.89602412e+00  2.89696465e+00 
 4.22706702e-11  2.89600557e+00  2.89698417e+00 
 4.30888468e-11  2.89598521e+00  2.89700559e+00 
 4.37251792e-11  2.89596909e+00  2.89702253e+00 
 4.44156550e-11  2.89595140e+00  2.89704111e+00 
 4.51419882e-11  2.89593260e+00  2.89706078e+00 
 4.60790269e-11  2.89590820e+00  2.89708618e+00 
 4.70790269e-11  2.89588200e+00  2.89711323e+00 
 4.80790269e-11  2.89585566e+00  2.89714025e+00 
 4.90790269e-11  2.89582909e+00  2.89716741e+00 
 5.00790269e-11  2.89580215e+00  2.89719491e+00 
 5.10790269e-11  2.89577470e+00  2.89722298e+00 
 5.20790269e-11  2.89574657e+00  2.89725183e+00 
 5.30790269e-11  2.89571762e+00  2.89728164e+00 
 5.40790269e-11  2.89568775e+00  2.89731250e+00 
 5.49619552e-11  2.89566059e+00  2.89734066e+00 
 5.56993097e-11  2.89563734e+00  2.89736483e+00 
 5.64652396e-11  2.89561266e+00  2.89739051e+00 
 5.72343720e-11  2.89558740e+00  2.89741683e+00 
 5.80252451e-11  2.89556098e+00  2.89744435e+00 
 5.86556439e-11  2.89553966e+00  2.89746656e+00 
 5.93428747e-11  2.89551620e+00  2.89749096e+00 
 6.00641894e-11  2.89549142e+00  2.89751669e+00 
 6.10012363e-11  2.89545907e+00  2.89755014e+00 
 6.20012363e-11  2.89542441e+00  2.89758577e+00 
 6.30012363e-11  2.89538961e+00  2.89762137e+00 
 6.40012363e-11  2.89535459e+00  2.89765708e+00 
 6.50012363e-11  2.89531922e+00  2.89769311e+00 
 6.60012363e-11  2.89528334e+00  2.89772969e+00 
 6.70012363e-11  2.89524680e+00  2.89776703e+00 
 6.80012363e-11  2.89520946e+00  2.89780530e+00 
 6.90012363e-11  2.89517121e+00  2.89784461e+00 
 6.98849676e-11  2.89513663e+00  2.89788024e+00 
 7.06223283e-11  2.89510722e+00  2.89791060e+00 
 7.13893326e-11  2.89507612e+00  2.89794276e+00 
 7.21581763e-11  2.89504446e+00  2.89797552e+00 
 7.29500071e-11  2.89501142e+00  2.89800970e+00 
 7.35802915e-11  2.89498487e+00  2.89803718e+00 
 7.42670595e-11  2.89495573e+00  2.89806731e+00 
 7.49881691e-11  2.89492499e+00  2.89809905e+00 
 7.59239897e-11  2.89488493e+00  2.89814027e+00 
 7.69239897e-11  2.89484201e+00  2.89818424e+00 
 7.79239897e-11  2.89479895e+00  2.89822817e+00 
 7.89239897e-11  2.89475568e+00  2.89827220e+00 
 7.99239897e-11  2.89471207e+00  2.89831654e+00 
 8.09239897e-11  2.89466796e+00  2.89836143e+00 
 8.19239897e-11  2.89462318e+00  2.89840705e+00 
 8.29239897e-11  2.89457761e+00  2.89845360e+00 
 8.39239897e-11  2.89453114e+00  2.89850116e+00 
 8.48082909e-11  2.89448928e+00  2.89854412e+00 
 8.55456237e-11  2.89445382e+00  2.89858056e+00 
 8.63133755e-11  2.89441638e+00  2.89861908e+00 
 8.70819442e-11  2.89437843e+00  2.89865816e+00 
 8.78748364e-11  2.89433885e+00  2.89869892e+00 
 8.85051866e-11  2.89430714e+00  2.89873159e+00 
 8.91917584e-11  2.89427239e+00  2.89876736e+00 
 8.99128626e-11  2.89423575e+00  2.89880505e+00 
 9.08479828e-11  2.89418808e+00  2.89885394e+00 
 9.18479828e-11  2.89413700e+00  2.89890614e+00 
 9.28479828e-11  2.89408578e+00  2.89895828e+00 
 9.38479828e-11  2.89403437e+00  2.89901052e+00 
 9.48479828e-11  2.89398262e+00  2.89906305e+00 
 9.58479828e-11  2.89393038e+00  2.89911610e+00 
 9.68479828e-11  2.89387750e+00  2.89916987e+00 
 9.78479828e-11  2.89382383e+00  2.89922454e+00 
 9.88479828e-11  2.89376928e+00  2.89928021e+00 
 9.97326038e-11  2.89372027e+00  2.89933034e+00 
 1.00469931e-10  2.89367887e+00  2.89937273e+00 
 1.01238114e-10  2.89363523e+00  2.89941747e+00 
 1.02006548e-10  2.89359112e+00  2.89946272e+00 
 1.02799873e-10  2.89354517e+00  2.89950989e+00 
 1.03430164e-10  2.89350841e+00  2.89954762e+00 
