 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -2.03338732e+03 -4.29575810e+01 
 1.02329299e+06 -2.03341933e+03 -4.29990825e+01 
 1.04712855e+06 -2.03345248e+03 -4.30633305e+01 
 1.07151931e+06 -2.03348684e+03 -4.31503524e+01 
 1.09647820e+06 -2.03352249e+03 -4.32601874e+01 
 1.12201845e+06 -2.03355950e+03 -4.33928863e+01 
 1.14815362e+06 -2.03359796e+03 -4.35485121e+01 
 1.17489755e+06 -2.03363794e+03 -4.37271390e+01 
 1.20226443e+06 -2.03367952e+03 -4.39288533e+01 
 1.23026877e+06 -2.03372280e+03 -4.41537532e+01 
 1.25892541e+06 -2.03376786e+03 -4.44019483e+01 
 1.28824955e+06 -2.03381481e+03 -4.46735603e+01 
 1.31825674e+06 -2.03386374e+03 -4.49687227e+01 
 1.34896288e+06 -2.03391475e+03 -4.52875808e+01 
 1.38038426e+06 -2.03396795e+03 -4.56302916e+01 
 1.41253754e+06 -2.03402345e+03 -4.59970242e+01 
 1.44543977e+06 -2.03408137e+03 -4.63879596e+01 
 1.47910839e+06 -2.03414184e+03 -4.68032906e+01 
 1.51356125e+06 -2.03420497e+03 -4.72432223e+01 
 1.54881662e+06 -2.03427090e+03 -4.77079714e+01 
 1.58489319e+06 -2.03433978e+03 -4.81977671e+01 
 1.62181010e+06 -2.03441173e+03 -4.87128503e+01 
 1.65958691e+06 -2.03448692e+03 -4.92534744e+01 
 1.69824365e+06 -2.03456551e+03 -4.98199048e+01 
 1.73780083e+06 -2.03464765e+03 -5.04124191e+01 
 1.77827941e+06 -2.03473352e+03 -5.10313072e+01 
 1.81970086e+06 -2.03482330e+03 -5.16768715e+01 
 1.86208714e+06 -2.03491717e+03 -5.23494264e+01 
 1.90546072e+06 -2.03501534e+03 -5.30492991e+01 
 1.94984460e+06 -2.03511801e+03 -5.37768288e+01 
 1.99526231e+06 -2.03522538e+03 -5.45323675e+01 
 2.04173794e+06 -2.03533769e+03 -5.53162795e+01 
 2.08929613e+06 -2.03545517e+03 -5.61289416e+01 
 2.13796209e+06 -2.03557806e+03 -5.69707433e+01 
 2.18776162e+06 -2.03570662e+03 -5.78420865e+01 
 2.23872114e+06 -2.03584112e+03 -5.87433857e+01 
 2.29086765e+06 -2.03598183e+03 -5.96750680e+01 
 2.34422882e+06 -2.03612904e+03 -6.06375730e+01 
 2.39883292e+06 -2.03628306e+03 -6.16313528e+01 
 2.45470892e+06 -2.03644422e+03 -6.26568721e+01 
 2.51188643e+06 -2.03661283e+03 -6.37146081e+01 
 2.57039578e+06 -2.03678925e+03 -6.48050502e+01 
 2.63026799e+06 -2.03697384e+03 -6.59287004e+01 
 2.69153480e+06 -2.03716698e+03 -6.70860729e+01 
 2.75422870e+06 -2.03736907e+03 -6.82776941e+01 
 2.81838293e+06 -2.03758052e+03 -6.95041024e+01 
 2.88403150e+06 -2.03780176e+03 -7.07658481e+01 
 2.95120923e+06 -2.03803324e+03 -7.20634936e+01 
 3.01995172e+06 -2.03827545e+03 -7.33976124e+01 
 3.09029543e+06 -2.03852886e+03 -7.47687897e+01 
 3.16227766e+06 -2.03879400e+03 -7.61776220e+01 
 3.23593657e+06 -2.03907139e+03 -7.76247163e+01 
 3.31131121e+06 -2.03936161e+03 -7.91106905e+01 
 3.38844156e+06 -2.03966524e+03 -8.06361727e+01 
 3.46736850e+06 -2.03998288e+03 -8.22018009e+01 
 3.54813389e+06 -2.04031518e+03 -8.38082226e+01 
 3.63078055e+06 -2.04066281e+03 -8.54560944e+01 
 3.71535229e+06 -2.04102644e+03 -8.71460814e+01 
 3.80189396e+06 -2.04140682e+03 -8.88788568e+01 
 3.89045145e+06 -2.04180469e+03 -9.06551011e+01 
 3.98107171e+06 -2.04222084e+03 -9.24755016e+01 
 4.07380278e+06 -2.04265610e+03 -9.43407518e+01 
 4.16869383e+06 -2.04311131e+03 -9.62515502e+01 
 4.26579519e+06 -2.04358738e+03 -9.82086000e+01 
 4.36515832e+06 -2.04408523e+03 -1.00212608e+02 
 4.46683592e+06 -2.04460582e+03 -1.02264283e+02 
 4.57088190e+06 -2.04515017e+03 -1.04364335e+02 
 4.67735141e+06 -2.04571932e+03 -1.06513476e+02 
 4.78630092e+06 -2.04631438e+03 -1.08712414e+02 
 4.89778819e+06 -2.04693646e+03 -1.10961859e+02 
