 time            v(detp)         v(detn)        
 0.00000000e+00  2.81974012e+00  2.81974028e+00 
 1.00000000e-14  2.81978942e+00  2.81972291e+00 
 2.00000000e-14  2.81981968e+00  2.81970723e+00 
 4.00000000e-14  2.81985246e+00  2.81967203e+00 
 8.00000000e-14  2.81985889e+00  2.81958552e+00 
 1.60000000e-13  2.81985447e+00  2.81940076e+00 
 3.20000000e-13  2.81988118e+00  2.81912054e+00 
 6.40000000e-13  2.81977464e+00  2.81893390e+00 
 1.28000000e-12  2.81831199e+00  2.81978676e+00 
 2.28000000e-12  2.81292676e+00  2.82410962e+00 
 3.23018782e-12  2.80504602e+00  2.83136174e+00 
 4.23018782e-12  2.79476615e+00  2.84175791e+00 
 5.23018782e-12  2.78313121e+00  2.85398385e+00 
 6.23018782e-12  2.77041836e+00  2.86669667e+00 
 7.23018782e-12  2.75688482e+00  2.87867681e+00 
 8.23018782e-12  2.74316737e+00  2.88921776e+00 
 9.23018782e-12  2.73024208e+00  2.89812669e+00 
 1.02301878e-11  2.71917515e+00  2.90551064e+00 
 1.12301878e-11  2.71091602e+00  2.91157605e+00 
 1.22301878e-11  2.70606453e+00  2.91647167e+00 
 1.32301878e-11  2.70493862e+00  2.92019898e+00 
 1.42301878e-11  2.70768463e+00  2.92250266e+00 
 1.52301878e-11  2.71437468e+00  2.92281268e+00 
 1.62301878e-11  2.72504844e+00  2.92043914e+00 
 1.72301878e-11  2.73962616e+00  2.91501097e+00 
 1.82301878e-11  2.75764810e+00  2.90677309e+00 
 1.92301878e-11  2.77787007e+00  2.89651217e+00 
 2.02301878e-11  2.79795226e+00  2.88528825e+00 
 2.12301878e-11  2.81510724e+00  2.87404276e+00 
 2.22301878e-11  2.82784192e+00  2.86312207e+00 
 2.32301878e-11  2.83645631e+00  2.85222980e+00 
 2.42301878e-11  2.84195083e+00  2.84078787e+00 
 2.52301878e-11  2.84507343e+00  2.82820826e+00 
 2.62301878e-11  2.84601130e+00  2.81412039e+00 
 2.72301878e-11  2.84478322e+00  2.79901279e+00 
 2.82301878e-11  2.84187029e+00  2.78474009e+00 
 2.92301878e-11  2.83761545e+00  2.77339862e+00 
 3.02301878e-11  2.83146043e+00  2.76614941e+00 
 3.12301878e-11  2.82224483e+00  2.76328370e+00 
 3.22301878e-11  2.80908228e+00  2.76464722e+00 
 3.32301878e-11  2.79249242e+00  2.76998713e+00 
 3.42301878e-11  2.77466955e+00  2.77914274e+00 
 3.52301878e-11  2.75841850e+00  2.79199021e+00 
 3.62301878e-11  2.74538595e+00  2.80794220e+00 
 3.72301878e-11  2.73520590e+00  2.82531413e+00 
 3.82301878e-11  2.72662827e+00  2.84185581e+00 
 3.92301878e-11  2.71908368e+00  2.85608729e+00 
 4.02301878e-11  2.71288368e+00  2.86762401e+00 
 4.12301878e-11  2.70875190e+00  2.87670298e+00 
 4.22301878e-11  2.70730343e+00  2.88368886e+00 
 4.32301878e-11  2.70892375e+00  2.88882485e+00 
 4.42301878e-11  2.71382743e+00  2.89209974e+00 
 4.52301878e-11  2.72212165e+00  2.89318014e+00 
 4.62301878e-11  2.73379380e+00  2.89155717e+00 
 4.72301878e-11  2.74856123e+00  2.88695140e+00 
 4.82301878e-11  2.76555863e+00  2.87965694e+00 
 4.92301878e-11  2.78306354e+00  2.87051455e+00 
 5.02301878e-11  2.79888680e+00  2.86051221e+00 
 5.12301878e-11  2.81155952e+00  2.85026419e+00 
 5.22301878e-11  2.82090948e+00  2.83981885e+00 
 5.32301878e-11  2.82750603e+00  2.82884950e+00 
 5.42301878e-11  2.83194570e+00  2.81687102e+00 
 5.52301878e-11  2.83445875e+00  2.80340786e+00 
 5.62301878e-11  2.83497434e+00  2.78845788e+00 
 5.72301878e-11  2.83376004e+00  2.77331952e+00 
 5.82301878e-11  2.83138152e+00  2.76020273e+00 
 5.92301878e-11  2.82791003e+00  2.75077545e+00 
 6.02301878e-11  2.82248748e+00  2.74568452e+00 
