 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -4.43643043e+03 -8.34654839e+01 
 1.02329299e+06 -4.43650242e+03 -8.14956967e+01 
 1.04712855e+06 -4.43657105e+03 -7.95689989e+01 
 1.07151931e+06 -4.43663649e+03 -7.76843773e+01 
 1.09647820e+06 -4.43669885e+03 -7.58408405e+01 
 1.12201845e+06 -4.43675829e+03 -7.40374185e+01 
 1.14815362e+06 -4.43681491e+03 -7.22731618e+01 
 1.17489755e+06 -4.43686885e+03 -7.05471417e+01 
 1.20226443e+06 -4.43692022e+03 -6.88584489e+01 
 1.23026877e+06 -4.43696912e+03 -6.72061938e+01 
 1.25892541e+06 -4.43701567e+03 -6.55895058e+01 
 1.28824955e+06 -4.43705995e+03 -6.40075326e+01 
 1.31825674e+06 -4.43710206e+03 -6.24594402e+01 
 1.34896288e+06 -4.43714209e+03 -6.09444124e+01 
 1.38038426e+06 -4.43718013e+03 -5.94616499e+01 
 1.41253754e+06 -4.43721625e+03 -5.80103707e+01 
 1.44543977e+06 -4.43725054e+03 -5.65898090e+01 
 1.47910839e+06 -4.43728307e+03 -5.51992153e+01 
 1.51356125e+06 -4.43731389e+03 -5.38378556e+01 
 1.54881662e+06 -4.43734309e+03 -5.25050114e+01 
 1.58489319e+06 -4.43737072e+03 -5.11999791e+01 
 1.62181010e+06 -4.43739684e+03 -4.99220698e+01 
 1.65958691e+06 -4.43742151e+03 -4.86706087e+01 
 1.69824365e+06 -4.43744477e+03 -4.74449351e+01 
 1.73780083e+06 -4.43746669e+03 -4.62444018e+01 
 1.77827941e+06 -4.43748729e+03 -4.50683748e+01 
 1.81970086e+06 -4.43750664e+03 -4.39162333e+01 
 1.86208714e+06 -4.43752476e+03 -4.27873687e+01 
 1.90546072e+06 -4.43754170e+03 -4.16811851e+01 
 1.94984460e+06 -4.43755749e+03 -4.05970983e+01 
 1.99526231e+06 -4.43757217e+03 -3.95345359e+01 
 2.04173794e+06 -4.43758577e+03 -3.84929370e+01 
 2.08929613e+06 -4.43759832e+03 -3.74717517e+01 
 2.13796209e+06 -4.43760984e+03 -3.64704410e+01 
 2.18776162e+06 -4.43762035e+03 -3.54884765e+01 
 2.23872114e+06 -4.43762989e+03 -3.45253401e+01 
 2.29086765e+06 -4.43763847e+03 -3.35805235e+01 
 2.34422882e+06 -4.43764611e+03 -3.26535286e+01 
 2.39883292e+06 -4.43765282e+03 -3.17438664e+01 
 2.45470892e+06 -4.43765863e+03 -3.08510576e+01 
 2.51188643e+06 -4.43766354e+03 -2.99746315e+01 
 2.57039578e+06 -4.43766756e+03 -2.91141266e+01 
 2.63026799e+06 -4.43767070e+03 -2.82690898e+01 
 2.69153480e+06 -4.43767297e+03 -2.74390762e+01 
 2.75422870e+06 -4.43767438e+03 -2.66236493e+01 
 2.81838293e+06 -4.43767493e+03 -2.58223804e+01 
 2.88403150e+06 -4.43767461e+03 -2.50348484e+01 
 2.95120923e+06 -4.43767344e+03 -2.42606399e+01 
 3.01995172e+06 -4.43767140e+03 -2.34993486e+01 
 3.09029543e+06 -4.43766849e+03 -2.27505754e+01 
 3.16227766e+06 -4.43766471e+03 -2.20139281e+01 
 3.23593657e+06 -4.43766006e+03 -2.12890212e+01 
 3.31131121e+06 -4.43765451e+03 -2.05754759e+01 
 3.38844156e+06 -4.43764806e+03 -1.98729194e+01 
 3.46736850e+06 -4.43764070e+03 -1.91809855e+01 
 3.54813389e+06 -4.43763242e+03 -1.84993137e+01 
 3.63078055e+06 -4.43762319e+03 -1.78275497e+01 
 3.71535229e+06 -4.43761299e+03 -1.71653446e+01 
 3.80189396e+06 -4.43760182e+03 -1.65123552e+01 
 3.89045145e+06 -4.43758964e+03 -1.58682438e+01 
 3.98107171e+06 -4.43757643e+03 -1.52326777e+01 
 4.07380278e+06 -4.43756216e+03 -1.46053297e+01 
 4.16869383e+06 -4.43754681e+03 -1.39858774e+01 
 4.26579519e+06 -4.43753035e+03 -1.33740032e+01 
 4.36515832e+06 -4.43751274e+03 -1.27693945e+01 
 4.46683592e+06 -4.43749394e+03 -1.21717431e+01 
 4.57088190e+06 -4.43747392e+03 -1.15807454e+01 
 4.67735141e+06 -4.43745265e+03 -1.09961025e+01 
 4.78630092e+06 -4.43743007e+03 -1.04175195e+01 
 4.89778819e+06 -4.43740614e+03 -9.84470582e+00 
 5.01187234e+06 -4.43738083e+03 -9.27737523e+00 
 5.12861384e+06 -4.43735406e+03 -8.71524544e+00 
 5.24807460e+06 -4.43732581e+03 -8.15803820e+00 
 5.37031796e+06 -4.43729600e+03 -7.60547924e+00 
 5.49540874e+06 -4.43726458e+03 -7.05729820e+00 
 5.62341325e+06 -4.43723149e+03 -6.51322855e+00 
 5.75439937e+06 -4.43719666e+03 -5.97300760e+00 
 5.88843655e+06 -4.43716004e+03 -5.43637645e+00 
 6.02559586e+06 -4.43712154e+03 -4.90307993e+00 
 6.16595002e+06 -4.43708110e+03 -4.37286665e+00 
 6.30957344e+06 -4.43703864e+03 -3.84548897e+00 
 6.45654229e+06 -4.43699407e+03 -3.32070297e+00 
 6.60693448e+06 -4.43694732e+03 -2.79826852e+00 
 6.76082975e+06 -4.43689830e+03 -2.27794927e+00 
 6.91830971e+06 -4.43684691e+03 -1.75951271e+00 
 7.07945784e+06 -4.43679305e+03 -1.24273018e+00 
 7.24435960e+06 -4.43673664e+03 -7.27376991e-01 
 7.41310241e+06 -4.43667757e+03 -2.13232426e-01 
 7.58577575e+06 -4.43661572e+03  2.99920126e-01 
 7.76247117e+06 -4.43655100e+03  8.12293092e-01 
 7.94328235e+06 -4.43648328e+03  1.32409460e+00 
 8.12830516e+06 -4.43641243e+03  1.83552837e+00 
 8.31763771e+06 -4.43633835e+03  2.34679354e+00 
 8.51138038e+06 -4.43626089e+03  2.85808455e+00 
 8.70963590e+06 -4.43617993e+03  3.36959096e+00 
 8.91250938e+06 -4.43609532e+03  3.88149727e+00 
 9.12010839e+06 -4.43600693e+03  4.39398270e+00 
 9.33254301e+06 -4.43591460e+03  4.90722100e+00 
 9.54992586e+06 -4.43581818e+03  5.42138022e+00 
 9.77237221e+06 -4.43571751e+03  5.93662243e+00 
 1.00000000e+07 -4.43561243e+03  6.45310348e+00 
 1.02329299e+07 -4.43550277e+03  6.97097273e+00 
 1.04712855e+07 -4.43538836e+03  7.49037271e+00 
 1.07151931e+07 -4.43526903e+03  8.01143885e+00 
 1.09647820e+07 -4.43514458e+03  8.53429911e+00 
 1.12201845e+07 -4.43501483e+03  9.05907365e+00 
 1.14815362e+07 -4.43487960e+03  9.58587449e+00 
 1.17489755e+07 -4.43473868e+03  1.01148051e+01 
 1.20226443e+07 -4.43459187e+03  1.06459599e+01 
 1.23026877e+07 -4.43443897e+03  1.11794242e+01 
 1.25892541e+07 -4.43427977e+03  1.17152734e+01 
 1.28824955e+07 -4.43411406e+03  1.22535726e+01 
 1.31825674e+07 -4.43394162e+03  1.27943766e+01 
 1.34896288e+07 -4.43376224e+03  1.33377288e+01 
 1.38038426e+07 -4.43357568e+03  1.38836612e+01 
 1.41253754e+07 -4.43338174e+03  1.44321940e+01 
 1.44543977e+07 -4.43318017e+03  1.49833348e+01 
 1.47910839e+07 -4.43297076e+03  1.55370783e+01 
 1.51356125e+07 -4.43275328e+03  1.60934061e+01 
 1.54881662e+07 -4.43252750e+03  1.66522858e+01 
 1.58489319e+07 -4.43229318e+03  1.72136712e+01 
 1.62181010e+07 -4.43205011e+03  1.77775013e+01 
 1.65958691e+07 -4.43179807e+03  1.83437004e+01 
 1.69824365e+07 -4.43153681e+03  1.89121774e+01 
 1.73780083e+07 -4.43126614e+03  1.94828259e+01 
 1.77827941e+07 -4.43098584e+03  2.00555235e+01 
 1.81970086e+07 -4.43069569e+03  2.06301321e+01 
 1.86208714e+07 -4.43039550e+03  2.12064971e+01 
 1.90546072e+07 -4.43008508e+03  2.17844480e+01 
 1.94984460e+07 -4.42976423e+03  2.23637981e+01 
 1.99526231e+07 -4.42943279e+03  2.29443441e+01 
 2.04173794e+07 -4.42909060e+03  2.35258672e+01 
 2.08929613e+07 -4.42873749e+03  2.41081325e+01 
 2.13796209e+07 -4.42837334e+03  2.46908897e+01 
 2.18776162e+07 -4.42799803e+03  2.52738734e+01 
 2.23872114e+07 -4.42761145e+03  2.58568038e+01 
 2.29086765e+07 -4.42721352e+03  2.64393873e+01 
 2.34422882e+07 -4.42680416e+03  2.70213173e+01 
 2.39883292e+07 -4.42638335e+03  2.76022748e+01 
 2.45470892e+07 -4.42595104e+03  2.81819301e+01 
 2.51188643e+07 -4.42550725e+03  2.87599433e+01 
 2.57039578e+07 -4.42505200e+03  2.93359663e+01 
 2.63026799e+07 -4.42458535e+03  2.99096433e+01 
 2.69153480e+07 -4.42410737e+03  3.04806136e+01 
 2.75422870e+07 -4.42361816e+03  3.10485121e+01 
 2.81838293e+07 -4.42311788e+03  3.16129722e+01 
 2.88403150e+07 -4.42260668e+03  3.21736270e+01 
 2.95120923e+07 -4.42208477e+03  3.27301116e+01 
 3.01995172e+07 -4.42155237e+03  3.32820658e+01 
 3.09029543e+07 -4.42100975e+03  3.38291355e+01 
 3.16227766e+07 -4.42045720e+03  3.43709757e+01 
 3.23593657e+07 -4.41989505e+03  3.49072527e+01 
 3.31131121e+07 -4.41932365e+03  3.54376466e+01 
 3.38844156e+07 -4.41874340e+03  3.59618539e+01 
 3.46736850e+07 -4.41815471e+03  3.64795899e+01 
 3.54813389e+07 -4.41755804e+03  3.69905910e+01 
 3.63078055e+07 -4.41695387e+03  3.74946179e+01 
 3.71535229e+07 -4.41634271e+03  3.79914571e+01 
 3.80189396e+07 -4.41572509e+03  3.84809238e+01 
 3.89045145e+07 -4.41510157e+03  3.89628642e+01 
 3.98107171e+07 -4.41447273e+03  3.94371572e+01 
 4.07380278e+07 -4.41383919e+03  3.99037168e+01 
 4.16869383e+07 -4.41320155e+03  4.03624935e+01 
 4.26579519e+07 -4.41256047e+03  4.08134765e+01 
 4.36515832e+07 -4.41191660e+03  4.12566945e+01 
 4.46683592e+07 -4.41127059e+03  4.16922174e+01 
 4.57088190e+07 -4.41062313e+03  4.21201571e+01 
 4.67735141e+07 -4.40997489e+03  4.25406680e+01 
 4.78630092e+07 -4.40932656e+03  4.29539481e+01 
 4.89778819e+07 -4.40867881e+03  4.33602387e+01 
 5.01187234e+07 -4.40803233e+03  4.37598245e+01 
 5.12861384e+07 -4.40738779e+03  4.41530338e+01 
 5.24807460e+07 -4.40674585e+03  4.45402374e+01 
 5.37031796e+07 -4.40610717e+03  4.49218480e+01 
 5.49540874e+07 -4.40547238e+03  4.52983196e+01 
 5.62341325e+07 -4.40484211e+03  4.56701459e+01 
 5.75439937e+07 -4.40421696e+03  4.60378591e+01 
 5.88843655e+07 -4.40359751e+03  4.64020285e+01 
 6.02559586e+07 -4.40298433e+03  4.67632582e+01 
 6.16595002e+07 -4.40237793e+03  4.71221860e+01 
 6.30957344e+07 -4.40177884e+03  4.74794808e+01 
 6.45654229e+07 -4.40118752e+03  4.78358406e+01 
 6.60693448e+07 -4.40060443e+03  4.81919908e+01 
 6.76082975e+07 -4.40002998e+03  4.85486813e+01 
 6.91830971e+07 -4.39946457e+03  4.89066847e+01 
 7.07945784e+07 -4.39890854e+03  4.92667938e+01 
 7.24435960e+07 -4.39836222e+03  4.96298196e+01 
 7.41310241e+07 -4.39782589e+03  4.99965887e+01 
 7.58577575e+07 -4.39729982e+03  5.03679416e+01 
 7.76247117e+07 -4.39678423e+03  5.07447299e+01 
 7.94328235e+07 -4.39627931e+03  5.11278152e+01 
 8.12830516e+07 -4.39578523e+03  5.15180662e+01 
 8.31763771e+07 -4.39530210e+03  5.19163578e+01 
 8.51138038e+07 -4.39483004e+03  5.23235686e+01 
 8.70963590e+07 -4.39436911e+03  5.27405797e+01 
 8.91250938e+07 -4.39391936e+03  5.31682733e+01 
 9.12010839e+07 -4.39348081e+03  5.36075313e+01 
 9.33254301e+07 -4.39305344e+03  5.40592339e+01 
 9.54992586e+07 -4.39263722e+03  5.45242591e+01 
 9.77237221e+07 -4.39223210e+03  5.50034812e+01 
 1.00000000e+08 -4.39183799e+03  5.54977703e+01 
 1.02329299e+08 -4.39145481e+03  5.60079920e+01 
 1.04712855e+08 -4.39108242e+03  5.65350062e+01 
 1.07151931e+08 -4.39072069e+03  5.70796673e+01 
 1.09647820e+08 -4.39036948e+03  5.76428239e+01 
 1.12201845e+08 -4.39002862e+03  5.82253185e+01 
 1.14815362e+08 -4.38969792e+03  5.88279873e+01 
 1.17489755e+08 -4.38937719e+03  5.94516608e+01 
 1.20226443e+08 -4.38906623e+03  6.00971636e+01 
 1.23026877e+08 -4.38876482e+03  6.07653149e+01 
 1.25892541e+08 -4.38847274e+03  6.14569287e+01 
 1.28824955e+08 -4.38818976e+03  6.21728140e+01 
 1.31825674e+08 -4.38791564e+03  6.29137760e+01 
 1.34896288e+08 -4.38765014e+03  6.36806159e+01 
 1.38038426e+08 -4.38739300e+03  6.44741320e+01 
 1.41253754e+08 -4.38714398e+03  6.52951202e+01 
 1.44543977e+08 -4.38690282e+03  6.61443747e+01 
 1.47910839e+08 -4.38666925e+03  6.70226887e+01 
 1.51356125e+08 -4.38644303e+03  6.79308555e+01 
 1.54881662e+08 -4.38622388e+03  6.88696688e+01 
 1.58489319e+08 -4.38601153e+03  6.98399239e+01 
 1.62181010e+08 -4.38580574e+03  7.08424185e+01 
 1.65958691e+08 -4.38560623e+03  7.18779533e+01 
 1.69824365e+08 -4.38541274e+03  7.29473333e+01 
 1.73780083e+08 -4.38522501e+03  7.40513685e+01 
 1.77827941e+08 -4.38504278e+03  7.51908745e+01 
 1.81970086e+08 -4.38486578e+03  7.63666741e+01 
 1.86208714e+08 -4.38469375e+03  7.75795974e+01 
 1.90546072e+08 -4.38452645e+03  7.88304834e+01 
 1.94984460e+08 -4.38436361e+03  8.01201801e+01 
 1.99526231e+08 -4.38420497e+03  8.14495465e+01 
 2.04173794e+08 -4.38405029e+03  8.28194525e+01 
 2.08929613e+08 -4.38389932e+03  8.42307801e+01 
 2.13796209e+08 -4.38375180e+03  8.56844246e+01 
 2.18776162e+08 -4.38360750e+03  8.71812951e+01 
 2.23872114e+08 -4.38346615e+03  8.87223157e+01 
 2.29086765e+08 -4.38332753e+03  9.03084259e+01 
 2.34422882e+08 -4.38319138e+03  9.19405819e+01 
 2.39883292e+08 -4.38305747e+03  9.36197573e+01 
 2.45470892e+08 -4.38292555e+03  9.53469441e+01 
 2.51188643e+08 -4.38279539e+03  9.71231533e+01 
 2.57039578e+08 -4.38266674e+03  9.89494158e+01 
 2.63026799e+08 -4.38253936e+03  1.00826783e+02 
 2.69153480e+08 -4.38241302e+03  1.02756330e+02 
 2.75422870e+08 -4.38228748e+03  1.04739150e+02 
 2.81838293e+08 -4.38216249e+03  1.06776365e+02 
 2.88403150e+08 -4.38203781e+03  1.08869117e+02 
 2.95120923e+08 -4.38191321e+03  1.11018574e+02 
 3.01995172e+08 -4.38178844e+03  1.13225932e+02 
 3.09029543e+08 -4.38166324e+03  1.15492410e+02 
 3.16227766e+08 -4.38153739e+03  1.17819258e+02 
 3.23593657e+08 -4.38141061e+03  1.20207751e+02 
 3.31131121e+08 -4.38128267e+03  1.22659197e+02 
 3.38844156e+08 -4.38115329e+03  1.25174930e+02 
 3.46736850e+08 -4.38102223e+03  1.27756318e+02 
 3.54813389e+08 -4.38088920e+03  1.30404759e+02 
 3.63078055e+08 -4.38075395e+03  1.33121684e+02 
 3.71535229e+08 -4.38061620e+03  1.35908558e+02 
 3.80189396e+08 -4.38047565e+03  1.38766880e+02 
 3.89045145e+08 -4.38033203e+03  1.41698183e+02 
 3.98107171e+08 -4.38018504e+03  1.44704038e+02 
 4.07380278e+08 -4.38003437e+03  1.47786052e+02 
 4.16869383e+08 -4.37987971e+03  1.50945870e+02 
 4.26579519e+08 -4.37972074e+03  1.54185175e+02 
 4.36515832e+08 -4.37955713e+03  1.57505692e+02 
 4.46683592e+08 -4.37938854e+03  1.60909184e+02 
 4.57088190e+08 -4.37921462e+03  1.64397458e+02 
 4.67735141e+08 -4.37903500e+03  1.67972361e+02 
 4.78630092e+08 -4.37884932e+03  1.71635786e+02 
 4.89778819e+08 -4.37865718e+03  1.75389669e+02 
 5.01187234e+08 -4.37845818e+03  1.79235993e+02 
 5.12861384e+08 -4.37825191e+03  1.83176786e+02 
 5.24807460e+08 -4.37803793e+03  1.87214124e+02 
 5.37031796e+08 -4.37781580e+03  1.91350133e+02 
 5.49540874e+08 -4.37758505e+03  1.95586988e+02 
 5.62341325e+08 -4.37734521e+03  1.99926914e+02 
 5.75439937e+08 -4.37709576e+03  2.04372188e+02 
 5.88843655e+08 -4.37683619e+03  2.08925141e+02 
 6.02559586e+08 -4.37656594e+03  2.13588159e+02 
 6.16595002e+08 -4.37628447e+03  2.18363680e+02 
 6.30957344e+08 -4.37599118e+03  2.23254201e+02 
 6.45654229e+08 -4.37568544e+03  2.28262277e+02 
 6.60693448e+08 -4.37536664e+03  2.33390521e+02 
 6.76082975e+08 -4.37503408e+03  2.38641605e+02 
 6.91830971e+08 -4.37468709e+03  2.44018263e+02 
 7.07945784e+08 -4.37432494e+03  2.49523293e+02 
 7.24435960e+08 -4.37394686e+03  2.55159555e+02 
 7.41310241e+08 -4.37355207e+03  2.60929974e+02 
 7.58577575e+08 -4.37313974e+03  2.66837543e+02 
 7.76247117e+08 -4.37270901e+03  2.72885320e+02 
 7.94328235e+08 -4.37225897e+03  2.79076434e+02 
 8.12830516e+08 -4.37178870e+03  2.85414083e+02 
 8.31763771e+08 -4.37129720e+03  2.91901538e+02 
 8.51138038e+08 -4.37078344e+03  2.98542141e+02 
 8.70963590e+08 -4.37024636e+03  3.05339308e+02 
 8.91250938e+08 -4.36968484e+03  3.12296534e+02 
 9.12010839e+08 -4.36909769e+03  3.19417386e+02 
 9.33254301e+08 -4.36848369e+03  3.26705513e+02 
 9.54992586e+08 -4.36784157e+03  3.34164641e+02 
 9.77237221e+08 -4.36716998e+03  3.41798579e+02 
 1.00000000e+09 -4.36646752e+03  3.49611218e+02 
 1.02329299e+09 -4.36573273e+03  3.57606530e+02 
 1.04712855e+09 -4.36496407e+03  3.65788574e+02 
 1.07151931e+09 -4.36415994e+03  3.74161496e+02 
 1.09647820e+09 -4.36331866e+03  3.82729529e+02 
 1.12201845e+09 -4.36243850e+03  3.91496992e+02 
 1.14815362e+09 -4.36151760e+03  4.00468298e+02 
