 frequency       v(finalp,finaln) v(finalp,finaln) v(v1p,v1n)      v(v1p,v1n)      v(vga1p,vga1n)  v(vga1p,vga1n)  v(v2p,v2n)      v(v2p,v2n)      v(vga2p,vga2n)  v(vga2p,vga2n)  v(bufinp,bufinn) v(bufinp,bufinn) v(outp,outn)    v(outp,outn)   
 1.00000000e+06 -9.29398310e+02  1.76469283e+03 -3.46992216e+02 -2.13917579e+02  4.24454898e+02  2.60764646e+02  1.23795148e+02  3.61140205e+02 -6.47624969e+02 -1.88016372e+03  6.32052264e+02 -1.19999750e+03 -9.29698506e+02  1.76522718e+03 
 1.02329299e+06 -8.94762985e+02  1.84407580e+03 -3.51294257e+02 -2.11639227e+02  4.29691296e+02  2.57966219e+02  1.33552336e+02  3.63900279e+02 -6.98449613e+02 -1.89439916e+03  6.08502798e+02 -1.25397964e+03 -8.95053560e+02  1.84463465e+03 
 1.04712855e+06 -8.56181067e+02  1.92292310e+03 -3.55504686e+02 -2.09299842e+02  4.34815268e+02  2.55094053e+02  1.43391775e+02  3.66346768e+02 -7.49695284e+02 -1.90699999e+03  5.82269690e+02 -1.30759765e+03 -8.56460844e+02  1.92350633e+03 
 1.07151931e+06 -8.13683149e+02  2.00098767e+03 -3.59622079e+02 -2.06903788e+02  4.39825122e+02  2.52153497e+02  1.53296098e+02  3.68478214e+02 -8.01271453e+02 -1.91795908e+03  5.53373738e+02 -1.36068353e+03 -8.13950958e+02  2.00159509e+03 
 1.09647820e+06 -7.67319194e+02  2.07802574e+03 -3.63645264e+02 -2.04455417e+02  4.44719481e+02  2.49149881e+02  1.63248070e+02  3.70294313e+02 -8.53088319e+02 -1.92727535e+03  5.21848914e+02 -1.41307153e+03 -7.67573880e+02  2.07865708e+03 
 1.12201845e+06 -7.17158057e+02  2.15379859e+03 -3.67573319e+02 -2.01959049e+02  4.49497269e+02  2.46088490e+02  1.73230677e+02  3.71795881e+02 -9.05057276e+02 -1.93495354e+03  4.87742035e+02 -1.46459932e+03 -7.17398484e+02  2.15445351e+03 
 1.14815362e+06 -6.63286829e+02  2.22807422e+03 -3.71405564e+02 -1.99418960e+02  4.54157705e+02  2.42974556e+02  1.83227210e+02  3.72984818e+02 -9.57091349e+02 -1.94100403e+03  4.51112321e+02 -1.51510913e+03 -6.63511887e+02  2.22875231e+03 
 1.17489755e+06 -6.05810014e+02  2.30062894e+03 -3.75141546e+02 -1.96839367e+02  4.58700287e+02  2.39813231e+02  1.93221345e+02  3.73864059e+02 -1.00910560e+03 -1.94544259e+03  4.12030830e+02 -1.56444887e+03 -6.06018622e+02  2.30132974e+03 
 1.20226443e+06 -5.44848548e+02  2.37124890e+03 -3.78781035e+02 -1.94224416e+02  4.63124785e+02  2.36609577e+02  2.03197216e+02  3.74437523e+02 -1.06101751e+03 -1.94829008e+03  3.70579794e+02 -1.61247311e+03 -5.45039661e+02  2.37197187e+03 
 1.23026877e+06 -4.80538683e+02  2.43973139e+03 -3.82324013e+02 -1.91578167e+02  4.67431224e+02  2.33368554e+02  2.13139473e+02  3.74710055e+02 -1.11274729e+03 -1.94957219e+03  3.26851861e+02 -1.65904403e+03 -4.80711295e+02  2.44047592e+03 
 1.25892541e+06 -4.13030752e+02  2.50588606e+03 -3.85770661e+02 -1.88904590e+02  4.71619871e+02  2.30095000e+02  2.23033351e+02  3.74687365e+02 -1.16421823e+03 -1.94931910e+03  2.80949254e+02 -1.70403218e+03 -4.13183903e+02  2.50665151e+03 
 1.28824955e+06 -3.42487837e+02  2.56953602e+03 -3.89121348e+02 -1.86207549e+02  4.75691226e+02  2.26793629e+02  2.32864713e+02  3.74375966e+02 -1.21535692e+03 -1.94756513e+03  2.32982864e+02 -1.74731727e+03 -3.42620611e+02  2.57032167e+03 
 1.31825674e+06 -2.69084348e+02  2.63051867e+03 -3.92376623e+02 -1.83490799e+02  4.79646001e+02  2.23469012e+02  2.42620098e+02  3.73783101e+02 -1.26609351e+03 -1.94434839e+03  1.83071287e+02 -1.78878875e+03 -2.69195886e+02  2.63132378e+03 
 1.34896288e+06 -1.93004558e+02  2.68868651e+03 -3.95537199e+02 -1.80757974e+02  4.83485110e+02  2.20125576e+02  2.52286759e+02  3.72916679e+02 -1.31636186e+03 -1.93971044e+03  1.31339823e+02 -1.82834631e+03 -1.93094051e+02  2.68951027e+03 
 1.38038426e+06 -1.14441084e+02  2.74390765e+03 -3.98603942e+02 -1.78012585e+02  4.87209653e+02  2.16767593e+02  2.61852690e+02  3.71785204e+02 -1.36609975e+03 -1.93369591e+03  7.79194511e+01 -1.86590027e+03 -1.14507782e+02  2.74474923e+03 
 1.41253754e+06 -3.35933635e+01  2.79606625e+03 -4.01577863e+02 -1.75258015e+02  4.90820901e+02  2.13399173e+02  2.71306649e+02  3.70397704e+02 -1.41524895e+03 -1.92635211e+03  2.29457818e+01 -1.90137186e+03 -3.36365740e+01  2.79692478e+03 
 1.44543977e+06  4.93338830e+01  2.84506274e+03 -4.04460102e+02 -1.72497512e+02  4.94320284e+02  2.10024265e+02  2.80638177e+02  3.68763661e+02 -1.46375531e+03 -1.91772871e+03 -3.34419771e+01 -1.93469337e+03  4.93147909e+01  2.84593731e+03 
 1.47910839e+06  1.34132158e+02  2.89081391e+03 -4.07251917e+02 -1.69734186e+02  4.97709374e+02  2.06646646e+02  2.89837607e+02  3.66892944e+02 -1.51156883e+03 -1.90787736e+03 -9.11020509e+01 -1.96580823e+03  1.34137754e+02  2.89170359e+03 
 1.51356125e+06  2.20590665e+02  2.93325285e+03 -4.09954678e+02 -1.66971011e+02  5.00989873e+02  2.03269923e+02  2.98896067e+02  3.64795738e+02 -1.55864366e+03 -1.89685131e+03 -1.49891101e+02 -1.99467092e+03  2.20621455e+02  2.93415669e+03 
 1.54881662e+06  3.08497733e+02  2.97232872e+03 -4.12569847e+02 -1.64210819e+02  5.04163600e+02  1.99897533e+02  3.07805477e+02  3.62482487e+02 -1.60493810e+03 -1.88470516e+03 -2.09665196e+02 -2.02124689e+03  3.08554162e+02  2.97324576e+03 
 1.58489319e+06  3.97642180e+02  3.00800645e+03 -4.15098975e+02 -1.61456303e+02  5.07232476e+02  1.96532736e+02  3.16558547e+02  3.59963822e+02 -1.65041452e+03 -1.87149441e+03 -2.70280733e+02 -2.04551229e+03  3.97724629e+02  3.00893572e+03 
 1.62181010e+06  4.87814597e+02  3.04026624e+03 -4.17543689e+02 -1.58710013e+02  5.10198514e+02  1.93178622e+02  3.25148760e+02  3.57250509e+02 -1.69503938e+03 -1.85727527e+03 -3.31595319e+02 -2.06745364e+03  4.87923386e+02  3.04120676e+03 
 1.65958691e+06  5.78808551e+02  3.06910304e+03 -4.19905682e+02 -1.55974361e+02  5.13063804e+02  1.89838110e+02  3.33570362e+02  3.54353389e+02 -1.73878307e+03 -1.84210430e+03 -3.93468580e+02 -2.08706753e+03  5.78943937e+02  3.07005383e+03 
 1.69824365e+06  6.70421690e+02  3.09452586e+03 -4.22186703e+02 -1.53251619e+02  5.15830505e+02  1.86513947e+02  3.41818335e+02  3.51283325e+02 -1.78161983e+03 -1.82603814e+03 -4.55762921e+02 -2.10436006e+03  6.70583871e+02  3.09548594e+03 
