 time            v(bufinp)       v(bufinn)       v(outp)         v(outn)        
 0.00000000e+00  2.23500000e+00  2.23500000e+00  2.85831609e+00  2.85831609e+00 
 2.00000000e-14  2.23502309e+00  2.23497691e+00  2.85832082e+00  2.85831135e+00 
 4.00000000e-14  2.23504618e+00  2.23495382e+00  2.85832583e+00  2.85830634e+00 
 8.00000000e-14  2.23509236e+00  2.23490764e+00  2.85833633e+00  2.85829584e+00 
 1.60000000e-13  2.23518473e+00  2.23481527e+00  2.85835793e+00  2.85827424e+00 
 3.20000000e-13  2.23536945e+00  2.23463055e+00  2.85839476e+00  2.85823741e+00 
 6.40000000e-13  2.23573890e+00  2.23426110e+00  2.85841312e+00  2.85821902e+00 
 1.28000000e-12  2.23647779e+00  2.23352221e+00  2.85819513e+00  2.85843663e+00 
 2.56000000e-12  2.23795548e+00  2.23204452e+00  2.85702795e+00  2.85960020e+00 
 4.56000000e-12  2.24026396e+00  2.22973604e+00  2.85430344e+00  2.86230993e+00 
 6.56000000e-12  2.24257161e+00  2.22742839e+00  2.85120688e+00  2.86538159e+00 
 8.56000000e-12  2.24487806e+00  2.22512194e+00  2.84805563e+00  2.86850019e+00 
 1.05600000e-11  2.24718295e+00  2.22281705e+00  2.84492903e+00  2.87158884e+00 
 1.25600000e-11  2.24948592e+00  2.22051408e+00  2.84182667e+00  2.87464990e+00 
 1.45600000e-11  2.25178660e+00  2.21821340e+00  2.83873679e+00  2.87769646e+00 
 1.65600000e-11  2.25408463e+00  2.21591537e+00  2.83565283e+00  2.88073583e+00 
 1.85600000e-11  2.25637964e+00  2.21362036e+00  2.83257310e+00  2.88377010e+00 
 2.05600000e-11  2.25867128e+00  2.21132872e+00  2.82949796e+00  2.88679909e+00 
 2.25600000e-11  2.26095918e+00  2.20904082e+00  2.82642834e+00  2.88982196e+00 
 2.45600000e-11  2.26324298e+00  2.20675702e+00  2.82336514e+00  2.89283786e+00 
 2.65600000e-11  2.26552232e+00  2.20447768e+00  2.82030916e+00  2.89584598e+00 
 2.85600000e-11  2.26779685e+00  2.20220315e+00  2.81726159e+00  2.89884525e+00 
 3.05600000e-11  2.27006619e+00  2.19993381e+00  2.81422277e+00  2.90183524e+00 
 3.25600000e-11  2.27233000e+00  2.19767000e+00  2.81119314e+00  2.90481543e+00 
 3.45600000e-11  2.27458791e+00  2.19541209e+00  2.80817345e+00  2.90778506e+00 
 3.65600000e-11  2.27683957e+00  2.19316043e+00  2.80516452e+00  2.91074335e+00 
 3.85600000e-11  2.27908462e+00  2.19091538e+00  2.80216709e+00  2.91368954e+00 
 4.05600000e-11  2.28132271e+00  2.18867729e+00  2.79918189e+00  2.91662292e+00 
 4.25600000e-11  2.28355349e+00  2.18644651e+00  2.79620961e+00  2.91954280e+00 
 4.45600000e-11  2.28577660e+00  2.18422340e+00  2.79325095e+00  2.92244847e+00 
 4.65600000e-11  2.28799169e+00  2.18200831e+00  2.79030658e+00  2.92533926e+00 
 4.85600000e-11  2.29019841e+00  2.17980159e+00  2.78737720e+00  2.92821445e+00 
 5.05600000e-11  2.29239642e+00  2.17760358e+00  2.78446349e+00  2.93107338e+00 
 5.25600000e-11  2.29458536e+00  2.17541464e+00  2.78156613e+00  2.93391536e+00 
 5.45600000e-11  2.29676489e+00  2.17323511e+00  2.77868580e+00  2.93673970e+00 
 5.65600000e-11  2.29893467e+00  2.17106533e+00  2.77582317e+00  2.93954573e+00 
 5.85600000e-11  2.30109436e+00  2.16890564e+00  2.77297891e+00  2.94233277e+00 
 6.05600000e-11  2.30324360e+00  2.16675640e+00  2.77015369e+00  2.94510017e+00 
 6.25600000e-11  2.30538207e+00  2.16461793e+00  2.76734817e+00  2.94784725e+00 
 6.45600000e-11  2.30750943e+00  2.16249057e+00  2.76456302e+00  2.95057335e+00 
 6.65600000e-11  2.30962534e+00  2.16037466e+00  2.76179888e+00  2.95327782e+00 
 6.85600000e-11  2.31172946e+00  2.15827054e+00  2.75905642e+00  2.95596000e+00 
 7.05600000e-11  2.31382147e+00  2.15617853e+00  2.75633627e+00  2.95861924e+00 
 7.25600000e-11  2.31590102e+00  2.15409898e+00  2.75363909e+00  2.96125491e+00 
 7.45600000e-11  2.31796781e+00  2.15203219e+00  2.75096551e+00  2.96386636e+00 
 7.65600000e-11  2.32002149e+00  2.14997851e+00  2.74831617e+00  2.96645296e+00 
 7.85600000e-11  2.32206175e+00  2.14793825e+00  2.74569169e+00  2.96901408e+00 
 8.05600000e-11  2.32408826e+00  2.14591174e+00  2.74309271e+00  2.97154910e+00 
 8.25600000e-11  2.32610070e+00  2.14389930e+00  2.74051985e+00  2.97405741e+00 
 8.45600000e-11  2.32809875e+00  2.14190125e+00  2.73797371e+00  2.97653839e+00 
 8.65600000e-11  2.33008210e+00  2.13991790e+00  2.73545490e+00  2.97899145e+00 
 8.85600000e-11  2.33205044e+00  2.13794956e+00  2.73296404e+00  2.98141598e+00 
 9.05600000e-11  2.33400345e+00  2.13599655e+00  2.73050171e+00  2.98381141e+00 
 9.25600000e-11  2.33594083e+00  2.13405917e+00  2.72806849e+00  2.98617716e+00 
 9.45600000e-11  2.33786227e+00  2.13213773e+00  2.72566499e+00  2.98851265e+00 
 9.65600000e-11  2.33976747e+00  2.13023253e+00  2.72329175e+00  2.99081733e+00 
 9.85600000e-11  2.34165612e+00  2.12834388e+00  2.72094936e+00  2.99309065e+00 
 1.00560000e-10  2.34352793e+00  2.12647207e+00  2.71863836e+00  2.99533208e+00 
 1.02560000e-10  2.34538260e+00  2.12461740e+00  2.71635931e+00  2.99754108e+00 
 1.04560000e-10  2.34721985e+00  2.12278015e+00  2.71411273e+00  2.99971714e+00 
 1.06560000e-10  2.34903937e+00  2.12096063e+00  2.71189916e+00  3.00185976e+00 
 1.08560000e-10  2.35084088e+00  2.11915912e+00  2.70971910e+00  3.00396847e+00 
 1.10560000e-10  2.35262410e+00  2.11737590e+00  2.70757307e+00  3.00604278e+00 
 1.12560000e-10  2.35438875e+00  2.11561125e+00  2.70546155e+00  3.00808226e+00 
 1.14560000e-10  2.35613454e+00  2.11386546e+00  2.70338501e+00  3.01008645e+00 
 1.16560000e-10  2.35786120e+00  2.11213880e+00  2.70134393e+00  3.01205495e+00 
 1.18560000e-10  2.35956847e+00  2.11043153e+00  2.69933873e+00  3.01398736e+00 
 1.20560000e-10  2.36125606e+00  2.10874394e+00  2.69736987e+00  3.01588330e+00 
 1.22560000e-10  2.36292371e+00  2.10707629e+00  2.69543773e+00  3.01774242e+00 
 1.24560000e-10  2.36457117e+00  2.10542883e+00  2.69354274e+00  3.01956440e+00 
 1.26560000e-10  2.36619816e+00  2.10380184e+00  2.69168524e+00  3.02134892e+00 
 1.28560000e-10  2.36780444e+00  2.10219556e+00  2.68986561e+00  3.02309571e+00 
