 frequency       v(finalp,finaln) v(finalp,finaln)
 6.76082975e+06  3.98885629e+03  7.84799956e+02 
 6.91830971e+06  3.99366555e+03  7.65601477e+02 
 7.07945784e+06  3.99824223e+03  7.46757365e+02 
 7.24435960e+06  4.00259529e+03  7.28260812e+02 
 7.41310241e+06  4.00673327e+03  7.10104973e+02 
 7.58577575e+06  4.01066426e+03  6.92282978e+02 
 7.76247117e+06  4.01439600e+03  6.74787942e+02 
 7.94328235e+06  4.01793578e+03  6.57612968e+02 
 8.12830516e+06  4.02129056e+03  6.40751159e+02 
 8.31763771e+06  4.02446690e+03  6.24195622e+02 
 8.51138038e+06  4.02747100e+03  6.07939474e+02 
 8.70963590e+06  4.03030871e+03  5.91975845e+02 
 8.91250938e+06  4.03298555e+03  5.76297890e+02 
 9.12010839e+06  4.03550667e+03  5.60898782e+02 
 9.33254301e+06  4.03787690e+03  5.45771725e+02 
 9.54992586e+06  4.04010076e+03  5.30909954e+02 
 9.77237221e+06  4.04218243e+03  5.16306734e+02 
 1.00000000e+07  4.04412578e+03  5.01955368e+02 
 1.02329299e+07  4.04593436e+03  4.87849196e+02 
 1.04712855e+07  4.04761140e+03  4.73981596e+02 
 1.07151931e+07  4.04915984e+03  4.60345990e+02 
 1.09647820e+07  4.05058228e+03  4.46935837e+02 
 1.12201845e+07  4.05188104e+03  4.33744644e+02 
 1.14815362e+07  4.05305810e+03  4.20765959e+02 
 1.17489755e+07  4.05411513e+03  4.07993378e+02 
 1.20226443e+07  4.05505347e+03  3.95420540e+02 
 1.23026877e+07  4.05587415e+03  3.83041134e+02 
 1.25892541e+07  4.05657783e+03  3.70848898e+02 
 1.28824955e+07  4.05716486e+03  3.58837620e+02 
 1.31825674e+07  4.05763520e+03  3.47001141e+02 
 1.34896288e+07  4.05798846e+03  3.35333359e+02 
 1.38038426e+07  4.05822385e+03  3.23828228e+02 
 1.41253754e+07  4.05834017e+03  3.12479768e+02 
 1.44543977e+07  4.05833580e+03  3.01282069e+02 
 1.47910839e+07  4.05820868e+03  2.90229294e+02 
 1.51356125e+07  4.05795624e+03  2.79315694e+02 
 1.54881662e+07  4.05757543e+03  2.68535613e+02 
 1.58489319e+07  4.05706265e+03  2.57883506e+02 
 1.62181010e+07  4.05641369e+03  2.47353953e+02 
 1.65958691e+07  4.05562375e+03  2.36941681e+02 
 1.69824365e+07  4.05468734e+03  2.26641586e+02 
 1.73780083e+07  4.05359822e+03  2.16448767e+02 
 1.77827941e+07  4.05234939e+03  2.06358564e+02 
 1.81970086e+07  4.05093296e+03  1.96366599e+02 
 1.86208714e+07  4.04934011e+03  1.86468835e+02 
 1.90546072e+07  4.04756102e+03  1.76661641e+02 
 1.94984460e+07  4.04558472e+03  1.66941874e+02 
 1.99526231e+07  4.04339907e+03  1.57306979e+02 
 2.04173794e+07  4.04099057e+03  1.47755105e+02 
 2.08929613e+07  4.03834430e+03  1.38285254e+02 
 2.13796209e+07  4.03544375e+03  1.28897449e+02 
 2.18776162e+07  4.03227071e+03  1.19592950e+02 
 2.23872114e+07  4.02880512e+03  1.10374507e+02 
 2.29086765e+07  4.02502493e+03  1.01246666e+02 
 2.34422882e+07  4.02090592e+03  9.22161387e+01 
 2.39883292e+07  4.01642162e+03  8.32922491e+01 
 2.45470892e+07  4.01154315e+03  7.44874651e+01 
 2.51188643e+07  4.00623913e+03  6.58180389e+01 
 2.57039578e+07  4.00047565e+03  5.73047694e+01 
 2.63026799e+07  3.99421632e+03  4.89739083e+01 
 2.69153480e+07  3.98742238e+03  4.08582298e+01 
 2.75422870e+07  3.98005307e+03  3.29982832e+01 
 2.81838293e+07  3.97206609e+03  2.54438454e+01 
 2.88403150e+07  3.96341851e+03  1.82555802e+01 
 2.95120923e+07  3.95406800e+03  1.15068988e+01 
 3.01995172e+07  3.94397465e+03  5.28598854e+00 
 3.09029543e+07  3.93310351e+03 -3.02060805e-01 
 3.16227766e+07  3.92142802e+03 -5.13316423e+00 
 3.23593657e+07  3.90893455e+03 -9.06240036e+00 
 3.31131121e+07  3.89562832e+03 -1.19227569e+01 
 3.38844156e+07  3.88154072e+03 -1.35249516e+01 
 3.46736850e+07  3.86673819e+03 -1.36589984e+01 
 3.54813389e+07  3.85133246e+03 -1.20983813e+01 
 3.63078055e+07  3.83549160e+03 -8.60785294e+00 
 3.71535229e+07  3.81945073e+03 -2.95591128e+00 
 3.80189396e+07  3.80352083e+03  5.06719047e+00 
 3.89045145e+07  3.78809289e+03  1.56256380e+01 
 3.98107171e+07  3.77363454e+03  2.88093037e+01 
 4.07380278e+07  3.76067561e+03  4.46025595e+01 
 4.16869383e+07  3.74978048e+03  6.28551649e+01 
 4.26579519e+07  3.74150665e+03  8.32615263e+01 
 4.36515832e+07  3.73635251e+03  1.05355315e+02 
 4.46683592e+07  3.73470131e+03  1.28525129e+02 
 4.57088190e+07  3.73677122e+03  1.52053180e+02 
 4.67735141e+07  3.74258231e+03  1.75173440e+02 
 4.78630092e+07  3.75194868e+03  1.97140180e+02 
 4.89778819e+07  3.76449815e+03  2.17294397e+02 
 5.01187234e+07  3.77971548e+03  2.35116047e+02 
 5.12861384e+07  3.79699961e+03  2.50253972e+02 
 5.24807460e+07  3.81572344e+03  2.62531406e+02 
 5.37031796e+07  3.83528607e+03  2.71930509e+02 
 5.49540874e+07  3.85515126e+03  2.78562900e+02 
 5.62341325e+07  3.87487008e+03  2.82633964e+02 
 5.75439937e+07  3.89408921e+03  2.84407519e+02 
 5.88843655e+07  3.91254824e+03  2.84175207e+02 
 6.02559586e+07  3.93006991e+03  2.82232660e+02 
 6.16595002e+07  3.94654686e+03  2.78862764e+02 
 6.30957344e+07  3.96192740e+03  2.74325218e+02 
 6.45654229e+07  3.97620214e+03  2.68851100e+02 
 6.60693448e+07  3.98939224e+03  2.62641075e+02 
 6.76082975e+07  4.00153985e+03  2.55866029e+02 
 6.91830971e+07  4.01270040e+03  2.48669174e+02 
 7.07945784e+07  4.02293693e+03  2.41168900e+02 
 7.24435960e+07  4.03231582e+03  2.33461914e+02 
 7.41310241e+07  4.04090377e+03  2.25626338e+02 
 7.58577575e+07  4.04876586e+03  2.17724605e+02 
 7.76247117e+07  4.05596414e+03  2.09806062e+02 
 7.94328235e+07  4.06255695e+03  2.01909231e+02 
 8.12830516e+07  4.06859846e+03  1.94063764e+02 
 8.31763771e+07  4.07413859e+03  1.86292078e+02 
 8.51138038e+07  4.07922300e+03  1.78610731e+02 
 8.70963590e+07  4.08389330e+03  1.71031558e+02 
 8.91250938e+07  4.08818725e+03  1.63562603e+02 
 9.12010839e+07  4.09213904e+03  1.56208887e+02 
 9.33254301e+07  4.09577958e+03  1.48973029e+02 
 9.54992586e+07  4.09913674e+03  1.41855755e+02 
 9.77237221e+07  4.10223568e+03  1.34856303e+02 
 1.00000000e+08  4.10509909e+03  1.27972756e+02 
 1.02329299e+08  4.10774741e+03  1.21202310e+02 
 1.04712855e+08  4.11019909e+03  1.14541483e+02 
 1.07151931e+08  4.11247074e+03  1.07986289e+02 
 1.09647820e+08  4.11457739e+03  1.01532373e+02 
 1.12201845e+08  4.11653260e+03  9.51751203e+01 
 1.14815362e+08  4.11834861e+03  8.89097420e+01 
 1.17489755e+08  4.12003651e+03  8.27313416e+01 
 1.20226443e+08  4.12160635e+03  7.66349681e+01 
 1.23026877e+08  4.12306720e+03  7.06156573e+01 
 1.25892541e+08  4.12442732e+03  6.46684625e+01 
 1.28824955e+08  4.12569420e+03  5.87884783e+01 
 1.31825674e+08  4.12687463e+03  5.29708583e+01 
 1.34896288e+08  4.12797480e+03  4.72108274e+01 
 1.38038426e+08  4.12900034e+03  4.15036903e+01 
 1.41253754e+08  4.12995638e+03  3.58448372e+01 
 1.44543977e+08  4.13084760e+03  3.02297470e+01 
 1.47910839e+08  4.13167825e+03  2.46539880e+01 
 1.51356125e+08  4.13245224e+03  1.91132177e+01 
 1.54881662e+08  4.13317311e+03  1.36031814e+01 
 1.58489319e+08  4.13384412e+03  8.11970924e+00 
 1.62181010e+08  4.13446823e+03  2.65871368e+00 
 1.65958691e+08  4.13504815e+03 -2.78381469e+00 
 1.69824365e+08  4.13558638e+03 -8.21181088e+00 
 1.73780083e+08  4.13608517e+03 -1.36291398e+01 
 1.77827941e+08  4.13654661e+03 -1.90396007e+01 
 1.81970086e+08  4.13697259e+03 -2.44469316e+01 
 1.86208714e+08  4.13736483e+03 -2.98548138e+01 
 1.90546072e+08  4.13772492e+03 -3.52668764e+01 
 1.94984460e+08  4.13805430e+03 -4.06867007e+01 
 1.99526231e+08  4.13835427e+03 -4.61178246e+01 
 2.04173794e+08  4.13862602e+03 -5.15637471e+01 
 2.08929613e+08  4.13887063e+03 -5.70279319e+01 
 2.13796209e+08  4.13908907e+03 -6.25138121e+01 
 2.18776162e+08  4.13928222e+03 -6.80247937e+01 
 2.23872114e+08  4.13945085e+03 -7.35642599e+01 
 2.29086765e+08  4.13959566e+03 -7.91355742e+01 
 2.34422882e+08  4.13971727e+03 -8.47420844e+01 
 2.39883292e+08  4.13981621e+03 -9.03871261e+01 
 2.45470892e+08  4.13989296e+03 -9.60740259e+01 
 2.51188643e+08  4.13994791e+03 -1.01806104e+02 
 2.57039578e+08  4.13998138e+03 -1.07586680e+02 
 2.63026799e+08  4.13999366e+03 -1.13419071e+02 
 2.69153480e+08  4.13998494e+03 -1.19306600e+02 
 2.75422870e+08  4.13995538e+03 -1.25252595e+02 
 2.81838293e+08  4.13990506e+03 -1.31260392e+02 
 2.88403150e+08  4.13983403e+03 -1.37333342e+02 
 2.95120923e+08  4.13974226e+03 -1.43474807e+02 
 3.01995172e+08  4.13962969e+03 -1.49688166e+02 
 3.09029543e+08  4.13949620e+03 -1.55976819e+02 
 3.16227766e+08  4.13934162e+03 -1.62344185e+02 
 3.23593657e+08  4.13916573e+03 -1.68793710e+02 
 3.31131121e+08  4.13896825e+03 -1.75328864e+02 
 3.38844156e+08  4.13874887e+03 -1.81953145e+02 
 3.46736850e+08  4.13850722e+03 -1.88670083e+02 
 3.54813389e+08  4.13824289e+03 -1.95483239e+02 
 3.63078055e+08  4.13795540e+03 -2.02396210e+02 
 3.71535229e+08  4.13764424e+03 -2.09412628e+02 
 3.80189396e+08  4.13730884e+03 -2.16536165e+02 
 3.89045145e+08  4.13694860e+03 -2.23770534e+02 
 3.98107171e+08  4.13656284e+03 -2.31119488e+02 
 4.07380278e+08  4.13615084e+03 -2.38586827e+02 
 4.16869383e+08  4.13571184e+03 -2.46176395e+02 
 4.26579519e+08  4.13524500e+03 -2.53892086e+02 
 4.36515832e+08  4.13474946e+03 -2.61737842e+02 
 4.46683592e+08  4.13422427e+03 -2.69717658e+02 
 4.57088190e+08  4.13366845e+03 -2.77835582e+02 
 4.67735141e+08  4.13308095e+03 -2.86095715e+02 
 4.78630092e+08  4.13246065e+03 -2.94502219e+02 
 4.89778819e+08  4.13180639e+03 -3.03059310e+02 
 5.01187234e+08  4.13111693e+03 -3.11771266e+02 
 5.12861384e+08  4.13039098e+03 -3.20642429e+02 
 5.24807460e+08  4.12962717e+03 -3.29677201e+02 
 5.37031796e+08  4.12882406e+03 -3.38880051e+02 
 5.49540874e+08  4.12798015e+03 -3.48255514e+02 
 5.62341325e+08  4.12709387e+03 -3.57808196e+02 
 5.75439937e+08  4.12616355e+03 -3.67542769e+02 
 5.88843655e+08  4.12518747e+03 -3.77463981e+02 
 6.02559586e+08  4.12416382e+03 -3.87576649e+02 
 6.16595002e+08  4.12309069e+03 -3.97885669e+02 
 6.30957344e+08  4.12196611e+03 -4.08396012e+02 
 6.45654229e+08  4.12078801e+03 -4.19112727e+02 
 6.60693448e+08  4.11955422e+03 -4.30040944e+02 
 6.76082975e+08  4.11826247e+03 -4.41185872e+02 
 6.91830971e+08  4.11691042e+03 -4.52552806e+02 
 7.07945784e+08  4.11549559e+03 -4.64147124e+02 
 7.24435960e+08  4.11401542e+03 -4.75974291e+02 
 7.41310241e+08  4.11246723e+03 -4.88039859e+02 
 7.58577575e+08  4.11084821e+03 -5.00349471e+02 
 7.76247117e+08  4.10915546e+03 -5.12908860e+02 
 7.94328235e+08  4.10738592e+03 -5.25723850e+02 
 8.12830516e+08  4.10553643e+03 -5.38800363e+02 
 8.31763771e+08  4.10360368e+03 -5.52144412e+02 
 8.51138038e+08  4.10158423e+03 -5.65762109e+02 
 8.70963590e+08  4.09947449e+03 -5.79659665e+02 
 8.91250938e+08  4.09727070e+03 -5.93843390e+02 
 9.12010839e+08  4.09496897e+03 -6.08319694e+02 
 9.33254301e+08  4.09256523e+03 -6.23095091e+02 
 9.54992586e+08  4.09005525e+03 -6.38176197e+02 
 9.77237221e+08  4.08743460e+03 -6.53569732e+02 
 1.00000000e+09  4.08469869e+03 -6.69282524e+02 
 1.02329299e+09  4.08184272e+03 -6.85321505e+02 
 1.04712855e+09  4.07886169e+03 -7.01693715e+02 
 1.07151931e+09  4.07575039e+03 -7.18406302e+02 
 1.09647820e+09  4.07250340e+03 -7.35466521e+02 
 1.12201845e+09  4.06911505e+03 -7.52881737e+02 
 1.14815362e+09  4.06557946e+03 -7.70659425e+02 
 1.17489755e+09  4.06189048e+03 -7.88807166e+02 
 1.20226443e+09  4.05804170e+03 -8.07332652e+02 
 1.23026877e+09  4.05402645e+03 -8.26243682e+02 
 1.25892541e+09  4.04983778e+03 -8.45548165e+02 
 1.28824955e+09  4.04546844e+03 -8.65254114e+02 
 1.31825674e+09  4.04091086e+03 -8.85369651e+02 
 1.34896288e+09  4.03615719e+03 -9.05902998e+02 
 1.38038426e+09  4.03119920e+03 -9.26862485e+02 
 1.41253754e+09  4.02602834e+03 -9.48256538e+02 
 1.44543977e+09  4.02063570e+03 -9.70093684e+02 
 1.47910839e+09  4.01501199e+03 -9.92382545e+02 
 1.51356125e+09  4.00914752e+03 -1.01513184e+03 
 1.54881662e+09  4.00303221e+03 -1.03835036e+03 
 1.58489319e+09  3.99665552e+03 -1.06204701e+03 
 1.62181010e+09  3.99000650e+03 -1.08623075e+03 
 1.65958691e+09  3.98307374e+03 -1.11091063e+03 
 1.69824365e+09  3.97584532e+03 -1.13609576e+03 
 1.73780083e+09  3.96830886e+03 -1.16179534e+03 
 1.77827941e+09  3.96045143e+03 -1.18801860e+03 
 1.81970086e+09  3.95225957e+03 -1.21477483e+03 
 1.86208714e+09  3.94371926e+03 -1.24207338e+03 
 1.90546072e+09  3.93481590e+03 -1.26992364e+03 
 1.94984460e+09  3.92553427e+03 -1.29833499e+03 
 1.99526231e+09  3.91585852e+03 -1.32731689e+03 
 2.04173794e+09  3.90577215e+03 -1.35687876e+03 
 2.08929613e+09  3.89525797e+03 -1.38703005e+03 
 2.13796209e+09  3.88429807e+03 -1.41778020e+03 
 2.18776162e+09  3.87287382e+03 -1.44913861e+03 
 2.23872114e+09  3.86096581e+03 -1.48111467e+03 
 2.29086765e+09  3.84855380e+03 -1.51371771e+03 
 2.34422882e+09  3.83561676e+03 -1.54695702e+03 
 2.39883292e+09  3.82213276e+03 -1.58084179e+03 
 2.45470892e+09  3.80807896e+03 -1.61538114e+03 
 2.51188643e+09  3.79343160e+03 -1.65058408e+03 
 2.57039578e+09  3.77816591e+03 -1.68645950e+03 
 2.63026799e+09  3.76225610e+03 -1.72301615e+03 
 2.69153480e+09  3.74567530e+03 -1.76026260e+03 
 2.75422870e+09  3.72839552e+03 -1.79820728e+03 
 2.81838293e+09  3.71038761e+03 -1.83685836e+03 
 2.88403150e+09  3.69162118e+03 -1.87622383e+03 
 2.95120923e+09  3.67206454e+03 -1.91631140e+03 
 3.01995172e+09  3.65168469e+03 -1.95712850e+03 
 3.09029543e+09  3.63044719e+03 -1.99868223e+03 
 3.16227766e+09  3.60831612e+03 -2.04097935e+03 
 3.23593657e+09  3.58525402e+03 -2.08402624e+03 
 3.31131121e+09  3.56122179e+03 -2.12782883e+03 
 3.38844156e+09  3.53617860e+03 -2.17239258e+03 
 3.46736850e+09  3.51008182e+03 -2.21772243e+03 
 3.54813389e+09  3.48288693e+03 -2.26382274e+03 
 3.63078055e+09  3.45454736e+03 -2.31069722e+03 
 3.71535229e+09  3.42501448e+03 -2.35834886e+03 
 3.80189396e+09  3.39423736e+03 -2.40677989e+03 
 3.89045145e+09  3.36216277e+03 -2.45599163e+03 
 3.98107171e+09  3.32873496e+03 -2.50598448e+03 
 4.07380278e+09  3.29389555e+03 -2.55675773e+03 
 4.16869383e+09  3.25758336e+03 -2.60830951e+03 
 4.26579519e+09  3.21973431e+03 -2.66063664e+03 
 4.36515832e+09  3.18028117e+03 -2.71373445e+03 
 4.46683592e+09  3.13915344e+03 -2.76759668e+03 
 4.57088190e+09  3.09627712e+03 -2.82221527e+03 
 4.67735141e+09  3.05157455e+03 -2.87758014e+03 
 4.78630092e+09  3.00496418e+03 -2.93367900e+03 
 4.89778819e+09  2.95636032e+03 -2.99049711e+03 
 5.01187234e+09  2.90567297e+03 -3.04801694e+03 
 5.12861384e+09  2.85280750e+03 -3.10621795e+03 
 5.24807460e+09  2.79766447e+03 -3.16507618e+03 
 5.37031796e+09  2.74013931e+03 -3.22456389e+03 
 5.49540874e+09  2.68012206e+03 -3.28464916e+03 
 5.62341325e+09  2.61749709e+03 -3.34529537e+03 
 5.75439937e+09  2.55214279e+03 -3.40646073e+03 
 5.88843655e+09  2.48393130e+03 -3.46809765e+03 
 6.02559586e+09  2.41272815e+03 -3.53015213e+03 
 6.16595002e+09  2.33839199e+03 -3.59256301e+03 
 6.30957344e+09  2.26077425e+03 -3.65526120e+03 
 6.45654229e+09  2.17971884e+03 -3.71816876e+03 
 6.60693448e+09  2.09506183e+03 -3.78119796e+03 
 6.76082975e+09  2.00663115e+03 -3.84425013e+03 
 6.91830971e+09  1.91424634e+03 -3.90721450e+03 
 7.07945784e+09  1.81771823e+03 -3.96996681e+03 
 7.24435960e+09  1.71684876e+03 -4.03236782e+03 
 7.41310241e+09  1.61143078e+03 -4.09426167e+03 
 7.58577575e+09  1.50124792e+03 -4.15547399e+03 
 7.76247117e+09  1.38607454e+03 -4.21580990e+03 
 7.94328235e+09  1.26567576e+03 -4.27505170e+03 
 8.12830516e+09  1.13980760e+03 -4.33295635e+03 
 8.31763771e+09  1.00821730e+03 -4.38925269e+03 
 8.51138038e+09  8.70643755e+02 -4.44363829e+03 
 8.70963590e+09  7.26818250e+02 -4.49577609e+03 
 8.91250938e+09  5.76465380e+02 -4.54529052e+03 
 9.12010839e+09  4.19304355e+02 -4.59176333e+03 
 9.33254301e+09  2.55050685e+02 -4.63472894e+03 
 9.54992586e+09  8.34183542e+01 -4.67366930e+03 
 9.77237221e+09 -9.58774143e+01 -4.70800827e+03 
 1.00000000e+10 -2.83116677e+02 -4.73710541e+03 
 1.02329299e+10 -4.78570427e+02 -4.76024923e+03 
 1.04712855e+10 -6.82495205e+02 -4.77664978e+03 
 1.07151931e+10 -8.95126460e+02 -4.78543065e+03 
 1.09647820e+10 -1.11667039e+03 -4.78562032e+03 
 1.12201845e+10 -1.34729399e+03 -4.77614293e+03 
 1.14815362e+10 -1.58711290e+03 -4.75580846e+03 
 1.17489755e+10 -1.83617668e+03 -4.72330251e+03 
 1.20226443e+10 -2.09445102e+03 -4.67717576e+03 
 1.23026877e+10 -2.36179622e+03 -4.61583339e+03 
 1.25892541e+10 -2.63794136e+03 -4.53752496e+03 
 1.28824955e+10 -2.92245339e+03 -4.44033499e+03 
 1.31825674e+10 -3.21470017e+03 -4.32217532e+03 
 1.34896288e+10 -3.51380666e+03 -4.18078007e+03 
 1.38038426e+10 -3.81860301e+03 -4.01370461e+03 
 1.41253754e+10 -4.12756368e+03 -3.81833045e+03 
 1.44543977e+10 -4.43873646e+03 -3.59187848e+03 
 1.47910839e+10 -4.74966042e+03 -3.33143373e+03 
 1.51356125e+10 -5.05727234e+03 -3.03398581e+03 
 1.54881662e+10 -5.35780160e+03 -2.69649029e+03 
 1.58489319e+10 -5.64665452e+03 -2.31595748e+03 
 1.62181010e+10 -5.91829075e+03 -1.88957671e+03 
 1.65958691e+10 -6.16609670e+03 -1.41488562e+03 
 1.69824365e+10 -6.38226431e+03 -8.89995197e+02 
 1.73780083e+10 -6.55768838e+03 -3.13882500e+02 
 1.77827941e+10 -6.68190192e+03  3.13237549e+02 
 1.81970086e+10 -6.74307749e+03  9.89451817e+02 
 1.86208714e+10 -6.72813251e+03  1.71059614e+03 
 1.90546072e+10 -6.62298771e+03  2.46961641e+03 
 1.94984460e+10 -6.41303910e+03  3.25586734e+03 
 1.99526231e+10 -6.08391138e+03  4.05439957e+03 
 2.04173794e+10 -5.62256002e+03  4.84532280e+03 
 2.08929613e+10 -5.01877264e+03  5.60338059e+03 
 2.13796209e+10 -4.26707804e+03  6.29792519e+03 
 2.18776162e+10 -3.36899323e+03  6.89352777e+03 
 2.23872114e+10 -2.33541848e+03  7.35147909e+03 
 2.29086765e+10 -1.18883370e+03  7.63239734e+03 
 2.34422882e+10  3.52188906e+01  7.70002950e+03 
 2.39883292e+10  1.28800514e+03  7.52608378e+03 
 2.45470892e+10  2.50945944e+03  7.09557390e+03 
 2.51188643e+10  3.63245683e+03  6.41175837e+03 
 2.57039578e+10  4.58944123e+03  5.49945993e+03 
 2.63026799e+10  5.32067166e+03  4.40553497e+03 
 2.69153480e+10  5.78264935e+03  3.19567384e+03 
 2.75422870e+10  5.95486892e+03  1.94754941e+03 
 2.81838293e+10  5.84316431e+03  7.41371512e+02 
 2.88403150e+10  5.47867182e+03 -3.50241114e+02 
 2.95120923e+10  4.91259077e+03 -1.27087486e+03 
 3.01995172e+10  4.20804961e+03 -1.98566295e+03 
 3.09029543e+10  3.43103941e+03 -2.48258130e+03 
 3.16227766e+10  2.64235171e+03 -2.77004170e+03 
 3.23593657e+10  1.89186133e+03 -2.87195181e+03 
 3.31131121e+10  1.21565053e+03 -2.82172480e+03 
 3.38844156e+10  6.35718761e+02 -2.65655164e+03 
 3.46736850e+10  1.61566126e+02 -2.41279711e+03 
 3.54813389e+10 -2.07190495e+02 -2.12287564e+03 
 3.63078055e+10 -4.77900073e+02 -1.81356390e+03 
 3.71535229e+10 -6.62167499e+02 -1.50547449e+03 
 3.80189396e+10 -7.73626744e+02 -1.21333354e+03 
 3.89045145e+10 -8.26287399e+02 -9.46726393e+02 
 3.98107171e+10 -8.33424987e+02 -7.11046550e+02 
 4.07380278e+10 -8.06924317e+02 -5.08467047e+02 
 4.16869383e+10 -7.56966020e+02 -3.38826920e+02 
 4.26579519e+10 -6.91952269e+02 -2.00381511e+02 
 4.36515832e+10 -6.18585220e+02 -9.04024298e+01 
 4.46683592e+10 -5.42032454e+02 -5.63489527e+00 
 4.57088190e+10 -4.66132940e+02  5.73689711e+01 
 4.67735141e+10 -3.93612815e+02  1.02018587e+02 
 4.78630092e+10 -3.26292198e+02  1.31533172e+02 
 4.89778819e+10 -2.65272736e+02  1.48850385e+02 
 5.01187234e+10 -2.11101242e+02  1.56579099e+02 
