 frequency       v(finalp,finaln) v(finalp,finaln)
 3.46736850e+10  2.18384468e+00  3.99849292e+00 
 3.54813389e+10  2.40149025e+00  3.81451847e+00 
 3.63078055e+10  2.60580284e+00  3.61433624e+00 
 3.71535229e+10  2.79521954e+00  3.39899133e+00 
 3.80189396e+10  2.96826304e+00  3.16970562e+00 
 3.89045145e+10  3.12356416e+00  2.92787100e+00 
 3.98107171e+10  3.25988421e+00  2.67503940e+00 
 4.07380278e+10  3.37613621e+00  2.41290967e+00 
 4.16869383e+10  3.47140490e+00  2.14331118e+00 
 4.26579519e+10  3.54496473e+00  1.86818448e+00 
 4.36515832e+10  3.59629544e+00  1.58955922e+00 
 4.46683592e+10  3.62509479e+00  1.30952956e+00 
 4.57088190e+10  3.63128794e+00  1.03022764e+00 
 4.67735141e+10  3.61503323e+00  7.53795542e-01 
 4.78630092e+10  3.57672403e+00  4.82356267e-01 
 4.89778819e+10  3.51698660e+00  2.17984391e-01 
 5.01187234e+10  3.43667369e+00 -3.73229814e-02 
 5.12861384e+10  3.33685423e+00 -2.81674341e-01 
 5.24807460e+10  3.21879903e+00 -5.13310316e-01 
 5.37031796e+10  3.08396281e+00 -7.30628056e-01 
 5.49540874e+10  2.93396308e+00 -9.32202902e-01 
 5.62341325e+10  2.77055614e+00 -1.11680687e+00 
 5.75439937e+10  2.59561077e+00 -1.28342358e+00 
 5.88843655e+10  2.41108034e+00 -1.43125927e+00 
 6.02559586e+10  2.21897379e+00 -1.55974985e+00 
 6.16595002e+10  2.02132616e+00 -1.66856377e+00 
 6.30957344e+10  1.82016938e+00 -1.75760078e+00 
 6.45654229e+10  1.61750385e+00 -1.82698683e+00 
 6.60693448e+10  1.41527135e+00 -1.87706513e+00 
 6.76082975e+10  1.21532996e+00 -1.90838387e+00 
 6.91830971e+10  1.01943115e+00 -1.92168088e+00 
 7.07945784e+10  8.29199671e-01 -1.91786569e+00 
 7.24435960e+10  6.46116406e-01 -1.89799950e+00 
 7.41310241e+10  4.71504339e-01 -1.86327347e+00 
 7.58577575e+10  3.06517844e-01 -1.81498599e+00 
 7.76247117e+10  1.52135264e-01 -1.75451925e+00 
 7.94328235e+10  9.15474882e-03 -1.68331568e+00 
 8.12830516e+10 -1.21806759e-01 -1.60285478e+00 
 8.31763771e+10 -2.40311569e-01 -1.51463065e+00 
 8.51138038e+10 -3.46096544e-01 -1.42013051e+00 
 8.70963590e+10 -4.39065915e-01 -1.32081484e+00 
 8.91250938e+10 -5.19281910e-01 -1.21809898e+00 
 9.12010839e+10 -5.86953509e-01 -1.11333678e+00 
 9.33254301e+10 -6.42423645e-01 -1.00780618e+00 
 9.54992586e+10 -6.86155198e-01 -9.02697014e-01 
 9.77237221e+10 -7.18716082e-01 -7.99100956e-01 
 1.00000000e+11 -7.40763769e-01 -6.98003734e-01 
