 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -3.00198762e+03 -2.65893606e+01 
 1.02329299e+06 -3.00202287e+03 -2.72077170e+01 
 1.04712855e+06 -3.00205978e+03 -2.78404058e+01 
 1.07151931e+06 -3.00209843e+03 -2.84877558e+01 
 1.09647820e+06 -3.00213889e+03 -2.91501032e+01 
 1.12201845e+06 -3.00218126e+03 -2.98277914e+01 
 1.14815362e+06 -3.00222562e+03 -3.05211715e+01 
 1.17489755e+06 -3.00227206e+03 -3.12306025e+01 
 1.20226443e+06 -3.00232069e+03 -3.19564510e+01 
 1.23026877e+06 -3.00237161e+03 -3.26990918e+01 
 1.25892541e+06 -3.00242492e+03 -3.34589079e+01 
 1.28824955e+06 -3.00248074e+03 -3.42362906e+01 
 1.31825674e+06 -3.00253918e+03 -3.50316396e+01 
 1.34896288e+06 -3.00260037e+03 -3.58453633e+01 
 1.38038426e+06 -3.00266443e+03 -3.66778790e+01 
 1.41253754e+06 -3.00273151e+03 -3.75296129e+01 
 1.44543977e+06 -3.00280174e+03 -3.84010002e+01 
 1.47910839e+06 -3.00287526e+03 -3.92924854e+01 
 1.51356125e+06 -3.00295224e+03 -4.02045226e+01 
 1.54881662e+06 -3.00303283e+03 -4.11375751e+01 
 1.58489319e+06 -3.00311721e+03 -4.20921163e+01 
 1.62181010e+06 -3.00320555e+03 -4.30686292e+01 
 1.65958691e+06 -3.00329804e+03 -4.40676070e+01 
 1.69824365e+06 -3.00339486e+03 -4.50895529e+01 
 1.73780083e+06 -3.00349623e+03 -4.61349804e+01 
 1.77827941e+06 -3.00360236e+03 -4.72044136e+01 
 1.81970086e+06 -3.00371346e+03 -4.82983871e+01 
 1.86208714e+06 -3.00382977e+03 -4.94174462e+01 
 1.90546072e+06 -3.00395154e+03 -5.05621470e+01 
 1.94984460e+06 -3.00407901e+03 -5.17330565e+01 
 1.99526231e+06 -3.00421245e+03 -5.29307531e+01 
 2.04173794e+06 -3.00435215e+03 -5.41558260e+01 
 2.08929613e+06 -3.00449838e+03 -5.54088758e+01 
 2.13796209e+06 -3.00465147e+03 -5.66905146e+01 
 2.18776162e+06 -3.00481171e+03 -5.80013658e+01 
 2.23872114e+06 -3.00497945e+03 -5.93420644e+01 
 2.29086765e+06 -3.00515504e+03 -6.07132570e+01 
 2.34422882e+06 -3.00533884e+03 -6.21156017e+01 
 2.39883292e+06 -3.00553123e+03 -6.35497684e+01 
 2.45470892e+06 -3.00573260e+03 -6.50164386e+01 
 2.51188643e+06 -3.00594338e+03 -6.65163056e+01 
 2.57039578e+06 -3.00616399e+03 -6.80500741e+01 
 2.63026799e+06 -3.00639490e+03 -6.96184607e+01 
 2.69153480e+06 -3.00663657e+03 -7.12221933e+01 
 2.75422870e+06 -3.00688951e+03 -7.28620115e+01 
 2.81838293e+06 -3.00715423e+03 -7.45386661e+01 
 2.88403150e+06 -3.00743127e+03 -7.62529191e+01 
 2.95120923e+06 -3.00772121e+03 -7.80055436e+01 
 3.01995172e+06 -3.00802463e+03 -7.97973235e+01 
 3.09029543e+06 -3.00834215e+03 -8.16290534e+01 
 3.16227766e+06 -3.00867441e+03 -8.35015380e+01 
 3.23593657e+06 -3.00902210e+03 -8.54155923e+01 
 3.31131121e+06 -3.00938591e+03 -8.73720405e+01 
 3.38844156e+06 -3.00976658e+03 -8.93717166e+01 
 3.46736850e+06 -3.01016488e+03 -9.14154628e+01 
 3.54813389e+06 -3.01058161e+03 -9.35041298e+01 
 3.63078055e+06 -3.01101760e+03 -9.56385761e+01 
 3.71535229e+06 -3.01147372e+03 -9.78196669e+01 
 3.80189396e+06 -3.01195089e+03 -1.00048274e+02 
 3.89045145e+06 -3.01245006e+03 -1.02325275e+02 
 3.98107171e+06 -3.01297221e+03 -1.04651550e+02 
 4.07380278e+06 -3.01351837e+03 -1.07027987e+02 
 4.16869383e+06 -3.01408963e+03 -1.09455474e+02 
 4.26579519e+06 -3.01468711e+03 -1.11934899e+02 
 4.36515832e+06 -3.01531196e+03 -1.14467155e+02 
 4.46683592e+06 -3.01596541e+03 -1.17053130e+02 
 4.57088190e+06 -3.01664873e+03 -1.19693710e+02 
 4.67735141e+06 -3.01736324e+03 -1.22389780e+02 
 4.78630092e+06 -3.01811030e+03 -1.25142217e+02 
 4.89778819e+06 -3.01889136e+03 -1.27951891e+02 
 5.01187234e+06 -3.01970789e+03 -1.30819662e+02 
 5.12861384e+06 -3.02056145e+03 -1.33746381e+02 
 5.24807460e+06 -3.02145364e+03 -1.36732881e+02 
 5.37031796e+06 -3.02238613e+03 -1.39779984e+02 
 5.49540874e+06 -3.02336067e+03 -1.42888489e+02 
 5.62341325e+06 -3.02437905e+03 -1.46059176e+02 
 5.75439937e+06 -3.02544314e+03 -1.49292799e+02 
 5.88843655e+06 -3.02655490e+03 -1.52590086e+02 
 6.02559586e+06 -3.02771633e+03 -1.55951733e+02 
 6.16595002e+06 -3.02892952e+03 -1.59378400e+02 
 6.30957344e+06 -3.03019663e+03 -1.62870712e+02 
