 time            v(bufinp)       v(bufinn)       v(outp)         v(outn)        
 0.00000000e+00  2.23500000e+00  2.23500000e+00  2.70519415e+00  2.70519415e+00 
 2.00000000e-14  2.23501398e+00  2.23498602e+00  2.70520570e+00  2.70518260e+00 
 4.00000000e-14  2.23502796e+00  2.23497204e+00  2.70521587e+00  2.70517243e+00 
 8.00000000e-14  2.23505592e+00  2.23494408e+00  2.70523424e+00  2.70515407e+00 
 1.60000000e-13  2.23511184e+00  2.23488816e+00  2.70526556e+00  2.70512274e+00 
 3.20000000e-13  2.23522368e+00  2.23477632e+00  2.70531147e+00  2.70507683e+00 
 6.40000000e-13  2.23544736e+00  2.23455264e+00  2.70532816e+00  2.70506014e+00 
 1.28000000e-12  2.23589472e+00  2.23410528e+00  2.70505388e+00  2.70533433e+00 
 2.56000000e-12  2.23678937e+00  2.23321063e+00  2.70360783e+00  2.70677993e+00 
 4.56000000e-12  2.23818702e+00  2.23181298e+00  2.70012293e+00  2.71026366e+00 
 6.56000000e-12  2.23958417e+00  2.23041583e+00  2.69602329e+00  2.71436172e+00 
 8.56000000e-12  2.24098059e+00  2.22901941e+00  2.69175860e+00  2.71862389e+00 
 1.05600000e-11  2.24237607e+00  2.22762393e+00  2.68748639e+00  2.72289221e+00 
 1.25600000e-11  2.24377038e+00  2.22622962e+00  2.68323811e+00  2.72713515e+00 
 1.45600000e-11  2.24516331e+00  2.22483669e+00  2.67900877e+00  2.73135775e+00 
 1.65600000e-11  2.24655464e+00  2.22344536e+00  2.67478986e+00  2.73556858e+00 
 1.85600000e-11  2.24794414e+00  2.22205586e+00  2.67057674e+00  2.73977231e+00 
 2.05600000e-11  2.24933159e+00  2.22066841e+00  2.66636803e+00  2.74397030e+00 
 2.25600000e-11  2.25071678e+00  2.21928322e+00  2.66216400e+00  2.74816228e+00 
 2.45600000e-11  2.25209949e+00  2.21790051e+00  2.65796549e+00  2.75234742e+00 
 2.65600000e-11  2.25347950e+00  2.21652050e+00  2.65377366e+00  2.75652454e+00 
 2.85600000e-11  2.25485659e+00  2.21514341e+00  2.64958890e+00  2.76069327e+00 
 3.05600000e-11  2.25623055e+00  2.21376945e+00  2.64541217e+00  2.76485268e+00 
 3.25600000e-11  2.25760115e+00  2.21239885e+00  2.64124475e+00  2.76900143e+00 
 3.45600000e-11  2.25896819e+00  2.21103181e+00  2.63708684e+00  2.77313938e+00 
 3.65600000e-11  2.26033144e+00  2.20966856e+00  2.63293934e+00  2.77726564e+00 
 3.85600000e-11  2.26169069e+00  2.20830931e+00  2.62880318e+00  2.78137925e+00 
 4.05600000e-11  2.26304572e+00  2.20695428e+00  2.62467917e+00  2.78547942e+00 
 4.25600000e-11  2.26439633e+00  2.20560367e+00  2.62056802e+00  2.78956546e+00 
 4.45600000e-11  2.26574229e+00  2.20425771e+00  2.61647045e+00  2.79363666e+00 
 4.65600000e-11  2.26708340e+00  2.20291660e+00  2.61238717e+00  2.79769229e+00 
 4.85600000e-11  2.26841945e+00  2.20158055e+00  2.60831939e+00  2.80173115e+00 
 5.05600000e-11  2.26975021e+00  2.20024979e+00  2.60426738e+00  2.80575298e+00 
 5.25600000e-11  2.27107549e+00  2.19892451e+00  2.60023162e+00  2.80975735e+00 
 5.45600000e-11  2.27239507e+00  2.19760493e+00  2.59621286e+00  2.81374354e+00 
 5.65600000e-11  2.27370875e+00  2.19629125e+00  2.59221189e+00  2.81771075e+00 
 5.85600000e-11  2.27501631e+00  2.19498369e+00  2.58822947e+00  2.82165822e+00 
 6.05600000e-11  2.27631756e+00  2.19368244e+00  2.58426574e+00  2.82558588e+00 
 6.25600000e-11  2.27761228e+00  2.19238772e+00  2.58032192e+00  2.82949251e+00 
 6.45600000e-11  2.27890027e+00  2.19109973e+00  2.57639960e+00  2.83337641e+00 
 6.65600000e-11  2.28018133e+00  2.18981867e+00  2.57249882e+00  2.83723760e+00 
 6.85600000e-11  2.28145525e+00  2.18854475e+00  2.56861980e+00  2.84107594e+00 
 7.05600000e-11  2.28272184e+00  2.18727816e+00  2.56476318e+00  2.84489084e+00 
 7.25600000e-11  2.28398089e+00  2.18601911e+00  2.56092973e+00  2.84868152e+00 
 7.45600000e-11  2.28523221e+00  2.18476779e+00  2.55712015e+00  2.85244729e+00 
 7.65600000e-11  2.28647560e+00  2.18352440e+00  2.55333511e+00  2.85618750e+00 
 7.85600000e-11  2.28771085e+00  2.18228915e+00  2.54957525e+00  2.85990153e+00 
 8.05600000e-11  2.28893779e+00  2.18106221e+00  2.54584119e+00  2.86358878e+00 
 8.25600000e-11  2.29015620e+00  2.17984380e+00  2.54213355e+00  2.86724866e+00 
 8.45600000e-11  2.29136591e+00  2.17863409e+00  2.53845294e+00  2.87088059e+00 
 8.65600000e-11  2.29256672e+00  2.17743328e+00  2.53479997e+00  2.87448398e+00 
 8.85600000e-11  2.29375843e+00  2.17624157e+00  2.53117522e+00  2.87805825e+00 
 9.05600000e-11  2.29494087e+00  2.17505913e+00  2.52757930e+00  2.88160286e+00 
 9.25600000e-11  2.29611384e+00  2.17388616e+00  2.52401278e+00  2.88511724e+00 
 9.45600000e-11  2.29727716e+00  2.17272284e+00  2.52047624e+00  2.88860084e+00 
 9.65600000e-11  2.29843064e+00  2.17156936e+00  2.51697027e+00  2.89205312e+00 
 9.85600000e-11  2.29957411e+00  2.17042589e+00  2.51349541e+00  2.89547354e+00 
 1.00560000e-10  2.30070739e+00  2.16929261e+00  2.51005221e+00  2.89886160e+00 
 1.02560000e-10  2.30183028e+00  2.16816972e+00  2.50664121e+00  2.90221677e+00 
 1.04560000e-10  2.30294263e+00  2.16705737e+00  2.50326296e+00  2.90553855e+00 
 1.06560000e-10  2.30404424e+00  2.16595576e+00  2.49991801e+00  2.90882642e+00 
 1.08560000e-10  2.30513495e+00  2.16486505e+00  2.49660687e+00  2.91207990e+00 
 1.10560000e-10  2.30621459e+00  2.16378541e+00  2.49333006e+00  2.91529852e+00 
 1.12560000e-10  2.30728298e+00  2.16271702e+00  2.49008807e+00  2.91848179e+00 
 1.14560000e-10  2.30833996e+00  2.16166004e+00  2.48688143e+00  2.92162924e+00 
 1.16560000e-10  2.30938535e+00  2.16061465e+00  2.48371061e+00  2.92474044e+00 
 1.18560000e-10  2.31041900e+00  2.15958100e+00  2.48057609e+00  2.92781491e+00 
 1.20560000e-10  2.31144074e+00  2.15855926e+00  2.47747837e+00  2.93085224e+00 
 1.22560000e-10  2.31245041e+00  2.15754959e+00  2.47441790e+00  2.93385197e+00 
 1.24560000e-10  2.31344785e+00  2.15655215e+00  2.47139514e+00  2.93681371e+00 
 1.26560000e-10  2.31443290e+00  2.15556710e+00  2.46841055e+00  2.93973702e+00 
 1.28560000e-10  2.31540541e+00  2.15459459e+00  2.46546456e+00  2.94262151e+00 
 1.30560000e-10  2.31636522e+00  2.15363478e+00  2.46255762e+00  2.94546679e+00 
 1.32560000e-10  2.31731218e+00  2.15268782e+00  2.45969015e+00  2.94827245e+00 
 1.34560000e-10  2.31824614e+00  2.15175386e+00  2.45686255e+00  2.95103814e+00 
 1.36560000e-10  2.31916696e+00  2.15083304e+00  2.45407526e+00  2.95376348e+00 
 1.38560000e-10  2.32007449e+00  2.14992551e+00  2.45132866e+00  2.95644811e+00 
 1.40560000e-10  2.32096858e+00  2.14903142e+00  2.44862314e+00  2.95909168e+00 
 1.42560000e-10  2.32184910e+00  2.14815090e+00  2.44595910e+00  2.96169384e+00 
 1.44560000e-10  2.32271590e+00  2.14728410e+00  2.44333690e+00  2.96425427e+00 
 1.46560000e-10  2.32356885e+00  2.14643115e+00  2.44075691e+00  2.96677264e+00 
 1.48560000e-10  2.32440782e+00  2.14559218e+00  2.43821949e+00  2.96924864e+00 
 1.50560000e-10  2.32523267e+00  2.14476733e+00  2.43572499e+00  2.97168196e+00 
 1.52560000e-10  2.32604327e+00  2.14395673e+00  2.43327374e+00  2.97407229e+00 
 1.54560000e-10  2.32683949e+00  2.14316051e+00  2.43086609e+00  2.97641936e+00 
 1.56560000e-10  2.32762121e+00  2.14237879e+00  2.42850235e+00  2.97872288e+00 
 1.58560000e-10  2.32838830e+00  2.14161170e+00  2.42618285e+00  2.98098257e+00 
 1.60560000e-10  2.32914065e+00  2.14085935e+00  2.42390787e+00  2.98319818e+00 
 1.62560000e-10  2.32987813e+00  2.14012187e+00  2.42167774e+00  2.98536944e+00 
 1.64560000e-10  2.33060062e+00  2.13939938e+00  2.41949273e+00  2.98749612e+00 
 1.66560000e-10  2.33130802e+00  2.13869198e+00  2.41735313e+00  2.98957797e+00 
 1.68560000e-10  2.33200022e+00  2.13799978e+00  2.41525920e+00  2.99161476e+00 
 1.70560000e-10  2.33267709e+00  2.13732291e+00  2.41321123e+00  2.99360626e+00 
 1.72560000e-10  2.33333854e+00  2.13666146e+00  2.41120946e+00  2.99555227e+00 
 1.74560000e-10  2.33398447e+00  2.13601553e+00  2.40925414e+00  2.99745257e+00 
 1.76560000e-10  2.33461476e+00  2.13538524e+00  2.40734552e+00  2.99930696e+00 
 1.78560000e-10  2.33522932e+00  2.13477068e+00  2.40548382e+00  3.00111526e+00 
 1.80560000e-10  2.33582805e+00  2.13417195e+00  2.40366929e+00  3.00287727e+00 
 1.82560000e-10  2.33641087e+00  2.13358913e+00  2.40190212e+00  3.00459282e+00 
 1.84560000e-10  2.33697766e+00  2.13302234e+00  2.40018254e+00  3.00626174e+00 
 1.86560000e-10  2.33752836e+00  2.13247164e+00  2.39851074e+00  3.00788386e+00 
 1.88560000e-10  2.33806286e+00  2.13193714e+00  2.39688692e+00  3.00945902e+00 
 1.90560000e-10  2.33858109e+00  2.13141891e+00  2.39531128e+00  3.01098709e+00 
 1.92560000e-10  2.33908297e+00  2.13091703e+00  2.39378399e+00  3.01246791e+00 
 1.94560000e-10  2.33956840e+00  2.13043160e+00  2.39230522e+00  3.01390134e+00 
 1.96560000e-10  2.34003733e+00  2.12996267e+00  2.39087515e+00  3.01528726e+00 
 1.98560000e-10  2.34048966e+00  2.12951034e+00  2.38949392e+00  3.01662554e+00 
 2.00560000e-10  2.34092534e+00  2.12907466e+00  2.38816171e+00  3.01791606e+00 
 2.02560000e-10  2.34134430e+00  2.12865570e+00  2.38687864e+00  3.01915871e+00 
 2.04560000e-10  2.34174646e+00  2.12825354e+00  2.38564487e+00  3.02035338e+00 
