 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -2.52121557e+03 -3.32410568e+01 
 1.02329299e+06 -2.52123570e+03 -3.24685742e+01 
 1.04712855e+06 -2.52125493e+03 -3.17132833e+01 
 1.07151931e+06 -2.52127330e+03 -3.09747852e+01 
 1.09647820e+06 -2.52129084e+03 -3.02526898e+01 
 1.12201845e+06 -2.52130759e+03 -2.95466155e+01 
 1.14815362e+06 -2.52132359e+03 -2.88561894e+01 
 1.17489755e+06 -2.52133886e+03 -2.81810465e+01 
 1.20226443e+06 -2.52135345e+03 -2.75208299e+01 
 1.23026877e+06 -2.52136739e+03 -2.68751907e+01 
 1.25892541e+06 -2.52138069e+03 -2.62437875e+01 
 1.28824955e+06 -2.52139340e+03 -2.56262864e+01 
 1.31825674e+06 -2.52140554e+03 -2.50223609e+01 
 1.34896288e+06 -2.52141712e+03 -2.44316915e+01 
 1.38038426e+06 -2.52142819e+03 -2.38539659e+01 
 1.41253754e+06 -2.52143876e+03 -2.32888783e+01 
 1.44543977e+06 -2.52144885e+03 -2.27361298e+01 
 1.47910839e+06 -2.52145849e+03 -2.21954279e+01 
 1.51356125e+06 -2.52146770e+03 -2.16664865e+01 
 1.54881662e+06 -2.52147649e+03 -2.11490256e+01 
 1.58489319e+06 -2.52148489e+03 -2.06427715e+01 
 1.62181010e+06 -2.52149290e+03 -2.01474561e+01 
 1.65958691e+06 -2.52150056e+03 -1.96628171e+01 
 1.69824365e+06 -2.52150787e+03 -1.91885982e+01 
 1.73780083e+06 -2.52151485e+03 -1.87245481e+01 
 1.77827941e+06 -2.52152152e+03 -1.82704212e+01 
 1.81970086e+06 -2.52152789e+03 -1.78259770e+01 
 1.86208714e+06 -2.52153397e+03 -1.73909802e+01 
 1.90546072e+06 -2.52153978e+03 -1.69652004e+01 
 1.94984460e+06 -2.52154532e+03 -1.65484121e+01 
 1.99526231e+06 -2.52155062e+03 -1.61403946e+01 
 2.04173794e+06 -2.52155568e+03 -1.57409317e+01 
 2.08929613e+06 -2.52156051e+03 -1.53498119e+01 
 2.13796209e+06 -2.52156512e+03 -1.49668281e+01 
 2.18776162e+06 -2.52156952e+03 -1.45917772e+01 
 2.23872114e+06 -2.52157373e+03 -1.42244607e+01 
 2.29086765e+06 -2.52157775e+03 -1.38646839e+01 
