 time            v(bufinp)       v(bufinn)       v(outp)         v(outn)        
 0.00000000e+00  2.23500000e+00  2.23500000e+00  2.78059977e+00  2.78059977e+00 
 2.00000000e-14  2.23501398e+00  2.23498602e+00  2.78058869e+00  2.78057035e+00 
 4.00000000e-14  2.23502796e+00  2.23497204e+00  2.78056687e+00  2.78053511e+00 
 8.00000000e-14  2.23505592e+00  2.23494408e+00  2.78051611e+00  2.78046368e+00 
 1.60000000e-13  2.23511184e+00  2.23488816e+00  2.78041404e+00  2.78033486e+00 
 3.20000000e-13  2.23522368e+00  2.23477632e+00  2.78017247e+00  2.78007764e+00 
 6.40000000e-13  2.23544736e+00  2.23455264e+00  2.77952534e+00  2.77952691e+00 
 1.13956685e-12  2.23579656e+00  2.23420344e+00  2.77863460e+00  2.77903230e+00 
 2.13870054e-12  2.23649492e+00  2.23350508e+00  2.77790876e+00  2.77952723e+00 
 4.13696793e-12  2.23789143e+00  2.23210857e+00  2.77713909e+00  2.78174981e+00 
 6.13696793e-12  2.23928870e+00  2.23071130e+00  2.77569654e+00  2.78360173e+00 
 8.13696793e-12  2.24068530e+00  2.22931470e+00  2.77383410e+00  2.78519908e+00 
 1.01369679e-11  2.24208099e+00  2.22791901e+00  2.77193766e+00  2.78687760e+00 
 1.21369679e-11  2.24347557e+00  2.22652443e+00  2.77008302e+00  2.78867729e+00 
 1.41369679e-11  2.24486881e+00  2.22513119e+00  2.76823314e+00  2.79053265e+00 
 1.61369679e-11  2.24626049e+00  2.22373951e+00  2.76636839e+00  2.79240387e+00 
 1.81369679e-11  2.24765040e+00  2.22234960e+00  2.76449262e+00  2.79428143e+00 
 2.01369679e-11  2.24903830e+00  2.22096170e+00  2.76261319e+00  2.79616413e+00 
 2.21369679e-11  2.25042399e+00  2.21957601e+00  2.76073388e+00  2.79805013e+00 
 2.41369679e-11  2.25180725e+00  2.21819275e+00  2.75885606e+00  2.79993706e+00 
 2.61369679e-11  2.25318784e+00  2.21681216e+00  2.75698039e+00  2.80182303e+00 
 2.81369679e-11  2.25456557e+00  2.21543443e+00  2.75510750e+00  2.80370681e+00 
 3.01369679e-11  2.25594021e+00  2.21405979e+00  2.75323793e+00  2.80558755e+00 
 3.21369679e-11  2.25731154e+00  2.21268846e+00  2.75137215e+00  2.80746460e+00 
 3.41369679e-11  2.25867935e+00  2.21132065e+00  2.74951053e+00  2.80933742e+00 
 3.61369679e-11  2.26004342e+00  2.20995658e+00  2.74765344e+00  2.81120554e+00 
 3.81369679e-11  2.26140353e+00  2.20859647e+00  2.74580123e+00  2.81306853e+00 
 4.01369679e-11  2.26275947e+00  2.20724053e+00  2.74395424e+00  2.81492602e+00 
 4.21369679e-11  2.26411103e+00  2.20588897e+00  2.74211280e+00  2.81677765e+00 
