 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -1.81548045e+03 -4.20165404e+02 
 1.02329299e+06 -1.81877908e+03 -4.11109862e+02 
 1.04712855e+06 -1.82193625e+03 -4.02225775e+02 
 1.07151931e+06 -1.82495772e+03 -3.93511403e+02 
 1.09647820e+06 -1.82784905e+03 -3.84964912e+02 
 1.12201845e+06 -1.83061559e+03 -3.76584383e+02 
 1.14815362e+06 -1.83326251e+03 -3.68367824e+02 
 1.17489755e+06 -1.83579476e+03 -3.60313174e+02 
 1.20226443e+06 -1.83821712e+03 -3.52418316e+02 
 1.23026877e+06 -1.84053418e+03 -3.44681081e+02 
 1.25892541e+06 -1.84275035e+03 -3.37099257e+02 
 1.28824955e+06 -1.84486989e+03 -3.29670592e+02 
 1.31825674e+06 -1.84689687e+03 -3.22392808e+02 
 1.34896288e+06 -1.84883520e+03 -3.15263597e+02 
 1.38038426e+06 -1.85068865e+03 -3.08280632e+02 
 1.41253754e+06 -1.85246083e+03 -3.01441573e+02 
 1.44543977e+06 -1.85415522e+03 -2.94744067e+02 
 1.47910839e+06 -1.85577512e+03 -2.88185754e+02 
 1.51356125e+06 -1.85732375e+03 -2.81764273e+02 
 1.54881662e+06 -1.85880416e+03 -2.75477262e+02 
 1.58489319e+06 -1.86021928e+03 -2.69322365e+02 
 1.62181010e+06 -1.86157194e+03 -2.63297231e+02 
 1.65958691e+06 -1.86286483e+03 -2.57399520e+02 
 1.69824365e+06 -1.86410055e+03 -2.51626905e+02 
 1.73780083e+06 -1.86528156e+03 -2.45977071e+02 
 1.77827941e+06 -1.86641024e+03 -2.40447722e+02 
 1.81970086e+06 -1.86748888e+03 -2.35036579e+02 
 1.86208714e+06 -1.86851965e+03 -2.29741384e+02 
 1.90546072e+06 -1.86950463e+03 -2.24559900e+02 
 1.94984460e+06 -1.87044584e+03 -2.19489915e+02 
 1.99526231e+06 -1.87134517e+03 -2.14529237e+02 
 2.04173794e+06 -1.87220447e+03 -2.09675705e+02 
 2.08929613e+06 -1.87302549e+03 -2.04927180e+02 
 2.13796209e+06 -1.87380991e+03 -2.00281552e+02 
 2.18776162e+06 -1.87455933e+03 -1.95736738e+02 
 2.23872114e+06 -1.87527530e+03 -1.91290685e+02 
 2.29086765e+06 -1.87595928e+03 -1.86941366e+02 
 2.34422882e+06 -1.87661267e+03 -1.82686788e+02 
 2.39883292e+06 -1.87723684e+03 -1.78524984e+02 
 2.45470892e+06 -1.87783306e+03 -1.74454019e+02 
 2.51188643e+06 -1.87840256e+03 -1.70471987e+02 
 2.57039578e+06 -1.87894653e+03 -1.66577014e+02 
 2.63026799e+06 -1.87946609e+03 -1.62767256e+02 
 2.69153480e+06 -1.87996232e+03 -1.59040899e+02 
 2.75422870e+06 -1.88043624e+03 -1.55396162e+02 
 2.81838293e+06 -1.88088884e+03 -1.51831290e+02 
 2.88403150e+06 -1.88132107e+03 -1.48344564e+02 
 2.95120923e+06 -1.88173382e+03 -1.44934291e+02 
 3.01995172e+06 -1.88212795e+03 -1.41598810e+02 
 3.09029543e+06 -1.88250429e+03 -1.38336491e+02 
 3.16227766e+06 -1.88286361e+03 -1.35145731e+02 
 3.23593657e+06 -1.88320667e+03 -1.32024959e+02 
 3.31131121e+06 -1.88353418e+03 -1.28972633e+02 
 3.38844156e+06 -1.88384684e+03 -1.25987239e+02 
 3.46736850e+06 -1.88414529e+03 -1.23067292e+02 
 3.54813389e+06 -1.88443015e+03 -1.20211334e+02 
 3.63078055e+06 -1.88470204e+03 -1.17417938e+02 
 3.71535229e+06 -1.88496150e+03 -1.14685703e+02 
 3.80189396e+06 -1.88520910e+03 -1.12013253e+02 
 3.89045145e+06 -1.88544535e+03 -1.09399244e+02 
 3.98107171e+06 -1.88567074e+03 -1.06842353e+02 
 4.07380278e+06 -1.88588575e+03 -1.04341287e+02 
 4.16869383e+06 -1.88609083e+03 -1.01894777e+02 
 4.26579519e+06 -1.88628641e+03 -9.95015793e+01 
 4.36515832e+06 -1.88647290e+03 -9.71604756e+01 
 4.46683592e+06 -1.88665070e+03 -9.48702717e+01 
 4.57088190e+06 -1.88682017e+03 -9.26297977e+01 
 4.67735141e+06 -1.88698169e+03 -9.04379072e+01 
 4.78630092e+06 -1.88713558e+03 -8.82934772e+01 
 4.89778819e+06 -1.88728217e+03 -8.61954074e+01 
 5.01187234e+06 -1.88742177e+03 -8.41426199e+01 
 5.12861384e+06 -1.88755468e+03 -8.21340589e+01 
 5.24807460e+06 -1.88768117e+03 -8.01686902e+01 
 5.37031796e+06 -1.88780151e+03 -7.82455007e+01 
 5.49540874e+06 -1.88791597e+03 -7.63634982e+01 
 5.62341325e+06 -1.88802477e+03 -7.45217110e+01 
 5.75439937e+06 -1.88812815e+03 -7.27191871e+01 
 5.88843655e+06 -1.88822632e+03 -7.09549945e+01 
 6.02559586e+06 -1.88831951e+03 -6.92282201e+01 
 6.16595002e+06 -1.88840790e+03 -6.75379700e+01 
 6.30957344e+06 -1.88849168e+03 -6.58833685e+01 
 6.45654229e+06 -1.88857102e+03 -6.42635581e+01 
 6.60693448e+06 -1.88864611e+03 -6.26776991e+01 
 6.76082975e+06 -1.88871709e+03 -6.11249693e+01 
 6.91830971e+06 -1.88878412e+03 -5.96045633e+01 
 7.07945784e+06 -1.88884735e+03 -5.81156926e+01 
 7.24435960e+06 -1.88890690e+03 -5.66575851e+01 
 7.41310241e+06 -1.88896290e+03 -5.52294844e+01 
 7.58577575e+06 -1.88901548e+03 -5.38306503e+01 
 7.76247117e+06 -1.88906475e+03 -5.24603577e+01 
 7.94328235e+06 -1.88911081e+03 -5.11178966e+01 
 8.12830516e+06 -1.88915377e+03 -4.98025719e+01 
 8.31763771e+06 -1.88919371e+03 -4.85137028e+01 
 8.51138038e+06 -1.88923073e+03 -4.72506229e+01 
 8.70963590e+06 -1.88926491e+03 -4.60126795e+01 
 8.91250938e+06 -1.88929631e+03 -4.47992339e+01 
 9.12010839e+06 -1.88932502e+03 -4.36096604e+01 
 9.33254301e+06 -1.88935110e+03 -4.24433465e+01 
 9.54992586e+06 -1.88937460e+03 -4.12996929e+01 
 9.77237221e+06 -1.88939558e+03 -4.01781124e+01 
 1.00000000e+07 -1.88941409e+03 -3.90780307e+01 
 1.02329299e+07 -1.88943018e+03 -3.79988854e+01 
 1.04712855e+07 -1.88944388e+03 -3.69401260e+01 
 1.07151931e+07 -1.88945524e+03 -3.59012139e+01 
 1.09647820e+07 -1.88946428e+03 -3.48816221e+01 
 1.12201845e+07 -1.88947103e+03 -3.38808347e+01 
 1.14815362e+07 -1.88947551e+03 -3.28983473e+01 
 1.17489755e+07 -1.88947774e+03 -3.19336663e+01 
 1.20226443e+07 -1.88947775e+03 -3.09863088e+01 
 1.23026877e+07 -1.88947553e+03 -3.00558030e+01 
 1.25892541e+07 -1.88947110e+03 -2.91416871e+01 
 1.28824955e+07 -1.88946446e+03 -2.82435101e+01 
 1.31825674e+07 -1.88945561e+03 -2.73608311e+01 
 1.34896288e+07 -1.88944455e+03 -2.64932194e+01 
 1.38038426e+07 -1.88943128e+03 -2.56402541e+01 
 1.41253754e+07 -1.88941578e+03 -2.48015244e+01 
 1.44543977e+07 -1.88939804e+03 -2.39766294e+01 
 1.47910839e+07 -1.88937804e+03 -2.31651777e+01 
 1.51356125e+07 -1.88935578e+03 -2.23667876e+01 
 1.54881662e+07 -1.88933122e+03 -2.15810871e+01 
 1.58489319e+07 -1.88930435e+03 -2.08077134e+01 
 1.62181010e+07 -1.88927514e+03 -2.00463135e+01 
 1.65958691e+07 -1.88924356e+03 -1.92965435e+01 
 1.69824365e+07 -1.88920958e+03 -1.85580690e+01 
 1.73780083e+07 -1.88917316e+03 -1.78305646e+01 
 1.77827941e+07 -1.88913428e+03 -1.71137144e+01 
 1.81970086e+07 -1.88909290e+03 -1.64072117e+01 
