 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -1.62570541e+03 -3.04844104e+01 
 1.02329299e+06 -1.62573158e+03 -2.97658275e+01 
 1.04712855e+06 -1.62575653e+03 -2.90629832e+01 
 1.07151931e+06 -1.62578032e+03 -2.83755077e+01 
 1.09647820e+06 -1.62580299e+03 -2.77030395e+01 
 1.12201845e+06 -1.62582460e+03 -2.70452247e+01 
 1.14815362e+06 -1.62584519e+03 -2.64017170e+01 
 1.17489755e+06 -1.62586479e+03 -2.57721775e+01 
 1.20226443e+06 -1.62588347e+03 -2.51562746e+01 
 1.23026877e+06 -1.62590124e+03 -2.45536839e+01 
 1.25892541e+06 -1.62591816e+03 -2.39640878e+01 
 1.28824955e+06 -1.62593425e+03 -2.33871754e+01 
 1.31825674e+06 -1.62594956e+03 -2.28226427e+01 
 1.34896288e+06 -1.62596411e+03 -2.22701920e+01 
 1.38038426e+06 -1.62597794e+03 -2.17295318e+01 
 1.41253754e+06 -1.62599106e+03 -2.12003769e+01 
 1.44543977e+06 -1.62600352e+03 -2.06824482e+01 
 1.47910839e+06 -1.62601534e+03 -2.01754723e+01 
 1.51356125e+06 -1.62602655e+03 -1.96791816e+01 
 1.54881662e+06 -1.62603715e+03 -1.91933143e+01 
 1.58489319e+06 -1.62604719e+03 -1.87176138e+01 
 1.62181010e+06 -1.62605668e+03 -1.82518290e+01 
 1.65958691e+06 -1.62606564e+03 -1.77957140e+01 
 1.69824365e+06 -1.62607409e+03 -1.73490278e+01 
 1.73780083e+06 -1.62608205e+03 -1.69115348e+01 
 1.77827941e+06 -1.62608953e+03 -1.64830038e+01 
 1.81970086e+06 -1.62609656e+03 -1.60632086e+01 
 1.86208714e+06 -1.62610314e+03 -1.56519275e+01 
 1.90546072e+06 -1.62610928e+03 -1.52489433e+01 
 1.94984460e+06 -1.62611502e+03 -1.48540432e+01 
 1.99526231e+06 -1.62612034e+03 -1.44670188e+01 
 2.04173794e+06 -1.62612527e+03 -1.40876657e+01 
 2.08929613e+06 -1.62612982e+03 -1.37157836e+01 
 2.13796209e+06 -1.62613400e+03 -1.33511763e+01 
 2.18776162e+06 -1.62613781e+03 -1.29936513e+01 
 2.23872114e+06 -1.62614126e+03 -1.26430201e+01 
 2.29086765e+06 -1.62614436e+03 -1.22990975e+01 
 2.34422882e+06 -1.62614712e+03 -1.19617023e+01 
 2.39883292e+06 -1.62614955e+03 -1.16306565e+01 
 2.45470892e+06 -1.62615164e+03 -1.13057856e+01 
 2.51188643e+06 -1.62615341e+03 -1.09869185e+01 
 2.57039578e+06 -1.62615485e+03 -1.06738871e+01 
 2.63026799e+06 -1.62615597e+03 -1.03665267e+01 
 2.69153480e+06 -1.62615678e+03 -1.00646755e+01 
 2.75422870e+06 -1.62615727e+03 -9.76817470e+00 
 2.81838293e+06 -1.62615744e+03 -9.47686842e+00 
 2.88403150e+06 -1.62615730e+03 -9.19060363e+00 
 2.95120923e+06 -1.62615685e+03 -8.90923001e+00 
 3.01995172e+06 -1.62615608e+03 -8.63259995e+00 
 3.09029543e+06 -1.62615499e+03 -8.36056844e+00 
 3.16227766e+06 -1.62615359e+03 -8.09299299e+00 
 3.23593657e+06 -1.62615187e+03 -7.82973361e+00 
 3.31131121e+06 -1.62614982e+03 -7.57065269e+00 
 3.38844156e+06 -1.62614744e+03 -7.31561496e+00 
 3.46736850e+06 -1.62614473e+03 -7.06448746e+00 
 3.54813389e+06 -1.62614168e+03 -6.81713941e+00 
 3.63078055e+06 -1.62613828e+03 -6.57344222e+00 
 3.71535229e+06 -1.62613454e+03 -6.33326939e+00 
 3.80189396e+06 -1.62613043e+03 -6.09649646e+00 
 3.89045145e+06 -1.62612596e+03 -5.86300099e+00 
 3.98107171e+06 -1.62612111e+03 -5.63266246e+00 
 4.07380278e+06 -1.62611587e+03 -5.40536226e+00 
 4.16869383e+06 -1.62611024e+03 -5.18098364e+00 
 4.26579519e+06 -1.62610420e+03 -4.95941162e+00 
 4.36515832e+06 -1.62609774e+03 -4.74053301e+00 
 4.46683592e+06 -1.62609085e+03 -4.52423633e+00 
 4.57088190e+06 -1.62608351e+03 -4.31041179e+00 
 4.67735141e+06 -1.62607571e+03 -4.09895121e+00 
 4.78630092e+06 -1.62606743e+03 -3.88974807e+00 
 4.89778819e+06 -1.62605866e+03 -3.68269738e+00 
 5.01187234e+06 -1.62604938e+03 -3.47769573e+00 
 5.12861384e+06 -1.62603958e+03 -3.27464123e+00 
 5.24807460e+06 -1.62602922e+03 -3.07343345e+00 
