 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -2.18827856e+03 -1.13667484e+01 
 1.02329299e+06 -2.18828135e+03 -1.10944417e+01 
 1.04712855e+06 -2.18828402e+03 -1.08280160e+01 
 1.07151931e+06 -2.18828657e+03 -1.05673304e+01 
 1.09647820e+06 -2.18828900e+03 -1.03122465e+01 
 1.12201845e+06 -2.18829133e+03 -1.00626292e+01 
 1.14815362e+06 -2.18829355e+03 -9.81834628e+00 
 1.17489755e+06 -2.18829567e+03 -9.57926825e+00 
 1.20226443e+06 -2.18829769e+03 -9.34526841e+00 
 1.23026877e+06 -2.18829963e+03 -9.11622274e+00 
 1.25892541e+06 -2.18830147e+03 -8.89200986e+00 
 1.28824955e+06 -2.18830323e+03 -8.67251094e+00 
 1.31825674e+06 -2.18830492e+03 -8.45760965e+00 
 1.34896288e+06 -2.18830652e+03 -8.24719208e+00 
 1.38038426e+06 -2.18830806e+03 -8.04114670e+00 
 1.41253754e+06 -2.18830953e+03 -7.83936432e+00 
 1.44543977e+06 -2.18831092e+03 -7.64173797e+00 
 1.47910839e+06 -2.18831226e+03 -7.44816290e+00 
 1.51356125e+06 -2.18831354e+03 -7.25853652e+00 
 1.54881662e+06 -2.18831476e+03 -7.07275830e+00 
 1.58489319e+06 -2.18831592e+03 -6.89072978e+00 
 1.62181010e+06 -2.18831703e+03 -6.71235446e+00 
 1.65958691e+06 -2.18831809e+03 -6.53753779e+00 
 1.69824365e+06 -2.18831910e+03 -6.36618710e+00 
 1.73780083e+06 -2.18832007e+03 -6.19821156e+00 
 1.77827941e+06 -2.18832099e+03 -6.03352213e+00 
 1.81970086e+06 -2.18832187e+03 -5.87203150e+00 
 1.86208714e+06 -2.18832271e+03 -5.71365407e+00 
 1.90546072e+06 -2.18832352e+03 -5.55830587e+00 
 1.94984460e+06 -2.18832428e+03 -5.40590456e+00 
 1.99526231e+06 -2.18832502e+03 -5.25636934e+00 
 2.04173794e+06 -2.18832571e+03 -5.10962094e+00 
 2.08929613e+06 -2.18832638e+03 -4.96558156e+00 
 2.13796209e+06 -2.18832702e+03 -4.82417485e+00 
 2.18776162e+06 -2.18832762e+03 -4.68532584e+00 
 2.23872114e+06 -2.18832820e+03 -4.54896091e+00 
 2.29086765e+06 -2.18832876e+03 -4.41500778e+00 
 2.34422882e+06 -2.18832928e+03 -4.28339542e+00 
 2.39883292e+06 -2.18832979e+03 -4.15405407e+00 
 2.45470892e+06 -2.18833027e+03 -4.02691515e+00 
 2.51188643e+06 -2.18833073e+03 -3.90191126e+00 
 2.57039578e+06 -2.18833116e+03 -3.77897613e+00 
 2.63026799e+06 -2.18833158e+03 -3.65804457e+00 
 2.69153480e+06 -2.18833198e+03 -3.53905249e+00 
 2.75422870e+06 -2.18833236e+03 -3.42193678e+00 
 2.81838293e+06 -2.18833272e+03 -3.30663536e+00 
 2.88403150e+06 -2.18833306e+03 -3.19308710e+00 
 2.95120923e+06 -2.18833339e+03 -3.08123180e+00 
 3.01995172e+06 -2.18833370e+03 -2.97101016e+00 
 3.09029543e+06 -2.18833400e+03 -2.86236373e+00 
 3.16227766e+06 -2.18833428e+03 -2.75523492e+00 
 3.23593657e+06 -2.18833455e+03 -2.64956692e+00 
 3.31131121e+06 -2.18833481e+03 -2.54530372e+00 
 3.38844156e+06 -2.18833505e+03 -2.44239003e+00 
 3.46736850e+06 -2.18833528e+03 -2.34077130e+00 
 3.54813389e+06 -2.18833550e+03 -2.24039363e+00 
 3.63078055e+06 -2.18833571e+03 -2.14120383e+00 
 3.71535229e+06 -2.18833591e+03 -2.04314928e+00 
 3.80189396e+06 -2.18833610e+03 -1.94617802e+00 
 3.89045145e+06 -2.18833628e+03 -1.85023861e+00 
 3.98107171e+06 -2.18833645e+03 -1.75528021e+00 
 4.07380278e+06 -2.18833661e+03 -1.66125245e+00 
 4.16869383e+06 -2.18833676e+03 -1.56810549e+00 
 4.26579519e+06 -2.18833691e+03 -1.47578994e+00 
 4.36515832e+06 -2.18833704e+03 -1.38425686e+00 
 4.46683592e+06 -2.18833717e+03 -1.29345771e+00 
 4.57088190e+06 -2.18833729e+03 -1.20334435e+00 
 4.67735141e+06 -2.18833740e+03 -1.11386900e+00 
 4.78630092e+06 -2.18833751e+03 -1.02498423e+00 
 4.89778819e+06 -2.18833761e+03 -9.36642906e-01 
 5.01187234e+06 -2.18833770e+03 -8.48798188e-01 
 5.12861384e+06 -2.18833779e+03 -7.61403501e-01 
 5.24807460e+06 -2.18833787e+03 -6.74412509e-01 
 5.37031796e+06 -2.18833794e+03 -5.87779089e-01 
 5.49540874e+06 -2.18833801e+03 -5.01457307e-01 
 5.62341325e+06 -2.18833807e+03 -4.15401393e-01 
 5.75439937e+06 -2.18833813e+03 -3.29565722e-01 
 5.88843655e+06 -2.18833818e+03 -2.43904782e-01 
 6.02559586e+06 -2.18833823e+03 -1.58373154e-01 
 6.16595002e+06 -2.18833827e+03 -7.29254903e-02 
 6.30957344e+06 -2.18833830e+03  1.24835157e-02 
 6.45654229e+06 -2.18833833e+03  9.78991484e-02 
 6.60693448e+06 -2.18833836e+03  1.83366696e-01 
 6.76082975e+06 -2.18833838e+03  2.68931474e-01 
 6.91830971e+06 -2.18833839e+03  3.54638851e-01 
 7.07945784e+06 -2.18833841e+03  4.40534269e-01 
 7.24435960e+06 -2.18833841e+03  5.26663270e-01 
 7.41310241e+06 -2.18833841e+03  6.13071523e-01 
 7.58577575e+06 -2.18833841e+03  6.99804840e-01 
 7.76247117e+06 -2.18833840e+03  7.86909211e-01 
 7.94328235e+06 -2.18833839e+03  8.74430817e-01 
 8.12830516e+06 -2.18833837e+03  9.62416066e-01 
 8.31763771e+06 -2.18833834e+03  1.05091161e+00 
 8.51138038e+06 -2.18833831e+03  1.13996436e+00 
 8.70963590e+06 -2.18833828e+03  1.22962155e+00 
 8.91250938e+06 -2.18833824e+03  1.31993070e+00 
 9.12010839e+06 -2.18833820e+03  1.41093971e+00 
 9.33254301e+06 -2.18833815e+03  1.50269682e+00 
 9.54992586e+06 -2.18833809e+03  1.59525069e+00 
 9.77237221e+06 -2.18833803e+03  1.68865040e+00 
 1.00000000e+07 -2.18833797e+03  1.78294545e+00 
 1.02329299e+07 -2.18833789e+03  1.87818585e+00 
 1.04712855e+07 -2.18833782e+03  1.97442211e+00 
 1.07151931e+07 -2.18833773e+03  2.07170523e+00 
 1.09647820e+07 -2.18833764e+03  2.17008681e+00 
 1.12201845e+07 -2.18833755e+03  2.26961901e+00 
 1.14815362e+07 -2.18833744e+03  2.37035460e+00 
 1.17489755e+07 -2.18833733e+03  2.47234700e+00 
 1.20226443e+07 -2.18833721e+03  2.57565027e+00 
 1.23026877e+07 -2.18833709e+03  2.68031921e+00 
 1.25892541e+07 -2.18833696e+03  2.78640929e+00 
 1.28824955e+07 -2.18833682e+03  2.89397678e+00 
 1.31825674e+07 -2.18833667e+03  3.00307870e+00 
 1.34896288e+07 -2.18833651e+03  3.11377291e+00 
 1.38038426e+07 -2.18833634e+03  3.22611810e+00 
 1.41253754e+07 -2.18833617e+03  3.34017383e+00 
 1.44543977e+07 -2.18833598e+03  3.45600058e+00 
 1.47910839e+07 -2.18833579e+03  3.57365976e+00 
 1.51356125e+07 -2.18833558e+03  3.69321375e+00 
 1.54881662e+07 -2.18833536e+03  3.81472596e+00 
 1.58489319e+07 -2.18833513e+03  3.93826079e+00 
 1.62181010e+07 -2.18833489e+03  4.06388376e+00 
 1.65958691e+07 -2.18833464e+03  4.19166147e+00 
 1.69824365e+07 -2.18833438e+03  4.32166167e+00 
 1.73780083e+07 -2.18833410e+03  4.45395328e+00 
 1.77827941e+07 -2.18833380e+03  4.58860646e+00 
 1.81970086e+07 -2.18833350e+03  4.72569259e+00 
 1.86208714e+07 -2.18833317e+03  4.86528436e+00 
 1.90546072e+07 -2.18833284e+03  5.00745578e+00 
 1.94984460e+07 -2.18833248e+03  5.15228223e+00 
 1.99526231e+07 -2.18833211e+03  5.29984050e+00 
