 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -2.38596663e+03 -9.33850039e+01 
 1.02329299e+06 -2.38609246e+03 -9.22440489e+01 
 1.04712855e+06 -2.38621520e+03 -9.11516695e+01 
 1.07151931e+06 -2.38633513e+03 -9.01072988e+01 
 1.09647820e+06 -2.38645248e+03 -8.91103934e+01 
 1.12201845e+06 -2.38656751e+03 -8.81604339e+01 
 1.14815362e+06 -2.38668047e+03 -8.72569242e+01 
 1.17489755e+06 -2.38679158e+03 -8.63993915e+01 
 1.20226443e+06 -2.38690109e+03 -8.55873861e+01 
 1.23026877e+06 -2.38700922e+03 -8.48204808e+01 
 1.25892541e+06 -2.38711621e+03 -8.40982713e+01 
 1.28824955e+06 -2.38722228e+03 -8.34203756e+01 
 1.31825674e+06 -2.38732765e+03 -8.27864337e+01 
 1.34896288e+06 -2.38743255e+03 -8.21961078e+01 
 1.38038426e+06 -2.38753719e+03 -8.16490819e+01 
 1.41253754e+06 -2.38764181e+03 -8.11450614e+01 
 1.44543977e+06 -2.38774661e+03 -8.06837734e+01 
 1.47910839e+06 -2.38785182e+03 -8.02649661e+01 
 1.51356125e+06 -2.38795767e+03 -7.98884090e+01 
 1.54881662e+06 -2.38806436e+03 -7.95538924e+01 
 1.58489319e+06 -2.38817214e+03 -7.92612273e+01 
 1.62181010e+06 -2.38828122e+03 -7.90102454e+01 
 1.65958691e+06 -2.38839184e+03 -7.88007991e+01 
 1.69824365e+06 -2.38850423e+03 -7.86327609e+01 
 1.73780083e+06 -2.38861862e+03 -7.85060235e+01 
 1.77827941e+06 -2.38873526e+03 -7.84204996e+01 
 1.81970086e+06 -2.38885438e+03 -7.83761221e+01 
 1.86208714e+06 -2.38897625e+03 -7.83728434e+01 
 1.90546072e+06 -2.38910111e+03 -7.84106355e+01 
 1.94984460e+06 -2.38922923e+03 -7.84894902e+01 
 1.99526231e+06 -2.38936087e+03 -7.86094182e+01 
 2.04173794e+06 -2.38949631e+03 -7.87704499e+01 
 2.08929613e+06 -2.38963584e+03 -7.89726345e+01 
 2.13796209e+06 -2.38977973e+03 -7.92160402e+01 
 2.18776162e+06 -2.38992831e+03 -7.95007541e+01 
 2.23872114e+06 -2.39008187e+03 -7.98268816e+01 
 2.29086765e+06 -2.39024073e+03 -8.01945471e+01 
 2.34422882e+06 -2.39040522e+03 -8.06038930e+01 
 2.39883292e+06 -2.39057569e+03 -8.10550800e+01 
 2.45470892e+06 -2.39075249e+03 -8.15482866e+01 
 2.51188643e+06 -2.39093599e+03 -8.20837095e+01 
 2.57039578e+06 -2.39112656e+03 -8.26615625e+01 
 2.63026799e+06 -2.39132459e+03 -8.32820773e+01 
 2.69153480e+06 -2.39153051e+03 -8.39455024e+01 
 2.75422870e+06 -2.39174473e+03 -8.46521036e+01 
 2.81838293e+06 -2.39196768e+03 -8.54021631e+01 
