 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -3.34794799e+03 -2.29605830e+03 
 1.02329299e+06 -3.38550257e+03 -2.25848737e+03 
 1.04712855e+06 -3.42166878e+03 -2.22108210e+03 
 1.07151931e+06 -3.45648571e+03 -2.18388169e+03 
 1.09647820e+06 -3.48999248e+03 -2.14692250e+03 
 1.12201845e+06 -3.52222816e+03 -2.11023815e+03 
 1.14815362e+06 -3.55323159e+03 -2.07385963e+03 
 1.17489755e+06 -3.58304134e+03 -2.03781547e+03 
 1.20226443e+06 -3.61169559e+03 -2.00213181e+03 
 1.23026877e+06 -3.63923207e+03 -1.96683255e+03 
 1.25892541e+06 -3.66568797e+03 -1.93193946e+03 
 1.28824955e+06 -3.69109988e+03 -1.89747232e+03 
 1.31825674e+06 -3.71550375e+03 -1.86344897e+03 
 1.34896288e+06 -3.73893487e+03 -1.82988548e+03 
 1.38038426e+06 -3.76142777e+03 -1.79679623e+03 
 1.41253754e+06 -3.78301623e+03 -1.76419402e+03 
 1.44543977e+06 -3.80373328e+03 -1.73209015e+03 
 1.47910839e+06 -3.82361112e+03 -1.70049452e+03 
 1.51356125e+06 -3.84268114e+03 -1.66941574e+03 
 1.54881662e+06 -3.86097391e+03 -1.63886120e+03 
 1.58489319e+06 -3.87851918e+03 -1.60883715e+03 
 1.62181010e+06 -3.89534584e+03 -1.57934879e+03 
 1.65958691e+06 -3.91148198e+03 -1.55040031e+03 
 1.69824365e+06 -3.92695483e+03 -1.52199503e+03 
 1.73780083e+06 -3.94179081e+03 -1.49413540e+03 
 1.77827941e+06 -3.95601553e+03 -1.46682311e+03 
 1.81970086e+06 -3.96965380e+03 -1.44005909e+03 
 1.86208714e+06 -3.98272962e+03 -1.41384367e+03 
 1.90546072e+06 -3.99526622e+03 -1.38817653e+03 
 1.94984460e+06 -4.00728608e+03 -1.36305679e+03 
 1.99526231e+06 -4.01881090e+03 -1.33848311e+03 
 2.04173794e+06 -4.02986167e+03 -1.31445363e+03 
 2.08929613e+06 -4.04045869e+03 -1.29096612e+03 
 2.13796209e+06 -4.05062151e+03 -1.26801793e+03 
 2.18776162e+06 -4.06036906e+03 -1.24560610e+03 
 2.23872114e+06 -4.06971958e+03 -1.22372736e+03 
 2.29086765e+06 -4.07869069e+03 -1.20237815e+03 
 2.34422882e+06 -4.08729938e+03 -1.18155468e+03 
 2.39883292e+06 -4.09556206e+03 -1.16125295e+03 
 2.45470892e+06 -4.10349454e+03 -1.14146877e+03 
 2.51188643e+06 -4.11111210e+03 -1.12219780e+03 
 2.57039578e+06 -4.11842947e+03 -1.10343554e+03 
 2.63026799e+06 -4.12546086e+03 -1.08517739e+03 
 2.69153480e+06 -4.13221999e+03 -1.06741867e+03 
 2.75422870e+06 -4.13872010e+03 -1.05015459e+03 
 2.81838293e+06 -4.14497397e+03 -1.03338032e+03 
 2.88403150e+06 -4.15099394e+03 -1.01709100e+03 
 2.95120923e+06 -4.15679194e+03 -1.00128172e+03 
 3.01995172e+06 -4.16237948e+03 -9.85947567e+02 
 3.09029543e+06 -4.16776770e+03 -9.71083619e+02 
 3.16227766e+06 -4.17296737e+03 -9.56684970e+02 
 3.23593657e+06 -4.17798890e+03 -9.42746733e+02 
 3.31131121e+06 -4.18284238e+03 -9.29264050e+02 
 3.38844156e+06 -4.18753759e+03 -9.16232101e+02 
 3.46736850e+06 -4.19208399e+03 -9.03646112e+02 
 3.54813389e+06 -4.19649079e+03 -8.91501365e+02 
 3.63078055e+06 -4.20076690e+03 -8.79793197e+02 
 3.71535229e+06 -4.20492099e+03 -8.68517014e+02 
 3.80189396e+06 -4.20896150e+03 -8.57668288e+02 
 3.89045145e+06 -4.21289665e+03 -8.47242569e+02 
 3.98107171e+06 -4.21673444e+03 -8.37235481e+02 
 4.07380278e+06 -4.22048269e+03 -8.27642731e+02 
 4.16869383e+06 -4.22414903e+03 -8.18460108e+02 
 4.26579519e+06 -4.22774093e+03 -8.09683485e+02 
 4.36515832e+06 -4.23126571e+03 -8.01308823e+02 
 4.46683592e+06 -4.23473056e+03 -7.93332167e+02 
 4.57088190e+06 -4.23814251e+03 -7.85749652e+02 
 4.67735141e+06 -4.24150852e+03 -7.78557500e+02 
 4.78630092e+06 -4.24483542e+03 -7.71752016e+02 
 4.89778819e+06 -4.24812995e+03 -7.65329593e+02 
 5.01187234e+06 -4.25139879e+03 -7.59286707e+02 
 5.12861384e+06 -4.25464854e+03 -7.53619916e+02 
 5.24807460e+06 -4.25788576e+03 -7.48325856e+02 
 5.37031796e+06 -4.26111694e+03 -7.43401238e+02 
 5.49540874e+06 -4.26434856e+03 -7.38842849e+02 
 5.62341325e+06 -4.26758708e+03 -7.34647540e+02 
 5.75439937e+06 -4.27083892e+03 -7.30812230e+02 
 5.88843655e+06 -4.27411054e+03 -7.27333896e+02 
 6.02559586e+06 -4.27740837e+03 -7.24209570e+02 
 6.16595002e+06 -4.28073889e+03 -7.21436329e+02 
 6.30957344e+06 -4.28410859e+03 -7.19011297e+02 
 6.45654229e+06 -4.28752400e+03 -7.16931629e+02 
 6.60693448e+06 -4.29099169e+03 -7.15194511e+02 
 6.76082975e+06 -4.29451830e+03 -7.13797145e+02 
 6.91830971e+06 -4.29811053e+03 -7.12736750e+02 
 7.07945784e+06 -4.30177514e+03 -7.12010542e+02 
 7.24435960e+06 -4.30551899e+03 -7.11615735e+02 
 7.41310241e+06 -4.30934901e+03 -7.11549522e+02 
 7.58577575e+06 -4.31327223e+03 -7.11809070e+02 
 7.76247117e+06 -4.31729579e+03 -7.12391509e+02 
 7.94328235e+06 -4.32142693e+03 -7.13293913e+02 
 8.12830516e+06 -4.32567299e+03 -7.14513297e+02 
 8.31763771e+06 -4.33004147e+03 -7.16046595e+02 
 8.51138038e+06 -4.33453995e+03 -7.17890655e+02 
 8.70963590e+06 -4.33917616e+03 -7.20042214e+02 
 8.91250938e+06 -4.34395795e+03 -7.22497892e+02 
 9.12010839e+06 -4.34889333e+03 -7.25254170e+02 
 9.33254301e+06 -4.35399042e+03 -7.28307378e+02 
 9.54992586e+06 -4.35925748e+03 -7.31653672e+02 
 9.77237221e+06 -4.36470293e+03 -7.35289021e+02 
 1.00000000e+07 -4.37033530e+03 -7.39209187e+02 
 1.02329299e+07 -4.37616327e+03 -7.43409704e+02 
 1.04712855e+07 -4.38219565e+03 -7.47885860e+02 
