 frequency       v(finalp,finaln) v(finalp,finaln) v(v1p,v1n)      v(v1p,v1n)      v(vga1p,vga1n)  v(vga1p,vga1n)  v(v2p,v2n)      v(v2p,v2n)      v(vga2p,vga2n)  v(vga2p,vga2n)  v(bufinp,bufinn) v(bufinp,bufinn) v(outp,outn)    v(outp,outn)   
 1.00000000e+06 -1.75965328e+03  4.39807753e+03 -4.98741576e+02 -1.80963990e+02  1.31762640e+03  4.75972892e+02  1.00658746e+03  8.39965850e+02 -4.02188554e+03 -3.34229970e+03  1.21395321e+03 -3.03382917e+03 -1.75965334e+03  4.39807750e+03 
 1.02329299e+06 -1.63681728e+03  4.55339835e+03 -5.01367246e+02 -1.77774984e+02  1.32450961e+03  4.67564664e+02  1.02411632e+03  8.29490497e+02 -4.09147911e+03 -3.30034968e+03  1.12922537e+03 -3.14097447e+03 -1.63681735e+03  4.55339832e+03 
 1.04712855e+06 -1.50668349e+03  4.70385213e+03 -5.03900680e+02 -1.74605390e+02  1.33115050e+03  4.59208806e+02  1.04115033e+03  8.18801529e+02 -4.15909678e+03 -3.25756299e+03  1.03946350e+03 -3.24476271e+03 -1.50668355e+03  4.70385210e+03 
 1.07151931e+06 -1.36961701e+03  4.84904566e+03 -5.06344107e+02 -1.71457458e+02  1.33755496e+03  4.50911178e+02  1.05769168e+03  8.07922617e+02 -4.22474802e+03 -3.21403375e+03  9.44919442e+02 -3.34492267e+03 -1.36961708e+03  4.84904564e+03 
 1.09647820e+06 -1.22600614e+03  4.98861852e+03 -5.08699785e+02 -1.68333284e+02  1.34372896e+03  4.42677236e+02  1.07374357e+03  7.96876584e+02 -4.28844649e+03 -3.16985266e+03  8.45861045e+02 -3.44120573e+03 -1.22600622e+03  4.98861850e+03 
 1.12201845e+06 -1.07625910e+03  5.12224429e+03 -5.10969993e+02 -1.65234814e+02  1.34967853e+03  4.34512044e+02  1.08931019e+03  7.85685373e+02 -4.35020965e+03 -3.12510689e+03  7.42569883e+02 -3.53338671e+03 -1.07625918e+03  5.12224427e+03 
 1.14815362e+06 -9.20800701e+02  5.24963143e+03 -5.13157021e+02 -1.62163849e+02  1.35540971e+03  4.26420282e+02  1.10439663e+03  7.74370033e+02 -4.41005845e+03 -3.07987998e+03  6.35338995e+02 -3.62126452e+03 -9.20800784e+02  5.24963142e+03 
 1.17489755e+06 -7.60069103e+02  5.37052389e+03 -5.15263165e+02 -1.59122049e+02  1.36092857e+03  4.18406261e+02  1.11900876e+03  7.62950701e+02 -4.46801695e+03 -3.03425184e+03  5.24470617e+02 -3.70466254e+03 -7.60069190e+02  5.37052388e+03 
 1.20226443e+06 -5.94512546e+02  5.48470128e+03 -5.17290719e+02 -1.56110937e+02  1.36624115e+03  4.10473935e+02  1.13315315e+03  7.51446595e+02 -4.52411207e+03 -2.98829866e+03  4.10273942e+02 -3.78342874e+03 -5.94512637e+02  5.48470127e+03 
 1.23026877e+06 -4.24586190e+02  5.59197886e+03 -5.19241970e+02 -1.53131907e+02  1.37135349e+03  4.02626914e+02  1.14683705e+03  7.39876012e+02 -4.57837320e+03 -2.94209296e+03  2.93062933e+02 -3.85743568e+03 -4.24586285e+02  5.59197885e+03 
