 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -2.33710421e+03 -1.27308666e+01 
 1.02329299e+06 -2.33710748e+03 -1.24265128e+01 
 1.04712855e+06 -2.33711061e+03 -1.21287462e+01 
 1.07151931e+06 -2.33711360e+03 -1.18374088e+01 
 1.09647820e+06 -2.33711645e+03 -1.15523465e+01 
 1.12201845e+06 -2.33711918e+03 -1.12734080e+01 
 1.14815362e+06 -2.33712178e+03 -1.10004456e+01 
 1.17489755e+06 -2.33712426e+03 -1.07333146e+01 
 1.20226443e+06 -2.33712664e+03 -1.04718736e+01 
 1.23026877e+06 -2.33712890e+03 -1.02159838e+01 
 1.25892541e+06 -2.33713107e+03 -9.96550982e+00 
 1.28824955e+06 -2.33713313e+03 -9.72031880e+00 
 1.31825674e+06 -2.33713511e+03 -9.48028080e+00 
 1.34896288e+06 -2.33713699e+03 -9.24526863e+00 
 1.38038426e+06 -2.33713879e+03 -9.01515771e+00 
 1.41253754e+06 -2.33714051e+03 -8.78982610e+00 
 1.44543977e+06 -2.33714215e+03 -8.56915435e+00 
 1.47910839e+06 -2.33714371e+03 -8.35302552e+00 
 1.51356125e+06 -2.33714521e+03 -8.14132503e+00 
 1.54881662e+06 -2.33714664e+03 -7.93394069e+00 
 1.58489319e+06 -2.33714800e+03 -7.73076257e+00 
 1.62181010e+06 -2.33714930e+03 -7.53168296e+00 
 1.65958691e+06 -2.33715055e+03 -7.33659635e+00 
 1.69824365e+06 -2.33715173e+03 -7.14539932e+00 
 1.73780083e+06 -2.33715287e+03 -6.95799052e+00 
 1.77827941e+06 -2.33715395e+03 -6.77427061e+00 
 1.81970086e+06 -2.33715498e+03 -6.59414221e+00 
 1.86208714e+06 -2.33715597e+03 -6.41750982e+00 
 1.90546072e+06 -2.33715691e+03 -6.24427981e+00 
 1.94984460e+06 -2.33715781e+03 -6.07436035e+00 
 1.99526231e+06 -2.33715867e+03 -5.90766137e+00 
 2.04173794e+06 -2.33715948e+03 -5.74409449e+00 
 2.08929613e+06 -2.33716027e+03 -5.58357300e+00 
 2.13796209e+06 -2.33716101e+03 -5.42601181e+00 
 2.18776162e+06 -2.33716172e+03 -5.27132738e+00 
 2.23872114e+06 -2.33716240e+03 -5.11943772e+00 
 2.29086765e+06 -2.33716305e+03 -4.97026229e+00 
 2.34422882e+06 -2.33716367e+03 -4.82372202e+00 
 2.39883292e+06 -2.33716426e+03 -4.67973922e+00 
 2.45470892e+06 -2.33716483e+03 -4.53823755e+00 
 2.51188643e+06 -2.33716536e+03 -4.39914201e+00 
 2.57039578e+06 -2.33716588e+03 -4.26237883e+00 
 2.63026799e+06 -2.33716636e+03 -4.12787552e+00 
 2.69153480e+06 -2.33716683e+03 -3.99556077e+00 
 2.75422870e+06 -2.33716728e+03 -3.86536444e+00 
 2.81838293e+06 -2.33716770e+03 -3.73721748e+00 
 2.88403150e+06 -2.33716810e+03 -3.61105197e+00 
 2.95120923e+06 -2.33716849e+03 -3.48680102e+00 
 3.01995172e+06 -2.33716885e+03 -3.36439875e+00 
 3.09029543e+06 -2.33716920e+03 -3.24378026e+00 
 3.16227766e+06 -2.33716954e+03 -3.12488161e+00 
 3.23593657e+06 -2.33716985e+03 -3.00763976e+00 
 3.31131121e+06 -2.33717016e+03 -2.89199255e+00 
 3.38844156e+06 -2.33717044e+03 -2.77787866e+00 
 3.46736850e+06 -2.33717072e+03 -2.66523760e+00 
 3.54813389e+06 -2.33717098e+03 -2.55400964e+00 
 3.63078055e+06 -2.33717122e+03 -2.44413581e+00 
 3.71535229e+06 -2.33717146e+03 -2.33555785e+00 
 3.80189396e+06 -2.33717168e+03 -2.22821821e+00 
 3.89045145e+06 -2.33717189e+03 -2.12205996e+00 
 3.98107171e+06 -2.33717209e+03 -2.01702683e+00 
 4.07380278e+06 -2.33717228e+03 -1.91306313e+00 
 4.16869383e+06 -2.33717246e+03 -1.81011373e+00 
 4.26579519e+06 -2.33717263e+03 -1.70812405e+00 
 4.36515832e+06 -2.33717279e+03 -1.60704002e+00 
 4.46683592e+06 -2.33717294e+03 -1.50680804e+00 
 4.57088190e+06 -2.33717308e+03 -1.40737497e+00 
 4.67735141e+06 -2.33717322e+03 -1.30868809e+00 
 4.78630092e+06 -2.33717335e+03 -1.21069507e+00 
 4.89778819e+06 -2.33717346e+03 -1.11334397e+00 
 5.01187234e+06 -2.33717357e+03 -1.01658316e+00 
 5.12861384e+06 -2.33717368e+03 -9.20361338e-01 
 5.24807460e+06 -2.33717377e+03 -8.24627491e-01 
 5.37031796e+06 -2.33717386e+03 -7.29330859e-01 
 5.49540874e+06 -2.33717395e+03 -6.34420916e-01 
 5.62341325e+06 -2.33717402e+03 -5.39847338e-01 
 5.75439937e+06 -2.33717409e+03 -4.45559984e-01 
 5.88843655e+06 -2.33717415e+03 -3.51508859e-01 
 6.02559586e+06 -2.33717421e+03 -2.57644099e-01 
 6.16595002e+06 -2.33717426e+03 -1.63915936e-01 
 6.30957344e+06 -2.33717431e+03 -7.02746724e-02 
 6.45654229e+06 -2.33717435e+03  2.33293398e-02 
 6.60693448e+06 -2.33717438e+03  1.16945731e-01 
 6.76082975e+06 -2.33717441e+03  2.10624137e-01 
 6.91830971e+06 -2.33717443e+03  3.04414227e-01 
 7.07945784e+06 -2.33717445e+03  3.98365730e-01 
 7.24435960e+06 -2.33717446e+03  4.92528461e-01 
 7.41310241e+06 -2.33717447e+03  5.86952345e-01 
 7.58577575e+06 -2.33717447e+03  6.81687447e-01 
 7.76247117e+06 -2.33717446e+03  7.76783997e-01 
 7.94328235e+06 -2.33717445e+03  8.72292417e-01 
 8.12830516e+06 -2.33717443e+03  9.68263346e-01 
 8.31763771e+06 -2.33717441e+03  1.06474767e+00 
 8.51138038e+06 -2.33717439e+03  1.16179654e+00 
 8.70963590e+06 -2.33717435e+03  1.25946143e+00 
 8.91250938e+06 -2.33717431e+03  1.35779410e+00 
 9.12010839e+06 -2.33717427e+03  1.45684671e+00 
 9.33254301e+06 -2.33717422e+03  1.55667176e+00 
 9.54992586e+06 -2.33717416e+03  1.65732219e+00 
 9.77237221e+06 -2.33717410e+03  1.75885136e+00 
 1.00000000e+07 -2.33717403e+03  1.86131312e+00 
 1.02329299e+07 -2.33717396e+03  1.96476177e+00 
 1.04712855e+07 -2.33717387e+03  2.06925218e+00 
 1.07151931e+07 -2.33717379e+03  2.17483974e+00 
 1.09647820e+07 -2.33717369e+03  2.28158044e+00 
 1.12201845e+07 -2.33717359e+03  2.38953088e+00 
 1.14815362e+07 -2.33717348e+03  2.49874829e+00 
 1.17489755e+07 -2.33717336e+03  2.60929059e+00 
 1.20226443e+07 -2.33717324e+03  2.72121638e+00 
 1.23026877e+07 -2.33717310e+03  2.83458501e+00 
 1.25892541e+07 -2.33717296e+03  2.94945658e+00 
 1.28824955e+07 -2.33717281e+03  3.06589201e+00 
 1.31825674e+07 -2.33717265e+03  3.18395304e+00 
 1.34896288e+07 -2.33717248e+03  3.30370225e+00 
 1.38038426e+07 -2.33717230e+03  3.42520315e+00 
 1.41253754e+07 -2.33717212e+03  3.54852015e+00 
 1.44543977e+07 -2.33717192e+03  3.67371864e+00 
 1.47910839e+07 -2.33717171e+03  3.80086501e+00 
 1.51356125e+07 -2.33717149e+03  3.93002666e+00 
 1.54881662e+07 -2.33717125e+03  4.06127208e+00 
 1.58489319e+07 -2.33717101e+03  4.19467086e+00 
 1.62181010e+07 -2.33717075e+03  4.33029374e+00 
 1.65958691e+07 -2.33717048e+03  4.46821261e+00 
 1.69824365e+07 -2.33717019e+03  4.60850060e+00 
 1.73780083e+07 -2.33716989e+03  4.75123211e+00 
 1.77827941e+07 -2.33716958e+03  4.89648280e+00 
