 frequency       v(finalp,finaln) v(finalp,finaln) v(v1p,v1n)      v(v1p,v1n)      v(vga1p,vga1n)  v(vga1p,vga1n)  v(v2p,v2n)      v(v2p,v2n)      v(vga2p,vga2n)  v(vga2p,vga2n)  v(bufinp,bufinn) v(bufinp,bufinn) v(outp,outn)    v(outp,outn)   
 1.00000000e+06  4.73675010e+03  1.20210356e+03 -3.18781326e+02 -2.06519351e+01  7.22691140e+02  4.67665941e+01  7.11444472e+02  1.04761971e+02 -3.61413332e+03 -5.31916050e+02 -3.50756486e+03 -8.90345134e+02  4.74289956e+03  1.20374168e+03 
 1.02329299e+06  4.74567636e+03  1.17595265e+03 -3.18838605e+02 -2.01851384e+01  7.22820698e+02  4.57091886e+01  7.11955250e+02  1.02425138e+02 -3.61672485e+03 -5.20051561e+02 -3.51417479e+03 -8.70984567e+02  4.75183742e+03  1.17755856e+03 
 1.04712855e+06  4.75421417e+03  1.15031619e+03 -3.18893325e+02 -1.97287338e+01  7.22944467e+02  4.46753181e+01  7.12443420e+02  1.00138269e+02 -3.61920168e+03 -5.08440794e+02 -3.52049708e+03 -8.52005049e+02  4.76038633e+03  1.15189059e+03 
 1.07151931e+06  4.76237987e+03  1.12518767e+03 -3.18945599e+02 -1.92824999e+01  7.23062704e+02  4.36644807e+01  7.12909966e+02  9.79004368e+01 -3.62156878e+03 -4.97079040e+02 -3.52654382e+03 -8.33401760e+02  4.76856265e+03  1.12673126e+03 
 1.09647820e+06  4.77018916e+03  1.10056038e+03 -3.18995536e+02 -1.88462192e+01  7.23175653e+02  4.26761838e+01  7.13355831e+02  9.57107226e+01 -3.62383096e+03 -4.85961630e+02 -3.53232663e+03 -8.15169744e+02  4.77638209e+03  1.10207387e+03 
 1.12201845e+06  4.77765711e+03  1.07642748e+03 -3.19043239e+02 -1.84196784e+01  7.23283551e+02  4.17099440e+01  7.13781918e+02  9.35682147e+01 -3.62599279e+03 -4.75083934e+02 -3.53785669e+03 -7.97303930e+02  4.78385975e+03  1.07791155e+03 
 1.14815362e+06  4.78479821e+03  1.05278198e+03 -3.19088808e+02 -1.80026681e+01  7.23386622e+02  4.07652868e+01  7.14189093e+02  9.14720105e+01 -3.62805866e+03 -4.64441367e+02 -3.54314470e+03 -7.79799147e+02  4.79101013e+03  1.05423730e+03 
 1.17489755e+06  4.79162636e+03  1.02961678e+03 -3.19132338e+02 -1.75949828e+01  7.23485080e+02  3.98417466e+01  7.14578183e+02  8.94212165e+01 -3.63003277e+03 -4.54029392e+02 -3.54820099e+03 -7.62650138e+02  4.79784717e+03  1.03104403e+03 
 1.20226443e+06  4.79815493e+03  1.00692469e+03 -3.19173919e+02 -1.71964211e+01  7.23579130e+02  3.89388668e+01  7.14949982e+02  8.74149492e+01 -3.63191915e+03 -4.43843523e+02 -3.55303542e+03 -7.45851576e+02  4.80438422e+03  1.00832452e+03 
 1.23026877e+06  4.80439672e+03  9.84698418e+02 -3.19213638e+02 -1.68067851e+01  7.23668970e+02  3.80561995e+01  7.15305247e+02  8.54523354e+01 -3.63372164e+03 -4.33879323e+02 -3.55765750e+03 -7.29398080e+02  4.81063413e+03  9.86071494e+02 
