 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -5.02528618e+03 -9.45266352e+01 
 1.02329299e+06 -5.02536770e+03 -9.22956269e+01 
 1.04712855e+06 -5.02544542e+03 -9.01134182e+01 
 1.07151931e+06 -5.02551952e+03 -8.79788616e+01 
 1.09647820e+06 -5.02559014e+03 -8.58908344e+01 
 1.12201845e+06 -5.02565744e+03 -8.38482377e+01 
 1.14815362e+06 -5.02572157e+03 -8.18499963e+01 
 1.17489755e+06 -5.02578265e+03 -7.98950580e+01 
 1.20226443e+06 -5.02584082e+03 -7.79823933e+01 
 1.23026877e+06 -5.02589619e+03 -7.61109944e+01 
 1.25892541e+06 -5.02594890e+03 -7.42798751e+01 
 1.28824955e+06 -5.02599904e+03 -7.24880704e+01 
 1.31825674e+06 -5.02604672e+03 -7.07346354e+01 
 1.34896288e+06 -5.02609206e+03 -6.90186456e+01 
 1.38038426e+06 -5.02613513e+03 -6.73391960e+01 
 1.41253754e+06 -5.02617604e+03 -6.56954006e+01 
 1.44543977e+06 -5.02621486e+03 -6.40863920e+01 
 1.47910839e+06 -5.02625169e+03 -6.25113214e+01 
 1.51356125e+06 -5.02628660e+03 -6.09693573e+01 
 1.54881662e+06 -5.02631966e+03 -5.94596860e+01 
 1.58489319e+06 -5.02635095e+03 -5.79815105e+01 
 1.62181010e+06 -5.02638053e+03 -5.65340505e+01 
 1.65958691e+06 -5.02640846e+03 -5.51165416e+01 
 1.69824365e+06 -5.02643480e+03 -5.37282356e+01 
 1.73780083e+06 -5.02645961e+03 -5.23683993e+01 
 1.77827941e+06 -5.02648295e+03 -5.10363147e+01 
 1.81970086e+06 -5.02650485e+03 -4.97312784e+01 
 1.86208714e+06 -5.02652537e+03 -4.84526013e+01 
 1.90546072e+06 -5.02654455e+03 -4.71996081e+01 
 1.94984460e+06 -5.02656243e+03 -4.59716372e+01 
 1.99526231e+06 -5.02657905e+03 -4.47680404e+01 
 2.04173794e+06 -5.02659445e+03 -4.35881822e+01 
 2.08929613e+06 -5.02660865e+03 -4.24314398e+01 
