 time            v(bufinp)       v(bufinn)       v(outp)         v(outn)        
 0.00000000e+00  2.23500000e+00  2.23500000e+00  2.78113194e+00  2.78113194e+00 
 2.00000000e-14  2.23502309e+00  2.23497691e+00  2.78115082e+00  2.78111305e+00 
 4.00000000e-14  2.23504618e+00  2.23495382e+00  2.78116732e+00  2.78109656e+00 
 8.00000000e-14  2.23509236e+00  2.23490764e+00  2.78119687e+00  2.78106701e+00 
 1.60000000e-13  2.23518473e+00  2.23481527e+00  2.78124639e+00  2.78101749e+00 
 3.20000000e-13  2.23536945e+00  2.23463055e+00  2.78131704e+00  2.78094684e+00 
 6.40000000e-13  2.23573890e+00  2.23426110e+00  2.78134554e+00  2.78091826e+00 
 1.28000000e-12  2.23647779e+00  2.23352221e+00  2.78101449e+00  2.78124826e+00 
 2.56000000e-12  2.23795548e+00  2.23204452e+00  2.77951051e+00  2.78274346e+00 
 4.56000000e-12  2.24026396e+00  2.22973604e+00  2.77645539e+00  2.78576489e+00 
 6.56000000e-12  2.24257161e+00  2.22742839e+00  2.77325678e+00  2.78890998e+00 
 8.56000000e-12  2.24487806e+00  2.22512194e+00  2.77009524e+00  2.79200521e+00 
 1.05600000e-11  2.24718295e+00  2.22281705e+00  2.76696696e+00  2.79506023e+00 
 1.25600000e-11  2.24948592e+00  2.22051408e+00  2.76385037e+00  2.79810003e+00 
 1.45600000e-11  2.25178660e+00  2.21821340e+00  2.76073751e+00  2.80113414e+00 
 1.65600000e-11  2.25408463e+00  2.21591537e+00  2.75762814e+00  2.80416343e+00 
 1.85600000e-11  2.25637964e+00  2.21362036e+00  2.75452374e+00  2.80718659e+00 
 2.05600000e-11  2.25867128e+00  2.21132872e+00  2.75142561e+00  2.81020237e+00 
 2.25600000e-11  2.26095918e+00  2.20904082e+00  2.74833477e+00  2.81320973e+00 
 2.45600000e-11  2.26324298e+00  2.20675702e+00  2.74525213e+00  2.81620770e+00 
 2.65600000e-11  2.26552232e+00  2.20447768e+00  2.74217856e+00  2.81919535e+00 
 2.85600000e-11  2.26779685e+00  2.20220315e+00  2.73911494e+00  2.82217173e+00 
 3.05600000e-11  2.27006619e+00  2.19993381e+00  2.73606216e+00  2.82513591e+00 
 3.25600000e-11  2.27233000e+00  2.19767000e+00  2.73302110e+00  2.82808694e+00 
 3.45600000e-11  2.27458791e+00  2.19541209e+00  2.72999265e+00  2.83102387e+00 
 3.65600000e-11  2.27683957e+00  2.19316043e+00  2.72697769e+00  2.83394577e+00 
 3.85600000e-11  2.27908462e+00  2.19091538e+00  2.72397710e+00  2.83685167e+00 
 4.05600000e-11  2.28132271e+00  2.18867729e+00  2.72099177e+00  2.83974064e+00 
 4.25600000e-11  2.28355349e+00  2.18644651e+00  2.71802258e+00  2.84261173e+00 
 4.45600000e-11  2.28577660e+00  2.18422340e+00  2.71507042e+00  2.84546397e+00 
