 time            v(bufinp)       v(bufinn)       v(outp)         v(outn)        
 0.00000000e+00  1.80000000e+00  1.80000000e+00  2.65065041e+00  2.65065041e+00 
 5.00000000e-15  1.80000471e+00  1.79999529e+00  2.65065268e+00  2.65064814e+00 
 1.00000000e-14  1.80000942e+00  1.79999058e+00  2.65065436e+00  2.65064646e+00 
 2.00000000e-14  1.80001885e+00  1.79998115e+00  2.65065685e+00  2.65064398e+00 
 4.00000000e-14  1.80003770e+00  1.79996230e+00  2.65065858e+00  2.65064225e+00 
 8.00000000e-14  1.80007540e+00  1.79992460e+00  2.65065774e+00  2.65064308e+00 
 1.60000000e-13  1.80015080e+00  1.79984920e+00  2.65065129e+00  2.65064953e+00 
 3.20000000e-13  1.80030159e+00  1.79969841e+00  2.65062611e+00  2.65067472e+00 
 6.40000000e-13  1.80060318e+00  1.79939682e+00  2.65053867e+00  2.65076215e+00 
 1.14000000e-12  1.80107442e+00  1.79892558e+00  2.65033865e+00  2.65096211e+00 
 1.64000000e-12  1.80154564e+00  1.79845436e+00  2.65009047e+00  2.65121017e+00 
 2.14000000e-12  1.80201684e+00  1.79798316e+00  2.64981056e+00  2.65148994e+00 
 2.64000000e-12  1.80248803e+00  1.79751197e+00  2.64950490e+00  2.65179541e+00 
 3.14000000e-12  1.80295919e+00  1.79704081e+00  2.64917649e+00  2.65212355e+00 
 3.64000000e-12  1.80343032e+00  1.79656968e+00  2.64882717e+00  2.65247255e+00 
 4.14000000e-12  1.80390142e+00  1.79609858e+00  2.64845853e+00  2.65284079e+00 
 4.64000000e-12  1.80437248e+00  1.79562752e+00  2.64807185e+00  2.65322702e+00 
 5.14000000e-12  1.80484349e+00  1.79515651e+00  2.64766843e+00  2.65362992e+00 
 5.64000000e-12  1.80531446e+00  1.79468554e+00  2.64724935e+00  2.65404841e+00 
 6.14000000e-12  1.80578538e+00  1.79421462e+00  2.64681573e+00  2.65448138e+00 
 6.64000000e-12  1.80625624e+00  1.79374376e+00  2.64636851e+00  2.65492788e+00 
 7.14000000e-12  1.80672703e+00  1.79327297e+00  2.64590867e+00  2.65538695e+00 
 7.64000000e-12  1.80719777e+00  1.79280223e+00  2.64543702e+00  2.65585776e+00 
 8.14000000e-12  1.80766843e+00  1.79233157e+00  2.64495441e+00  2.65633949e+00 
 8.64000000e-12  1.80813901e+00  1.79186099e+00  2.64446156e+00  2.65683139e+00 
 9.14000000e-12  1.80860951e+00  1.79139049e+00  2.64395919e+00  2.65733277e+00 
 9.64000000e-12  1.80907993e+00  1.79092007e+00  2.64344793e+00  2.65784298e+00 
 1.01400000e-11  1.80955026e+00  1.79044974e+00  2.64292842e+00  2.65836139e+00 
 1.06400000e-11  1.81002050e+00  1.78997950e+00  2.64240120e+00  2.65888746e+00 
 1.11400000e-11  1.81049063e+00  1.78950937e+00  2.64186682e+00  2.65942065e+00 
 1.16400000e-11  1.81096066e+00  1.78903934e+00  2.64132577e+00  2.65996047e+00 
 1.21400000e-11  1.81143059e+00  1.78856941e+00  2.64077851e+00  2.66050646e+00 
 1.26400000e-11  1.81190040e+00  1.78809960e+00  2.64022547e+00  2.66105819e+00 
