 time            v(detp)         v(detn)        
 0.00000000e+00  2.89648133e+00  2.89648133e+00 
 1.00000000e-14  2.89648133e+00  2.89648133e+00 
 1.12500000e-14  2.89648133e+00  2.89648133e+00 
 1.37500000e-14  2.89648133e+00  2.89648133e+00 
 1.87500000e-14  2.89648133e+00  2.89648133e+00 
 2.87500000e-14  2.89648133e+00  2.89648133e+00 
 4.87500000e-14  2.89648133e+00  2.89648133e+00 
 8.87500000e-14  2.89648133e+00  2.89648133e+00 
 1.68750000e-13  2.89648133e+00  2.89648133e+00 
 3.28750000e-13  2.89648133e+00  2.89648133e+00 
 6.48750000e-13  2.89648133e+00  2.89648133e+00 
 1.28875000e-12  2.89648133e+00  2.89648133e+00 
 2.28875000e-12  2.89648132e+00  2.89648132e+00 
 3.28875000e-12  2.89648129e+00  2.89648133e+00 
 4.28875000e-12  2.89648119e+00  2.89648140e+00 
 5.28875000e-12  2.89648099e+00  2.89648159e+00 
 6.28875000e-12  2.89648062e+00  2.89648198e+00 
 7.28875000e-12  2.89648003e+00  2.89648265e+00 
 8.28875000e-12  2.89647917e+00  2.89648365e+00 
 9.28875000e-12  2.89647801e+00  2.89648502e+00 
 1.02887500e-11  2.89647652e+00  2.89648677e+00 
 1.12887500e-11  2.89647472e+00  2.89648888e+00 
 1.22887500e-11  2.89647263e+00  2.89649131e+00 
 1.32887500e-11  2.89647030e+00  2.89649398e+00 
 1.42887500e-11  2.89646779e+00  2.89649683e+00 
 1.52887500e-11  2.89646515e+00  2.89649976e+00 
 1.62887500e-11  2.89646242e+00  2.89650271e+00 
 1.72887500e-11  2.89645964e+00  2.89650565e+00 
 1.82887500e-11  2.89645681e+00  2.89650860e+00 
 1.92887500e-11  2.89645390e+00  2.89651158e+00 
 2.02887500e-11  2.89645087e+00  2.89651469e+00 
 2.12887500e-11  2.89644766e+00  2.89651799e+00 
 2.22887500e-11  2.89644423e+00  2.89652157e+00 
 2.32887500e-11  2.89644053e+00  2.89652548e+00 
 2.42887500e-11  2.89643652e+00  2.89652975e+00 
 2.52887500e-11  2.89643219e+00  2.89653440e+00 
 2.62887500e-11  2.89642755e+00  2.89653941e+00 
 2.72887500e-11  2.89642263e+00  2.89654472e+00 
 2.82887500e-11  2.89641748e+00  2.89655028e+00 
 2.92887500e-11  2.89641215e+00  2.89655599e+00 
 3.02887500e-11  2.89640669e+00  2.89656178e+00 
 3.12887500e-11  2.89640117e+00  2.89656759e+00 
 3.22887500e-11  2.89639559e+00  2.89657338e+00 
 3.32887500e-11  2.89638996e+00  2.89657917e+00 
 3.42887500e-11  2.89638425e+00  2.89658501e+00 
 3.52887500e-11  2.89637843e+00  2.89659097e+00 
 3.62887500e-11  2.89637243e+00  2.89659712e+00 
 3.72887500e-11  2.89636621e+00  2.89660354e+00 
 3.82887500e-11  2.89635972e+00  2.89661029e+00 
 3.92887500e-11  2.89635293e+00  2.89661740e+00 
 4.02887500e-11  2.89634582e+00  2.89662488e+00 
 4.12887500e-11  2.89633841e+00  2.89663270e+00 
 4.22887500e-11  2.89633073e+00  2.89664083e+00 
 4.32887500e-11  2.89632282e+00  2.89664919e+00 
 4.42887500e-11  2.89631474e+00  2.89665769e+00 
 4.52887500e-11  2.89630655e+00  2.89666626e+00 
 4.62887500e-11  2.89629830e+00  2.89667484e+00 
 4.72887500e-11  2.89628999e+00  2.89668340e+00 
 4.82887500e-11  2.89628164e+00  2.89669196e+00 
 4.92887500e-11  2.89627321e+00  2.89670057e+00 
 5.02887500e-11  2.89626466e+00  2.89670929e+00 
 5.12887500e-11  2.89625594e+00  2.89671821e+00 
 5.22887500e-11  2.89624699e+00  2.89672741e+00 
 5.32887500e-11  2.89623777e+00  2.89673694e+00 
 5.42887500e-11  2.89622824e+00  2.89674683e+00 
 5.52887500e-11  2.89621840e+00  2.89675708e+00 
 5.62887500e-11  2.89620826e+00  2.89676768e+00 
 5.72887500e-11  2.89619786e+00  2.89677856e+00 
 5.82887500e-11  2.89618724e+00  2.89678967e+00 
 5.92887500e-11  2.89617645e+00  2.89680092e+00 
 6.02887500e-11  2.89616556e+00  2.89681223e+00 
 6.12887500e-11  2.89615460e+00  2.89682355e+00 
 6.22887500e-11  2.89614360e+00  2.89683484e+00 
 6.32887500e-11  2.89613255e+00  2.89684612e+00 
 6.42887500e-11  2.89612143e+00  2.89685746e+00 
 6.52887500e-11  2.89611018e+00  2.89686891e+00 
 6.62887500e-11  2.89609877e+00  2.89688056e+00 
 6.72887500e-11  2.89608712e+00  2.89689249e+00 
 6.82887500e-11  2.89607521e+00  2.89690474e+00 
 6.92887500e-11  2.89606299e+00  2.89691735e+00 
 7.02887500e-11  2.89605047e+00  2.89693032e+00 
 7.12887500e-11  2.89603765e+00  2.89694362e+00 
 7.22887500e-11  2.89602457e+00  2.89695721e+00 
 7.32887500e-11  2.89601129e+00  2.89697100e+00 
 7.42887500e-11  2.89599784e+00  2.89698493e+00 
 7.52887500e-11  2.89598430e+00  2.89699891e+00 
 7.62887500e-11  2.89597070e+00  2.89701288e+00 
 7.72887500e-11  2.89595706e+00  2.89702683e+00 
 7.82887500e-11  2.89594338e+00  2.89704078e+00 
 7.92887500e-11  2.89592962e+00  2.89705477e+00 
 8.02887500e-11  2.89591573e+00  2.89706889e+00 
 8.12887500e-11  2.89590167e+00  2.89708321e+00 
 8.22887500e-11  2.89588738e+00  2.89709781e+00 
 8.32887500e-11  2.89587281e+00  2.89711273e+00 
 8.42887500e-11  2.89585795e+00  2.89712802e+00 
 8.52887500e-11  2.89584278e+00  2.89714366e+00 
 8.62887500e-11  2.89582732e+00  2.89715962e+00 
 8.72887500e-11  2.89581160e+00  2.89717587e+00 
 8.82887500e-11  2.89579567e+00  2.89719232e+00 
 8.92887500e-11  2.89577960e+00  2.89720889e+00 
 9.02887500e-11  2.89576344e+00  2.89722551e+00 
 9.12887500e-11  2.89574722e+00  2.89724212e+00 
 9.22887500e-11  2.89573096e+00  2.89725870e+00 
 9.32887500e-11  2.89571466e+00  2.89727528e+00 
 9.42887500e-11  2.89569828e+00  2.89729191e+00 
 9.52887500e-11  2.89568178e+00  2.89730866e+00 
 9.62887500e-11  2.89566510e+00  2.89732562e+00 
 9.72887500e-11  2.89564819e+00  2.89734285e+00 
 9.82887500e-11  2.89563101e+00  2.89736041e+00 
 9.92887500e-11  2.89561353e+00  2.89737832e+00 
 1.00288750e-10  2.89559575e+00  2.89739658e+00 
 1.01288750e-10  2.89557768e+00  2.89741517e+00 
 1.02288750e-10  2.89555937e+00  2.89743402e+00 
 1.03288750e-10  2.89554085e+00  2.89745307e+00 
 1.04288750e-10  2.89552220e+00  2.89747223e+00 
 1.05288750e-10  2.89550346e+00  2.89749143e+00 
 1.06288750e-10  2.89548468e+00  2.89751062e+00 
 1.07288750e-10  2.89546585e+00  2.89752977e+00 
 1.08288750e-10  2.89544699e+00  2.89754892e+00 
 1.09288750e-10  2.89542804e+00  2.89756813e+00 
 1.10288750e-10  2.89540897e+00  2.89758746e+00 
 1.11288750e-10  2.89538972e+00  2.89760701e+00 
 1.12288750e-10  2.89537024e+00  2.89762683e+00 
 1.13288750e-10  2.89535048e+00  2.89764698e+00 
 1.14288750e-10  2.89533042e+00  2.89766749e+00 
 1.15288750e-10  2.89531006e+00  2.89768834e+00 
 1.16288750e-10  2.89528942e+00  2.89770951e+00 
 1.17288750e-10  2.89526854e+00  2.89773095e+00 
 1.18288750e-10  2.89524747e+00  2.89775257e+00 
 1.19288750e-10  2.89522626e+00  2.89777430e+00 
