 frequency       v(finalp,finaln) v(finalp,finaln)
 4.89778819e+10 -3.03766494e+02  1.80588210e+02 
 5.01187234e+10 -2.40484557e+02  1.87990632e+02 
 5.12861384e+10 -1.85562641e+02  1.87060690e+02 
 5.24807460e+10 -1.38741082e+02  1.80041647e+02 
 5.37031796e+10 -9.95267375e+01  1.68794661e+02 
 5.49540874e+10 -6.72786421e+01  1.54833088e+02 
 5.62341325e+10 -4.12743234e+01  1.39361178e+02 
 5.75439937e+10 -2.07599770e+01  1.23314028e+02 
 5.88843655e+10 -4.98737163e+00  1.07396662e+02 
 6.02559586e+10  6.75999087e+00  9.21209042e+01 
 6.16595002e+10  1.51492972e+01  7.78392080e+01 
 6.30957344e+10  2.07875923e+01  6.47750316e+01 
 6.45654229e+10  2.42161641e+01  5.30495901e+01 
 6.60693448e+10  2.59088734e+01  4.27050198e+01 
 6.76082975e+10  2.62733845e+01  3.37241044e+01 
 6.91830971e+10  2.56544509e+01  2.60467999e+01 
 7.07945784e+10  2.43385725e+01  1.95838388e+01 
 7.24435960e+10  2.25594861e+01  1.42277199e+01 
 7.41310241e+10  2.05040663e+01  9.86139925e+00 
 7.58577575e+10  1.83183161e+01  6.36498825e+00 
 7.76247117e+10  1.61132099e+01  3.62075718e+00 
 7.94328235e+10  1.39702187e+01  1.51671761e+00 
 8.12830516e+10  1.19464052e+01 -5.09635757e-02 
 8.31763771e+10  1.00790214e+01 -1.17649236e+00 
 8.51138038e+10  8.38957633e+00 -1.94371867e+00 
 8.70963590e+10  6.88736871e+00 -2.42597712e+00 
 8.91250938e+10  5.57250172e+00 -2.68635016e+00 
 9.12010839e+10  4.43840887e+00 -2.77823000e+00 
 9.33254301e+10  3.47393167e+00 -2.74607831e+00 
 9.54992586e+10  2.66499442e+00 -2.62630200e+00 
 9.77237221e+10  1.99592451e+00 -2.44818156e+00 
 1.00000000e+11  1.45046612e+00 -2.23480332e+00 
