 time            v(finalp)       v(finaln)      
 0.00000000e+00  2.65549964e+00  2.65549964e+00 
 1.00000000e-14  2.65549964e+00  2.65549964e+00 
 2.00000000e-14  2.65549964e+00  2.65549964e+00 
 4.00000000e-14  2.65549964e+00  2.65549964e+00 
 8.00000000e-14  2.65549964e+00  2.65549964e+00 
 1.60000000e-13  2.65549964e+00  2.65549964e+00 
 3.20000000e-13  2.65549964e+00  2.65549964e+00 
 6.40000000e-13  2.65549964e+00  2.65549964e+00 
 1.28000000e-12  2.65549964e+00  2.65549964e+00 
 2.28000000e-12  2.65549964e+00  2.65549964e+00 
 3.28000000e-12  2.65549964e+00  2.65549964e+00 
 4.28000000e-12  2.65549964e+00  2.65549964e+00 
 5.28000000e-12  2.65549964e+00  2.65549964e+00 
 6.28000000e-12  2.65549964e+00  2.65549964e+00 
 7.28000000e-12  2.65549964e+00  2.65549964e+00 
 8.28000000e-12  2.65549964e+00  2.65549964e+00 
 9.28000000e-12  2.65549964e+00  2.65549964e+00 
 1.02800000e-11  2.65549964e+00  2.65549964e+00 
 1.12800000e-11  2.65549964e+00  2.65549964e+00 
 1.22800000e-11  2.65549964e+00  2.65549964e+00 
 1.32800000e-11  2.65549964e+00  2.65549964e+00 
 1.42800000e-11  2.65549964e+00  2.65549964e+00 
 1.52800000e-11  2.65549964e+00  2.65549964e+00 
 1.62800000e-11  2.65549964e+00  2.65549964e+00 
 1.72800000e-11  2.65549964e+00  2.65549964e+00 
 1.82800000e-11  2.65549964e+00  2.65549964e+00 
 1.92800000e-11  2.65549964e+00  2.65549964e+00 
 2.02800000e-11  2.65549964e+00  2.65549964e+00 
 2.12800000e-11  2.65549964e+00  2.65549964e+00 
 2.22800000e-11  2.65549964e+00  2.65549964e+00 
 2.32800000e-11  2.65549964e+00  2.65549964e+00 
 2.42800000e-11  2.65549964e+00  2.65549964e+00 
 2.52800000e-11  2.65549964e+00  2.65549964e+00 
 2.62800000e-11  2.65549964e+00  2.65549964e+00 
 2.72800000e-11  2.65549964e+00  2.65549964e+00 
 2.82800000e-11  2.65549964e+00  2.65549964e+00 
 2.92800000e-11  2.65549964e+00  2.65549964e+00 
 3.02800000e-11  2.65549964e+00  2.65549964e+00 
 3.12800000e-11  2.65549964e+00  2.65549964e+00 
 3.22800000e-11  2.65549964e+00  2.65549964e+00 
 3.32800000e-11  2.65549964e+00  2.65549964e+00 
 3.42800000e-11  2.65549964e+00  2.65549964e+00 
 3.52800000e-11  2.65549964e+00  2.65549964e+00 
 3.62800000e-11  2.65549964e+00  2.65549964e+00 
 3.72800000e-11  2.65549964e+00  2.65549964e+00 
 3.81400000e-11  2.65549964e+00  2.65549964e+00 
 3.90000000e-11  2.65549964e+00  2.65549964e+00 
 3.91000000e-11  2.65549964e+00  2.65549964e+00 
 3.93000000e-11  2.65549964e+00  2.65549964e+00 
 3.96500000e-11  2.65549964e+00  2.65549964e+00 
 4.00000000e-11  2.65549964e+00  2.65549964e+00 
 4.00700000e-11  2.65549964e+00  2.65549964e+00 
 4.02100000e-11  2.65549964e+00  2.65549964e+00 
 4.04900000e-11  2.65549964e+00  2.65549964e+00 
 4.10500000e-11  2.65549964e+00  2.65549964e+00 
 4.20500000e-11  2.65549964e+00  2.65549964e+00 
 4.30500000e-11  2.65549964e+00  2.65549964e+00 
 4.40500000e-11  2.65549964e+00  2.65549964e+00 
 4.50500000e-11  2.65549964e+00  2.65549964e+00 
 4.60500000e-11  2.65549964e+00  2.65549964e+00 
 4.70500000e-11  2.65549964e+00  2.65549964e+00 
 4.80500000e-11  2.65549964e+00  2.65549964e+00 
 4.90500000e-11  2.65549964e+00  2.65549964e+00 
 5.00500000e-11  2.65549964e+00  2.65549964e+00 
 5.10500000e-11  2.65549964e+00  2.65549964e+00 
 5.20500000e-11  2.65549964e+00  2.65549964e+00 
 5.30500000e-11  2.65549964e+00  2.65549964e+00 
 5.40500000e-11  2.65549964e+00  2.65549964e+00 
 5.50500000e-11  2.65549964e+00  2.65549964e+00 
 5.60500000e-11  2.65549964e+00  2.65549964e+00 
 5.70500000e-11  2.65549964e+00  2.65549964e+00 
 5.80500000e-11  2.65549964e+00  2.65549964e+00 
 5.90500000e-11  2.65549964e+00  2.65549964e+00 
 6.00500000e-11  2.65549964e+00  2.65549964e+00 
 6.10500000e-11  2.65549964e+00  2.65549964e+00 
 6.20500000e-11  2.65549964e+00  2.65549964e+00 
 6.30500000e-11  2.65549964e+00  2.65549964e+00 
 6.40500000e-11  2.65549964e+00  2.65549964e+00 
 6.50500000e-11  2.65549964e+00  2.65549964e+00 
 6.60500000e-11  2.65549964e+00  2.65549964e+00 
 6.70500000e-11  2.65549964e+00  2.65549964e+00 
 6.80500000e-11  2.65549964e+00  2.65549964e+00 
 6.90500000e-11  2.65549964e+00  2.65549964e+00 
 7.00500000e-11  2.65549964e+00  2.65549964e+00 
 7.10500000e-11  2.65549964e+00  2.65549964e+00 
 7.20500000e-11  2.65549964e+00  2.65549964e+00 
 7.30500000e-11  2.65549964e+00  2.65549964e+00 
 7.40500000e-11  2.65549964e+00  2.65549964e+00 
 7.50500000e-11  2.65549964e+00  2.65549964e+00 
 7.60500000e-11  2.65549964e+00  2.65549964e+00 
 7.70500000e-11  2.65549964e+00  2.65549964e+00 
 7.80500000e-11  2.65549964e+00  2.65549964e+00 
 7.90000000e-11  2.65549964e+00  2.65549964e+00 
 7.91000000e-11  2.65549964e+00  2.65549964e+00 
 7.93000000e-11  2.65549964e+00  2.65549964e+00 
 7.96500000e-11  2.65549964e+00  2.65549964e+00 
 8.00000000e-11  2.65549964e+00  2.65549964e+00 
 8.00700000e-11  2.65549964e+00  2.65549964e+00 
 8.02100000e-11  2.65549964e+00  2.65549964e+00 
 8.04900000e-11  2.65549964e+00  2.65549964e+00 
 8.10500000e-11  2.65549964e+00  2.65549964e+00 
 8.20500000e-11  2.65549964e+00  2.65549964e+00 
 8.30500000e-11  2.65549964e+00  2.65549964e+00 
 8.40500000e-11  2.65549964e+00  2.65549964e+00 
 8.50500000e-11  2.65549964e+00  2.65549964e+00 
 8.60500000e-11  2.65549964e+00  2.65549964e+00 
 8.70500000e-11  2.65549964e+00  2.65549964e+00 
 8.80500000e-11  2.65549964e+00  2.65549964e+00 
 8.90500000e-11  2.65549964e+00  2.65549964e+00 
 9.00500000e-11  2.65549964e+00  2.65549964e+00 
 9.10500000e-11  2.65549964e+00  2.65549964e+00 
 9.20500000e-11  2.65549964e+00  2.65549964e+00 
 9.30500000e-11  2.65549964e+00  2.65549964e+00 
 9.40500000e-11  2.65549964e+00  2.65549964e+00 
 9.50500000e-11  2.65549964e+00  2.65549964e+00 
 9.60500000e-11  2.65549964e+00  2.65549964e+00 
 9.70500000e-11  2.65549964e+00  2.65549964e+00 
 9.80500000e-11  2.65549964e+00  2.65549964e+00 
 9.90500000e-11  2.65549964e+00  2.65549964e+00 
 1.00050000e-10  2.65549964e+00  2.65549964e+00 
 1.01050000e-10  2.65549964e+00  2.65549964e+00 
 1.02050000e-10  2.65549964e+00  2.65549964e+00 
 1.03050000e-10  2.65549964e+00  2.65549964e+00 
 1.04050000e-10  2.65549964e+00  2.65549964e+00 
 1.05050000e-10  2.65549964e+00  2.65549964e+00 
 1.06050000e-10  2.65549964e+00  2.65549964e+00 
 1.07050000e-10  2.65549964e+00  2.65549964e+00 
 1.08050000e-10  2.65549964e+00  2.65549964e+00 
 1.09050000e-10  2.65549964e+00  2.65549964e+00 
 1.10050000e-10  2.65549964e+00  2.65549964e+00 
 1.11050000e-10  2.65549964e+00  2.65549964e+00 
 1.12050000e-10  2.65549964e+00  2.65549964e+00 
 1.13050000e-10  2.65549964e+00  2.65549964e+00 
 1.14050000e-10  2.65549964e+00  2.65549964e+00 
 1.15050000e-10  2.65549964e+00  2.65549964e+00 
 1.16050000e-10  2.65549964e+00  2.65549964e+00 
 1.17050000e-10  2.65549964e+00  2.65549964e+00 
 1.18050000e-10  2.65549964e+00  2.65549964e+00 
 1.19000000e-10  2.65549964e+00  2.65549964e+00 
 1.19100000e-10  2.65549964e+00  2.65549964e+00 
 1.19300000e-10  2.65549964e+00  2.65549964e+00 
 1.19650000e-10  2.65549964e+00  2.65549964e+00 
 1.20000000e-10  2.65549964e+00  2.65549964e+00 
 1.20070000e-10  2.65549964e+00  2.65549964e+00 
 1.20210000e-10  2.65549964e+00  2.65549964e+00 
 1.20490000e-10  2.65549964e+00  2.65549964e+00 
 1.21050000e-10  2.65549964e+00  2.65549964e+00 
 1.22050000e-10  2.65549964e+00  2.65549964e+00 
 1.23050000e-10  2.65549964e+00  2.65549964e+00 
 1.24050000e-10  2.65549964e+00  2.65549964e+00 
 1.25050000e-10  2.65549964e+00  2.65549964e+00 
 1.26050000e-10  2.65549964e+00  2.65549964e+00 
 1.27050000e-10  2.65549964e+00  2.65549964e+00 
 1.28050000e-10  2.65549963e+00  2.65549965e+00 
 1.29050000e-10  2.65549960e+00  2.65549969e+00 
 1.30050000e-10  2.65549947e+00  2.65549981e+00 
 1.31050000e-10  2.65549902e+00  2.65550026e+00 
 1.32050000e-10  2.65549764e+00  2.65550164e+00 
 1.33050000e-10  2.65549377e+00  2.65550551e+00 
 1.34050000e-10  2.65548382e+00  2.65551544e+00 
 1.35050000e-10  2.65546017e+00  2.65553902e+00 
 1.36050000e-10  2.65540786e+00  2.65559111e+00 
 1.37050000e-10  2.65529964e+00  2.65569874e+00 
 1.38050000e-10  2.65508917e+00  2.65590771e+00 
 1.39050000e-10  2.65470307e+00  2.65629038e+00 
 1.40050000e-10  2.65403278e+00  2.65695337e+00 
 1.41050000e-10  2.65292879e+00  2.65804298e+00 
 1.42050000e-10  2.65120007e+00  2.65974528e+00 
 1.43050000e-10  2.64862208e+00  2.66227789e+00 
 1.44050000e-10  2.64495600e+00  2.66587090e+00 
 1.45050000e-10  2.63997994e+00  2.67073667e+00 
 1.46050000e-10  2.63352970e+00  2.67703079e+00 
 1.47050000e-10  2.62554352e+00  2.68481006e+00 
 1.48050000e-10  2.61610178e+00  2.69399577e+00 
 1.49050000e-10  2.60545150e+00  2.70435199e+00 
 1.50050000e-10  2.59400633e+00  2.71548672e+00 
 1.51050000e-10  2.58231676e+00  2.72688060e+00 
 1.52050000e-10  2.57101146e+00  2.73794126e+00 
 1.53050000e-10  2.56071807e+00  2.74807568e+00 
 1.54050000e-10  2.55197746e+00  2.75676770e+00 
 1.55050000e-10  2.54516874e+00  2.76364570e+00 
 1.56050000e-10  2.54046077e+00  2.76852701e+00 
 1.57050000e-10  2.53780062e+00  2.77143086e+00 
 1.58050000e-10  2.53694051e+00  2.77255858e+00 
 1.59000000e-10  2.53744835e+00  2.77228427e+00 
 1.59100000e-10  2.53757942e+00  2.77217598e+00 
 1.59300000e-10  2.53786325e+00  2.77193584e+00 
 1.59650000e-10  2.53843276e+00  2.77143511e+00 
 1.60000000e-10  2.53908165e+00  2.77084432e+00 
 1.60070000e-10  2.53922169e+00  2.77071437e+00 
 1.60210000e-10  2.53950690e+00  2.77044822e+00 
 1.60490000e-10  2.54009782e+00  2.76989019e+00 
 1.61050000e-10  2.54133141e+00  2.76870231e+00 
 1.62050000e-10  2.54355134e+00  2.76651842e+00 
