 time            v(finalp)       v(finaln)      
 1.27050000e-10  2.72713678e+00  2.72717622e+00 
 1.28050000e-10  2.72708601e+00  2.72720663e+00 
 1.29050000e-10  2.72697581e+00  2.72729693e+00 
 1.30050000e-10  2.72674627e+00  2.72750853e+00 
 1.31050000e-10  2.72629837e+00  2.72794188e+00 
 1.32050000e-10  2.72548269e+00  2.72874769e+00 
 1.33050000e-10  2.72409124e+00  2.73013500e+00 
 1.34050000e-10  2.72185511e+00  2.73237343e+00 
 1.35050000e-10  2.71845003e+00  2.73578736e+00 
 1.36050000e-10  2.71351106e+00  2.74074069e+00 
 1.37050000e-10  2.70665617e+00  2.74761219e+00 
 1.38050000e-10  2.69751608e+00  2.75676309e+00 
 1.39050000e-10  2.68577108e+00  2.76850104e+00 
 1.40050000e-10  2.67118637e+00  2.78304043e+00 
 1.41050000e-10  2.65364423e+00  2.80046761e+00 
 1.42050000e-10  2.63316805e+00  2.82071568e+00 
 1.43050000e-10  2.60993422e+00  2.84355293e+00 
 1.44050000e-10  2.58426680e+00  2.86859246e+00 
 1.45050000e-10  2.55661895e+00  2.89531421e+00 
 1.46050000e-10  2.52754149e+00  2.92311166e+00 
 1.47050000e-10  2.49764767e+00  2.95134207e+00 
 1.48050000e-10  2.46757314e+00  2.97938264e+00 
 1.49050000e-10  2.43794356e+00  3.00666756e+00 
 1.50050000e-10  2.40935306e+00  3.03271183e+00 
 1.51050000e-10  2.38234231e+00  3.05712032e+00 
 1.52050000e-10  2.35738431e+00  3.07958403e+00 
 1.53050000e-10  2.33487199e+00  3.09987033e+00 
 1.54050000e-10  2.31510504e+00  3.11781636e+00 
 1.55050000e-10  2.29828167e+00  3.13332406e+00 
 1.56050000e-10  2.28449626e+00  3.14635622e+00 
 1.57050000e-10  2.27374654e+00  3.15692945e+00 
 1.58050000e-10  2.26593522e+00  3.16511359e+00 
 1.59000000e-10  2.26108236e+00  3.17077201e+00 
 1.59100000e-10  2.26072848e+00  3.17123754e+00 
 1.59300000e-10  2.26008126e+00  3.17211779e+00 
 1.59650000e-10  2.25917559e+00  3.17346577e+00 
 1.60000000e-10  2.25855815e+00  3.17456556e+00 
 1.60070000e-10  2.25847463e+00  3.17475095e+00 
 1.60210000e-10  2.25833408e+00  3.17509852e+00 
 1.60490000e-10  2.25817702e+00  3.17568337e+00 
 1.61050000e-10  2.25834804e+00  3.17641545e+00 
 1.62050000e-10  2.26009472e+00  3.17637718e+00 
 1.63050000e-10  2.26342146e+00  3.17479685e+00 
 1.64050000e-10  2.26801277e+00  3.17190178e+00 
 1.65050000e-10  2.27354326e+00  3.16794175e+00 
 1.66050000e-10  2.27969639e+00  3.16317798e+00 
 1.67050000e-10  2.28617761e+00  3.15787251e+00 
 1.68050000e-10  2.29272624e+00  3.15227503e+00 
 1.69050000e-10  2.29912721e+00  3.14660730e+00 
 1.70050000e-10  2.30522476e+00  3.14104582e+00 
 1.71050000e-10  2.31093476e+00  3.13570323e+00 
 1.72050000e-10  2.31625277e+00  3.13061465e+00 
 1.73050000e-10  2.32126286e+00  3.12572814e+00 
 1.74050000e-10  2.32613889e+00  3.12089878e+00 
 1.75050000e-10  2.33113945e+00  3.11589301e+00 
 1.76050000e-10  2.33659595e+00  3.11040049e+00 
 1.77050000e-10  2.34289402e+00  3.10405312e+00 
 1.78050000e-10  2.35044973e+00  3.09644950e+00 
 1.79050000e-10  2.35967470e+00  3.08718914e+00 
 1.80050000e-10  2.37094604e+00  3.07590132e+00 
 1.81050000e-10  2.38456978e+00  3.06228307e+00 
 1.82050000e-10  2.40074483e+00  3.04613237e+00 
 1.83050000e-10  2.41953391e+00  3.02737513e+00 
 1.84050000e-10  2.44084694e+00  3.00608122e+00 
 1.85050000e-10  2.46443391e+00  2.98246953e+00 
 1.86050000e-10  2.48990416e+00  2.95689436e+00 
 1.87050000e-10  2.51675613e+00  2.92982133e+00 
 1.88050000e-10  2.54441951e+00  2.90179541e+00 
 1.89050000e-10  2.57230288e+00  2.87340485e+00 
 1.90050000e-10  2.59983492e+00  2.84524841e+00 
 1.91050000e-10  2.62649331e+00  2.81790852e+00 
 1.92050000e-10  2.65181940e+00  2.79193009e+00 
 1.93050000e-10  2.67542143e+00  2.76780345e+00 
 1.94050000e-10  2.69697230e+00  2.74594920e+00 
 1.95050000e-10  2.71620610e+00  2.72670486e+00 
 1.96050000e-10  2.73292005e+00  2.71031643e+00 
 1.97050000e-10  2.74697501e+00  2.69692611e+00 
 1.98050000e-10  2.75830169e+00  2.68657494e+00 
 1.99000000e-10  2.76653525e+00  2.67950638e+00 
 1.99100000e-10  2.76724505e+00  2.67893275e+00 
 1.99300000e-10  2.76860032e+00  2.67785431e+00 
 1.99650000e-10  2.77072858e+00  2.67622615e+00 
 2.00000000e-10  2.77254198e+00  2.67492931e+00 
 2.00070000e-10  2.77286065e+00  2.67471602e+00 
 2.00210000e-10  2.77346812e+00  2.67432026e+00 
 2.00490000e-10  2.77454157e+00  2.67367396e+00 
 2.01050000e-10  2.77612232e+00  2.67295499e+00 
 2.02050000e-10  2.77718724e+00  2.67340876e+00 
 2.03050000e-10  2.77621383e+00  2.67581465e+00 
 2.04050000e-10  2.77347909e+00  2.67983627e+00 
 2.05050000e-10  2.76929137e+00  2.68511658e+00 
 2.06050000e-10  2.76397589e+00  2.69129788e+00 
 2.07050000e-10  2.75786759e+00  2.69803069e+00 
 2.08050000e-10  2.75131041e+00  2.70497385e+00 
 2.09050000e-10  2.74466324e+00  2.71178633e+00 
 2.10050000e-10  2.73831260e+00  2.71811150e+00 
 2.11050000e-10  2.73269007e+00  2.72355633e+00 
 2.12050000e-10  2.72829056e+00  2.72766983e+00 
 2.13050000e-10  2.72568605e+00  2.72992616e+00 
 2.14050000e-10  2.72552842e+00  2.72971889e+00 
 2.15050000e-10  2.72853516e+00  2.72637178e+00 
 2.16050000e-10  2.73545309e+00  2.71917121e+00 
 2.17050000e-10  2.74699684e+00  2.70742290e+00 
 2.18050000e-10  2.76376184e+00  2.69053346e+00 
 2.19050000e-10  2.78611492e+00  2.66811162e+00 
 2.20050000e-10  2.81407155e+00  2.64007381e+00 
 2.21050000e-10  2.84718328e+00  2.60672097e+00 
 2.22050000e-10  2.88448788e+00  2.56874563e+00 
 2.23050000e-10  2.92458800e+00  2.52715258e+00 
 2.24050000e-10  2.96586897e+00  2.48312358e+00 
 2.25050000e-10  3.00677756e+00  2.43788491e+00 
 2.26050000e-10  3.04604467e+00  2.39262313e+00 
 2.27050000e-10  3.08277663e+00  2.34845516e+00 
 2.28050000e-10  3.11641945e+00  2.30642151e+00 
 2.29050000e-10  3.14664938e+00  2.26747851e+00 
 2.30050000e-10  3.17328546e+00  2.23245987e+00 
 2.31050000e-10  3.19624978e+00  2.20196715e+00 
 2.32050000e-10  3.21558284e+00  2.17627803e+00 
 2.33050000e-10  3.23146513e+00  2.15546988e+00 
 2.34050000e-10  3.24421737e+00  2.13938292e+00 
 2.35050000e-10  3.25426766e+00  2.12771664e+00 
 2.36050000e-10  3.26208036e+00  2.12002729e+00 
 2.37050000e-10  3.26808816e+00  2.11579415e+00 
 2.38050000e-10  3.27264595e+00  2.11445173e+00 
 2.39000000e-10  3.27586963e+00  2.11533736e+00 
 2.39100000e-10  3.27614299e+00  2.11555886e+00 
 2.39300000e-10  3.27666773e+00  2.11604148e+00 
 2.39650000e-10  3.27750179e+00  2.11702584e+00 
 2.40000000e-10  3.27822681e+00  2.11817662e+00 
 2.40070000e-10  3.27835670e+00  2.11842921e+00 
 2.40210000e-10  3.27860610e+00  2.11894797e+00 
 2.40490000e-10  3.27905469e+00  2.12004626e+00 
 2.41050000e-10  3.27975118e+00  2.12245745e+00 
 2.42050000e-10  3.28036586e+00  2.12727847e+00 
 2.43050000e-10  3.28023595e+00  2.13249984e+00 
 2.44050000e-10  3.27944872e+00  2.13785669e+00 
 2.45050000e-10  3.27811715e+00  2.14311482e+00 
 2.46050000e-10  3.27638810e+00  2.14807583e+00 
 2.47050000e-10  3.27442910e+00  2.15257590e+00 
 2.48050000e-10  3.27242166e+00  2.15648628e+00 
 2.49050000e-10  3.27053635e+00  2.15971585e+00 
 2.50050000e-10  3.26891385e+00  2.16221669e+00 
 2.51050000e-10  3.26764815e+00  2.16399006e+00 
 2.52050000e-10  3.26677546e+00  2.16508599e+00 
 2.53050000e-10  3.26627468e+00  2.16560204e+00 
 2.54050000e-10  3.26607133e+00  2.16567583e+00 
 2.55050000e-10  3.26604735e+00  2.16547567e+00 
 2.56050000e-10  3.26605313e+00  2.16519072e+00 
 2.57050000e-10  3.26591432e+00  2.16502226e+00 
 2.58050000e-10  3.26544498e+00  2.16517820e+00 
 2.59050000e-10  3.26444921e+00  2.16586854e+00 
 2.60050000e-10  3.26272657e+00  2.16730353e+00 
 2.61050000e-10  3.26007713e+00  2.16969105e+00 
 2.62050000e-10  3.25631079e+00  2.17323033e+00 
 2.63050000e-10  3.25126319e+00  2.17809863e+00 
 2.64050000e-10  3.24481639e+00  2.18443662e+00 
 2.65050000e-10  3.23692513e+00  2.19232319e+00 
 2.66050000e-10  3.22763588e+00  2.20175268e+00 
 2.67050000e-10  3.21709613e+00  2.21261534e+00 
 2.68050000e-10  3.20554932e+00  2.22469605e+00 
 2.69050000e-10  3.19331743e+00  2.23768649e+00 
 2.70050000e-10  3.18077227e+00  2.25121380e+00 
 2.71050000e-10  3.16830490e+00  2.26487048e+00 
 2.72050000e-10  3.15629694e+00  2.27824600e+00 
 2.73050000e-10  3.14509668e+00  2.29095481e+00 
 2.74050000e-10  3.13499982e+00  2.30265830e+00 
 2.75050000e-10  3.12624217e+00  2.31307618e+00 
 2.76050000e-10  3.11898700e+00  2.32199522e+00 
 2.77050000e-10  3.11332476e+00  2.32927256e+00 
 2.78050000e-10  3.10927534e+00  2.33483515e+00 
 2.79000000e-10  3.10688308e+00  2.33852400e+00 
 2.79100000e-10  3.10672078e+00  2.33881328e+00 
 2.79300000e-10  3.10643173e+00  2.33935111e+00 
 2.79650000e-10  3.10605919e+00  2.34013887e+00 
 2.80000000e-10  3.10585596e+00  2.34072943e+00 
 2.80070000e-10  3.10583881e+00  2.34082005e+00 
 2.80210000e-10  3.10582001e+00  2.34098282e+00 
 2.80490000e-10  3.10585509e+00  2.34122105e+00 
 2.81050000e-10  3.10620917e+00  2.34135121e+00 
 2.82050000e-10  3.10767819e+00  2.34053075e+00 
 2.83050000e-10  3.11004891e+00  2.33852741e+00 
 2.84050000e-10  3.11311900e+00  2.33555112e+00 
 2.85050000e-10  3.11668083e+00  2.33182963e+00 
 2.86050000e-10  3.12053611e+00  2.32759271e+00 
 2.87050000e-10  3.12450608e+00  2.32305940e+00 
 2.88050000e-10  3.12844030e+00  2.31842553e+00 
 2.89050000e-10  3.13222481e+00  2.31385347e+00 
 2.90050000e-10  3.13578903e+00  2.30945990e+00 
 2.91050000e-10  3.13911442e+00  2.30530468e+00 
 2.92050000e-10  3.14224075e+00  2.30138241e+00 
 2.93050000e-10  3.14526853e+00  2.29761877e+00 
 2.94050000e-10  3.14835562e+00  2.29387111e+00 
 2.95050000e-10  3.15170868e+00  2.28993829e+00 
 2.96050000e-10  3.15556368e+00  2.28558070e+00 
 2.97050000e-10  3.16015862e+00  2.28054565e+00 
 2.98050000e-10  3.16570270e+00  2.27459852e+00 
 2.99050000e-10  3.17234188e+00  2.26755698e+00 
 3.00050000e-10  3.18013366e+00  2.25931862e+00 
 3.01050000e-10  3.18902179e+00  2.24988399e+00 
 3.02050000e-10  3.19883129e+00  2.23936667e+00 
 3.03050000e-10  3.20928021e+00  2.22798824e+00 
 3.04050000e-10  3.22000842e+00  2.21605890e+00 
 3.05050000e-10  3.23062044e+00  2.20394671e+00 
 3.06050000e-10  3.24073536e+00  2.19203896e+00 
 3.07050000e-10  3.25003369e+00  2.18069651e+00 
 3.08050000e-10  3.25829363e+00  2.17022829e+00 
 3.09050000e-10  3.26540378e+00  2.16087382e+00 
 3.10050000e-10  3.27134990e+00  2.15278987e+00 
 3.11050000e-10  3.27619529e+00  2.14605416e+00 
 3.12050000e-10  3.28004356e+00  2.14067422e+00 
 3.13050000e-10  3.28300819e+00  2.13660226e+00 
 3.14050000e-10  3.28519076e+00  2.13375182e+00 
 3.15050000e-10  3.28666834e+00  2.13201446e+00 
 3.16050000e-10  3.28749867e+00  2.13126665e+00 
 3.17050000e-10  3.28771974e+00  2.13138117e+00 
 3.18050000e-10  3.28736135e+00  2.13223173e+00 
 3.19000000e-10  3.28651444e+00  2.13361046e+00 
 3.19100000e-10  3.28639400e+00  2.13378978e+00 
 3.19300000e-10  3.28614103e+00  2.13415977e+00 
 3.19650000e-10  3.28565259e+00  2.13484815e+00 
 3.20000000e-10  3.28510748e+00  2.13558615e+00 
 3.20070000e-10  3.28499075e+00  2.13574048e+00 
 3.20210000e-10  3.28475246e+00  2.13605330e+00 
 3.20490000e-10  3.28425265e+00  2.13669769e+00 
 3.21050000e-10  3.28316797e+00  2.13805297e+00 
 3.22050000e-10  3.28101773e+00  2.14062742e+00 
 3.23050000e-10  3.27870116e+00  2.14330113e+00 
 3.24050000e-10  3.27635242e+00  2.14596216e+00 
 3.25050000e-10  3.27410779e+00  2.14850169e+00 
 3.26050000e-10  3.27209062e+00  2.15082457e+00 
 3.27050000e-10  3.27039891e+00  2.15285706e+00 
