 frequency       v(finalp,finaln) v(finalp,finaln)
 1.00000000e+06 -1.52069170e+03 -2.85178412e+01 
 1.02329299e+06 -1.52071619e+03 -2.78456421e+01 
 1.04712855e+06 -1.52073953e+03 -2.71881664e+01 
 1.07151931e+06 -1.52076178e+03 -2.65450681e+01 
 1.09647820e+06 -1.52078300e+03 -2.59160089e+01 
 1.12201845e+06 -1.52080321e+03 -2.53006579e+01 
 1.14815362e+06 -1.52082247e+03 -2.46986911e+01 
 1.17489755e+06 -1.52084081e+03 -2.41097915e+01 
 1.20226443e+06 -1.52085828e+03 -2.35336490e+01 
 1.23026877e+06 -1.52087491e+03 -2.29699599e+01 
 1.25892541e+06 -1.52089074e+03 -2.24184272e+01 
 1.28824955e+06 -1.52090579e+03 -2.18787603e+01 
 1.31825674e+06 -1.52092011e+03 -2.13506745e+01 
 1.34896288e+06 -1.52093373e+03 -2.08338914e+01 
 1.38038426e+06 -1.52094666e+03 -2.03281385e+01 
 1.41253754e+06 -1.52095894e+03 -1.98331488e+01 
 1.44543977e+06 -1.52097060e+03 -1.93486614e+01 
 1.47910839e+06 -1.52098166e+03 -1.88744204e+01 
 1.51356125e+06 -1.52099214e+03 -1.84101756e+01 
 1.54881662e+06 -1.52100206e+03 -1.79556820e+01 
 1.58489319e+06 -1.52101145e+03 -1.75106997e+01 
 1.62181010e+06 -1.52102033e+03 -1.70749936e+01 
 1.65958691e+06 -1.52102872e+03 -1.66483339e+01 
 1.69824365e+06 -1.52103662e+03 -1.62304951e+01 
 1.73780083e+06 -1.52104407e+03 -1.58212567e+01 
 1.77827941e+06 -1.52105107e+03 -1.54204026e+01 
 1.81970086e+06 -1.52105764e+03 -1.50277211e+01 
 1.86208714e+06 -1.52106379e+03 -1.46430048e+01 
 1.90546072e+06 -1.52106955e+03 -1.42660506e+01 
 1.94984460e+06 -1.52107491e+03 -1.38966595e+01 
 1.99526231e+06 -1.52107989e+03 -1.35346365e+01 
 2.04173794e+06 -1.52108450e+03 -1.31797903e+01 
 2.08929613e+06 -1.52108876e+03 -1.28319337e+01 
 2.13796209e+06 -1.52109267e+03 -1.24908831e+01 
 2.18776162e+06 -1.52109623e+03 -1.21564584e+01 
 2.23872114e+06 -1.52109946e+03 -1.18284833e+01 
 2.29086765e+06 -1.52110237e+03 -1.15067847e+01 
 2.34422882e+06 -1.52110495e+03 -1.11911929e+01 
 2.39883292e+06 -1.52110722e+03 -1.08815416e+01 
 2.45470892e+06 -1.52110918e+03 -1.05776674e+01 
 2.51188643e+06 -1.52111083e+03 -1.02794103e+01 
 2.57039578e+06 -1.52111218e+03 -9.98661323e+00 
 2.63026799e+06 -1.52111323e+03 -9.69912193e+00 
 2.69153480e+06 -1.52111398e+03 -9.41678513e+00 
 2.75422870e+06 -1.52111444e+03 -9.13945431e+00 
 2.81838293e+06 -1.52111461e+03 -8.86698368e+00 
 2.88403150e+06 -1.52111448e+03 -8.59923007e+00 
 2.95120923e+06 -1.52111405e+03 -8.33605292e+00 
 3.01995172e+06 -1.52111333e+03 -8.07731414e+00 
 3.09029543e+06 -1.52111232e+03 -7.82287810e+00 
 3.16227766e+06 -1.52111101e+03 -7.57261154e+00 
 3.23593657e+06 -1.52110940e+03 -7.32638350e+00 
 3.31131121e+06 -1.52110748e+03 -7.08406530e+00 
 3.38844156e+06 -1.52110526e+03 -6.84553041e+00 
 3.46736850e+06 -1.52110272e+03 -6.61065446e+00 
 3.54813389e+06 -1.52109987e+03 -6.37931516e+00 
 3.63078055e+06 -1.52109669e+03 -6.15139223e+00 
 3.71535229e+06 -1.52109319e+03 -5.92676735e+00 
 3.80189396e+06 -1.52108935e+03 -5.70532413e+00 
 3.89045145e+06 -1.52108517e+03 -5.48694805e+00 
 3.98107171e+06 -1.52108063e+03 -5.27152640e+00 
 4.07380278e+06 -1.52107574e+03 -5.05894826e+00 
 4.16869383e+06 -1.52107047e+03 -4.84910441e+00 
 4.26579519e+06 -1.52106482e+03 -4.64188735e+00 
 4.36515832e+06 -1.52105878e+03 -4.43719122e+00 
 4.46683592e+06 -1.52105233e+03 -4.23491175e+00 
 4.57088190e+06 -1.52104547e+03 -4.03494627e+00 
 4.67735141e+06 -1.52103817e+03 -3.83719362e+00 
 4.78630092e+06 -1.52103043e+03 -3.64155417e+00 
 4.89778819e+06 -1.52102223e+03 -3.44792976e+00 
 5.01187234e+06 -1.52101355e+03 -3.25622368e+00 
 5.12861384e+06 -1.52100438e+03 -3.06634063e+00 
 5.24807460e+06 -1.52099469e+03 -2.87818672e+00 
 5.37031796e+06 -1.52098448e+03 -2.69166944e+00 
 5.49540874e+06 -1.52097371e+03 -2.50669764e+00 
 5.62341325e+06 -1.52096237e+03 -2.32318151e+00 
 5.75439937e+06 -1.52095044e+03 -2.14103259e+00 
 5.88843655e+06 -1.52093789e+03 -1.96016371e+00 
 6.02559586e+06 -1.52092470e+03 -1.78048905e+00 
 6.16595002e+06 -1.52091085e+03 -1.60192408e+00 
 6.30957344e+06 -1.52089630e+03 -1.42438559e+00 
 6.45654229e+06 -1.52088103e+03 -1.24779169e+00 
 6.60693448e+06 -1.52086502e+03 -1.07206180e+00 
 6.76082975e+06 -1.52084822e+03 -8.97116670e-01 
 6.91830971e+06 -1.52083062e+03 -7.22878395e-01 
 7.07945784e+06 -1.52081217e+03 -5.49270433e-01 
 7.24435960e+06 -1.52079285e+03 -3.76217620e-01 
 7.41310241e+06 -1.52077261e+03 -2.03646202e-01 
 7.58577575e+06 -1.52075143e+03 -3.14838606e-02 
 7.76247117e+06 -1.52072926e+03  1.40340253e-01 
 7.94328235e+06 -1.52070606e+03  3.11895477e-01 
 8.12830516e+06 -1.52068179e+03  4.83249596e-01 
 8.31763771e+06 -1.52065642e+03  6.54468794e-01 
 8.51138038e+06 -1.52062989e+03  8.25617598e-01 
 8.70963590e+06 -1.52060216e+03  9.96758822e-01 
 8.91250938e+06 -1.52057318e+03  1.16795350e+00 
 9.12010839e+06 -1.52054290e+03  1.33926083e+00 
 9.33254301e+06 -1.52051128e+03  1.51073807e+00 
 9.54992586e+06 -1.52047825e+03  1.68244048e+00 
 9.77237221e+06 -1.52044377e+03  1.85442124e+00 
