 time            v(bufinp)       v(bufinn)       v(outp)         v(outn)        
 0.00000000e+00  1.80000000e+00  1.80000000e+00  3.01570958e+00  3.01570958e+00 
 5.00000000e-15  1.80000314e+00  1.79999686e+00  3.01571258e+00  3.01570657e+00 
 1.00000000e-14  1.80000628e+00  1.79999372e+00  3.01571553e+00  3.01570362e+00 
 2.00000000e-14  1.80001257e+00  1.79998743e+00  3.01572132e+00  3.01569784e+00 
 4.00000000e-14  1.80002513e+00  1.79997487e+00  3.01573222e+00  3.01568693e+00 
 8.00000000e-14  1.80005027e+00  1.79994973e+00  3.01575162e+00  3.01566753e+00 
 1.60000000e-13  1.80010053e+00  1.79989947e+00  3.01578231e+00  3.01563684e+00 
 3.20000000e-13  1.80020106e+00  1.79979894e+00  3.01581993e+00  3.01559922e+00 
 6.40000000e-13  1.80040212e+00  1.79959788e+00  3.01583854e+00  3.01558060e+00 
 1.14000000e-12  1.80071628e+00  1.79928372e+00  3.01578782e+00  3.01563116e+00 
 1.64000000e-12  1.80103042e+00  1.79896958e+00  3.01568013e+00  3.01573831e+00 
 2.14000000e-12  1.80134456e+00  1.79865544e+00  3.01553060e+00  3.01588673e+00 
 2.64000000e-12  1.80165868e+00  1.79834132e+00  3.01534571e+00  3.01606987e+00 
 3.14000000e-12  1.80197279e+00  1.79802721e+00  3.01513010e+00  3.01628303e+00 
 3.64000000e-12  1.80228688e+00  1.79771312e+00  3.01488719e+00  3.01652280e+00 
 4.14000000e-12  1.80260095e+00  1.79739905e+00  3.01461971e+00  3.01678648e+00 
 4.64000000e-12  1.80291499e+00  1.79708501e+00  3.01432994e+00  3.01707184e+00 
 5.14000000e-12  1.80322900e+00  1.79677100e+00  3.01401984e+00  3.01737696e+00 
 5.64000000e-12  1.80354297e+00  1.79645703e+00  3.01369115e+00  3.01770013e+00 
 6.14000000e-12  1.80385692e+00  1.79614308e+00  3.01334545e+00  3.01803985e+00 
 6.64000000e-12  1.80417082e+00  1.79582918e+00  3.01298417e+00  3.01839472e+00 
 7.14000000e-12  1.80448469e+00  1.79551531e+00  3.01260859e+00  3.01876349e+00 
 7.64000000e-12  1.80479851e+00  1.79520149e+00  3.01221991e+00  3.01914501e+00 
 8.14000000e-12  1.80511228e+00  1.79488772e+00  3.01181922e+00  3.01953822e+00 
 8.64000000e-12  1.80542601e+00  1.79457399e+00  3.01140751e+00  3.01994216e+00 
 9.14000000e-12  1.80573968e+00  1.79426032e+00  3.01098571e+00  3.02035594e+00 
 9.64000000e-12  1.80605329e+00  1.79394671e+00  3.01055465e+00  3.02077873e+00 
 1.01400000e-11  1.80636684e+00  1.79363316e+00  3.01011512e+00  3.02120980e+00 
 1.06400000e-11  1.80668033e+00  1.79331967e+00  3.00966781e+00  3.02164844e+00 
 1.11400000e-11  1.80699375e+00  1.79300625e+00  3.00921338e+00  3.02209403e+00 
 1.16400000e-11  1.80730711e+00  1.79269289e+00  3.00875244e+00  3.02254598e+00 
 1.21400000e-11  1.80762039e+00  1.79237961e+00  3.00828553e+00  3.02300375e+00 
 1.26400000e-11  1.80793360e+00  1.79206640e+00  3.00781316e+00  3.02346685e+00 
 1.31400000e-11  1.80824673e+00  1.79175327e+00  3.00733580e+00  3.02393482e+00 
 1.36400000e-11  1.80855978e+00  1.79144022e+00  3.00685388e+00  3.02440725e+00 
 1.41400000e-11  1.80887274e+00  1.79112726e+00  3.00636779e+00  3.02488375e+00 
 1.46400000e-11  1.80918562e+00  1.79081438e+00  3.00587790e+00  3.02536397e+00 
 1.51400000e-11  1.80949840e+00  1.79050160e+00  3.00538453e+00  3.02584757e+00 
 1.56400000e-11  1.80981109e+00  1.79018891e+00  3.00488800e+00  3.02633427e+00 
 1.61400000e-11  1.81012369e+00  1.78987631e+00  3.00438860e+00  3.02682378e+00 
 1.66400000e-11  1.81043618e+00  1.78956382e+00  3.00388657e+00  3.02731585e+00 
 1.71400000e-11  1.81074857e+00  1.78925143e+00  3.00338216e+00  3.02781025e+00 
 1.76400000e-11  1.81106086e+00  1.78893914e+00  3.00287560e+00  3.02830675e+00 
 1.81400000e-11  1.81137304e+00  1.78862696e+00  3.00236708e+00  3.02880516e+00 
 1.86400000e-11  1.81168510e+00  1.78831490e+00  3.00185680e+00  3.02930529e+00 
 1.91400000e-11  1.81199705e+00  1.78800295e+00  3.00134492e+00  3.02980698e+00 
 1.96400000e-11  1.81230888e+00  1.78769112e+00  3.00083161e+00  3.03031006e+00 
 2.01400000e-11  1.81262059e+00  1.78737941e+00  3.00031701e+00  3.03081440e+00 
 2.06400000e-11  1.81293217e+00  1.78706783e+00  2.99980127e+00  3.03131985e+00 
 2.11400000e-11  1.81324363e+00  1.78675637e+00  2.99928450e+00  3.03182630e+00 
 2.16400000e-11  1.81355496e+00  1.78644504e+00  2.99876682e+00  3.03233362e+00 
 2.21400000e-11  1.81386615e+00  1.78613385e+00  2.99824835e+00  3.03284173e+00 
 2.26400000e-11  1.81417720e+00  1.78582280e+00  2.99772917e+00  3.03335050e+00 
 2.31400000e-11  1.81448812e+00  1.78551188e+00  2.99720939e+00  3.03385987e+00 
 2.36400000e-11  1.81479889e+00  1.78520111e+00  2.99668909e+00  3.03436973e+00 
 2.41400000e-11  1.81510952e+00  1.78489048e+00  2.99616834e+00  3.03488002e+00 
 2.46400000e-11  1.81542000e+00  1.78458000e+00  2.99564723e+00  3.03539066e+00 
 2.51400000e-11  1.81573032e+00  1.78426968e+00  2.99512581e+00  3.03590158e+00 
 2.56400000e-11  1.81604049e+00  1.78395951e+00  2.99460416e+00  3.03641272e+00 
 2.61400000e-11  1.81635050e+00  1.78364950e+00  2.99408234e+00  3.03692402e+00 
 2.66400000e-11  1.81666035e+00  1.78333965e+00  2.99356039e+00  3.03743544e+00 
 2.71400000e-11  1.81697004e+00  1.78302996e+00  2.99303836e+00  3.03794691e+00 
 2.76400000e-11  1.81727956e+00  1.78272044e+00  2.99251632e+00  3.03845839e+00 
 2.81400000e-11  1.81758891e+00  1.78241109e+00  2.99199430e+00  3.03896983e+00 
 2.86400000e-11  1.81789808e+00  1.78210192e+00  2.99147234e+00  3.03948120e+00 
 2.91400000e-11  1.81820708e+00  1.78179292e+00  2.99095049e+00  3.03999245e+00 
 2.96400000e-11  1.81851590e+00  1.78148410e+00  2.99042877e+00  3.04050356e+00 
 3.01400000e-11  1.81882453e+00  1.78117547e+00  2.98990723e+00  3.04101448e+00 
 3.06400000e-11  1.81913298e+00  1.78086702e+00  2.98938590e+00  3.04152518e+00 
 3.11400000e-11  1.81944124e+00  1.78055876e+00  2.98886481e+00  3.04203563e+00 
 3.16400000e-11  1.81974931e+00  1.78025069e+00  2.98834398e+00  3.04254580e+00 
 3.21400000e-11  1.82005718e+00  1.77994282e+00  2.98782345e+00  3.04305567e+00 
 3.26400000e-11  1.82036486e+00  1.77963514e+00  2.98730325e+00  3.04356521e+00 
 3.31400000e-11  1.82067233e+00  1.77932767e+00  2.98678338e+00  3.04407440e+00 
 3.36400000e-11  1.82097960e+00  1.77902040e+00  2.98626389e+00  3.04458321e+00 
 3.41400000e-11  1.82128667e+00  1.77871333e+00  2.98574479e+00  3.04509162e+00 
 3.46400000e-11  1.82159352e+00  1.77840648e+00  2.98522610e+00  3.04559961e+00 
 3.51400000e-11  1.82190016e+00  1.77809984e+00  2.98470784e+00  3.04610716e+00 
 3.56400000e-11  1.82220659e+00  1.77779341e+00  2.98419004e+00  3.04661425e+00 
 3.61400000e-11  1.82251279e+00  1.77748721e+00  2.98367271e+00  3.04712086e+00 
 3.66400000e-11  1.82281877e+00  1.77718123e+00  2.98315587e+00  3.04762698e+00 
 3.71400000e-11  1.82312453e+00  1.77687547e+00  2.98263953e+00  3.04813258e+00 
 3.76400000e-11  1.82343006e+00  1.77656994e+00  2.98212372e+00  3.04863765e+00 
 3.81400000e-11  1.82373536e+00  1.77626464e+00  2.98160844e+00  3.04914218e+00 
 3.86400000e-11  1.82404042e+00  1.77595958e+00  2.98109372e+00  3.04964615e+00 
 3.91400000e-11  1.82434525e+00  1.77565475e+00  2.98057958e+00  3.05014954e+00 
 3.96400000e-11  1.82464984e+00  1.77535016e+00  2.98006601e+00  3.05065234e+00 
 4.01400000e-11  1.82495418e+00  1.77504582e+00  2.97955304e+00  3.05115454e+00 
 4.06400000e-11  1.82525828e+00  1.77474172e+00  2.97904069e+00  3.05165612e+00 
 4.11400000e-11  1.82556212e+00  1.77443788e+00  2.97852896e+00  3.05215707e+00 
 4.16400000e-11  1.82586572e+00  1.77413428e+00  2.97801787e+00  3.05265738e+00 
 4.21400000e-11  1.82616906e+00  1.77383094e+00  2.97750743e+00  3.05315703e+00 
 4.26400000e-11  1.82647214e+00  1.77352786e+00  2.97699765e+00  3.05365601e+00 
